Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
11,Fanendo Adi\Fanendo-Adi,ng NGA,FW,Columbus,29,1990,11,181,16,8.7,2.0,1,61,,10,12,3,1.67,2,0,+2,+0.99,+0.38,3.1,1.9,+1.2,+0.58,+0.59,Matches
12,Ali Adnan Kadhim\Ali-Adnan-Kadhim,iq IRQ,DFMF,Vancouver,26,1993,22,1767,80,85.4,19.6,20,86,,2,19,1,1.17,23,33,-10,-0.51,+1.57,20.7,31.4,-10.7,-0.54,+0.49,Matches
13,Harrison Afful\Harrison-Afful,gh GHA,DF,Columbus,33,1986,21,1796,86,86.8,20.0,20,89,,1,9,1,1.92,34,19,+15,+0.75,+0.75,28.3,27.1,+1.2,+0.06,+0.17,Matches
14,Juan Agudelo\Juan-Agudelo,us USA,FWMF,Miami,27,1992,14,845,60,40.8,9.4,9,80,,5,25,4,0.93,8,12,-4,-0.43,+0.01,11.7,11.6,+0.1,+0.01,+0.08,Matches
15,Matheus Aiás\Matheus-Aias,br BRA,FW,Orlando City,23,1996,4,20,5,1.0,0.2,0,,,4,5,1,1.50,1,2,-1,-4.50,-5.20,0.4,0.6,-0.2,-0.90,-1.19,Matches
16,José Aja\Jose-Aja,uy URU,DF,Minnesota,26,1993,13,1070,82,56.6,11.9,12,85,,1,45,6,1.44,19,15,+4,+0.34,-0.32,16.3,19.8,-3.6,-0.30,+0.01,Matches
17,Jacob Akanyirige\Jacob-Akanyirige,us USA,DF,San Jose,18,2001,1,68,68,3.3,0.8,1,68,,0,,3,1.00,0,1,-1,-1.32,-0.65,1.2,0.8,+0.4,+0.53,+0.76,Matches
18,Tesho Akindele\Tesho-Akindele,ca CAN,FW,Orlando City,27,1992,17,822,48,39.7,9.1,8,73,,9,27,0,1.78,16,9,+7,+0.77,+0.19,12.4,8.0,+4.4,+0.48,+0.35,Matches
19,Ayo Akinola\Ayo-Akinola,us USA,FW,Toronto FC,20,2000,15,1060,71,51.2,11.8,11,86,,4,30,1,1.75,19,13,+6,+0.51,+0.42,19.5,13.0,+6.5,+0.55,+0.18,Matches
20,Oswaldo Alanís\Oswaldo-Alanis,mx MEX,DF,San Jose,30,1989,14,1188,85,57.4,13.2,14,85,,0,,4,1.06,17,30,-13,-0.98,-0.68,16.9,20.9,-4.0,-0.31,-0.23,Matches
21,Fatai Alashe\Fatai-Alashe,us USA,MF,Columbus,26,1993,8,436,55,21.1,4.8,6,69,,2,13,4,1.89,8,5,+3,+0.62,-0.04,6.6,6.1,+0.5,+0.11,+0.09,Matches
22,Fatai Alashe\Fatai-Alashe,us USA,MF,FC Cincinnati,26,1993,3,27,9,1.3,0.3,0,,,3,9,2,1.50,0,0,0,0.00,+1.06,0.5,0.4,+0.1,+0.35,+0.71,Matches
23,Ignacio Aliseda\Ignacio-Aliseda,ar ARG,FWMF,Chicago,19,2000,20,1399,70,67.6,15.5,16,82,,4,21,2,0.95,21,25,-4,-0.26,+0.01,28.0,20.8,+7.2,+0.46,+0.96,Matches
24,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Minnesota,34,1985,10,750,75,39.7,8.3,9,75,,1,76,1,1.88,14,12,+2,+0.24,-0.39,10.8,12.6,-1.7,-0.21,+0.16,Matches
25,Jozy Altidore\Jozy-Altidore,us USA,FWMF,Toronto FC,30,1989,13,744,57,35.9,8.3,10,68,,3,22,0,1.60,13,7,+6,+0.73,+0.66,13.1,7.1,+6.0,+0.72,+0.41,Matches
26,Alexander Alvarado\Alexander-Alvarado,ec ECU,FWMF,Orlando City,20,1999,2,27,14,1.3,0.3,0,,,2,14,3,3.00,1,1,0,0.00,-0.66,0.8,0.3,+0.5,+1.66,+1.40,Matches
27,Efrain Alvarez\Efrain-Alvarez,mx MEX,FWMF,LA Galaxy,17,2002,16,724,45,36.6,8.0,6,81,,10,24,4,1.13,12,18,-6,-0.75,+0.19,12.4,13.9,-1.5,-0.19,+0.34,Matches
28,Luis Amarilla\Luis-Amarilla,py PAR,FW,Minnesota,24,1995,7,423,60,22.4,4.7,5,73,,2,29,0,1.40,11,11,0,0.00,-0.61,5.8,8.4,-2.6,-0.55,-0.31,Matches
29,Frankie Amaya\Frankie-Amaya,us USA,MF,FC Cincinnati,19,2000,21,1733,83,83.7,19.3,21,83,,0,,1,0.59,8,29,-21,-1.09,-0.29,17.4,25.0,-7.6,-0.39,-0.24,Matches
30,Mikey Ambrose\Mikey-Ambrose,us USA,DF,Miami,26,1993,6,304,51,14.7,3.4,3,82,,3,19,17,0.86,3,6,-3,-0.89,-0.53,3.0,3.4,-0.5,-0.13,-0.11,Matches
31,José Andrés Martínez\Jose-Andres-Martinez,ve VEN,MF,Philadelphia,25,1994,14,1143,82,55.2,12.7,14,82,,0,,1,2.00,25,8,+17,+1.34,+0.66,19.1,13.0,+6.1,+0.48,+0.11,Matches
32,Isaac Angking\Isaac-Angking,pr PUR,MF,New England,20,2000,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
33,Jalil Anibaba\Jalil-Anibaba,us USA,DF,Nashville,31,1988,12,588,49,28.4,6.5,6,78,,6,20,11,1.31,6,5,+1,+0.15,+0.09,7.1,6.6,+0.4,+0.06,+0.18,Matches
34,Brian Anunga\Brian-Anunga,cm CMR,MF,Nashville,23,1996,14,780,56,37.7,8.7,8,82,,6,20,5,1.76,11,5,+6,+0.69,+0.97,8.2,11.5,-3.3,-0.38,-0.51,Matches
35,Julian Araujo\Julian-Araujo,us USA,DFFW,LA Galaxy,18,2001,17,1290,76,65.2,14.3,17,76,,0,,3,1.24,20,29,-9,-0.63,+0.68,17.1,23.3,-6.2,-0.43,-0.08,Matches
36,Luis Argudo\Luis-Argudo,us USA,MF,Miami,24,1995,1,13,13,0.6,0.1,0,,,1,13,4,0.00,0,1,-1,-6.92,-6.53,0.1,0.5,-0.4,-2.91,-2.89,Matches
37,Daniel Armando Ríos\Daniel-Armando-Rios,mx MEX,FW,Nashville,24,1995,18,701,39,33.9,7.8,8,61,,10,22,1,1.52,8,8,0,0.00,-0.13,9.7,8.2,+1.5,+0.19,+0.39,Matches
38,Xavier Arreaga\Xavier-Arreaga,ec ECU,DF,Seattle,25,1994,14,1146,82,57.9,12.7,13,88,,1,5,3,2.07,32,11,+21,+1.65,+1.65,28.6,12.0,+16.6,+1.31,+0.85,Matches
39,Paul Arriola\Paul-Arriola,us USA,MF,D.C. United,24,1995,1,22,22,1.1,0.2,0,,,1,22,0,0.00,0,2,-2,-8.18,-7.57,0.4,0.5,-0.1,-0.22,+0.44,Matches
40,Artur\Artur,br BRA,MF,Columbus,23,1996,22,1831,83,88.5,20.3,20,88,,2,34,1,1.96,34,20,+14,+0.69,+0.31,28.4,28.0,+0.4,+0.02,-0.16,Matches
41,Yamil Asad\Yamil-Asad,ar ARG,MFFW,D.C. United,25,1994,23,1576,69,76.1,17.5,18,80,,5,26,0,0.91,21,28,-7,-0.40,+1.24,17.3,25.8,-8.6,-0.49,+0.69,Matches
42,Dairon Asprilla\Dairon-Asprilla,co COL,FW,Portland,27,1992,3,49,16,2.4,0.5,0,,,3,16,1,0.33,1,2,-1,-1.84,-2.37,1.2,0.8,+0.4,+0.74,+0.92,Matches
43,Joshua Atencio\Joshua-Atencio,us USA,MF,Seattle,18,2002,5,14,3,0.7,0.2,0,,,5,3,13,2.00,0,0,0,0.00,-0.96,0.1,0.2,-0.1,-0.76,-1.72,Matches
44,Jeff Attinella\Jeff-Attinella,us USA,GK,Portland,31,1988,1,90,90,4.3,1.0,1,90,,0,,5,0.00,2,3,-1,-1.00,-1.55,1.2,1.7,-0.5,-0.52,-0.37,Matches
45,Eduard Atuesta\Eduard-Atuesta,co COL,MF,Los Angeles FC,22,1997,17,1326,78,67.0,14.7,14,88,,3,29,0,1.60,36,23,+13,+0.88,+1.57,29.4,18.8,+10.7,+0.72,+0.47,Matches
46,Auro\Auro,br BRA,DF,Toronto FC,24,1996,18,1493,83,72.1,16.6,17,86,,1,36,0,1.70,23,18,+5,+0.30,-0.01,28.0,15.9,+12.0,+0.73,+0.94,Matches
47,Micheal Azira\Micheal-Azira,ug UGA,MF,Chicago,32,1987,6,129,22,6.2,1.4,1,90,,5,8,13,1.00,3,3,0,0.00,+0.28,1.1,2.4,-1.3,-0.92,-1.14,Matches
48,Dominique Badji\Dominique-Badji,sn SEN,FW,Nashville,27,1992,12,743,62,35.9,8.3,10,70,,2,21,0,1.25,8,10,-2,-0.24,-0.51,8.8,7.5,+1.3,+0.16,+0.35,Matches
49,Zico Bailey\Zico-Bailey,us USA,DF,FC Cincinnati,19,2000,5,294,59,14.2,3.3,3,76,,2,33,13,0.00,0,7,-7,-2.14,-1.28,3.6,4.5,-0.9,-0.28,+0.08,Matches
50,Theo Bair\Theo-Bair,ca CAN,FWMF,Vancouver,20,1999,16,445,28,21.5,4.9,6,54,,10,12,6,0.88,6,13,-7,-1.42,-0.86,3.1,12.1,-9.0,-1.82,-1.54,Matches
51,Corey Baird\Corey-Baird,us USA,FWMF,Real Salt Lake,24,1996,21,1528,73,77.2,17.0,17,85,,4,22,0,0.95,23,30,-7,-0.41,+0.19,21.9,24.0,-2.1,-0.13,-0.07,Matches
52,Michael Baldisimo\Michael-Baldisimo,ca CAN,MF,Vancouver,19,2000,13,705,54,34.1,7.8,7,80,,6,24,6,1.15,9,20,-11,-1.40,-1.01,7.4,15.8,-8.3,-1.06,-0.68,Matches
53,Botond Baráth\Botond-Barath,hu HUN,DF,Sporting KC,27,1992,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
54,Ezequiel Barco\Ezequiel-Barco,ar ARG,FWMF,Atlanta,20,1999,15,1033,69,49.9,11.5,11,81,,4,35,0,0.73,10,19,-9,-0.78,-0.96,10.7,15.0,-4.3,-0.37,-0.10,Matches
55,Tom Barlow\Tom-Barlow,us USA,FW,NY Red Bulls,24,1995,21,973,46,47.0,10.8,12,67,,9,19,0,1.32,15,13,+2,+0.18,+0.51,14.8,18.6,-3.8,-0.35,-0.19,Matches
56,Luis Barraza\Luis-Barraza,us USA,GK,NYCFC,23,1996,0,,,,,0,,,0,,13,,,,,,,,,,,,Matches
57,Álvaro Barreal\Alvaro-Barreal,ar ARG,FW,FC Cincinnati,19,2000,5,324,65,15.7,3.6,4,74,,1,29,0,0.60,3,6,-3,-0.83,+0.25,3.6,5.3,-1.7,-0.46,-0.12,Matches
58,Michael Barrios\Michael-Barrios,co COL,FW,FC Dallas,28,1991,21,1675,80,84.6,18.6,19,85,,2,34,0,1.61,21,18,+3,+0.16,-0.13,26.4,25.8,+0.6,+0.03,-0.16,Matches
59,Cole Bassett\Cole-Bassett,us USA,MF,Colorado,18,2001,14,979,70,60.4,10.9,12,80,,2,13,4,1.47,22,13,+9,+0.83,+1.53,15.6,13.1,+2.6,+0.24,+0.19,Matches
60,Clement Bayiha\Clement-Bayiha,ca CAN,DF,Montreal,20,1999,4,69,17,3.3,0.8,1,45,,3,8,12,0.25,2,2,0,0.00,+0.45,1.0,2.5,-1.4,-1.87,-1.44,Matches
61,Tanner Beason\Tanner-Beason,us USA,DF,San Jose,22,1997,9,810,90,39.1,9.0,9,90,,0,,10,1.33,15,24,-9,-1.00,-0.50,13.8,17.1,-3.2,-0.36,-0.25,Matches
62,Brayan Beckeles\Brayan-Beckeles,hn HON,DF,Nashville,34,1985,2,72,36,3.5,0.8,1,66,,1,6,13,3.00,0,0,0,0.00,-0.09,0.3,0.9,-0.6,-0.78,-0.74,Matches
63,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,37,1982,10,390,39,19.7,4.3,5,71,,5,7,5,1.00,2,7,-5,-1.15,-0.87,4.0,7.7,-3.8,-0.88,-0.95,Matches
64,Alejandro Bedoya\Alejandro-Bedoya,us USA,MF,Philadelphia,32,1987,21,1827,87,88.3,20.3,21,87,,0,,0,1.88,39,19,+20,+0.99,-0.50,31.9,21.3,+10.6,+0.52,+0.73,Matches
65,Steven Beitashour\Steven-Beitashour,ir IRN,DFMF,Colorado,32,1987,0,,,,,0,,,0,,6,,,,,,,,,,,,Matches
66,George Bello\George-Bello,us USA,DF,Atlanta,18,2002,20,1643,82,79.4,18.3,19,86,,1,8,1,0.80,17,26,-9,-0.49,-0.91,17.5,24.6,-7.1,-0.39,-0.32,Matches
67,Jordan Bender\Jordan-Bender,us USA,MF,Orlando City,18,2001,2,46,23,2.2,0.5,1,45,,1,1,8,0.50,1,1,0,0.00,-0.67,0.3,0.2,+0.1,+0.28,0.00,Matches
68,Joe Bendik\Joe-Bendik,us USA,GK,Philadelphia,30,1989,2,91,46,4.4,1.0,1,90,,1,1,21,1.50,1,2,-1,-0.99,-2.13,3.3,1.7,+1.6,+1.59,+1.21,Matches
69,Nicolas Benezet\Nicolas-Benezet,fr FRA,FWMF,Colorado,28,1991,12,492,41,30.4,5.5,5,67,,7,23,0,1.31,11,11,0,0.00,-0.32,8.0,7.8,+0.3,+0.05,-0.16,Matches
70,Sebastian Berhalter\Sebastian-Berhalter,us USA,MF,Columbus,18,2001,9,397,44,19.2,4.4,4,66,,5,27,9,2.00,7,5,+2,+0.45,-0.25,5.8,4.7,+1.0,+0.24,+0.24,Matches
71,Robert Berić\Robert-Beric,si SVN,FW,Chicago,28,1991,23,1926,84,93.0,21.4,22,86,,1,32,0,1.00,31,35,-4,-0.19,+1.06,34.7,33.3,+1.4,+0.07,-1.24,Matches
72,Miguel Berry\Miguel-Berry,es ESP,FW,Columbus,22,1997,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
73,Matt Bersano\Matt-Bersano,us USA,GK,San Jose,27,1992,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
74,Matt Besler\Matt-Besler,us USA,DF,Sporting KC,32,1987,10,810,81,42.9,9.0,9,85,,1,45,8,1.30,17,17,0,0.00,-1.08,16.3,13.0,+3.3,+0.37,+0.05,Matches
75,Nick Besler\Nick-Besler,us USA,MFDF,Real Salt Lake,26,1993,12,570,48,28.8,6.3,6,81,,6,15,10,1.17,6,8,-2,-0.32,+0.19,6.6,8.5,-1.9,-0.30,-0.27,Matches
76,Janio Bikel\Janio-Bikel,pt POR,MFDF,Vancouver,24,1995,12,944,79,45.6,10.5,12,79,,0,,0,1.75,14,15,-1,-0.10,+1.18,11.4,13.2,-1.8,-0.17,+0.81,Matches
77,Noah Billingsley\Noah-Billingsley,nz NZL,DF,Minnesota,22,1997,1,6,6,0.3,0.1,0,,,1,6,1,3.00,0,0,0,0.00,-0.48,0.1,0.3,-0.2,-3.65,-3.36,Matches
78,David Bingham\David-Bingham,us USA,GK,LA Galaxy,30,1989,18,1620,90,81.8,18.0,18,90,,0,,4,1.06,24,35,-11,-0.61,+1.39,22.2,28.2,-6.0,-0.33,+0.40,Matches
79,Luis Binks\Luis-Binks,eng ENG,DF,Montreal,18,2001,21,1763,84,85.2,19.6,20,88,,1,9,0,0.96,26,37,-11,-0.56,-0.85,21.4,35.5,-14.1,-0.72,-1.63,Matches
80,Steve Birnbaum\Steve-Birnbaum,us USA,DF,D.C. United,29,1991,10,900,90,43.5,10.0,10,90,,0,,0,0.60,7,16,-9,-0.90,-0.36,7.6,12.8,-5.2,-0.52,+0.24,Matches
81,José Bizama\Jose-Bizama,cl CHI,DF,Houston,25,1994,8,569,71,27.5,6.3,6,90,,2,15,8,0.75,6,13,-7,-1.11,-0.93,9.8,15.1,-5.3,-0.84,-1.06,Matches
82,Tristan Blackmon\Tristan-Blackmon,us USA,DF,Los Angeles FC,23,1996,14,978,70,49.4,10.9,11,81,,3,30,0,1.29,22,24,-2,-0.18,-1.08,22.4,13.2,+9.1,+0.84,+0.54,Matches
83,Andre Blake\Andre-Blake,jm JAM,GK,Philadelphia,29,1990,21,1889,90,91.3,21.0,21,90,,0,,0,2.00,41,18,+23,+1.10,+0.60,29.3,23.3,+6.0,+0.29,-1.72,Matches
84,Sebastián Blanco\Sebastian-Blanco,ar ARG,FWMF,Portland,31,1988,9,664,74,32.1,7.4,8,79,,1,35,0,2.00,14,14,0,0.00,-0.70,9.3,11.6,-2.3,-0.31,-0.22,Matches
85,Latif Blessing\Latif-Blessing,gh GHA,MFDF,Los Angeles FC,23,1996,21,1721,82,86.9,19.1,18,90,,3,35,0,1.42,43,35,+8,+0.42,+0.42,37.1,24.3,+12.8,+0.67,+0.77,Matches
86,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FWMF,D.C. United,26,1994,0,,,,,0,,,0,,4,,,,,,,,,,,,Matches
87,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FWMF,Columbus,26,1994,10,328,33,15.8,3.6,3,53,,7,24,6,1.33,7,5,+2,+0.55,-0.12,6.0,8.0,-2.0,-0.56,-0.71,Matches
88,Isaac Boehmer\Isaac-Boehmer,us USA,GK,Vancouver,18,2001,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
89,Pablo Bonilla\Pablo-Bonilla,ve VEN,DF,Portland,20,1999,12,882,74,42.6,9.8,10,82,,2,31,8,1.73,17,13,+4,+0.41,-0.12,11.4,15.2,-3.9,-0.40,-0.40,Matches
90,Alex Bono\Alex-Bono,us USA,GK,Toronto FC,25,1994,3,270,90,13.0,3.0,3,90,,0,,13,2.33,2,0,+2,+0.67,+0.42,4.3,4.4,-0.1,-0.03,-0.57,Matches
91,Jonathan Bornstein\Jonathan-Bornstein,us USA,DF,Chicago,35,1984,20,1142,57,55.2,12.7,13,78,,7,19,3,1.15,20,19,+1,+0.08,+0.76,20.8,20.2,+0.6,+0.05,-0.24,Matches
92,Gustavo Bou\Gustavo-Bou,ar ARG,MFFW,New England,29,1990,18,1330,74,64.3,14.8,14,87,,4,28,0,1.61,18,13,+5,+0.34,+0.82,19.8,16.5,+3.4,+0.23,-0.10,Matches
93,Michael Boxall\Michael-Boxall,nz NZL,DF,Minnesota,31,1988,19,1710,90,90.5,19.0,19,90,,0,,0,1.68,31,24,+7,+0.37,-1.13,26.1,30.9,-4.8,-0.25,+0.56,Matches
94,Michael Bradley\Michael-Bradley,us USA,MF,Toronto FC,32,1987,12,1061,88,51.3,11.8,11,90,,1,71,0,1.43,15,15,0,0.00,-0.62,17.1,14.5,+2.6,+0.22,-0.50,Matches
95,Zachary Brault-Guillard\Zachary-Brault-Guillard,ca CAN,DF,Montreal,21,1998,21,1787,85,86.3,19.9,19,89,,2,45,0,1.13,29,36,-7,-0.35,+0.60,23.7,31.5,-7.8,-0.39,+0.64,Matches
96,Bressan\Bressan,br BRA,DF,FC Dallas,27,1993,18,1173,65,59.2,13.0,11,90,,7,26,4,1.65,12,14,-2,-0.15,-0.82,20.2,18.7,+1.5,+0.12,+0.15,Matches
97,Frédéric Brillant\Frederic-Brillant,fr FRA,DF,D.C. United,34,1985,19,1680,88,81.2,18.7,18,89,,1,70,1,0.95,18,28,-10,-0.54,+0.85,17.3,25.1,-7.8,-0.42,+1.27,Matches
98,Brandt Bronico\Brandt-Bronico,us USA,DFMF,Chicago,24,1995,10,280,28,13.5,3.1,3,75,,7,8,7,1.10,2,5,-3,-0.96,-0.81,3.8,7.5,-3.7,-1.19,-1.56,Matches
99,Will Bruin\Will-Bruin,us USA,FWMF,Seattle,30,1989,15,564,38,28.5,6.3,5,78,,10,18,1,1.56,13,8,+5,+0.80,-0.22,13.4,6.9,+6.5,+1.04,+0.13,Matches
100,Tajon Buchanan\Tajon-Buchanan,ca CAN,FWDF,New England,20,1999,23,1087,47,52.5,12.1,11,81,,12,17,0,1.46,12,16,-4,-0.33,-0.79,19.7,14.4,+5.3,+0.43,+0.36,Matches
101,Adam Buksa\Adam-Buksa,pl POL,FW,New England,23,1996,23,1500,65,72.5,16.7,16,85,,7,21,0,1.46,21,21,0,0.00,-0.16,25.9,21.9,+4.0,+0.24,-0.10,Matches
102,Teal Bunbury\Teal-Bunbury,us USA,FWMF,New England,29,1990,22,1458,66,70.4,16.2,19,75,,3,10,1,1.52,20,17,+3,+0.19,+0.48,20.9,18.5,+2.4,+0.15,-0.39,Matches
103,Nkosi Burgess\Nkosi-Burgess,us USA,DF,FC Dallas,24,1996,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
104,Cory Burke\Cory-Burke,jm JAM,FW,Philadelphia,28,1991,5,115,23,5.6,1.3,0,,,5,23,0,2.00,2,2,0,0.00,-1.10,2.6,1.9,+0.7,+0.52,+0.09,Matches
105,Evan Bush\Evan-Bush,us USA,GK,Montreal,33,1986,0,,,,,0,,,0,,13,,,,,,,,,,,,Matches
106,Evan Bush\Evan-Bush,us USA,GK,Vancouver,33,1986,8,720,90,34.8,8.0,8,90,,0,,1,1.50,9,10,-1,-0.12,+0.94,7.5,10.4,-2.9,-0.36,+0.39,Matches
107,Gianluca Busio\Gianluca-Busio,us USA,MFFW,Sporting KC,17,2002,19,1272,67,67.3,14.1,15,83,,4,7,0,1.83,24,20,+4,+0.28,-1.03,23.5,18.4,+5.0,+0.36,+0.04,Matches
108,Alexander Büttner\Alexander-Buttner,nl NED,DF,New England,30,1989,17,1248,73,60.3,13.9,15,79,,2,28,2,1.28,16,17,-1,-0.07,-0.29,18.1,15.9,+2.3,+0.16,-0.25,Matches
109,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Nashville,22,1997,2,43,22,2.1,0.5,0,,,2,22,0,1.50,2,0,+2,+4.19,+4.19,1.2,0.6,+0.5,+1.13,+1.22,Matches
110,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Seattle,22,1997,5,178,36,9.0,2.0,2,67,,3,15,5,1.17,7,2,+5,+2.53,+1.73,5.1,1.4,+3.7,+1.88,+1.02,Matches
111,Brandon Bye\Brandon-Bye,us USA,DF,New England,24,1995,22,1636,74,79.0,18.2,18,85,,4,28,1,1.40,22,20,+2,+0.11,+0.32,25.1,22.9,+2.3,+0.12,-0.67,Matches
112,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Houston,26,1993,10,654,65,31.6,7.3,8,81,,2,4,5,0.60,6,11,-5,-0.69,-0.37,9.3,13.1,-3.8,-0.52,-0.67,Matches
113,Chris Cadden\Chris-Cadden,sco SCO,DFMF,Columbus,23,1996,8,354,44,17.1,3.9,3,87,,5,19,14,1.60,2,3,-1,-0.25,-1.09,3.1,4.7,-1.6,-0.40,-0.53,Matches
114,Jhonder Cádiz\Jhonder-Cadiz,ve VEN,FW,Nashville,24,1995,7,224,32,10.8,2.5,0,,,7,32,0,2.00,5,3,+2,+0.80,+0.80,3.8,2.7,+1.1,+0.44,+0.57,Matches
115,Jefferson Caldwell\Jefferson-Caldwell,us USA,GK,New England,23,1996,0,,,,,0,,,0,,4,,,,,,,,,,,,Matches
116,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,28,1991,18,1152,64,55.7,12.8,15,72,,3,23,4,1.59,12,13,-1,-0.08,-0.27,16.2,14.5,+1.7,+0.13,-0.30,Matches
117,Drake Callender\Drake-Callender,us USA,GK,Miami,22,1997,0,,,,,0,,,0,,11,,,,,,,,,,,,Matches
118,Alexander Callens\Alexander-Callens,pe PER,DF,NYCFC,27,1992,22,1934,88,93.4,21.5,22,88,,0,,0,1.56,33,23,+10,+0.47,-0.86,35.4,26.1,+9.3,+0.43,+0.13,Matches
119,Eric Calvillo\Eric-Calvillo,us USA,MFFW,San Jose,22,1998,6,189,32,9.1,2.1,1,63,,5,25,12,0.57,5,6,-1,-0.48,+0.24,4.2,3.2,+1.0,+0.47,+0.75,Matches
120,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Chicago,27,1992,22,1909,87,92.2,21.2,22,87,,0,,0,0.91,29,36,-7,-0.33,-0.89,37.2,33.6,+3.6,+0.17,+0.21,Matches
121,Rudy Camacho\Rudy-Camacho,fr FRA,DFMF,Montreal,28,1991,14,1188,85,57.4,13.2,14,85,,0,,4,1.07,18,18,0,0.00,+1.02,16.9,21.9,-4.9,-0.37,+0.25,Matches
122,George Campbell\George-Campbell,us USA,DF,Atlanta,18,2001,1,47,47,2.3,0.5,0,,,1,47,8,3.00,1,1,0,0.00,+0.31,0.3,0.9,-0.6,-1.06,-0.76,Matches
123,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,21,1998,5,450,90,22.7,5.0,5,90,,0,,0,1.20,4,3,+1,+0.20,+0.02,5.0,5.1,-0.1,-0.02,-0.10,Matches
124,Russell Canouse\Russell-Canouse,us USA,DFMF,D.C. United,24,1995,15,1233,82,59.6,13.7,15,82,,0,,1,0.87,18,23,-5,-0.36,+0.82,13.6,22.0,-8.4,-0.61,+0.11,Matches
125,Antonio Carlos\Antonio-Carlos,br BRA,DF,Orlando City,26,1993,20,1636,82,79.0,18.2,18,90,,2,8,0,1.77,33,22,+11,+0.61,-0.22,25.4,20.2,+5.2,+0.29,+0.07,Matches
126,Julián Carranza\Julian-Carranza,ar ARG,FW,Miami,19,2000,16,548,34,26.5,6.1,5,76,,11,15,3,1.12,6,10,-4,-0.66,-0.30,6.6,6.3,+0.3,+0.05,+0.13,Matches
