Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
99,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Nashville,22,1997,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,16.0,4.00,25.0,0.00,2.00,14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
100,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Seattle,22,1997,2.0,1.50,1.50,1.00,0.00,0.50,0.00,0.50,0.0,0.50,19.5,5.00,25.6,3.50,8.50,7.50,3.00,0.00,0.00,3.00,0.00,1.50,0.50,0.00,Matches
101,Brandon Bye\Brandon-Bye,us USA,DF,New England,24,1995,18.2,1.43,0.88,0.77,0.38,0.27,0.60,1.48,40.7,0.88,13.2,3.63,27.5,5.49,4.95,2.75,2.03,0.49,0.00,1.54,0.66,2.09,3.63,0.00,Matches
102,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Houston,26,1993,7.3,2.19,1.37,1.37,0.82,0.00,0.68,2.33,29.4,1.64,10.7,3.70,34.6,6.71,3.56,0.41,1.78,0.96,0.14,0.82,1.92,4.11,5.89,0.00,Matches
103,Chris Cadden\Chris-Cadden,sco SCO,DFMF,Columbus,23,1996,3.9,1.03,0.26,0.77,0.26,0.00,0.00,0.51,0.0,0.51,6.92,2.56,37.0,3.85,2.56,0.51,2.31,0.26,0.00,2.05,0.26,1.28,3.08,0.00,Matches
104,Jhonder Cádiz\Jhonder-Cadiz,ve VEN,FW,Nashville,24,1995,2.5,0.80,0.80,0.00,0.40,0.40,0.00,0.40,0.0,0.40,12.4,3.20,25.8,1.20,5.60,5.60,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,Matches
105,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,28,1991,12.8,2.19,0.94,0.94,1.17,0.08,0.70,2.27,31.0,1.56,22.4,5.70,25.4,5.86,13.5,3.05,2.11,0.23,0.00,1.88,1.02,3.20,0.94,0.00,Matches
106,Alexander Callens\Alexander-Callens,pe PER,DF,NYCFC,27,1992,21.5,2.42,1.35,1.44,0.98,0.00,1.07,1.53,69.7,0.47,11.3,4.19,36.9,6.51,4.37,0.47,1.35,0.33,0.00,1.02,0.51,2.93,5.07,0.05,Matches
107,Eric Calvillo\Eric-Calvillo,us USA,MFFW,San Jose,22,1998,2.1,0.48,0.00,0.48,0.00,0.00,0.00,0.95,0.0,0.95,23.3,7.14,30.6,5.71,11.0,6.67,2.38,0.00,0.00,2.38,0.95,1.43,0.95,0.00,Matches
108,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Chicago,27,1992,21.2,2.03,1.51,1.46,0.47,0.09,0.85,1.60,52.9,0.75,8.87,3.87,43.6,4.76,3.58,0.52,1.79,0.94,0.05,0.85,1.79,3.82,5.42,0.05,Matches
109,Rudy Camacho\Rudy-Camacho,fr FRA,DFMF,Montreal,28,1991,13.2,1.82,0.91,1.44,0.38,0.00,0.61,1.06,57.1,0.45,9.02,2.65,29.4,4.62,3.56,0.83,1.67,0.98,0.00,0.68,0.83,2.65,4.62,0.08,Matches
110,George Campbell\George-Campbell,us USA,DF,Atlanta,18,2001,0.5,2.00,0.00,2.00,0.00,0.00,2.00,6.00,33.3,4.00,20.0,4.00,20.0,12.0,6.00,2.00,6.00,6.00,0.00,0.00,0.00,2.00,4.00,0.00,Matches
111,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,21,1998,5.0,1.40,0.80,0.80,0.40,0.20,0.60,1.40,42.9,0.80,8.20,2.00,24.4,4.00,2.20,2.00,0.60,0.00,0.00,0.60,0.40,1.80,2.20,0.00,Matches
112,Russell Canouse\Russell-Canouse,us USA,DFMF,D.C. United,24,1995,13.7,3.07,2.19,1.46,1.53,0.07,1.17,2.41,48.5,1.24,17.2,5.77,33.5,6.86,8.32,2.04,1.68,0.66,0.00,1.02,0.51,3.58,2.92,0.07,Matches
113,Antonio Carlos\Antonio-Carlos,br BRA,DF,Orlando City,26,1993,18.2,1.26,0.93,0.99,0.16,0.11,0.60,1.21,50.0,0.60,6.21,2.25,36.3,4.12,1.98,0.11,1.04,0.60,0.00,0.44,0.88,2.14,6.65,0.00,Matches
114,Julián Carranza\Julian-Carranza,ar ARG,FW,Miami,19,2000,6.1,2.79,1.97,0.49,1.48,0.82,0.66,1.64,40.0,0.98,27.0,6.72,24.8,2.13,14.8,10.2,1.31,0.16,0.00,1.15,0.49,3.28,0.33,0.00,Matches
115,Julio Cascante\Julio-Cascante,cr CRC,DF,Portland,26,1993,4.5,2.00,1.11,1.33,0.67,0.00,1.11,2.89,38.5,1.78,7.33,2.44,33.3,5.78,1.56,0.00,2.00,0.67,0.00,1.33,0.44,2.44,7.11,0.00,Matches
116,Cristian Cásseres Jr.\Cristian-Casseres-Jr,ve VEN,MF,NY Red Bulls,20,2000,14.6,3.63,2.26,2.05,1.30,0.27,1.58,3.49,45.1,1.92,21.1,7.26,34.4,7.53,10.2,3.36,3.01,0.21,0.00,2.81,1.03,4.66,1.30,0.00,Matches
117,Valentín Castellanos\Valentin-Castellanos,ar ARG,FW,NYCFC,21,1998,14.9,1.41,0.87,0.07,0.54,0.81,0.40,1.14,35.3,0.74,18.7,5.64,30.1,0.81,7.52,10.4,0.94,0.20,0.00,0.74,0.27,1.68,0.54,0.07,Matches
118,Edgar Castillo\Edgar-Castillo,us USA,DF,Atlanta,33,1986,1.6,3.75,1.25,1.88,1.25,0.63,1.25,4.38,28.6,3.13,21.3,3.75,17.6,10.0,6.25,5.00,5.63,0.00,0.00,5.63,0.00,3.75,3.13,0.00,Matches
119,Manuel Castro\Manuel-Castro,uy URU,FWMF,Atlanta,24,1995,2.9,2.41,1.72,0.00,1.38,1.03,1.03,2.76,37.5,1.72,18.3,3.79,20.8,3.10,8.62,6.55,0.34,0.00,0.00,0.34,1.03,3.45,0.00,0.00,Matches
120,Lucas Cavallini\Lucas-Cavallini,ca CAN,FW,Vancouver,27,1992,16.2,0.99,0.68,0.12,0.68,0.19,0.06,0.62,10.0,0.56,13.8,2.96,21.4,0.74,6.42,6.67,0.62,0.06,0.00,0.56,0.25,1.23,0.80,0.00,Matches
121,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Houston,30,1989,17.0,2.59,1.82,1.12,1.06,0.41,1.06,2.59,40.9,1.53,18.2,5.71,31.3,6.06,8.71,3.47,1.88,0.24,0.00,1.65,0.82,3.41,1.06,0.00,Matches
122,Edwin Cerrillo\Edwin-Cerrillo,us USA,MF,FC Dallas,19,2000,0.2,10.0,5.00,10.0,0.00,0.00,5.00,5.00,100.0,0.00,10.0,5.00,50.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
123,Thomás Chacón\Thomas-Chacon,uy URU,FWMF,Minnesota,19,2000,1.9,1.58,0.53,0.53,1.05,0.00,0.00,2.11,0.0,2.11,18.4,4.21,22.9,2.63,11.1,4.74,2.11,0.00,0.00,2.11,1.05,2.63,0.53,0.00,Matches
124,Maikel Chang\Maikel-Chang,cu CUB,FWMF,Real Salt Lake,28,1991,12.3,1.63,0.81,0.57,0.81,0.24,0.49,2.03,24.0,1.54,15.2,4.63,30.5,4.39,6.02,4.80,1.54,0.08,0.00,1.46,0.65,2.28,0.98,0.00,Matches
125,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,30,1989,19.0,1.68,0.95,1.21,0.37,0.11,0.58,0.95,61.1,0.37,7.42,2.74,36.9,4.79,2.32,0.32,2.32,1.05,0.05,1.26,1.21,2.89,6.63,0.05,Matches
126,Jay Chapman\Jay-Chapman,ca CAN,MF,Miami,26,1994,2.3,2.17,1.30,0.43,1.30,0.43,0.87,1.74,50.0,0.87,27.4,5.22,19.0,8.70,15.2,3.48,1.74,0.43,0.00,1.30,0.00,2.17,0.43,0.00,Matches
127,Diego Chará\Diego-Chara,co COL,MF,Portland,33,1986,20.0,2.70,1.65,1.75,0.70,0.25,0.65,1.70,38.2,1.05,23.8,6.75,28.4,11.6,10.9,1.35,2.50,0.40,0.05,2.10,1.05,3.75,1.10,0.05,Matches
128,Yimmi Chará\Yimmi-Chara,co COL,FWMF,Portland,28,1991,13.7,1.90,1.39,0.73,0.51,0.66,0.36,0.88,41.7,0.51,14.2,4.96,35.1,5.26,5.11,3.80,0.58,0.00,0.00,0.58,0.58,2.48,0.29,0.00,Matches
129,José Cifuentes\Jose-Cifuentes,ec ECU,MF,Los Angeles FC,20,1999,12.7,3.31,2.20,1.10,1.65,0.55,0.87,2.68,32.4,1.81,27.4,10.2,37.4,6.14,14.9,6.38,2.68,0.08,0.00,2.60,0.55,3.86,0.94,0.00,Matches
130,Laurent Ciman\Laurent-Ciman,be BEL,DF,Toronto FC,34,1985,6.0,1.67,1.17,1.33,0.33,0.00,1.33,3.33,40.0,2.00,8.17,4.17,51.0,5.17,3.00,0.00,1.83,0.83,0.00,1.00,0.83,2.50,5.33,0.00,Matches
131,Caden Clark\Caden-Clark,us USA,FWMF,NY Red Bulls,16,2003,3.1,2.26,1.61,1.94,0.32,0.00,0.97,1.94,50.0,0.97,27.1,8.39,31.0,5.81,13.5,7.74,3.55,0.65,0.00,2.90,0.65,2.90,0.97,0.00,Matches
132,Steve Clark\Steve-Clark,us USA,GK,Portland,33,1986,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.30,0.10,33.3,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Elliot Collier\Elliot-Collier,nz NZL,FWMF,Chicago,24,1995,5.9,1.19,1.02,0.51,0.34,0.34,0.34,1.19,28.6,0.85,14.1,4.07,28.9,2.20,4.92,6.95,1.36,0.00,0.00,1.36,0.34,1.53,1.19,0.00,Matches
134,Tomás Conechny\Tomas-Conechny,ar ARG,MFFW,Portland,21,1998,2.1,0.95,0.00,0.00,0.48,0.48,0.00,1.43,0.0,1.43,16.7,3.81,22.9,3.33,9.52,3.81,1.90,0.00,0.00,1.90,0.95,1.90,0.00,0.00,Matches
135,Derek Cornelius\Derek-Cornelius,ca CAN,DF,Vancouver,22,1997,11.3,1.95,1.33,1.77,0.18,0.00,0.80,1.68,47.4,0.88,8.58,2.57,29.9,6.37,2.04,0.18,2.21,1.24,0.00,0.97,0.35,2.30,5.49,0.09,Matches
136,Joe Corona\Joe-Corona,us USA,MF,LA Galaxy,29,1990,10.9,3.12,1.93,1.65,1.10,0.37,0.83,2.57,32.1,1.74,21.2,6.42,30.3,8.72,10.4,2.11,1.28,0.18,0.00,1.10,1.01,4.13,1.56,0.09,Matches
137,Cade Cowell\Cade-Cowell,us USA,FWMF,San Jose,16,2003,5.3,2.26,1.51,0.94,0.75,0.57,0.75,1.89,40.0,1.13,19.6,3.96,20.2,3.21,9.25,7.17,0.57,0.00,0.00,0.57,0.57,2.83,0.94,0.00,Matches
138,Warren Creavalle\Warren-Creavalle,us USA,MF,Philadelphia,29,1990,4.3,3.02,2.09,1.16,1.63,0.23,0.93,4.42,21.1,3.49,24.7,8.84,35.8,7.67,13.7,3.26,2.33,0.23,0.00,2.09,2.09,5.12,2.79,0.00,Matches
139,Maxime Crépeau\Maxime-Crepeau,ca CAN,GK,Vancouver,25,1994,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Allan Cruz\Allan-Cruz,cr CRC,MFFW,FC Cincinnati,23,1996,8.4,1.79,0.83,0.24,1.43,0.12,0.36,1.79,20.0,1.43,20.0,4.64,23.2,3.81,12.5,3.69,0.95,0.12,0.00,0.83,0.24,2.02,0.60,0.00,Matches
141,Emil Cuello\Emil-Cuello,us USA,MFFW,LA Galaxy,22,1997,2.7,2.22,1.48,1.11,0.74,0.37,0.00,2.22,0.0,2.22,20.7,4.07,19.6,4.07,11.1,5.56,2.96,0.37,0.00,2.59,1.11,3.33,0.74,0.00,Matches
142,Cristián Dajome\Cristian-Dajome,co COL,MFFW,Vancouver,26,1994,17.7,2.66,1.64,1.36,0.85,0.45,1.07,2.71,39.6,1.64,16.3,4.75,29.2,5.76,7.06,3.45,1.47,0.17,0.00,1.30,0.85,3.50,0.23,0.00,Matches
143,Rashawn Dally\Rashawn-Dally,jm JAM,FW,FC Cincinnati,23,1997,0.8,1.25,0.00,1.25,0.00,0.00,1.25,2.50,50.0,1.25,17.5,5.00,28.6,6.25,6.25,5.00,0.00,0.00,0.00,0.00,0.00,1.25,1.25,0.00,Matches
144,Jürgen Damm\Jurgen-Damm,mx MEX,FWMF,Atlanta,27,1992,7.0,0.86,0.57,0.29,0.29,0.29,0.29,1.14,25.0,0.86,11.7,4.00,34.1,2.71,3.71,5.29,0.86,0.00,0.00,0.86,0.14,1.00,0.29,0.00,Matches
145,Mario Daniel Vega\Mario-Daniel-Vega,ar ARG,GK,San Jose,35,1984,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.0,0.17,0.25,0.00,0.0,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.17,Matches
146,Abu Danladi\Abu-Danladi,gh GHA,FW,Nashville,24,1995,6.4,2.50,1.88,0.94,0.78,0.78,0.78,2.34,33.3,1.56,25.5,7.19,28.2,8.44,8.44,8.59,1.56,0.16,0.00,1.41,1.09,3.59,0.31,0.00,Matches
147,Sean Davis\Sean-Davis,us USA,MF,NY Red Bulls,26,1993,12.0,2.17,1.25,0.83,0.83,0.50,1.00,2.25,44.4,1.25,18.0,5.75,31.9,5.08,9.75,3.17,2.42,0.75,0.08,1.67,1.00,3.17,1.42,0.00,Matches
148,Jack De Vries\Jack-De-Vries,us USA,FWMF,Philadelphia,17,2002,0.2,10.0,0.00,0.00,5.00,5.00,0.00,5.00,0.0,5.00,40.0,10.0,25.0,10.0,25.0,5.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
149,Alex DeJohn\Alex-DeJohn,us USA,DFFW,Orlando City,28,1991,0.6,3.33,3.33,3.33,0.00,0.00,1.67,3.33,50.0,1.67,10.0,3.33,33.3,10.0,0.00,0.00,3.33,1.67,0.00,1.67,0.00,3.33,11.7,0.00,Matches
150,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,Miami,32,1987,4.7,2.13,1.06,1.70,0.43,0.00,0.21,0.21,100.0,0.00,7.87,2.34,29.7,5.11,2.34,0.43,1.49,0.85,0.00,0.64,0.43,2.55,2.13,0.00,Matches
151,Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,si SVN,DF,New England,28,1991,3.6,1.67,1.11,1.39,0.28,0.00,0.83,1.67,50.0,0.83,6.67,2.78,41.7,4.72,1.94,0.00,2.50,0.56,0.00,1.94,0.56,2.22,5.00,0.28,Matches
152,Jordy Delem\Jordy-Delem,mq MTQ,MF,Seattle,26,1993,8.2,2.20,1.22,0.85,1.22,0.12,0.49,1.22,40.0,0.73,9.63,3.41,35.4,4.02,5.12,0.49,1.22,0.61,0.00,0.61,1.10,3.29,2.20,0.00,Matches
153,Nick DeLeon\Nick-DeLeon,us USA,FWMF,Toronto FC,29,1990,10.3,1.55,0.49,0.78,0.49,0.29,0.58,1.75,33.3,1.17,16.4,4.27,26.0,4.85,7.18,4.37,1.65,0.10,0.00,1.55,0.29,1.84,0.68,0.00,Matches
154,Marky Delgado\Marky-Delgado,us USA,MF,Toronto FC,24,1995,16.0,1.38,1.06,0.56,0.50,0.31,0.50,2.00,25.0,1.50,17.3,5.69,32.9,5.06,8.44,3.81,1.69,0.31,0.00,1.38,0.94,2.31,0.81,0.00,Matches
155,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,FC Cincinnati,28,1991,13.0,2.23,1.08,1.62,0.54,0.08,0.85,2.00,42.3,1.15,11.8,4.23,35.9,7.08,4.00,0.69,1.38,0.38,0.00,1.00,0.92,3.15,2.23,0.08,Matches
156,Nick DePuy\Nick-DePuy,us USA,DF,LA Galaxy,25,1994,15.7,2.36,1.59,1.66,0.70,0.00,0.70,0.96,73.3,0.25,9.11,2.80,30.8,5.54,2.93,0.64,1.97,1.02,0.00,0.96,1.08,3.44,5.41,0.00,Matches
157,Maikel van der Werff\Maikel-van-der-Werff,nl NED,DF,FC Cincinnati,30,1989,10.8,1.57,1.02,1.30,0.19,0.09,0.65,1.94,33.3,1.30,11.0,3.43,31.1,7.13,3.61,0.28,2.69,1.30,0.00,1.39,0.37,1.94,4.54,0.00,Matches
158,Joey DeZart\Joey-DeZart,us USA,MF,Orlando City,21,1998,4.2,1.67,0.95,0.71,0.95,0.00,0.95,1.90,50.0,0.95,11.7,2.62,22.4,4.05,6.19,1.43,1.90,0.00,0.00,1.90,0.71,2.38,0.95,0.00,Matches
159,Justin Dhillon\Justin-Dhillon,us USA,FW,Seattle,24,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,40.0,10.0,25.0,0.00,30.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
160,Amadou Dia\Amadou-Dia,us USA,DF,Sporting KC,26,1993,9.4,2.34,1.70,1.60,0.43,0.32,1.28,2.13,60.0,0.85,9.57,3.72,38.9,3.83,3.72,2.02,2.45,0.00,0.00,2.45,0.96,3.30,4.68,0.00,Matches
161,Luis Díaz\Luis-Diaz,cr CRC,FWMF,Columbus,21,1998,13.0,1.77,1.15,0.69,0.69,0.38,0.69,1.85,37.5,1.15,14.1,4.31,30.6,4.46,5.92,3.69,1.46,0.00,0.00,1.46,0.62,2.38,0.46,0.00,Matches
162,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Minnesota,30,1989,9.5,1.16,0.84,0.74,0.42,0.00,0.32,0.95,33.3,0.63,8.53,3.79,44.4,3.58,4.63,0.32,2.21,0.63,0.11,1.58,0.84,2.00,4.63,0.00,Matches
163,Daryl Dike\Daryl-Dike,us USA,FW,Orlando City,19,2000,13.5,0.81,0.52,0.07,0.52,0.22,0.22,0.59,37.5,0.37,10.7,3.11,29.2,0.37,4.52,5.78,0.96,0.15,0.00,0.81,0.00,0.81,1.26,0.00,Matches
164,Adama Diomande\Adama-Diomande,no NOR,FW,Los Angeles FC,29,1990,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Clément Diop\Clement-Diop,sn SEN,GK,Montreal,26,1993,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.0,0.15,0.30,0.05,16.7,0.30,0.00,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.05,0.05,Matches
166,Ethan Dobbelaere\Ethan-Dobbelaere,us USA,FW,Seattle,17,2002,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.3,6.67,28.6,8.33,8.33,6.67,1.67,0.00,0.00,1.67,0.00,0.00,3.33,0.00,Matches
167,Griffin Dorsey\Griffin-Dorsey,us USA,FW,Toronto FC,20,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,10.0,50.0,10.0,10.0,0.00,10.0,0.00,0.00,10.0,10.0,10.0,0.00,0.00,Matches
168,Jonathan dos Santos\Jonathan-dos-Santos,mx MEX,MF,LA Galaxy,29,1990,7.8,0.90,0.77,0.38,0.51,0.00,0.13,1.54,8.3,1.41,19.5,4.49,23.0,5.64,11.5,2.31,1.41,0.00,0.00,1.41,0.77,1.67,0.38,0.00,Matches
169,Thiago dos Santos\Thiago-dos-Santos,br BRA,MF,FC Dallas,30,1989,18.0,3.78,2.67,1.83,1.94,0.00,0.83,3.22,25.9,2.39,23.3,6.39,27.4,10.3,11.6,1.39,1.94,0.50,0.00,1.44,1.00,4.78,3.11,0.00,Matches
170,Hassani Dotson\Hassani-Dotson,us USA,MFDF,Minnesota,22,1997,13.5,2.59,2.15,0.81,1.70,0.07,0.52,1.48,35.0,0.96,27.8,8.52,30.7,9.19,15.0,3.56,2.81,0.67,0.00,2.15,0.74,3.33,1.48,0.07,Matches
171,Erik Duenas\Erik-Duenas,us USA,DFMF,Los Angeles FC,15,2004,0.4,2.50,0.00,0.00,0.00,2.50,2.50,7.50,33.3,5.00,37.5,7.50,20.0,22.5,5.00,10.0,2.50,0.00,0.00,2.50,2.50,5.00,0.00,0.00,Matches
172,Bryce Duke\Bryce-Duke,us USA,MF,Los Angeles FC,18,2001,2.7,2.59,1.48,0.37,1.11,1.11,0.37,1.11,33.3,0.74,24.1,6.30,26.2,5.19,11.1,7.78,1.48,0.37,0.00,1.11,0.74,3.33,0.37,0.00,Matches
173,Cameron Duke\Cameron-Duke,us USA,MF,Sporting KC,18,2001,2.5,3.60,1.20,0.00,2.80,0.80,0.80,3.60,22.2,2.80,32.0,8.40,26.3,5.60,16.8,9.60,1.60,0.40,0.00,1.20,0.00,3.60,1.20,0.00,Matches
174,Cameron Dunbar\Cameron-Dunbar,us USA,MF,LA Galaxy,17,2002,0.9,1.11,0.00,0.00,1.11,0.00,1.11,2.22,50.0,1.11,13.3,2.22,16.7,3.33,6.67,3.33,3.33,0.00,0.00,3.33,0.00,1.11,2.22,0.00,Matches
175,Kyle Duncan\Kyle-Duncan,us USA,DF,NY Red Bulls,22,1997,21.2,2.55,1.70,1.23,0.80,0.52,1.13,2.36,48.0,1.23,16.6,5.80,35.0,5.90,6.56,4.10,3.30,0.38,0.05,2.92,1.08,3.63,3.40,0.00,Matches
176,Chris Duvall\Chris-Duvall,us USA,DF,Portland,28,1991,8.3,1.69,0.96,1.33,0.24,0.12,0.96,2.53,38.1,1.57,11.2,2.05,18.3,7.47,3.01,0.72,2.41,0.24,0.00,2.17,0.60,2.29,3.98,0.00,Matches
177,Dom Dwyer\Dom-Dwyer,us USA,FW,Orlando City,29,1990,1.4,0.71,0.00,0.00,0.00,0.71,0.71,0.71,100.0,0.00,9.29,2.14,23.1,0.71,2.14,6.43,0.71,0.71,0.00,0.00,0.00,0.71,1.43,0.00,Matches
178,Jeremy Ebobisse\Jeremy-Ebobisse,us USA,FWMF,Portland,22,1997,11.8,0.76,0.42,0.00,0.34,0.42,0.34,1.61,21.1,1.27,9.75,2.63,27.0,2.29,4.15,3.31,1.27,0.25,0.00,1.02,0.34,1.10,1.10,0.00,Matches
179,Bobby Edwards\Bobby-Edwards,us USA,GK,FC Cincinnati,24,1995,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.00,0.0,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,Matches
180,Raheem Edwards\Raheem-Edwards,ca CAN,FWMF,Minnesota,24,1995,3.0,2.00,1.00,2.00,0.00,0.00,1.00,2.67,37.5,1.67,28.3,9.00,31.8,6.00,14.0,8.33,2.00,0.00,0.00,2.00,1.67,3.67,0.33,0.00,Matches
181,Mandela Egbo\Mandela-Egbo,eng ENG,DF,NY Red Bulls,22,1997,5.0,1.80,1.00,0.80,1.00,0.00,0.80,1.80,44.4,1.00,11.2,3.80,33.9,6.00,4.60,0.60,1.20,0.00,0.00,1.20,0.80,2.60,3.00,0.00,Matches
182,Alberth Elis\Alberth-Elis,hn HON,FW,Houston,23,1996,4.2,1.43,1.43,0.24,0.48,0.71,0.24,0.24,100.0,0.00,14.3,4.52,31.7,2.38,5.95,5.95,0.95,0.24,0.00,0.71,0.24,1.67,0.71,0.00,Matches
183,Jack Elliott\Jack-Elliott,eng ENG,DFMF,Philadelphia,24,1995,10.9,2.94,1.65,1.47,1.38,0.09,1.01,1.65,61.1,0.64,15.2,5.14,33.7,7.52,6.88,0.83,1.93,0.46,0.00,1.47,0.18,3.12,4.59,0.09,Matches
184,Tsubasa Endoh\Tsubasa-Endoh,jp JPN,MFFW,Toronto FC,26,1993,6.9,1.45,1.30,0.29,0.58,0.58,0.29,1.16,25.0,0.87,17.7,4.93,27.9,4.35,8.12,5.22,2.46,0.00,0.00,2.46,0.14,1.59,0.58,0.00,Matches
185,Magnus Eriksson\Magnus-Eriksson,se SWE,MF,San Jose,29,1990,5.0,1.40,1.40,0.60,0.60,0.20,1.20,3.20,37.5,2.00,16.2,4.20,25.9,3.40,9.20,3.60,1.40,0.00,0.00,1.40,0.40,1.80,1.60,0.00,Matches
186,Franco Escobar\Franco-Escobar,ar ARG,DF,Atlanta,24,1995,15.3,3.14,1.83,2.16,0.78,0.20,1.37,2.61,52.5,1.24,14.1,4.58,32.6,7.84,4.71,1.50,1.70,0.46,0.00,1.24,0.92,4.05,1.76,0.13,Matches
187,Cristian Espinoza\Cristian-Espinoza,ar ARG,MFFW,San Jose,24,1995,20.0,0.85,0.55,0.40,0.40,0.05,0.30,1.20,25.0,0.90,13.7,3.75,27.4,3.20,5.50,5.00,1.20,0.00,0.00,1.20,0.35,1.20,0.40,0.00,Matches
188,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,33,1986,10.5,2.29,1.62,0.86,0.76,0.67,0.38,2.00,19.0,1.62,20.4,5.81,28.5,5.14,10.5,4.76,0.95,0.00,0.00,0.95,0.57,2.86,1.05,0.00,Matches
189,Derrick Etienne\Derrick-Etienne,ht HAI,FWMF,Columbus,23,1996,10.0,0.90,0.60,0.30,0.30,0.30,0.10,0.80,12.5,0.70,11.1,2.20,19.8,3.10,4.80,3.20,1.50,0.00,0.00,1.50,0.60,1.50,0.30,0.00,Matches
190,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,24,1995,10.8,2.13,1.39,0.65,1.02,0.46,0.56,1.94,28.6,1.39,20.6,5.74,27.8,5.56,10.6,4.54,1.02,0.19,0.00,0.83,0.65,2.78,0.83,0.00,Matches
191,Rod Fanni\Rod-Fanni,fr FRA,DF,Montreal,38,1981,10.5,1.14,0.95,0.67,0.48,0.00,0.19,0.48,40.0,0.29,5.24,2.00,38.2,2.95,2.19,0.10,2.00,1.05,0.00,0.95,0.95,2.10,4.10,0.00,Matches
192,Marco Farfan\Marco-Farfan,us USA,DF,Portland,21,1998,9.5,3.37,2.00,2.00,0.95,0.42,1.37,2.63,52.0,1.26,17.5,6.42,36.7,9.26,5.79,2.42,1.89,0.32,0.00,1.58,0.53,3.89,4.42,0.00,Matches
193,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,27,1992,19.0,1.53,1.16,0.84,0.68,0.00,0.53,1.16,45.5,0.63,8.32,3.26,39.2,4.95,3.00,0.37,1.32,0.79,0.00,0.53,0.53,2.05,5.79,0.21,Matches
194,Felipe\Felipe,br BRA,MF,D.C. United,29,1990,7.0,2.43,1.71,1.14,1.00,0.29,0.86,3.00,28.6,2.14,14.6,4.86,33.3,4.86,7.43,2.29,0.86,0.43,0.00,0.43,1.00,3.43,1.29,0.00,Matches
195,Luis Felipe\Luis-Felipe,br BRA,MF,San Jose,24,1996,2.2,5.00,2.73,2.27,2.73,0.00,1.36,2.73,50.0,1.36,27.3,7.73,28.3,9.55,15.9,1.82,2.27,0.45,0.00,1.82,0.45,5.45,0.91,0.00,Matches
196,Rolf Feltscher\Rolf-Feltscher,ve VEN,DF,LA Galaxy,29,1990,13.9,2.30,1.73,1.65,0.29,0.36,0.36,1.22,29.4,0.86,10.0,3.09,30.9,4.89,3.31,1.80,2.23,0.43,0.00,1.80,0.86,3.17,3.45,0.00,Matches
