Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
288,Alistair Johnston\Alistair-Johnston,ca CAN,DF,Nashville,21,1998,15.2,38.9,50.2,77.5,699.0,256.4,17.8,19.9,89.1,16.4,19.7,83.3,4.14,8.82,47.0,0.00,0.07,-0.07,0.86,2.11,0.92,0.33,2.63,Matches
289,DeJuan Jones\DeJuan-Jones,us USA,DF,New England,22,1997,12.6,46.3,60.7,76.2,830.1,369.4,22.0,25.4,86.6,18.9,23.4,80.7,4.68,9.13,51.3,0.00,0.06,-0.06,1.35,3.81,1.59,0.63,5.79,Matches
290,Derrick Jones\Derrick-Jones,us USA,MFFW,Nashville,22,1997,10.1,27.6,33.6,82.3,430.4,85.3,14.4,16.5,86.8,10.9,13.1,83.3,1.29,1.98,65.0,0.20,0.09,0.11,0.69,1.98,0.69,0.10,2.67,Matches
291,Joevin Jones\Joevin-Jones,tt TRI,FWDF,Seattle,28,1991,9.2,44.2,50.8,87.2,734.1,230.3,22.0,23.7,92.7,18.2,20.0,90.8,3.04,4.35,70.0,0.22,0.03,0.18,0.43,1.96,0.65,0.22,2.28,Matches
292,Siem de Jong\Siem-de-Jong,nl NED,MFFW,FC Cincinnati,31,1989,8.8,21.3,28.2,75.4,424.5,94.8,8.75,10.3,84.6,9.43,12.3,76.9,2.61,4.20,62.2,0.00,0.05,-0.05,0.68,2.27,0.00,0.00,1.48,Matches
293,Judson\Judson,br BRA,MF,San Jose,26,1993,18.8,49.7,56.1,88.6,1144.1,244.5,14.3,16.0,89.7,22.6,24.5,92.0,12.7,14.8,85.7,0.00,0.00,0.00,0.11,3.78,0.11,0.00,2.45,Matches
294,Florian Jungwirth\Florian-Jungwirth,de GER,DF,San Jose,31,1989,17.9,50.4,57.2,88.2,1188.8,343.7,10.1,11.1,91.0,27.9,29.4,95.1,12.2,15.6,78.2,0.00,0.01,-0.01,0.22,3.30,0.00,0.00,2.91,Matches
295,Sam Junqua\Sam-Junqua,us USA,DFFW,Houston,23,1996,2.8,26.1,36.1,72.3,426.1,145.7,13.6,15.7,86.4,8.93,13.2,67.6,2.14,4.29,50.0,0.00,0.00,0.00,0.36,1.79,0.36,0.00,2.86,Matches
296,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,FW,NY Red Bulls,19,2000,3.0,6.67,14.3,46.5,87.3,15.7,4.67,9.67,48.3,2.00,3.67,54.5,0.00,0.33,0.0,0.00,0.03,-0.03,0.33,0.00,0.33,0.33,0.00,Matches
297,Kaku\Kaku,py PAR,MF,NY Red Bulls,25,1995,12.0,37.5,54.8,68.4,664.2,269.0,18.9,23.0,82.2,12.4,18.7,66.5,5.25,10.5,50.0,0.25,0.30,-0.05,2.42,5.33,2.50,0.50,7.42,Matches
298,Brent Kallman\Brent-Kallman,us USA,DF,Minnesota,29,1990,3.0,29.7,37.7,78.8,674.7,246.7,9.00,11.7,77.1,15.3,17.0,90.2,5.00,8.67,57.7,0.00,0.00,0.00,0.00,3.33,0.00,0.00,2.33,Matches
299,Kei Kamara\Kei-Kamara,sl SLE,FW,Minnesota,35,1984,5.0,18.6,24.6,75.6,289.2,58.0,10.6,13.2,80.3,4.40,6.40,68.8,2.60,3.00,86.7,0.00,0.16,-0.16,0.80,1.20,0.60,0.00,2.60,Matches
300,Kei Kamara\Kei-Kamara,sl SLE,FW,Colorado,35,1984,5.8,20.9,26.2,79.6,330.5,38.3,12.2,14.8,82.6,6.90,8.45,81.6,1.72,1.90,90.9,0.17,0.09,0.09,1.38,1.72,0.34,0.00,1.38,Matches
301,Ola Kamara\Ola-Kamara,no NOR,FW,D.C. United,30,1989,14.7,19.2,25.9,74.2,313.0,35.2,10.1,12.0,83.6,7.07,10.0,70.7,1.43,2.24,63.6,0.00,0.04,-0.04,0.61,1.29,0.27,0.00,0.82,Matches
302,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,29,1990,2.2,29.5,39.5,74.7,640.0,172.3,9.09,10.0,90.9,15.5,16.8,91.9,4.55,11.4,40.0,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.91,Matches
303,Guram Kashia\Guram-Kashia,ge GEO,DF,San Jose,32,1987,5.4,54.8,67.0,81.8,1378.3,417.6,10.0,11.7,85.7,28.3,32.0,88.4,16.1,22.4,71.9,0.00,0.00,0.00,0.19,4.81,0.19,0.00,2.96,Matches
304,Aleksandar Katai\Aleksandar-Katai,rs SRB,MFFW,LA Galaxy,28,1991,1.3,23.1,35.4,65.2,426.2,106.9,11.5,13.8,83.3,8.46,13.1,64.7,3.08,8.46,36.4,0.00,0.08,-0.08,0.77,0.77,1.54,0.00,3.08,Matches
305,Mark-Anthony Kaye\Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,25,1994,12.1,54.5,65.1,83.8,992.3,305.0,25.1,28.4,88.4,22.5,26.0,86.6,6.36,9.17,69.4,0.33,0.23,0.10,2.15,6.12,1.32,0.00,7.69,Matches
306,Aboubacar Keita\Aboubacar-Keita,us USA,DF,Columbus,19,2000,10.5,46.3,51.5,89.8,1102.2,321.7,8.76,9.33,93.9,26.5,28.0,94.6,10.9,13.6,79.7,0.00,0.00,0.00,0.00,2.86,0.10,0.00,2.38,Matches
307,Jeremy Kelly\Jeremy-Kelly,us USA,DF,Colorado,22,1997,2.8,63.2,70.7,89.4,1246.8,353.2,21.4,23.6,90.9,33.6,35.7,94.0,7.86,10.0,78.6,0.36,0.32,0.04,1.79,7.50,0.71,0.36,5.71,Matches
308,Henry Kessler\Henry-Kessler,us USA,DF,New England,21,1998,20.3,39.2,46.0,85.2,916.8,272.0,9.31,9.95,93.6,20.0,22.0,90.6,9.36,12.8,73.4,0.00,0.00,0.00,0.05,1.03,0.05,0.00,1.28,Matches
309,Jasser Khemiri\Jasser-Khemiri,tn TUN,DF,Vancouver,22,1997,4.3,34.0,40.9,83.0,814.7,247.4,5.81,6.05,96.2,19.1,20.2,94.3,9.07,14.4,62.9,0.00,0.00,0.00,0.00,2.09,0.00,0.00,1.63,Matches
310,Jerome Kiesewetter\Jerome-Kiesewetter,us USA,FW,Miami,26,1993,0.3,3.33,10.0,33.3,30.0,0.00,3.33,6.67,50.0,0.00,0.00,,0.00,3.33,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
311,Gadi Kinda\Gadi-Kinda,il ISR,MFFW,Sporting KC,25,1994,15.4,30.7,39.4,78.1,539.0,131.5,15.5,18.2,85.1,10.5,12.9,81.3,3.83,5.91,64.8,0.13,0.16,-0.03,1.43,3.57,1.17,0.06,3.64,Matches
312,Perry Kitchen\Perry-Kitchen,us USA,MF,LA Galaxy,27,1992,19.1,31.8,36.9,86.1,575.5,142.7,14.7,16.3,90.4,12.8,14.5,88.4,3.82,5.24,73.0,0.00,0.01,-0.01,0.16,2.51,0.16,0.10,2.51,Matches
313,Mustafa Kizza\Mustafa-Kizza,ug UGA,DF,Montreal,20,1999,0.2,45.0,55.0,81.8,745.0,360.0,30.0,30.0,100.0,10.0,15.0,66.7,5.00,10.0,50.0,0.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,Matches
314,Jonathan Klinsmann\Jonathan-Klinsmann,us USA,GK,LA Galaxy,22,1997,4.0,13.8,24.8,55.6,554.5,408.8,2.50,2.50,100.0,3.75,3.75,100.0,7.50,18.5,40.5,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,Matches
315,Sacha Kljestan\Sacha-Kljestan,us USA,MF,LA Galaxy,34,1985,8.6,45.7,55.5,82.4,796.7,265.2,22.9,26.4,86.8,16.9,19.7,85.8,5.35,7.67,69.7,0.00,0.14,-0.14,1.86,6.51,1.16,0.23,6.63,Matches
316,Brad Knighton\Brad-Knighton,us USA,GK,New England,34,1985,1.0,20.0,32.0,62.5,907.0,574.0,0.00,0.00,,4.00,4.00,100.0,16.0,28.0,57.1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
317,Kai Koreniuk\Kai-Koreniuk,nl NED,MFFW,LA Galaxy,21,1998,0.2,35.0,40.0,87.5,470.0,100.0,25.0,25.0,100.0,10.0,15.0,66.7,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,Matches
318,Franko Kovačević\Franko-Kovacevic,hr CRO,FW,FC Cincinnati,20,1999,1.0,23.0,28.0,82.1,362.0,45.0,10.0,11.0,90.9,11.0,12.0,91.7,1.00,4.00,25.0,0.00,0.10,-0.10,3.00,0.00,1.00,0.00,1.00,Matches
319,Damir Kreilach\Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,30,1989,19.6,34.9,42.3,82.4,696.3,136.1,13.0,16.0,81.2,15.9,18.2,87.4,5.71,6.99,81.8,0.05,0.08,-0.03,0.56,3.78,0.41,0.05,3.16,Matches
320,Bojan Krkić\Bojan-Krkic,es ESP,FWMF,Montreal,29,1990,12.8,30.4,37.6,80.9,565.9,128.0,14.7,16.6,88.3,10.6,12.5,85.0,4.30,6.25,68.8,0.16,0.20,-0.04,1.48,3.98,0.78,0.08,3.75,Matches
321,Kenneth Kronholm\Kenneth-Kronholm,de GER,GK,Chicago,34,1985,5.0,23.4,28.6,81.8,681.6,413.8,3.40,3.40,100.0,10.8,11.2,96.4,9.20,14.0,65.7,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,Matches
322,Yuya Kubo\Yuya-Kubo,jp JPN,MFFW,FC Cincinnati,26,1993,14.2,26.2,33.4,78.5,486.5,76.8,11.9,14.1,84.5,10.2,12.5,81.5,3.59,5.21,68.9,0.00,0.11,-0.11,0.92,1.83,0.49,0.21,1.90,Matches
323,Matt LaGrassa\Matt-LaGrassa,us USA,MF,Nashville,27,1993,4.2,36.4,44.3,82.3,714.3,212.1,13.1,15.0,87.3,18.3,20.2,90.6,4.76,7.38,64.5,0.00,0.02,-0.02,0.71,3.33,0.24,0.24,3.81,Matches
324,Foster Langsdorf\Foster-Langsdorf,us USA,FW,Minnesota,24,1995,0.1,60.0,70.0,85.7,1020.0,160.0,30.0,40.0,75.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,Matches
325,Lassi Lappalainen\Lassi-Lappalainen,fi FIN,FWDF,Montreal,21,1998,7.6,24.2,31.7,76.3,431.4,90.0,13.0,15.0,86.8,8.29,10.4,79.7,2.76,4.87,56.8,0.00,0.11,-0.11,1.05,1.45,1.05,0.39,2.63,Matches
326,Jeff Larentowicz\Jeff-Larentowicz,us USA,MF,Atlanta,36,1983,12.4,41.0,47.9,85.5,869.3,179.1,12.0,13.7,87.6,20.6,23.0,89.8,7.74,9.92,78.0,0.00,0.02,-0.02,0.32,3.95,0.16,0.08,1.85,Matches
327,Jesús David Murillo Largacha\Jesus-David-Murillo-Largacha,co COL,DF,Los Angeles FC,25,1994,4.5,46.7,56.2,83.0,925.8,430.4,17.8,18.9,94.1,21.1,24.4,86.4,6.89,10.9,63.3,0.22,0.02,0.20,0.67,6.44,0.89,0.00,4.22,Matches
328,Richie Laryea\Richie-Laryea,ca CAN,DF,Toronto FC,25,1995,15.5,37.0,44.1,83.9,604.9,184.3,18.8,21.0,89.3,14.8,17.6,84.2,2.52,3.55,70.9,0.19,0.10,0.09,0.71,1.48,1.03,0.39,2.19,Matches
329,Ariel Lassiter\Ariel-Lassiter,cr CRC,FWMF,Houston,25,1994,10.5,20.6,27.0,76.3,320.6,47.0,11.6,14.0,83.0,6.67,8.86,75.3,1.33,2.38,56.0,0.10,0.09,0.01,0.86,0.57,0.57,0.38,1.14,Matches
330,Randall Leal\Randall-Leal,cr CRC,MFFW,Nashville,23,1997,17.8,29.1,38.0,76.5,508.9,144.7,15.3,18.2,84.0,9.72,12.2,79.4,3.76,5.62,67.0,0.22,0.15,0.07,1.24,2.02,1.12,0.34,3.76,Matches
331,Kelvin Leerdam\Kelvin-Leerdam,nl NED,DF,Seattle,29,1990,17.1,42.2,53.3,79.3,788.8,294.1,19.4,21.6,89.7,16.2,19.7,82.2,5.79,9.42,61.5,0.06,0.15,-0.09,0.82,2.28,1.58,0.47,4.39,Matches
332,Niccolo Lemoine\Niccolo-Lemoine,us USA,MFFW,Houston,19,2000,1.9,14.7,21.6,68.3,212.6,36.3,8.42,10.5,80.0,5.79,6.84,84.6,0.53,1.05,50.0,0.00,0.11,-0.11,1.05,0.53,0.53,0.53,0.53,Matches
333,Brooks Lennon\Brooks-Lennon,us USA,DFFW,Atlanta,22,1997,19.5,39.3,50.3,78.1,723.5,199.9,18.0,20.5,87.8,15.7,18.4,85.5,5.08,9.54,53.2,0.15,0.17,-0.02,1.18,1.95,1.44,1.23,2.36,Matches
334,Jonathan Lewis\Jonathan-Lewis,us USA,FWMF,Colorado,22,1997,7.9,19.7,27.6,71.6,326.3,79.1,10.4,12.5,82.8,7.85,11.0,71.3,1.27,2.91,43.5,0.00,0.06,-0.06,0.89,0.63,1.27,0.51,1.65,Matches
335,Danny Leyva\Danny-Leyva,us USA,MF,Seattle,16,2003,0.6,60.0,61.7,97.3,1000.0,306.7,31.7,33.3,95.0,23.3,23.3,100.0,5.00,5.00,100.0,0.00,0.00,0.00,1.67,3.33,0.00,0.00,3.33,Matches
336,Nick Lima\Nick-Lima,us USA,DF,San Jose,25,1994,17.0,44.4,56.5,78.6,885.8,246.2,17.6,19.8,89.0,19.4,23.1,84.2,7.06,12.3,57.4,0.12,0.11,0.01,0.76,2.71,0.88,0.53,3.71,Matches
337,Jaylin Lindsey\Jaylin-Lindsey,us USA,DF,Sporting KC,19,2000,11.8,46.0,55.8,82.4,781.7,299.5,21.9,24.9,88.1,19.8,23.1,85.7,3.47,5.93,58.6,0.17,0.05,0.12,1.10,1.95,1.19,0.51,2.54,Matches
338,Sebastian Lletget\Sebastian-Lletget,us USA,MFFW,LA Galaxy,27,1992,18.7,33.9,42.2,80.3,515.1,129.9,20.3,22.8,89.0,10.3,12.4,83.1,2.14,4.71,45.5,0.16,0.08,0.08,0.86,2.30,0.75,0.16,2.14,Matches
339,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,FC Cincinnati,26,1993,15.2,22.2,27.6,80.2,367.1,63.4,11.8,14.1,83.3,8.09,9.67,83.7,1.78,2.50,71.1,0.00,0.06,-0.06,0.66,1.78,0.46,0.13,1.64,Matches
340,Robin Lod\Robin-Lod,fi FIN,FWMF,Minnesota,26,1993,17.6,25.9,32.6,79.4,396.5,112.1,15.3,18.1,84.9,8.30,9.66,85.9,1.76,3.18,55.4,0.17,0.18,-0.01,1.42,2.44,1.19,0.23,3.58,Matches
341,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MF,Seattle,30,1989,19.8,61.0,79.8,76.4,1087.1,354.2,30.7,35.3,86.8,20.7,25.6,81.0,8.08,14.7,54.8,0.30,0.37,-0.07,2.53,7.47,3.08,0.66,8.18,Matches
342,David Loera\David-Loera,us USA,MF,Orlando City,21,1998,0.2,10.0,10.0,100.0,180.0,0.00,5.00,5.00,100.0,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
343,Aaron Long\Aaron-Long,us USA,DF,NY Red Bulls,27,1992,14.8,28.9,37.9,76.1,618.3,262.4,8.92,10.9,82.0,14.7,18.0,81.3,5.14,8.45,60.8,0.00,0.01,-0.01,0.20,2.50,0.14,0.00,2.97,Matches
344,Marcos López\Marcos-Lopez,pe PER,DF,San Jose,20,1999,11.0,42.0,56.6,74.2,832.8,294.0,17.0,19.9,85.4,17.8,21.6,82.4,6.64,12.7,52.1,0.09,0.05,0.04,1.00,2.73,0.91,0.45,4.00,Matches
345,Marvin Loría\Marvin-Loria,cr CRC,FWMF,Portland,22,1997,7.9,25.3,31.5,80.3,482.5,96.5,12.5,13.8,90.8,8.86,10.8,82.4,3.29,5.70,57.8,0.00,0.06,-0.06,1.14,1.65,0.63,0.13,2.15,Matches
346,Daniel Lovitz\Daniel-Lovitz,us USA,DF,Nashville,28,1991,21.0,36.4,52.1,69.8,784.5,364.3,12.6,14.3,88.0,16.8,21.9,76.5,6.81,14.9,45.8,0.10,0.10,0.00,1.24,3.71,0.81,0.43,4.05,Matches
347,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Montreal,28,1991,11.9,43.9,56.7,77.5,748.9,325.8,21.8,24.7,88.4,18.2,22.8,79.7,3.36,6.47,51.9,0.08,0.08,0.00,1.09,3.19,0.42,0.17,4.62,Matches
348,Everton Luiz\Everton-Luiz,br BRA,MF,Real Salt Lake,31,1988,10.2,34.8,39.8,87.4,632.0,111.4,14.7,16.2,90.9,15.6,17.7,87.8,4.02,5.10,78.8,0.00,0.00,0.00,0.00,2.75,0.10,0.00,2.16,Matches
349,Adam Lundqvist\Adam-Lundqvist,se SWE,DF,Houston,25,1994,20.2,42.0,52.1,80.6,794.3,261.2,16.9,19.1,88.6,20.0,22.3,89.6,4.90,8.56,57.2,0.00,0.11,-0.11,1.04,2.48,1.78,1.29,3.66,Matches
350,Larrys Mabiala\Larrys-Mabiala,cd COD,DF,Portland,32,1987,14.6,40.9,47.1,86.8,967.2,327.9,9.04,9.86,91.7,21.8,23.9,91.4,9.86,12.9,76.6,0.00,0.01,-0.01,0.07,2.33,0.00,0.00,3.01,Matches
351,Emanuel Maciel\Emanuel-Maciel,ar ARG,MF,Montreal,22,1997,8.6,43.0,52.1,82.6,920.1,215.5,14.4,16.7,86.1,19.7,23.0,85.4,8.49,11.4,74.5,0.35,0.15,0.20,0.81,6.16,0.47,0.12,4.19,Matches
352,Gary Mackay-Steven\Gary-Mackay-Steven,sco SCO,FWMF,NYCFC,29,1990,10.6,22.0,29.5,74.4,315.1,88.9,13.5,15.8,85.6,6.98,9.34,74.7,0.85,2.08,40.9,0.09,0.15,-0.06,1.04,0.75,1.32,0.38,2.74,Matches
353,Zac MacMath\Zac-MacMath,us USA,GK,Real Salt Lake,28,1991,6.0,25.8,40.8,63.3,813.5,556.8,3.50,3.67,95.5,11.8,12.0,98.6,10.5,25.0,42.0,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,Matches
354,Jack Maher\Jack-Maher,us USA,DF,Nashville,20,1999,1.4,27.9,33.6,83.0,663.6,162.1,7.86,9.29,84.6,12.9,15.0,85.7,7.14,9.29,76.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,Matches
355,Christian Makoun\Christian-Makoun,ve VEN,DF,Miami,19,2000,2.1,19.0,26.7,71.4,467.1,214.8,4.29,5.71,75.0,10.0,10.0,100.0,4.76,11.0,43.5,0.00,0.00,0.00,0.00,2.38,0.00,0.00,0.95,Matches
356,Michael Mancienne\Michael-Mancienne,eng ENG,DF,New England,32,1988,3.5,35.1,40.6,86.6,864.0,264.9,6.00,7.14,84.0,20.0,22.0,90.9,9.14,11.1,82.1,0.00,0.00,0.00,0.00,0.86,0.00,0.00,1.14,Matches
357,Kekuta Manneh\Kekuta-Manneh,us USA,MF,FC Cincinnati,25,1994,0.7,15.7,22.9,68.8,328.6,117.1,5.71,7.14,80.0,7.14,10.0,71.4,1.43,2.86,50.0,0.00,0.00,0.00,0.00,1.43,0.00,0.00,2.86,Matches
358,Kekuta Manneh\Kekuta-Manneh,us USA,FWMF,New England,25,1994,2.0,22.5,33.0,68.2,380.5,113.0,9.00,13.5,66.7,10.5,13.0,80.8,2.00,4.50,44.4,0.50,0.40,0.10,3.00,1.00,3.50,0.50,5.00,Matches
359,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,24,1995,14.8,18.4,23.1,79.8,266.9,35.9,9.66,11.6,83.1,5.95,7.36,80.7,1.15,1.49,77.3,0.07,0.16,-0.09,1.49,0.95,0.68,0.07,1.49,Matches
360,J.T. Marcinkowski\JT-Marcinkowski,us USA,GK,San Jose,22,1997,11.0,28.3,36.3,77.9,811.6,355.7,4.64,4.64,100.0,13.7,13.9,98.7,9.73,17.5,55.4,0.00,0.02,-0.02,0.09,0.36,0.09,0.00,0.00,Matches
361,Marko Marić\Marko-Maric,hr CRO,GK,Houston,24,1996,23.0,21.6,29.7,72.8,580.3,318.4,4.96,4.96,100.0,9.87,10.0,98.3,6.65,14.6,45.7,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,Matches
362,Paul Marie\Paul-Marie,fr FRA,DF,San Jose,24,1995,4.0,43.3,56.3,76.9,717.3,295.5,22.8,25.0,91.0,16.8,22.3,75.3,3.00,6.25,48.0,0.00,0.05,-0.05,0.50,3.00,0.50,0.25,4.50,Matches
363,Jahkeele Marshall-Rutty\Jahkeele-Marshall-Rutty,ca CAN,FW,Toronto FC,15,2004,0.2,55.0,60.0,91.7,650.0,155.0,45.0,45.0,100.0,10.0,10.0,100.0,0.00,5.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,Matches
364,Douglas Martinez\Douglas-Martinez,hn HON,FW,Real Salt Lake,22,1997,9.3,17.4,23.8,73.3,241.4,39.5,10.4,12.4,84.3,5.70,7.63,74.6,0.54,1.94,27.8,0.00,0.08,-0.08,1.08,0.86,0.43,0.22,1.18,Matches
365,Josef Martínez\Josef-Martinez,ve VEN,FW,Atlanta,26,1993,0.8,20.0,23.8,84.2,323.8,3.75,11.3,11.3,100.0,6.25,6.25,100.0,1.25,2.50,50.0,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,Matches
366,Tomás Martínez\Tomas-Martinez,ar ARG,MFFW,Houston,24,1995,3.9,47.7,57.7,82.7,858.7,170.3,22.8,25.4,89.9,16.7,18.7,89.0,6.41,10.5,61.0,0.00,0.03,-0.03,0.51,6.92,0.51,0.00,4.87,Matches
367,Luís Martins\Luis-Martins,pt POR,DF,Sporting KC,27,1992,8.6,52.4,67.8,77.4,994.3,380.5,19.7,23.7,82.8,26.3,30.6,85.9,6.28,11.7,53.5,0.12,0.10,0.01,1.40,4.30,1.63,0.58,5.70,Matches
368,Rónald Matarrita\Ronald-Matarrita,cr CRC,DFFW,NYCFC,25,1994,18.3,48.9,62.4,78.3,877.2,368.4,22.4,25.3,88.6,21.0,25.4,82.6,4.97,9.62,51.7,0.11,0.21,-0.10,1.86,3.28,1.48,0.44,5.41,Matches
369,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Miami,32,1987,14.1,47.6,53.3,89.2,865.9,265.0,20.9,22.6,92.8,20.5,22.0,93.2,5.32,6.95,76.5,0.00,0.06,-0.06,0.99,5.04,0.92,0.14,5.46,Matches
370,Jimmy Maurer\Jimmy-Maurer,us USA,GK,FC Dallas,31,1988,15.5,24.5,31.1,78.8,668.7,344.3,5.61,5.68,98.9,10.7,11.0,97.1,8.19,14.4,57.0,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.06,Matches
371,Chris Mavinga\Chris-Mavinga,cd COD,DF,Toronto FC,28,1991,16.8,48.5,53.2,91.2,1011.4,302.6,14.6,15.8,92.8,24.9,26.5,93.7,8.39,10.1,83.4,0.00,0.00,0.00,0.06,1.96,0.06,0.00,2.14,Matches
372,Olivier Mbaizo\Olivier-Mbaizo,cm CMR,DF,Philadelphia,22,1997,11.7,45.7,60.3,75.9,866.8,356.9,19.4,23.0,84.4,19.6,25.6,76.3,5.81,9.66,60.2,0.09,0.09,-0.01,0.85,4.10,1.45,0.94,5.21,Matches
373,Thomas McCabe\Thomas-McCabe,us USA,MF,FC Cincinnati,21,1998,0.1,130.0,130.0,100.0,2670.0,640.0,30.0,30.0,100.0,70.0,70.0,100.0,30.0,30.0,100.0,0.00,0.00,0.00,0.00,30.0,0.00,0.00,10.0,Matches
374,John McCarthy\John-McCarthy,us USA,GK,Miami,27,1992,8.0,14.0,21.1,66.3,449.9,300.0,2.13,2.13,100.0,5.13,5.25,97.6,6.38,13.4,47.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
375,Dax McCarty\Dax-McCarty,us USA,MF,Nashville,32,1987,18.6,49.0,56.5,86.9,958.3,281.1,19.5,21.7,89.8,21.4,23.7,90.5,7.42,9.52,78.0,0.16,0.15,0.01,1.51,5.75,0.81,0.05,5.32,Matches
376,Mark McKenzie\Mark-McKenzie,us USA,DF,Philadelphia,20,1999,22.0,35.2,41.9,84.1,886.8,286.5,6.00,7.50,80.0,18.4,20.0,92.0,10.5,13.8,76.6,0.05,0.01,0.04,0.14,2.23,0.05,0.00,1.95,Matches
377,Jimmy McLaughlin\Jimmy-McLaughlin,us USA,DF,FC Cincinnati,26,1993,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
378,Thomas McNamara\Thomas-McNamara,us USA,MF,New England,28,1991,9.5,45.3,54.7,82.7,996.7,227.6,16.4,18.5,88.6,17.8,20.3,87.6,10.4,13.7,76.2,0.11,0.14,-0.03,0.84,4.63,0.63,0.11,4.11,Matches
379,Thomas McNamara\Thomas-McNamara,us USA,FW,Houston,28,1991,2.0,26.5,33.5,79.1,430.0,134.0,14.0,15.0,93.3,10.0,12.5,80.0,1.50,3.50,42.9,0.00,0.10,-0.10,1.50,2.50,1.00,0.00,4.00,Matches
380,Ryan Meara\Ryan-Meara,us USA,GK,NY Red Bulls,29,1990,12.7,15.2,25.1,60.5,464.1,318.3,3.94,4.02,98.0,5.59,5.75,97.3,5.67,15.4,36.9,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,Matches
381,Jesús Medina\Jesus-Medina,py PAR,MFFW,NYCFC,22,1997,16.5,30.5,40.2,75.9,586.3,165.0,13.8,16.1,85.3,10.8,13.7,79.2,5.27,8.30,63.5,0.12,0.18,-0.06,1.94,3.09,1.39,0.12,3.70,Matches
382,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Chicago,25,1994,22.1,48.7,62.8,77.5,1001.9,347.7,19.5,21.7,89.6,19.4,23.3,83.5,9.10,15.7,58.1,0.14,0.16,-0.03,1.63,5.88,0.86,0.09,6.52,Matches
383,Jimmy Medranda\Jimmy-Medranda,co COL,FW,Nashville,25,1994,0.1,40.0,60.0,66.7,790.0,290.0,20.0,20.0,100.0,10.0,20.0,50.0,10.0,20.0,50.0,0.00,0.00,0.00,10.0,0.00,10.0,10.0,10.0,Matches
384,Jimmy Medranda\Jimmy-Medranda,co COL,DFMF,Seattle,25,1994,0.2,60.0,70.0,85.7,1070.0,345.0,25.0,25.0,100.0,25.0,30.0,83.3,10.0,15.0,66.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,Matches
385,Haris Medunjanin\Haris-Medunjanin,ba BIH,MF,FC Cincinnati,34,1985,19.2,64.7,78.3,82.7,1432.4,483.5,20.1,21.9,91.9,31.0,33.9,91.5,13.1,21.6,60.9,0.05,0.19,-0.14,2.19,4.11,0.78,0.16,3.91,Matches
386,Phelipe Megiolaro\Phelipe-Megiolaro,br BRA,GK,FC Dallas,20,1999,1.0,15.0,21.0,71.4,340.0,219.0,6.00,6.00,100.0,4.00,4.00,100.0,5.00,11.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
387,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,33,1986,19.8,21.0,29.7,70.7,649.6,392.5,2.88,2.88,100.0,10.0,10.1,99.0,8.03,16.6,48.3,0.00,0.01,-0.01,0.10,0.51,0.05,0.00,0.00,Matches
388,Jhegson Méndez\Jhegson-Mendez,ec ECU,MF,Orlando City,22,1997,12.1,56.4,63.3,89.2,962.6,257.3,29.3,31.3,93.7,20.6,22.6,91.2,5.62,7.27,77.3,0.00,0.02,-0.02,0.25,4.96,0.58,0.08,5.04,Matches
