Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
374,John McCarthy\John-McCarthy,us USA,GK,Miami,27,1992,8.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
375,Dax McCarty\Dax-McCarty,us USA,MF,Nashville,32,1987,18.6,0.05,0.54,0.22,40.0,0.54,0.21,0.10,0.25,16.8,0.00,0.00,0.00,0.03,0.03,0.06,0.02,0.02,Matches
376,Mark McKenzie\Mark-McKenzie,us USA,DF,Philadelphia,20,1999,22.0,0.09,0.55,0.14,25.0,0.55,0.14,0.17,0.67,9.5,0.00,0.00,0.00,0.08,0.08,0.14,0.01,0.01,Matches
377,Jimmy McLaughlin\Jimmy-McLaughlin,us USA,DF,FC Cincinnati,26,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
378,Thomas McNamara\Thomas-McNamara,us USA,MF,New England,28,1991,9.5,0.00,1.26,0.21,16.7,1.26,0.21,0.00,0.00,17.3,0.00,0.00,0.00,0.09,0.09,0.07,-0.09,-0.09,Matches
379,Thomas McNamara\Thomas-McNamara,us USA,FW,Houston,28,1991,2.0,0.00,3.00,0.00,0.0,3.00,0.00,0.00,,20.0,0.00,0.00,0.00,0.25,0.25,0.09,-0.25,-0.25,Matches
380,Ryan Meara\Ryan-Meara,us USA,GK,NY Red Bulls,29,1990,12.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
381,Jesús Medina\Jesus-Medina,py PAR,MFFW,NYCFC,22,1997,16.5,0.30,1.88,0.97,51.6,1.88,0.97,0.16,0.31,15.2,0.06,0.00,0.00,0.30,0.30,0.16,0.01,0.01,Matches
382,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Chicago,25,1994,22.1,0.09,1.63,0.54,33.3,1.63,0.54,0.06,0.17,24.5,0.18,0.00,0.05,0.13,0.10,0.06,-0.04,-0.00,Matches
383,Jimmy Medranda\Jimmy-Medranda,co COL,FW,Nashville,25,1994,0.1,0.00,10.0,10.0,100.0,10.00,10.00,0.00,0.00,15.7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
384,Jimmy Medranda\Jimmy-Medranda,co COL,DFMF,Seattle,25,1994,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
385,Haris Medunjanin\Haris-Medunjanin,ba BIH,MF,FC Cincinnati,34,1985,19.2,0.05,0.47,0.10,22.2,0.47,0.10,0.11,0.50,28.3,0.21,0.00,0.00,0.02,0.02,0.03,0.04,0.04,Matches
386,Phelipe Megiolaro\Phelipe-Megiolaro,br BRA,GK,FC Dallas,20,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
387,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,33,1986,19.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
388,Jhegson Méndez\Jhegson-Mendez,ec ECU,MF,Orlando City,22,1997,12.1,0.00,1.32,0.25,18.8,1.32,0.25,0.00,0.00,21.8,0.25,0.00,0.00,0.12,0.12,0.09,-0.12,-0.12,Matches
