Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
98,Alexander Büttner\Alexander-Buttner,nl NED,DF,New England,30,1989,17,15,1248,13.9,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,0.03,0.03,0.12,0.15,0.03,0.12,0.15,0.03,0.15,Matches
99,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Nashville,22,1997,2,0,43,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.25,0.25,0.00,0.25,Matches
100,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Seattle,22,1997,5,2,178,2.0,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.51,0.00,0.51,0.51,0.51,0.50,0.50,0.25,0.75,0.50,0.25,0.75,0.50,0.75,Matches
101,Brandon Bye\Brandon-Bye,us USA,DF,New England,24,1995,22,18,1636,18.2,0.00,0.05,0.00,0.00,0.00,0.11,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.17,0.23,0.06,0.17,0.23,0.06,0.23,Matches
102,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Houston,26,1993,10,8,654,7.3,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.03,0.00,0.03,0.03,0.03,Matches
103,Chris Cadden\Chris-Cadden,sco SCO,DFMF,Columbus,23,1996,8,3,354,3.9,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.06,0.06,0.00,0.06,Matches
104,Jhonder Cádiz\Jhonder-Cadiz,ve VEN,FW,Nashville,24,1995,7,0,224,2.5,0.80,0.00,0.80,0.00,0.00,0.00,0.00,0.80,0.00,0.80,0.80,0.80,0.68,0.68,0.00,0.68,0.66,0.00,0.66,0.66,0.66,Matches
105,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,28,1991,18,15,1152,12.8,0.00,0.00,0.00,0.00,0.00,0.31,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,Matches
106,Alexander Callens\Alexander-Callens,pe PER,DF,NYCFC,27,1992,22,22,1934,21.5,0.09,0.00,0.09,0.00,0.00,0.28,0.00,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.00,0.06,0.05,0.01,0.06,0.05,0.06,Matches
107,Eric Calvillo\Eric-Calvillo,us USA,MFFW,San Jose,22,1998,6,1,189,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.24,0.20,0.02,0.22,0.20,0.22,Matches
108,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Chicago,27,1992,22,22,1909,21.2,0.05,0.05,0.05,0.00,0.00,0.28,0.05,0.05,0.05,0.09,0.05,0.09,0.07,0.07,0.00,0.08,0.07,0.01,0.08,0.07,0.08,Matches
109,Rudy Camacho\Rudy-Camacho,fr FRA,DFMF,Montreal,28,1991,14,14,1188,13.2,0.08,0.00,0.08,0.00,0.00,0.15,0.08,0.08,0.00,0.08,0.08,0.08,0.03,0.03,0.02,0.04,0.03,0.01,0.04,0.03,0.04,Matches
110,George Campbell\George-Campbell,us USA,DF,Atlanta,18,2001,1,0,47,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
111,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,21,1998,5,5,450,5.0,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.20,0.00,0.20,0.04,0.04,0.10,0.12,0.03,0.10,0.13,0.03,0.13,Matches
112,Russell Canouse\Russell-Canouse,us USA,DFMF,D.C. United,24,1995,15,15,1233,13.7,0.15,0.00,0.15,0.00,0.00,0.51,0.07,0.15,0.00,0.15,0.15,0.15,0.04,0.04,0.01,0.05,0.03,0.02,0.05,0.03,0.05,Matches
113,Antonio Carlos\Antonio-Carlos,br BRA,DF,Orlando City,26,1993,20,18,1636,18.2,0.05,0.05,0.05,0.00,0.00,0.11,0.00,0.06,0.06,0.11,0.06,0.11,0.08,0.08,0.02,0.10,0.08,0.02,0.10,0.08,0.10,Matches
114,Julián Carranza\Julian-Carranza,ar ARG,FW,Miami,19,2000,16,5,548,6.1,0.33,0.00,0.33,0.00,0.00,0.49,0.00,0.33,0.00,0.33,0.33,0.33,0.30,0.30,0.03,0.33,0.29,0.04,0.34,0.29,0.34,Matches
115,Julio Cascante\Julio-Cascante,cr CRC,DF,Portland,26,1993,5,4,405,4.5,0.22,0.00,0.22,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,0.09,0.09,0.02,0.11,0.09,0.02,0.10,0.09,0.10,Matches
116,Cristian Cásseres Jr.\Cristian-Casseres-Jr,ve VEN,MF,NY Red Bulls,20,2000,19,14,1313,14.6,0.14,0.14,0.14,0.00,0.00,0.21,0.00,0.14,0.14,0.27,0.14,0.27,0.05,0.05,0.08,0.12,0.05,0.08,0.12,0.05,0.12,Matches
117,Valentín Castellanos\Valentin-Castellanos,ar ARG,FW,NYCFC,21,1998,22,14,1344,14.9,0.40,0.13,0.27,0.13,0.13,0.47,0.00,0.40,0.13,0.54,0.27,0.40,0.66,0.55,0.15,0.71,0.65,0.16,0.81,0.55,0.71,Matches
118,Edgar Castillo\Edgar-Castillo,us USA,DF,Atlanta,33,1986,4,1,146,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.07,0.00,0.07,0.07,0.07,Matches
119,Manuel Castro\Manuel-Castro,uy URU,FWMF,Atlanta,24,1995,10,3,262,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.07,0.34,0.26,0.07,0.33,0.26,0.33,Matches
120,Lucas Cavallini\Lucas-Cavallini,ca CAN,FW,Vancouver,27,1992,18,16,1455,16.2,0.37,0.00,0.37,0.00,0.12,0.49,0.06,0.37,0.00,0.37,0.37,0.37,0.47,0.38,0.05,0.43,0.47,0.05,0.52,0.38,0.42,Matches
121,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Houston,30,1989,20,18,1531,17.0,0.06,0.12,0.00,0.06,0.06,0.18,0.00,0.06,0.12,0.18,0.00,0.12,0.08,0.04,0.07,0.11,0.08,0.07,0.15,0.04,0.11,Matches
122,Edwin Cerrillo\Edwin-Cerrillo,us USA,MF,FC Dallas,19,2000,2,0,19,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Thomás Chacón\Thomas-Chacon,uy URU,FWMF,Minnesota,19,2000,4,1,173,1.9,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
124,Maikel Chang\Maikel-Chang,cu CUB,FWMF,Real Salt Lake,28,1991,19,12,1103,12.3,0.08,0.33,0.08,0.00,0.00,0.08,0.00,0.08,0.33,0.41,0.08,0.41,0.14,0.14,0.27,0.41,0.14,0.27,0.41,0.14,0.41,Matches
125,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,30,1989,20,20,1711,19.0,0.00,0.00,0.00,0.00,0.00,0.21,0.05,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.03,0.11,0.08,0.03,0.11,0.08,0.11,Matches
126,Jay Chapman\Jay-Chapman,ca CAN,MF,Miami,26,1994,8,2,204,2.3,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.09,0.13,0.05,0.10,0.15,0.05,0.15,Matches
127,Diego Chará\Diego-Chara,co COL,MF,Portland,33,1986,20,20,1798,20.0,0.05,0.20,0.05,0.00,0.00,0.40,0.00,0.05,0.20,0.25,0.05,0.25,0.05,0.05,0.07,0.13,0.05,0.07,0.12,0.05,0.12,Matches
128,Yimmi Chará\Yimmi-Chara,co COL,FWMF,Portland,28,1991,21,12,1229,13.7,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.29,0.29,0.59,0.29,0.59,0.22,0.22,0.19,0.41,0.22,0.19,0.41,0.22,0.41,Matches
129,José Cifuentes\Jose-Cifuentes,ec ECU,MF,Los Angeles FC,20,1999,18,13,1145,12.7,0.08,0.16,0.08,0.00,0.00,0.31,0.00,0.08,0.16,0.24,0.08,0.24,0.12,0.12,0.27,0.39,0.12,0.26,0.38,0.12,0.38,Matches
130,Laurent Ciman\Laurent-Ciman,be BEL,DF,Toronto FC,34,1985,12,5,536,6.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.01,0.01,Matches
131,Caden Clark\Caden-Clark,us USA,FWMF,NY Red Bulls,16,2003,7,3,279,3.1,0.65,0.00,0.65,0.00,0.00,0.00,0.00,0.65,0.00,0.65,0.65,0.65,0.06,0.06,0.03,0.10,0.07,0.02,0.09,0.07,0.09,Matches
132,Steve Clark\Steve-Clark,us USA,GK,Portland,33,1986,20,20,1800,20.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Elliot Collier\Elliot-Collier,nz NZL,FWMF,Chicago,24,1995,21,2,534,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.12,0.49,0.37,0.12,0.49,0.37,0.49,Matches
134,Tomás Conechny\Tomas-Conechny,ar ARG,MFFW,Portland,21,1998,8,3,186,2.1,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.14,0.19,0.06,0.15,0.21,0.06,0.21,Matches
135,Derek Cornelius\Derek-Cornelius,ca CAN,DF,Vancouver,22,1997,13,11,1013,11.3,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0.04,0.00,0.04,0.04,0.04,Matches
136,Joe Corona\Joe-Corona,us USA,MF,LA Galaxy,29,1990,16,12,980,10.9,0.09,0.00,0.09,0.00,0.00,0.28,0.09,0.09,0.00,0.09,0.09,0.09,0.11,0.11,0.09,0.20,0.11,0.09,0.20,0.11,0.20,Matches
137,Cade Cowell\Cade-Cowell,us USA,FWMF,San Jose,16,2003,17,4,475,5.3,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.19,0.19,0.38,0.19,0.38,0.26,0.26,0.08,0.36,0.27,0.08,0.35,0.27,0.35,Matches
138,Warren Creavalle\Warren-Creavalle,us USA,MF,Philadelphia,29,1990,11,4,384,4.3,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.02,0.03,0.01,0.03,Matches
139,Maxime Crépeau\Maxime-Crepeau,ca CAN,GK,Vancouver,25,1994,4,4,327,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Allan Cruz\Allan-Cruz,cr CRC,MFFW,FC Cincinnati,23,1996,14,8,752,8.4,0.12,0.00,0.12,0.00,0.00,0.24,0.00,0.12,0.00,0.12,0.12,0.12,0.15,0.15,0.17,0.31,0.15,0.16,0.32,0.15,0.32,Matches
141,Emil Cuello\Emil-Cuello,us USA,MFFW,LA Galaxy,22,1997,11,2,239,2.7,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.15,0.19,0.03,0.14,0.17,0.03,0.17,Matches
142,Cristián Dajome\Cristian-Dajome,co COL,MFFW,Vancouver,26,1994,23,18,1597,17.7,0.17,0.17,0.17,0.00,0.00,0.17,0.00,0.17,0.17,0.34,0.17,0.34,0.15,0.15,0.16,0.31,0.15,0.16,0.31,0.15,0.31,Matches
143,Rashawn Dally\Rashawn-Dally,jm JAM,FW,FC Cincinnati,23,1997,4,0,70,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0.07,0.00,0.07,0.07,0.07,Matches
144,Jürgen Damm\Jurgen-Damm,mx MEX,FWMF,Atlanta,27,1992,14,7,633,7.0,0.00,0.43,0.00,0.00,0.00,0.14,0.00,0.00,0.43,0.43,0.00,0.43,0.07,0.07,0.24,0.30,0.07,0.24,0.30,0.07,0.30,Matches
145,Mario Daniel Vega\Mario-Daniel-Vega,ar ARG,GK,San Jose,35,1984,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Abu Danladi\Abu-Danladi,gh GHA,FW,Nashville,24,1995,17,7,580,6.4,0.31,0.16,0.31,0.00,0.00,0.16,0.00,0.31,0.16,0.47,0.31,0.47,0.31,0.31,0.16,0.45,0.30,0.15,0.45,0.30,0.45,Matches
147,Sean Davis\Sean-Davis,us USA,MF,NY Red Bulls,26,1993,14,13,1081,12.0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.07,0.02,0.05,0.07,0.02,0.07,Matches
148,Jack De Vries\Jack-De-Vries,us USA,FWMF,Philadelphia,17,2002,4,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Alex DeJohn\Alex-DeJohn,us USA,DFFW,Orlando City,28,1991,6,0,58,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,Miami,32,1987,5,5,426,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
151,Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,si SVN,DF,New England,28,1991,5,4,320,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Jordy Delem\Jordy-Delem,mq MTQ,MF,Seattle,26,1993,17,9,739,8.2,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches
153,Nick DeLeon\Nick-DeLeon,us USA,FWMF,Toronto FC,29,1990,21,9,928,10.3,0.10,0.19,0.10,0.00,0.00,0.19,0.00,0.10,0.19,0.29,0.10,0.29,0.14,0.14,0.18,0.33,0.14,0.19,0.33,0.14,0.33,Matches
154,Marky Delgado\Marky-Delgado,us USA,MF,Toronto FC,24,1995,19,18,1443,16.0,0.00,0.06,0.00,0.00,0.00,0.06,0.00,0.00,0.06,0.06,0.00,0.06,0.04,0.04,0.09,0.14,0.04,0.10,0.14,0.04,0.14,Matches
155,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,FC Cincinnati,28,1991,15,13,1174,13.0,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.02,Matches
156,Nick DePuy\Nick-DePuy,us USA,DF,LA Galaxy,25,1994,16,15,1410,15.7,0.00,0.06,0.00,0.00,0.00,0.25,0.00,0.00,0.06,0.06,0.00,0.06,0.04,0.04,0.03,0.06,0.04,0.02,0.07,0.04,0.07,Matches
157,Maikel van der Werff\Maikel-van-der-Werff,nl NED,DF,FC Cincinnati,30,1989,13,11,971,10.8,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.00,0.06,0.06,0.06,Matches
158,Joey DeZart\Joey-DeZart,us USA,MF,Orlando City,21,1998,11,4,377,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.05,0.02,0.03,0.05,0.02,0.05,Matches
159,Justin Dhillon\Justin-Dhillon,us USA,FW,Seattle,24,1995,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
160,Amadou Dia\Amadou-Dia,us USA,DF,Sporting KC,26,1993,12,9,847,9.4,0.00,0.11,0.00,0.00,0.00,0.32,0.00,0.00,0.11,0.11,0.00,0.11,0.01,0.01,0.03,0.04,0.01,0.04,0.04,0.01,0.04,Matches
161,Luis Díaz\Luis-Diaz,cr CRC,FWMF,Columbus,21,1998,21,14,1172,13.0,0.00,0.23,0.00,0.00,0.00,0.38,0.00,0.00,0.23,0.23,0.00,0.23,0.24,0.24,0.21,0.45,0.24,0.21,0.45,0.24,0.45,Matches
162,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Minnesota,30,1989,11,10,859,9.5,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.04,0.09,0.05,0.04,0.09,0.05,0.09,Matches
163,Daryl Dike\Daryl-Dike,us USA,FW,Orlando City,19,2000,17,15,1217,13.5,0.59,0.15,0.59,0.00,0.00,0.00,0.00,0.59,0.15,0.74,0.59,0.74,0.29,0.29,0.04,0.33,0.29,0.04,0.33,0.29,0.33,Matches
164,Adama Diomande\Adama-Diomande,no NOR,FW,Los Angeles FC,29,1990,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.37,0.00,0.37,0.37,0.37,Matches
165,Clément Diop\Clement-Diop,sn SEN,GK,Montreal,26,1993,20,20,1800,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
166,Ethan Dobbelaere\Ethan-Dobbelaere,us USA,FW,Seattle,17,2002,1,1,53,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,0.09,0.00,0.09,0.09,0.09,Matches
167,Griffin Dorsey\Griffin-Dorsey,us USA,FW,Toronto FC,20,1999,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Jonathan dos Santos\Jonathan-dos-Santos,mx MEX,MF,LA Galaxy,29,1990,13,7,702,7.8,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.06,0.08,0.01,0.07,0.08,0.01,0.08,Matches
169,Thiago dos Santos\Thiago-dos-Santos,br BRA,MF,FC Dallas,30,1989,20,19,1618,18.0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.05,0.09,0.05,0.05,0.09,0.05,0.09,Matches
170,Hassani Dotson\Hassani-Dotson,us USA,MFDF,Minnesota,22,1997,18,12,1214,13.5,0.07,0.07,0.07,0.00,0.00,0.15,0.00,0.07,0.07,0.15,0.07,0.15,0.10,0.10,0.04,0.13,0.10,0.03,0.13,0.10,0.13,Matches
171,Erik Duenas\Erik-Duenas,us USA,DFMF,Los Angeles FC,15,2004,2,0,36,0.4,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
172,Bryce Duke\Bryce-Duke,us USA,MF,Los Angeles FC,18,2001,11,2,241,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.11,0.11,0.02,0.10,0.12,0.02,0.12,Matches
173,Cameron Duke\Cameron-Duke,us USA,MF,Sporting KC,18,2001,8,2,221,2.5,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.24,0.08,0.17,0.25,0.08,0.25,Matches
174,Cameron Dunbar\Cameron-Dunbar,us USA,MF,LA Galaxy,17,2002,4,1,84,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.33,0.13,0.16,0.29,0.13,0.29,Matches
175,Kyle Duncan\Kyle-Duncan,us USA,DF,NY Red Bulls,22,1997,23,21,1908,21.2,0.14,0.09,0.14,0.00,0.00,0.14,0.00,0.14,0.09,0.24,0.14,0.24,0.07,0.07,0.14,0.21,0.07,0.14,0.21,0.07,0.21,Matches
176,Chris Duvall\Chris-Duvall,us USA,DF,Portland,28,1991,10,9,744,8.3,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
177,Dom Dwyer\Dom-Dwyer,us USA,FW,Orlando City,29,1990,2,2,122,1.4,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.74,0.00,0.74,0.14,0.14,0.14,0.29,0.16,0.11,0.27,0.16,0.27,Matches
178,Jeremy Ebobisse\Jeremy-Ebobisse,us USA,FWMF,Portland,22,1997,18,11,1062,11.8,0.68,0.17,0.68,0.00,0.00,0.00,0.00,0.68,0.17,0.85,0.68,0.85,0.34,0.34,0.10,0.43,0.34,0.10,0.43,0.34,0.43,Matches
179,Bobby Edwards\Bobby-Edwards,us USA,GK,FC Cincinnati,24,1995,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
180,Raheem Edwards\Raheem-Edwards,ca CAN,FWMF,Minnesota,24,1995,12,2,267,3.0,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67,0.20,0.20,0.43,0.63,0.21,0.43,0.64,0.21,0.64,Matches
181,Mandela Egbo\Mandela-Egbo,eng ENG,DF,NY Red Bulls,22,1997,9,6,450,5.0,0.20,0.20,0.00,0.20,0.20,0.20,0.00,0.20,0.20,0.40,0.00,0.20,0.20,0.04,0.06,0.10,0.19,0.07,0.26,0.04,0.11,Matches
182,Alberth Elis\Alberth-Elis,hn HON,FW,Houston,23,1996,6,4,377,4.2,0.95,0.71,0.71,0.24,0.24,0.48,0.24,0.95,0.72,1.67,0.72,1.43,0.95,0.79,0.26,1.05,0.96,0.26,1.22,0.79,1.05,Matches
183,Jack Elliott\Jack-Elliott,eng ENG,DFMF,Philadelphia,24,1995,17,10,983,10.9,0.09,0.00,0.09,0.00,0.00,0.18,0.00,0.09,0.00,0.09,0.09,0.09,0.04,0.04,0.05,0.08,0.04,0.05,0.09,0.04,0.09,Matches
184,Tsubasa Endoh\Tsubasa-Endoh,jp JPN,MFFW,Toronto FC,26,1993,17,7,618,6.9,0.14,0.00,0.14,0.00,0.00,0.14,0.00,0.15,0.00,0.15,0.15,0.15,0.20,0.20,0.16,0.36,0.21,0.16,0.37,0.21,0.37,Matches
185,Magnus Eriksson\Magnus-Eriksson,se SWE,MF,San Jose,29,1990,5,5,450,5.0,0.20,0.20,0.00,0.20,0.20,0.20,0.00,0.20,0.20,0.40,0.00,0.20,0.22,0.08,0.16,0.24,0.22,0.16,0.38,0.07,0.23,Matches
186,Franco Escobar\Franco-Escobar,ar ARG,DF,Atlanta,24,1995,16,16,1375,15.3,0.00,0.07,0.00,0.00,0.00,0.52,0.07,0.00,0.07,0.07,0.00,0.07,0.03,0.03,0.01,0.04,0.02,0.01,0.04,0.02,0.04,Matches
187,Cristian Espinoza\Cristian-Espinoza,ar ARG,MFFW,San Jose,24,1995,23,22,1798,20.0,0.15,0.35,0.15,0.00,0.00,0.15,0.00,0.15,0.35,0.50,0.15,0.50,0.13,0.13,0.30,0.43,0.13,0.31,0.43,0.13,0.43,Matches
188,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,33,1986,16,12,948,10.5,0.19,0.10,0.19,0.00,0.00,0.29,0.00,0.19,0.09,0.28,0.19,0.28,0.18,0.18,0.03,0.21,0.18,0.03,0.21,0.18,0.21,Matches
189,Derrick Etienne\Derrick-Etienne,ht HAI,FWMF,Columbus,23,1996,21,8,897,10.0,0.10,0.20,0.10,0.00,0.00,0.00,0.00,0.10,0.20,0.30,0.10,0.30,0.17,0.17,0.17,0.34,0.17,0.17,0.34,0.17,0.34,Matches
190,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,24,1995,19,9,970,10.8,0.09,0.00,0.09,0.00,0.00,0.19,0.00,0.09,0.00,0.09,0.09,0.09,0.24,0.24,0.13,0.36,0.24,0.13,0.37,0.24,0.37,Matches
191,Rod Fanni\Rod-Fanni,fr FRA,DF,Montreal,38,1981,12,10,947,10.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,Matches
192,Marco Farfan\Marco-Farfan,us USA,DF,Portland,21,1998,14,9,856,9.5,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Matches
193,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,27,1992,20,19,1711,19.0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,Matches
194,Felipe\Felipe,br BRA,MF,D.C. United,29,1990,7,7,630,7.0,0.00,0.14,0.00,0.00,0.00,0.57,0.00,0.00,0.14,0.14,0.00,0.14,0.09,0.09,0.07,0.16,0.08,0.07,0.16,0.08,0.16,Matches
195,Luis Felipe\Luis-Felipe,br BRA,MF,San Jose,24,1996,5,2,199,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.02,0.01,0.03,0.02,0.03,Matches
196,Rolf Feltscher\Rolf-Feltscher,ve VEN,DF,LA Galaxy,29,1990,17,13,1249,13.9,0.00,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.14,0.14,0.00,0.14,0.05,0.05,0.05,0.10,0.05,0.05,0.10,0.05,0.10,Matches
