Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
91,Will Bruin\Will-Bruin,us USA,FWMF,Seattle,30,1989,6.3,23.7,21.7,1.90,0.16,0.16,6.03,0.32,0.79,0.00,0.00,0.00,0.00,16.2,4.44,3.02,2.54,16.8,1.59,0.16,1.11,16.3,0.16,0.48,0.16,1.75,Matches
92,Tajon Buchanan\Tajon-Buchanan,ca CAN,FWDF,New England,20,1999,12.1,30.6,29.5,1.07,0.08,0.00,5.70,0.33,2.48,0.00,0.00,0.00,0.00,22.1,4.88,3.64,2.81,24.5,1.24,0.99,0.25,22.0,0.00,0.74,0.25,2.48,Matches
93,Adam Buksa\Adam-Buksa,pl POL,FW,New England,23,1996,16.7,17.7,15.9,1.86,0.00,0.12,5.09,0.36,0.18,0.00,0.00,0.00,0.00,9.40,4.01,4.31,9.10,4.19,1.74,0.00,0.30,13.0,0.12,0.24,0.42,0.66,Matches
94,Teal Bunbury\Teal-Bunbury,us USA,FWMF,New England,29,1990,16.2,30.5,30.1,0.43,0.12,0.06,8.77,0.49,1.36,0.00,0.00,0.00,0.00,19.9,5.93,4.69,3.64,22.7,1.60,0.25,0.56,23.2,0.12,0.43,0.68,0.86,Matches
95,Cory Burke\Cory-Burke,jm JAM,FW,Philadelphia,28,1991,1.3,27.7,27.7,0.00,0.00,0.00,10.8,0.00,2.31,0.00,0.00,0.00,0.00,17.7,5.38,4.62,3.08,16.2,1.54,0.00,0.00,16.9,0.00,0.77,0.00,0.77,Matches
96,Evan Bush\Evan-Bush,us USA,GK,Vancouver,33,1986,8.0,33.0,23.8,9.25,2.88,0.00,3.00,0.63,0.00,0.00,0.00,0.00,0.00,17.3,1.38,14.4,3.75,22.9,0.00,0.00,4.63,25.3,0.13,0.75,0.00,0.00,Matches
97,Gianluca Busio\Gianluca-Busio,us USA,MFFW,Sporting KC,17,2002,14.1,51.1,45.2,5.96,2.27,0.21,6.52,2.91,0.99,3.33,1.99,0.28,0.35,37.8,4.11,9.22,5.53,42.8,1.42,0.21,0.00,42.3,0.07,0.85,0.43,0.99,Matches
98,Alexander Büttner\Alexander-Buttner,nl NED,DF,New England,30,1989,13.9,61.4,46.3,15.1,3.09,0.14,7.91,4.46,3.67,2.30,0.29,1.58,0.07,32.9,11.8,16.8,44.7,5.11,1.22,9.71,0.14,46.0,0.36,2.16,0.94,1.44,Matches
99,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Nashville,22,1997,0.5,34.0,34.0,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,22.0,8.00,4.00,2.00,30.0,2.00,0.00,0.00,26.0,0.00,0.00,0.00,0.00,Matches
100,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Seattle,22,1997,2.0,38.0,37.5,0.50,0.00,0.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,30.0,5.00,3.00,6.00,29.5,1.50,0.50,0.00,29.0,0.00,0.00,0.00,3.50,Matches
101,Brandon Bye\Brandon-Bye,us USA,DF,New England,24,1995,18.2,57.6,44.0,13.7,0.38,0.00,7.53,0.49,3.13,0.11,0.00,0.00,0.00,28.1,15.7,13.9,2.75,34.7,3.19,13.2,0.27,41.8,0.22,1.76,0.49,2.75,Matches
102,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Houston,26,1993,7.3,58.4,57.0,1.37,0.96,0.00,6.30,3.01,0.00,0.00,0.00,0.00,0.00,41.9,7.12,9.32,6.71,47.1,2.33,0.41,0.55,49.0,0.00,0.82,0.96,0.82,Matches
103,Chris Cadden\Chris-Cadden,sco SCO,DFMF,Columbus,23,1996,3.9,55.6,43.3,12.3,1.03,0.00,6.15,0.51,3.59,0.00,0.00,0.00,0.00,34.9,8.21,12.6,0.26,41.8,1.28,11.3,0.00,45.6,0.00,1.28,0.26,0.51,Matches
104,Jhonder Cádiz\Jhonder-Cadiz,ve VEN,FW,Nashville,24,1995,2.5,20.4,18.4,2.00,0.00,0.00,4.80,0.40,1.20,0.00,0.00,0.00,0.00,12.4,4.80,3.20,2.00,12.8,2.40,0.80,0.40,14.0,0.00,0.00,0.40,1.20,Matches
105,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,28,1991,12.8,54.5,52.4,2.03,1.64,0.08,7.11,1.25,0.16,0.00,0.00,0.00,0.00,40.8,6.09,7.58,17.7,32.7,2.73,0.39,0.08,47.7,0.00,0.94,1.09,0.47,Matches
106,Alexander Callens\Alexander-Callens,pe PER,DF,NYCFC,27,1992,21.5,54.2,52.0,2.28,1.91,0.00,6.05,1.16,0.00,0.00,0.00,0.00,0.00,41.4,4.37,8.47,40.2,10.3,1.91,0.37,0.28,47.7,0.05,0.74,0.33,0.84,Matches
107,Eric Calvillo\Eric-Calvillo,us USA,MFFW,San Jose,22,1998,2.1,48.1,43.3,4.76,2.86,0.00,3.33,4.29,0.48,1.90,0.48,1.43,0.00,37.6,2.38,8.10,10.0,38.1,0.00,0.00,0.00,39.5,0.00,0.00,0.00,1.43,Matches
108,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Chicago,27,1992,21.2,62.9,59.5,3.40,2.55,0.05,3.77,2.92,0.05,0.00,0.00,0.00,0.00,43.3,5.61,14.1,53.6,5.19,2.31,0.80,0.14,51.0,0.33,0.80,0.75,0.71,Matches
109,Rudy Camacho\Rudy-Camacho,fr FRA,DFMF,Montreal,28,1991,13.2,54.6,51.8,2.80,2.35,0.08,4.70,1.21,0.23,0.00,0.00,0.00,0.00,42.0,4.70,7.95,1.59,49.1,2.80,0.45,0.08,48.0,0.00,0.91,0.53,0.38,Matches
110,George Campbell\George-Campbell,us USA,DF,Atlanta,18,2001,0.5,94.0,94.0,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,76.0,8.00,10.0,14.0,78.0,2.00,0.00,0.00,76.0,0.00,0.00,0.00,2.00,Matches
111,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,21,1998,5.0,49.8,39.2,10.6,1.40,0.00,6.00,1.00,2.40,0.00,0.00,0.00,0.00,32.6,8.60,8.60,6.00,33.4,0.60,9.20,0.00,42.4,0.00,0.80,1.20,1.40,Matches
112,Russell Canouse\Russell-Canouse,us USA,DFMF,D.C. United,24,1995,13.7,47.9,44.5,3.36,1.31,0.00,6.06,1.68,0.95,0.00,0.00,0.00,0.00,32.9,7.52,7.45,7.30,34.9,2.26,2.04,0.15,40.3,0.00,0.36,0.51,1.02,Matches
113,Antonio Carlos\Antonio-Carlos,br BRA,DF,Orlando City,26,1993,18.2,46.7,44.2,2.47,2.36,0.00,5.99,1.87,0.11,0.00,0.00,0.00,0.00,32.5,5.11,9.12,4.29,38.7,1.87,0.11,0.00,39.0,0.11,0.71,0.60,0.77,Matches
114,Julián Carranza\Julian-Carranza,ar ARG,FW,Miami,19,2000,6.1,13.6,12.1,1.48,0.00,0.00,3.44,0.49,0.00,0.00,0.00,0.00,0.00,9.18,3.28,1.15,2.95,9.02,0.82,0.00,0.49,10.0,0.00,0.16,0.00,1.15,Matches
115,Julio Cascante\Julio-Cascante,cr CRC,DF,Portland,26,1993,4.5,29.6,28.0,1.56,1.56,0.00,3.78,0.89,0.00,0.00,0.00,0.00,0.00,19.8,3.11,6.67,1.11,26.2,1.56,0.00,0.00,23.3,0.00,0.22,0.00,0.44,Matches
116,Cristian Cásseres Jr.\Cristian-Casseres-Jr,ve VEN,MF,NY Red Bulls,20,2000,14.6,47.6,46.4,1.23,1.10,0.07,9.66,0.48,0.75,0.07,0.00,0.00,0.00,32.4,7.53,7.67,9.04,34.1,2.60,0.07,0.27,36.5,0.21,0.96,0.89,1.71,Matches
117,Valentín Castellanos\Valentin-Castellanos,ar ARG,FW,NYCFC,21,1998,14.9,23.6,22.6,1.07,0.00,0.27,6.85,0.40,0.20,0.00,0.00,0.00,0.00,15.0,4.83,3.76,1.14,17.9,1.48,0.27,0.74,16.4,0.20,0.40,0.40,1.14,Matches
118,Edgar Castillo\Edgar-Castillo,us USA,DF,Atlanta,33,1986,1.6,58.1,54.4,3.75,0.63,0.00,9.38,0.63,1.88,0.00,0.00,0.00,0.00,42.5,10.0,5.63,47.5,5.00,0.63,3.13,0.63,48.8,0.00,0.00,1.25,1.88,Matches
119,Manuel Castro\Manuel-Castro,uy URU,FWMF,Atlanta,24,1995,2.9,26.6,24.5,2.07,0.00,0.00,5.52,0.69,1.72,0.34,0.00,0.00,0.00,17.2,5.52,3.79,3.45,19.3,1.38,1.72,0.00,17.9,0.00,0.34,0.69,1.72,Matches
120,Lucas Cavallini\Lucas-Cavallini,ca CAN,FW,Vancouver,27,1992,16.2,15.8,14.5,1.30,0.12,0.00,5.06,0.31,0.25,0.00,0.00,0.00,0.00,8.21,3.95,3.64,7.41,4.26,1.54,0.06,0.62,10.8,0.00,0.31,0.19,0.99,Matches
121,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Houston,30,1989,17.0,49.1,47.8,1.29,1.00,0.00,8.12,2.18,0.41,0.18,0.06,0.06,0.00,35.4,6.47,7.24,5.35,41.4,1.47,0.06,0.18,40.8,0.35,0.76,0.53,1.12,Matches
122,Edwin Cerrillo\Edwin-Cerrillo,us USA,MF,FC Dallas,19,2000,0.2,30.0,25.0,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,5.00,0.00,15.0,5.00,10.0,10.0,15.0,5.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Matches
123,Thomás Chacón\Thomas-Chacon,uy URU,FWMF,Minnesota,19,2000,1.9,23.2,21.1,2.11,0.00,0.00,1.05,1.58,2.11,0.53,0.53,0.00,0.00,12.6,4.74,5.79,4.21,15.8,0.53,1.58,1.05,18.4,0.00,0.00,0.00,0.53,Matches
124,Maikel Chang\Maikel-Chang,cu CUB,FWMF,Real Salt Lake,28,1991,12.3,34.7,33.4,1.30,0.00,0.08,5.37,1.22,3.74,0.16,0.08,0.00,0.08,21.0,5.77,7.97,14.1,17.6,1.38,0.98,0.33,24.6,0.08,0.41,0.57,2.36,Matches
125,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,30,1989,19.0,51.2,49.3,1.89,1.68,0.16,5.58,1.16,0.05,0.00,0.00,0.00,0.00,38.9,3.05,9.21,4.05,41.7,3.00,0.21,0.16,44.4,0.21,0.74,0.37,0.53,Matches
126,Jay Chapman\Jay-Chapman,ca CAN,MF,Miami,26,1994,2.3,50.4,50.0,0.43,0.00,0.43,8.70,2.17,0.00,0.00,0.00,0.00,0.00,40.9,5.22,4.35,13.5,35.2,0.87,0.00,0.00,44.3,0.43,0.87,0.43,0.00,Matches
127,Diego Chará\Diego-Chara,co COL,MF,Portland,33,1986,20.0,57.7,54.6,3.10,2.80,0.05,7.15,2.00,0.30,0.00,0.00,0.00,0.00,44.3,5.25,8.20,11.1,44.0,1.50,0.30,0.35,51.1,0.00,0.65,0.55,0.65,Matches
128,Yimmi Chará\Yimmi-Chara,co COL,FWMF,Portland,28,1991,13.7,44.6,43.6,1.02,0.44,0.07,6.72,0.29,1.31,0.00,0.00,0.00,0.00,33.2,6.86,4.53,8.03,34.0,1.46,0.58,0.29,38.5,0.15,0.29,0.58,1.02,Matches
129,José Cifuentes\Jose-Cifuentes,ec ECU,MF,Los Angeles FC,20,1999,12.7,56.3,54.9,1.42,0.47,0.55,8.90,1.02,0.79,0.39,0.24,0.00,0.16,44.6,5.04,6.61,6.30,47.6,1.10,0.24,0.24,46.5,0.31,0.94,1.10,1.50,Matches
130,Laurent Ciman\Laurent-Ciman,be BEL,DF,Toronto FC,34,1985,6.0,49.2,46.7,2.50,2.33,0.00,5.33,2.17,0.00,0.00,0.00,0.00,0.00,35.3,5.67,8.17,11.5,33.7,2.50,0.17,0.17,43.2,0.00,1.00,0.00,0.67,Matches
131,Caden Clark\Caden-Clark,us USA,FWMF,NY Red Bulls,16,2003,3.1,25.5,25.5,0.00,0.00,0.00,4.52,0.32,0.97,0.00,0.00,0.00,0.00,15.8,5.48,4.19,2.58,19.7,1.94,0.00,0.00,14.2,0.00,0.32,0.32,3.55,Matches
132,Steve Clark\Steve-Clark,us USA,GK,Portland,33,1986,20.0,39.6,27.0,12.7,2.90,0.00,2.90,0.95,0.00,0.00,0.00,0.00,0.00,19.5,1.90,18.3,7.40,25.6,0.00,0.00,5.30,29.4,0.10,0.85,0.10,0.00,Matches
133,Elliot Collier\Elliot-Collier,nz NZL,FWMF,Chicago,24,1995,5.9,25.1,24.6,0.51,0.00,0.00,5.08,0.17,1.69,0.00,0.00,0.00,0.00,16.8,4.92,3.39,4.75,16.4,2.20,0.17,0.00,14.4,0.00,0.51,0.51,2.03,Matches
134,Tomás Conechny\Tomas-Conechny,ar ARG,MFFW,Portland,21,1998,2.1,39.0,35.7,3.33,1.43,0.00,4.29,0.48,0.95,0.95,0.48,0.48,0.00,23.3,9.52,6.19,30.0,4.76,2.38,0.95,0.00,28.1,0.00,0.48,1.90,3.81,Matches
135,Derek Cornelius\Derek-Cornelius,ca CAN,DF,Vancouver,22,1997,11.3,41.5,40.1,1.42,1.42,0.00,4.51,0.97,0.00,0.00,0.00,0.00,0.00,30.8,2.30,8.41,32.4,6.73,1.42,0.00,0.00,35.0,0.18,1.24,0.27,0.18,Matches
136,Joe Corona\Joe-Corona,us USA,MF,LA Galaxy,29,1990,10.9,52.7,52.3,0.37,0.28,0.00,8.35,1.74,0.64,0.00,0.00,0.00,0.00,38.3,6.15,8.26,9.82,39.6,1.65,0.09,0.37,43.3,0.09,0.55,1.19,1.19,Matches
137,Cade Cowell\Cade-Cowell,us USA,FWMF,San Jose,16,2003,5.3,21.1,20.0,1.13,0.00,0.38,4.91,0.57,1.70,0.00,0.00,0.00,0.00,15.1,2.45,3.58,3.77,15.5,1.13,0.19,0.00,14.9,0.00,0.19,0.19,1.13,Matches
138,Warren Creavalle\Warren-Creavalle,us USA,MF,Philadelphia,29,1990,4.3,35.6,35.3,0.23,0.23,0.47,3.95,0.70,0.70,0.00,0.00,0.00,0.00,26.3,3.72,5.58,7.67,27.4,0.23,0.00,0.00,28.4,0.23,0.93,0.70,0.70,Matches
139,Maxime Crépeau\Maxime-Crepeau,ca CAN,GK,Vancouver,25,1994,3.6,35.6,25.0,10.6,2.22,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,16.4,0.83,18.3,3.89,26.9,0.00,0.00,3.61,27.2,0.00,1.94,0.00,0.00,Matches
140,Allan Cruz\Allan-Cruz,cr CRC,MFFW,FC Cincinnati,23,1996,8.4,30.8,28.7,2.14,0.24,0.36,5.00,1.79,0.95,0.71,0.60,0.00,0.12,19.0,6.07,5.71,4.40,23.7,1.19,0.95,0.00,23.6,0.00,0.71,0.60,1.19,Matches
141,Emil Cuello\Emil-Cuello,us USA,MFFW,LA Galaxy,22,1997,2.7,30.7,27.4,3.33,1.85,0.37,6.67,2.22,1.48,1.48,0.74,0.37,0.00,20.4,4.44,5.93,24.4,5.19,0.37,0.00,0.37,21.5,0.00,1.11,0.37,1.85,Matches
142,Cristián Dajome\Cristian-Dajome,co COL,MFFW,Vancouver,26,1994,17.7,32.1,30.7,1.36,0.40,0.06,7.01,0.96,2.37,0.11,0.06,0.06,0.00,22.9,4.92,4.29,4.75,23.8,1.69,0.62,0.34,23.6,0.06,0.45,0.34,1.81,Matches
143,Rashawn Dally\Rashawn-Dally,jm JAM,FW,FC Cincinnati,23,1997,0.8,20.0,18.8,1.25,0.00,0.00,3.75,3.75,2.50,0.00,0.00,0.00,0.00,13.8,2.50,3.75,2.50,16.3,0.00,1.25,0.00,12.5,0.00,0.00,0.00,1.25,Matches
144,Jürgen Damm\Jurgen-Damm,mx MEX,FWMF,Atlanta,27,1992,7.0,35.4,35.1,0.29,0.00,0.00,6.29,1.14,4.57,0.00,0.00,0.00,0.00,25.4,4.29,5.71,6.29,26.9,0.86,0.29,0.43,25.4,0.14,1.00,0.57,2.71,Matches
145,Mario Daniel Vega\Mario-Daniel-Vega,ar ARG,GK,San Jose,35,1984,12.0,33.1,23.6,9.50,2.25,0.00,2.75,0.58,0.00,0.00,0.00,0.00,0.00,18.0,1.92,13.2,22.1,5.67,0.00,0.08,3.25,25.2,0.17,1.50,0.08,0.00,Matches
146,Abu Danladi\Abu-Danladi,gh GHA,FW,Nashville,24,1995,6.4,23.4,22.7,0.78,0.00,0.00,6.09,0.63,1.56,0.00,0.00,0.00,0.00,18.0,3.28,2.19,2.34,19.5,0.63,0.16,0.00,17.2,0.00,0.94,1.25,1.41,Matches
147,Sean Davis\Sean-Davis,us USA,MF,NY Red Bulls,26,1993,12.0,54.0,51.2,2.83,1.75,0.08,8.25,0.75,0.92,1.00,0.33,0.33,0.08,38.7,5.50,9.83,17.1,32.7,2.83,0.08,0.08,42.7,0.17,1.25,0.92,0.92,Matches
148,Jack De Vries\Jack-De-Vries,us USA,FWMF,Philadelphia,17,2002,0.2,15.0,15.0,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,10.0,0.00,5.00,10.0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,Matches
149,Alex DeJohn\Alex-DeJohn,us USA,DFFW,Orlando City,28,1991,0.6,36.7,30.0,6.67,0.00,0.00,5.00,1.67,0.00,0.00,0.00,0.00,0.00,16.7,8.33,11.7,8.33,15.0,3.33,6.67,1.67,23.3,0.00,1.67,0.00,1.67,Matches
150,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,Miami,32,1987,4.7,35.1,31.3,3.83,1.06,0.00,2.13,0.64,0.21,0.00,0.00,0.00,0.00,24.0,6.17,4.89,4.04,25.5,1.70,2.77,0.00,29.4,0.00,0.64,0.21,0.21,Matches
151,Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,si SVN,DF,New England,28,1991,3.6,36.4,34.7,1.67,1.67,0.00,3.06,1.94,0.00,0.00,0.00,0.00,0.00,26.9,3.61,5.83,2.78,30.0,2.22,0.00,0.00,31.7,0.28,0.56,0.56,0.28,Matches
152,Jordy Delem\Jordy-Delem,mq MTQ,MF,Seattle,26,1993,8.2,45.7,44.8,0.98,0.73,0.00,5.24,1.59,0.00,0.00,0.00,0.00,0.00,34.4,4.39,6.95,5.37,35.6,3.66,0.12,0.12,40.2,0.37,0.12,0.49,0.49,Matches
153,Nick DeLeon\Nick-DeLeon,us USA,FWMF,Toronto FC,29,1990,10.3,37.2,36.4,0.78,0.19,0.29,7.48,1.26,0.97,0.10,0.00,0.10,0.00,28.6,3.88,4.66,4.85,30.4,0.78,0.39,0.19,29.0,0.00,0.87,1.07,2.04,Matches
154,Marky Delgado\Marky-Delgado,us USA,MF,Toronto FC,24,1995,16.0,70.0,68.9,1.13,0.50,0.19,10.6,1.69,1.00,0.06,0.06,0.00,0.00,53.9,8.25,7.88,11.6,55.3,1.75,0.50,0.44,59.1,0.19,1.25,1.19,1.94,Matches
155,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,FC Cincinnati,28,1991,13.0,61.9,54.0,7.92,1.23,0.00,5.77,1.08,0.62,0.00,0.00,0.00,0.00,41.8,9.54,10.6,3.77,49.3,1.38,6.69,0.23,50.9,0.08,1.00,1.15,1.62,Matches
156,Nick DePuy\Nick-DePuy,us USA,DF,LA Galaxy,25,1994,15.7,37.8,35.8,1.97,1.66,0.06,4.59,0.89,0.00,0.00,0.00,0.00,0.00,26.6,3.63,7.52,12.1,22.5,1.91,0.32,0.19,31.8,0.19,0.83,0.19,0.25,Matches
157,Maikel van der Werff\Maikel-van-der-Werff,nl NED,DF,FC Cincinnati,30,1989,10.8,58.0,55.9,2.04,1.48,0.00,7.04,1.94,0.00,0.00,0.00,0.00,0.00,43.2,5.19,9.54,6.48,46.9,2.04,0.56,0.28,51.3,0.19,0.74,0.46,0.56,Matches
158,Joey DeZart\Joey-DeZart,us USA,MF,Orlando City,21,1998,4.2,47.4,46.7,0.71,0.71,0.00,7.38,1.19,0.48,0.00,0.00,0.00,0.00,38.8,3.81,4.76,8.10,36.9,1.90,0.00,0.00,39.3,0.00,0.24,0.95,0.48,Matches
159,Justin Dhillon\Justin-Dhillon,us USA,FW,Seattle,24,1995,0.1,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
160,Amadou Dia\Amadou-Dia,us USA,DF,Sporting KC,26,1993,9.4,52.9,41.6,11.3,0.96,0.00,5.43,1.06,3.94,0.00,0.00,0.00,0.00,30.2,11.5,11.2,34.4,5.64,2.23,10.3,0.00,40.4,0.11,0.74,0.53,3.51,Matches
161,Luis Díaz\Luis-Diaz,cr CRC,FWMF,Columbus,21,1998,13.0,20.0,19.7,0.31,0.08,0.08,3.00,0.69,3.00,0.00,0.00,0.00,0.00,14.4,2.54,3.08,4.00,14.2,1.31,0.23,0.00,13.2,0.08,0.69,0.46,1.08,Matches
162,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Minnesota,30,1989,9.5,44.4,39.7,4.74,1.05,0.00,6.21,0.95,1.37,0.00,0.00,0.00,0.00,31.5,4.84,8.11,32.2,6.21,1.37,3.68,0.21,34.5,0.00,1.37,0.53,1.05,Matches
163,Daryl Dike\Daryl-Dike,us USA,FW,Orlando City,19,2000,13.5,14.6,12.8,1.78,0.00,0.07,5.93,0.00,0.37,0.00,0.00,0.00,0.00,9.48,2.67,2.44,1.56,9.63,1.26,0.00,0.30,10.7,0.00,0.37,0.07,0.67,Matches
164,Adama Diomande\Adama-Diomande,no NOR,FW,Los Angeles FC,29,1990,0.2,15.0,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Clément Diop\Clement-Diop,sn SEN,GK,Montreal,26,1993,20.0,30.1,20.4,9.75,1.95,0.00,2.75,0.65,0.00,0.00,0.00,0.00,0.00,19.3,1.10,9.70,1.15,22.4,0.00,0.00,5.30,23.4,0.10,0.85,0.05,0.10,Matches
166,Ethan Dobbelaere\Ethan-Dobbelaere,us USA,FW,Seattle,17,2002,0.6,18.3,18.3,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,15.0,0.00,3.33,1.67,16.7,0.00,0.00,0.00,15.0,0.00,1.67,1.67,0.00,Matches
167,Griffin Dorsey\Griffin-Dorsey,us USA,FW,Toronto FC,20,1999,0.1,20.0,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,10.0,0.00,10.0,0.00,20.0,0.00,0.00,0.00,0.00,Matches
168,Jonathan dos Santos\Jonathan-dos-Santos,mx MEX,MF,LA Galaxy,29,1990,7.8,58.3,57.4,0.90,0.90,0.13,8.97,1.79,0.13,0.00,0.00,0.00,0.00,45.9,6.92,5.51,4.74,51.5,1.15,0.00,0.00,51.9,0.26,0.51,0.64,1.28,Matches
169,Thiago dos Santos\Thiago-dos-Santos,br BRA,MF,FC Dallas,30,1989,18.0,54.9,51.0,3.94,3.61,0.22,8.50,2.17,0.11,0.00,0.00,0.00,0.00,37.4,6.89,10.6,5.72,45.4,1.17,0.33,0.22,44.9,0.06,1.56,0.78,0.39,Matches
170,Hassani Dotson\Hassani-Dotson,us USA,MFDF,Minnesota,22,1997,13.5,48.0,46.9,1.11,0.44,0.00,10.9,1.19,0.44,0.00,0.00,0.00,0.00,35.2,7.33,5.48,7.56,35.6,2.96,0.22,0.52,40.4,0.00,0.81,0.74,1.48,Matches
171,Erik Duenas\Erik-Duenas,us USA,DFMF,Los Angeles FC,15,2004,0.4,75.0,65.0,10.0,0.00,0.00,10.0,0.00,2.50,0.00,0.00,0.00,0.00,42.5,20.0,12.5,5.00,57.5,0.00,10.0,0.00,55.0,0.00,2.50,0.00,2.50,Matches
172,Bryce Duke\Bryce-Duke,us USA,MF,Los Angeles FC,18,2001,2.7,69.3,64.1,5.19,1.48,0.00,8.89,2.59,2.22,3.33,0.37,1.48,0.74,53.0,8.15,8.15,10.7,55.6,2.22,0.37,0.00,54.1,0.00,1.11,1.11,2.96,Matches
173,Cameron Duke\Cameron-Duke,us USA,MF,Sporting KC,18,2001,2.5,22.4,22.4,0.00,0.00,0.00,5.20,0.80,1.20,0.00,0.00,0.00,0.00,18.0,2.40,2.00,8.00,13.6,0.40,0.00,0.00,16.4,0.00,1.20,0.80,1.60,Matches
174,Cameron Dunbar\Cameron-Dunbar,us USA,MF,LA Galaxy,17,2002,0.9,26.7,24.4,2.22,0.00,0.00,4.44,0.00,0.00,0.00,0.00,0.00,0.00,14.4,10.0,2.22,4.44,20.0,1.11,1.11,0.00,18.9,0.00,0.00,0.00,3.33,Matches
175,Kyle Duncan\Kyle-Duncan,us USA,DF,NY Red Bulls,22,1997,21.2,56.3,43.7,12.5,0.33,0.00,8.30,0.52,1.60,0.05,0.00,0.00,0.00,29.2,13.4,13.7,2.12,38.5,1.93,12.2,0.09,41.4,0.14,1.46,1.13,2.69,Matches
176,Chris Duvall\Chris-Duvall,us USA,DF,Portland,28,1991,8.3,41.1,33.6,7.47,0.60,0.00,3.49,1.57,1.45,0.00,0.00,0.00,0.00,21.3,9.28,10.5,4.34,27.6,1.81,6.87,0.00,31.0,0.00,0.84,0.84,1.33,Matches
177,Dom Dwyer\Dom-Dwyer,us USA,FW,Orlando City,29,1990,1.4,13.6,10.7,2.86,0.00,0.00,3.57,0.00,0.71,0.00,0.00,0.00,0.00,9.29,1.43,2.86,7.86,4.29,0.71,0.00,0.00,10.0,0.00,0.71,0.00,0.00,Matches
178,Jeremy Ebobisse\Jeremy-Ebobisse,us USA,FWMF,Portland,22,1997,11.8,25.7,25.3,0.42,0.17,0.08,6.78,1.02,0.93,0.00,0.00,0.00,0.00,16.1,4.24,5.34,17.5,5.25,1.19,0.08,0.42,18.6,0.00,0.76,0.68,0.85,Matches
179,Bobby Edwards\Bobby-Edwards,us USA,GK,FC Cincinnati,24,1995,2.0,21.0,11.0,10.0,0.00,0.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,4.00,0.50,16.5,1.50,16.5,0.00,0.00,2.50,11.0,0.00,1.00,0.00,0.50,Matches
180,Raheem Edwards\Raheem-Edwards,ca CAN,FWMF,Minnesota,24,1995,3.0,39.3,36.0,3.33,0.33,0.33,8.00,1.67,1.67,0.33,0.33,0.00,0.00,22.7,11.3,5.33,24.7,8.33,1.67,2.67,0.67,28.0,0.00,1.00,1.00,2.00,Matches
181,Mandela Egbo\Mandela-Egbo,eng ENG,DF,NY Red Bulls,22,1997,5.0,49.2,39.0,10.2,1.00,0.00,7.20,0.80,2.00,0.00,0.00,0.00,0.00,22.4,13.0,13.8,4.80,30.0,4.00,9.20,0.00,33.0,0.40,2.00,1.20,2.20,Matches
182,Alberth Elis\Alberth-Elis,hn HON,FW,Houston,23,1996,4.2,23.6,22.9,0.71,0.24,0.00,4.05,0.24,2.62,0.00,0.00,0.00,0.00,17.9,4.52,1.19,0.95,19.3,0.95,0.48,0.95,14.5,0.00,0.24,0.24,2.86,Matches
183,Jack Elliott\Jack-Elliott,eng ENG,DFMF,Philadelphia,24,1995,10.9,46.3,44.6,1.74,1.74,0.09,6.06,3.30,0.18,0.00,0.00,0.00,0.00,32.4,4.59,9.36,6.51,36.2,2.75,0.00,0.00,38.0,0.18,1.19,0.37,1.10,Matches
