Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
15,Matheus Aiás\Matheus-Aias,br BRA,FW,Orlando City,23,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,15.0,0.00,0.00,,Matches
16,José Aja\Jose-Aja,uy URU,DF,Minnesota,26,1993,11.9,0.50,0.00,0.00,1.93,0.25,0.08,0.17,0.92,1.93,0.00,0.00,0.00,9.41,3.36,1.43,70.2,Matches
17,Jacob Akanyirige\Jacob-Akanyirige,us USA,DF,San Jose,18,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,1.25,0.00,0.00,0.00,15.0,2.50,3.75,40.0,Matches
18,Tesho Akindele\Tesho-Akindele,ca CAN,FW,Orlando City,27,1992,9.1,0.00,0.00,0.00,0.77,0.66,0.44,0.44,0.33,0.22,0.00,0.00,0.00,4.73,2.20,3.08,41.7,Matches
19,Ayo Akinola\Ayo-Akinola,us USA,FW,Toronto FC,20,2000,11.8,0.08,0.00,0.00,2.37,0.68,1.10,0.34,0.00,0.17,0.00,0.00,0.00,2.03,1.53,2.97,34.0,Matches
20,Oswaldo Alanís\Oswaldo-Alanis,mx MEX,DF,San Jose,30,1989,13.2,0.08,0.00,0.00,0.53,0.53,0.00,0.15,1.29,1.14,0.00,0.00,0.00,10.8,1.82,1.82,50.0,Matches
21,Fatai Alashe\Fatai-Alashe,us USA,MF,Columbus,26,1993,4.8,0.42,0.00,0.00,2.29,2.08,0.00,0.00,0.21,0.42,0.00,0.00,0.00,7.50,1.04,0.42,71.4,Matches
22,Fatai Alashe\Fatai-Alashe,us USA,MF,FC Cincinnati,26,1993,0.3,3.33,0.00,0.00,6.67,3.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,3.33,0.00,3.33,0.0,Matches
23,Ignacio Aliseda\Ignacio-Aliseda,ar ARG,FWMF,Chicago,19,2000,15.5,0.06,0.00,0.00,0.97,1.68,0.26,0.71,0.19,0.71,0.00,0.00,0.00,5.87,0.52,1.03,33.3,Matches
24,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Minnesota,34,1985,8.3,0.48,0.00,0.00,1.45,0.96,0.00,0.24,0.96,1.81,0.00,0.00,0.00,10.5,1.08,0.48,69.2,Matches
25,Jozy Altidore\Jozy-Altidore,us USA,FWMF,Toronto FC,30,1989,8.3,0.36,0.00,0.00,1.45,1.45,0.60,0.48,0.12,0.48,0.24,0.00,0.00,2.17,1.93,1.69,53.3,Matches
26,Alexander Alvarado\Alexander-Alvarado,ec ECU,FWMF,Orlando City,20,1999,0.3,0.00,0.00,0.00,3.33,6.67,0.00,0.00,0.00,3.33,0.00,0.00,0.00,6.67,0.00,0.00,,Matches
27,Efrain Alvarez\Efrain-Alvarez,mx MEX,FWMF,LA Galaxy,17,2002,8.0,0.00,0.00,0.00,0.38,0.38,0.00,1.50,0.63,0.75,0.00,0.00,0.00,7.13,0.13,1.00,11.1,Matches
28,Luis Amarilla\Luis-Amarilla,py PAR,FW,Minnesota,24,1995,4.7,0.43,0.00,0.00,1.06,1.91,0.43,0.43,0.00,0.43,0.00,0.00,0.00,3.83,1.91,3.40,36.0,Matches
29,Frankie Amaya\Frankie-Amaya,us USA,MF,FC Cincinnati,19,2000,19.3,0.36,0.00,0.00,2.18,1.87,0.00,0.31,0.88,2.28,0.05,0.00,0.00,7.25,0.52,0.47,52.6,Matches
30,Mikey Ambrose\Mikey-Ambrose,us USA,DF,Miami,26,1993,3.4,0.00,0.00,0.00,0.88,0.59,0.00,1.76,0.29,0.59,0.00,0.00,0.00,8.82,1.47,0.88,62.5,Matches
31,José Andrés Martínez\Jose-Andres-Martinez,ve VEN,MF,Philadelphia,25,1994,12.7,0.55,0.00,0.00,2.44,1.65,0.00,0.24,0.94,2.60,0.00,0.00,0.00,15.4,1.73,1.02,62.9,Matches
32,Jalil Anibaba\Jalil-Anibaba,us USA,DF,Nashville,31,1988,6.5,0.31,0.00,0.00,0.62,0.15,0.00,1.69,0.31,1.08,0.00,0.00,0.00,6.46,1.08,1.69,38.9,Matches
33,Brian Anunga\Brian-Anunga,cm CMR,MF,Nashville,23,1996,8.7,0.11,0.00,0.00,2.18,0.57,0.00,0.11,1.03,1.84,0.00,0.00,0.00,12.1,0.80,0.80,50.0,Matches
34,Julian Araujo\Julian-Araujo,us USA,DFFW,LA Galaxy,18,2001,14.3,0.49,0.14,0.07,2.59,0.63,0.00,2.17,1.33,1.40,0.00,0.00,0.00,9.79,1.89,1.47,56.3,Matches
35,Luis Argudo\Luis-Argudo,us USA,MF,Miami,24,1995,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,20.0,0.0,Matches
36,Daniel Armando Ríos\Daniel-Armando-Rios,mx MEX,FW,Nashville,24,1995,7.8,0.00,0.00,0.00,1.41,0.64,0.26,0.51,0.00,0.38,0.00,0.00,0.00,3.97,2.18,3.46,38.6,Matches
37,Xavier Arreaga\Xavier-Arreaga,ec ECU,DF,Seattle,25,1994,12.7,0.31,0.00,0.00,1.10,1.26,0.00,0.00,0.71,0.94,0.00,0.08,0.00,8.58,2.13,1.02,67.5,Matches
38,Paul Arriola\Paul-Arriola,us USA,MF,D.C. United,24,1995,0.2,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,10.0,0.00,5.00,0.0,Matches
39,Artur\Artur,br BRA,MF,Columbus,23,1996,20.3,0.15,0.00,0.00,2.12,0.74,0.05,0.34,0.74,2.51,0.05,0.00,0.00,9.01,0.69,0.79,46.7,Matches
40,Yamil Asad\Yamil-Asad,ar ARG,MFFW,D.C. United,25,1994,17.5,0.29,0.00,0.00,0.97,2.80,0.23,1.26,0.63,1.60,0.00,0.00,0.00,8.29,0.63,1.49,29.7,Matches
41,Dairon Asprilla\Dairon-Asprilla,co COL,FW,Portland,27,1992,0.5,2.00,0.00,0.00,4.00,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,8.00,2.00,2.00,50.0,Matches
42,Joshua Atencio\Joshua-Atencio,us USA,MF,Seattle,18,2002,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
43,Jeff Attinella\Jeff-Attinella,us USA,GK,Portland,31,1988,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,,Matches
44,Eduard Atuesta\Eduard-Atuesta,co COL,MF,Los Angeles FC,22,1997,14.7,0.20,0.00,0.00,1.43,1.36,0.00,1.22,1.09,2.04,0.00,0.00,0.14,14.4,0.75,0.82,47.8,Matches
45,Auro\Auro,br BRA,DF,Toronto FC,24,1996,16.6,0.30,0.00,0.00,1.14,0.36,0.06,2.17,0.84,1.14,0.00,0.00,0.00,11.4,0.48,0.54,47.1,Matches
46,Micheal Azira\Micheal-Azira,ug UGA,MF,Chicago,32,1987,1.4,0.71,0.00,0.00,1.43,0.71,0.00,0.00,1.43,1.43,0.00,0.00,0.00,17.9,3.57,1.43,71.4,Matches
47,Dominique Badji\Dominique-Badji,sn SEN,FW,Nashville,27,1992,8.3,0.12,0.00,0.00,1.93,1.08,0.84,0.60,0.12,0.72,0.00,0.00,0.00,2.77,1.81,3.49,34.1,Matches
48,Zico Bailey\Zico-Bailey,us USA,DF,FC Cincinnati,19,2000,3.3,0.30,0.00,0.00,0.91,1.21,0.00,0.61,2.42,1.82,0.00,0.00,0.00,6.97,0.30,0.91,25.0,Matches
49,Theo Bair\Theo-Bair,ca CAN,FWMF,Vancouver,20,1999,4.9,0.00,0.00,0.00,1.22,0.41,0.20,1.02,0.20,0.82,0.00,0.00,0.00,3.27,3.67,3.47,51.4,Matches
50,Corey Baird\Corey-Baird,us USA,FWMF,Real Salt Lake,24,1996,17.0,0.24,0.00,0.00,1.29,1.59,0.29,1.76,0.35,1.00,0.00,0.00,0.00,5.76,0.41,1.71,19.4,Matches
51,Michael Baldisimo\Michael-Baldisimo,ca CAN,MF,Vancouver,19,2000,7.8,0.64,0.00,0.00,1.28,0.77,0.00,0.26,0.64,1.79,0.00,0.00,0.00,8.33,0.13,0.26,33.3,Matches
52,Ezequiel Barco\Ezequiel-Barco,ar ARG,FWMF,Atlanta,20,1999,11.5,0.26,0.00,0.00,0.70,4.09,0.17,0.70,0.00,0.52,0.00,0.00,0.00,6.09,0.00,0.52,0.0,Matches
53,Tom Barlow\Tom-Barlow,us USA,FW,NY Red Bulls,24,1995,10.8,0.00,0.00,0.00,1.20,0.37,1.39,1.02,0.00,0.74,0.00,0.00,0.00,3.52,3.15,4.63,40.5,Matches
54,Álvaro Barreal\Alvaro-Barreal,ar ARG,FW,FC Cincinnati,19,2000,3.6,0.00,0.00,0.00,1.94,1.94,0.56,1.39,0.83,2.22,0.00,0.00,0.00,6.39,0.56,0.56,50.0,Matches
55,Michael Barrios\Michael-Barrios,co COL,FW,FC Dallas,28,1991,18.6,0.27,0.00,0.00,1.40,1.40,0.05,3.92,0.54,0.91,0.11,0.00,0.00,6.34,0.75,1.13,40.0,Matches
56,Cole Bassett\Cole-Bassett,us USA,MF,Colorado,18,2001,10.9,0.09,0.00,0.00,0.92,0.92,0.18,1.74,0.28,0.83,0.00,0.00,0.00,4.95,1.38,1.56,46.9,Matches
57,Clement Bayiha\Clement-Bayiha,ca CAN,DF,Montreal,20,1999,0.8,0.00,0.00,0.00,2.50,0.00,0.00,2.50,1.25,0.00,0.00,0.00,0.00,7.50,1.25,0.00,100.0,Matches
58,Tanner Beason\Tanner-Beason,us USA,DF,San Jose,22,1997,9.0,0.11,0.00,0.00,0.44,0.44,0.11,0.33,1.22,1.11,0.00,0.11,0.00,9.22,1.89,1.67,53.1,Matches
59,Brayan Beckeles\Brayan-Beckeles,hn HON,DF,Nashville,34,1985,0.8,2.50,0.00,0.00,2.50,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,7.50,2.50,0.00,100.0,Matches
60,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,37,1982,4.3,1.16,0.23,0.23,2.56,2.33,0.00,0.47,0.47,0.70,0.00,0.00,0.00,12.6,0.47,0.47,50.0,Matches
61,Alejandro Bedoya\Alejandro-Bedoya,us USA,MF,Philadelphia,32,1987,20.3,0.44,0.00,0.00,1.43,0.59,0.30,1.82,0.94,1.23,0.00,0.05,0.00,9.11,2.27,2.27,50.0,Matches
62,George Bello\George-Bello,us USA,DF,Atlanta,18,2002,18.3,0.11,0.00,0.00,0.66,1.26,0.05,1.86,0.44,1.64,0.00,0.00,0.00,7.27,0.66,0.93,41.4,Matches
63,Jordan Bender\Jordan-Bender,us USA,MF,Orlando City,18,2001,0.5,0.00,0.00,0.00,8.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,,Matches
64,Joe Bendik\Joe-Bendik,us USA,GK,Philadelphia,30,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,,Matches
65,Nicolas Benezet\Nicolas-Benezet,fr FRA,FWMF,Colorado,28,1991,5.5,0.18,0.00,0.00,1.64,2.73,0.55,2.91,0.73,1.27,0.00,0.00,0.00,7.09,0.00,0.73,0.0,Matches
66,Sebastian Berhalter\Sebastian-Berhalter,us USA,MF,Columbus,18,2001,4.4,0.23,0.00,0.00,1.36,0.91,0.00,0.00,0.68,0.91,0.00,0.00,0.00,10.2,0.68,0.91,42.9,Matches
67,Robert Berić\Robert-Beric,si SVN,FW,Chicago,28,1991,21.4,0.05,0.00,0.00,1.73,2.80,1.40,1.12,0.09,0.65,0.00,0.00,0.00,3.55,0.70,2.24,23.8,Matches
68,Matt Besler\Matt-Besler,us USA,DF,Sporting KC,32,1987,9.0,0.11,0.00,0.00,1.11,1.00,0.00,0.00,0.56,1.11,0.00,0.00,0.00,11.9,1.89,1.56,54.8,Matches
69,Nick Besler\Nick-Besler,us USA,MFDF,Real Salt Lake,26,1993,6.3,0.32,0.00,0.00,1.59,0.79,0.00,0.16,1.11,1.11,0.00,0.00,0.00,9.68,0.63,1.27,33.3,Matches
70,Janio Bikel\Janio-Bikel,pt POR,MFDF,Vancouver,24,1995,10.5,0.48,0.10,0.00,2.38,1.71,0.00,0.29,0.38,2.10,0.00,0.00,0.00,10.3,0.67,0.67,50.0,Matches
71,Noah Billingsley\Noah-Billingsley,nz NZL,DF,Minnesota,22,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,Matches
72,David Bingham\David-Bingham,us USA,GK,LA Galaxy,30,1989,18.0,0.17,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.06,0.00,5.06,0.00,0.00,,Matches
73,Luis Binks\Luis-Binks,eng ENG,DF,Montreal,18,2001,19.6,0.36,0.05,0.00,1.53,0.92,0.05,0.05,0.97,0.66,0.00,0.00,0.00,8.83,2.45,1.17,67.6,Matches
74,Steve Birnbaum\Steve-Birnbaum,us USA,DF,D.C. United,29,1991,10.0,0.10,0.00,0.00,1.60,0.60,0.00,0.10,0.90,0.20,0.00,0.00,0.00,11.2,4.30,1.50,74.1,Matches
75,José Bizama\Jose-Bizama,cl CHI,DF,Houston,25,1994,6.3,0.16,0.00,0.00,0.79,0.95,0.16,1.90,0.48,0.63,0.00,0.00,0.00,9.68,1.27,2.06,38.1,Matches
76,Tristan Blackmon\Tristan-Blackmon,us USA,DF,Los Angeles FC,23,1996,10.9,0.18,0.00,0.00,1.56,0.55,0.00,0.64,0.92,1.10,0.00,0.00,0.00,12.8,1.47,0.92,61.5,Matches
77,Andre Blake\Andre-Blake,jm JAM,GK,Philadelphia,29,1990,21.0,0.10,0.00,0.00,0.10,0.19,0.00,0.00,0.00,0.05,0.00,0.00,0.00,5.76,0.00,0.00,,Matches
78,Sebastián Blanco\Sebastian-Blanco,ar ARG,FWMF,Portland,31,1988,7.4,0.14,0.00,0.00,1.08,1.22,0.00,4.19,0.41,0.68,0.00,0.00,0.00,9.19,0.27,0.81,25.0,Matches
79,Latif Blessing\Latif-Blessing,gh GHA,MFDF,Los Angeles FC,23,1996,19.1,0.21,0.00,0.00,1.83,2.36,0.21,0.79,0.79,1.78,0.00,0.00,0.05,12.1,1.52,1.47,50.9,Matches
80,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FWMF,Columbus,26,1994,3.6,0.56,0.00,0.00,1.11,0.83,0.28,1.39,1.11,0.28,0.00,0.00,0.00,8.06,0.28,1.67,14.3,Matches
81,Pablo Bonilla\Pablo-Bonilla,ve VEN,DF,Portland,20,1999,9.8,0.41,0.00,0.00,1.73,1.73,0.00,1.53,0.10,1.33,0.00,0.00,0.00,7.14,1.63,2.04,44.4,Matches
82,Alex Bono\Alex-Bono,us USA,GK,Toronto FC,25,1994,3.0,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,0.00,0.00,,Matches
83,Jonathan Bornstein\Jonathan-Bornstein,us USA,DF,Chicago,35,1984,12.7,0.16,0.00,0.00,0.87,1.18,0.00,1.81,1.18,1.50,0.00,0.00,0.08,10.3,2.13,1.81,54.0,Matches
84,Gustavo Bou\Gustavo-Bou,ar ARG,MFFW,New England,29,1990,14.8,0.00,0.00,0.00,0.61,1.08,1.55,2.23,0.74,0.41,0.00,0.00,0.00,5.20,0.27,1.01,21.1,Matches
85,Michael Boxall\Michael-Boxall,nz NZL,DF,Minnesota,31,1988,19.0,0.21,0.00,0.00,1.11,0.16,0.11,0.00,0.74,1.21,0.00,0.05,0.05,8.84,1.58,0.53,75.0,Matches
86,Michael Bradley\Michael-Bradley,us USA,MF,Toronto FC,32,1987,11.8,0.17,0.00,0.00,0.76,0.93,0.00,0.08,0.17,1.44,0.00,0.00,0.00,11.4,0.17,0.25,40.0,Matches
87,Zachary Brault-Guillard\Zachary-Brault-Guillard,ca CAN,DF,Montreal,21,1998,19.9,0.10,0.00,0.00,0.85,0.40,0.05,3.07,0.75,0.90,0.00,0.05,0.00,7.49,0.85,0.85,50.0,Matches
88,Bressan\Bressan,br BRA,DF,FC Dallas,27,1993,13.0,0.31,0.00,0.00,0.69,0.92,0.00,0.15,0.46,1.23,0.00,0.00,0.00,10.1,1.69,0.92,64.7,Matches
89,Frédéric Brillant\Frederic-Brillant,fr FRA,DF,D.C. United,34,1985,18.7,0.27,0.05,0.00,0.80,0.43,0.00,0.21,0.48,0.75,0.00,0.00,0.00,7.81,2.09,0.91,69.6,Matches
90,Brandt Bronico\Brandt-Bronico,us USA,DFMF,Chicago,24,1995,3.1,0.32,0.00,0.00,1.61,1.29,0.00,1.29,1.61,1.29,0.00,0.00,0.00,13.2,0.65,1.29,33.3,Matches
91,Will Bruin\Will-Bruin,us USA,FWMF,Seattle,30,1989,6.3,0.16,0.00,0.00,0.63,1.43,0.63,0.79,0.16,0.63,0.00,0.00,0.00,3.81,1.90,2.22,46.2,Matches
92,Tajon Buchanan\Tajon-Buchanan,ca CAN,FWDF,New England,20,1999,12.1,0.08,0.00,0.00,1.65,3.06,0.58,2.48,0.41,1.90,0.00,0.00,0.00,7.85,1.57,1.74,47.5,Matches
93,Adam Buksa\Adam-Buksa,pl POL,FW,New England,23,1996,16.7,0.24,0.00,0.00,1.80,1.20,0.24,0.18,0.06,0.54,0.06,0.00,0.00,3.17,3.77,3.95,48.8,Matches
94,Teal Bunbury\Teal-Bunbury,us USA,FWMF,New England,29,1990,16.2,0.19,0.00,0.00,1.36,1.42,0.43,1.36,0.93,1.17,0.00,0.00,0.00,6.79,2.35,3.33,41.3,Matches
95,Cory Burke\Cory-Burke,jm JAM,FW,Philadelphia,28,1991,1.3,0.00,0.00,0.00,3.85,0.00,0.00,2.31,0.00,0.77,0.00,0.00,0.00,3.85,8.46,5.38,61.1,Matches
96,Evan Bush\Evan-Bush,us USA,GK,Vancouver,33,1986,8.0,0.13,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,,Matches
97,Gianluca Busio\Gianluca-Busio,us USA,MFFW,Sporting KC,17,2002,14.1,0.35,0.00,0.00,1.63,1.28,0.21,0.99,0.64,1.63,0.00,0.00,0.00,10.0,1.28,1.42,47.4,Matches
98,Alexander Büttner\Alexander-Buttner,nl NED,DF,New England,30,1989,13.9,0.00,0.00,0.00,0.86,2.01,0.00,3.67,1.01,1.37,0.00,0.07,0.00,10.5,0.94,1.22,43.3,Matches
99,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Nashville,22,1997,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,,Matches
100,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Seattle,22,1997,2.0,0.00,0.00,0.00,2.00,0.50,0.00,1.00,0.00,1.50,0.00,0.00,0.00,5.50,0.50,1.00,33.3,Matches
101,Brandon Bye\Brandon-Bye,us USA,DF,New England,24,1995,18.2,0.11,0.00,0.00,0.93,0.66,0.05,3.13,0.66,0.88,0.00,0.00,0.00,12.1,4.67,2.25,67.5,Matches
102,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Houston,26,1993,7.3,0.14,0.00,0.00,0.96,0.41,0.00,0.00,1.92,1.37,0.00,0.00,0.14,10.3,2.47,1.92,56.3,Matches
