Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
23,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,de RB Leipzig,18,2000,2.0,109.5,8.00,49.0,68.0,2.50,0.00,108.0,0.00,0.00,,0.00,0.00,80.0,579.0,358.0,12.5,0.50,0.00,0.00,0.00,87.0,87.0,100.0,0.00,Matches
24,Joachim Andersen\Joachim-Andersen,dk DEN,DF,fr Lyon,23,1996,4.4,68.4,14.1,41.1,29.1,1.14,0.23,66.4,0.00,0.23,0.0,0.00,0.00,36.8,164.5,70.2,1.36,0.00,0.00,0.23,0.00,40.2,38.6,96.0,0.23,Matches
25,Florin Andone\Florin-Andone,ro ROU,FW,tr Galatasaray,26,1993,1.8,32.2,0.56,1.11,18.3,14.4,5.00,29.4,0.56,1.11,50.0,0.56,0.56,15.6,107.8,27.8,1.11,0.56,1.11,2.22,0.00,38.9,22.8,58.6,7.78,Matches
26,Benjamin André\Benjamin-Andre,fr FRA,MF,fr Lille,28,1990,4.5,55.8,2.89,11.1,32.7,15.6,2.89,54.2,0.44,0.89,50.0,0.44,0.00,31.6,123.6,51.8,1.78,1.56,0.00,1.56,1.11,33.8,30.4,90.1,5.11,Matches
27,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,gr Olympiacos,29,1990,3.5,31.1,2.29,4.00,18.9,10.6,3.43,29.4,0.86,1.14,75.0,0.86,0.00,19.7,107.1,52.6,2.57,0.86,0.57,3.71,0.86,41.7,22.9,54.8,7.14,Matches
28,Angeliño\Angelino,es ESP,DF,de RB Leipzig,22,1997,4.0,67.5,1.75,12.5,30.3,29.3,4.25,58.8,1.50,1.75,85.7,1.50,0.00,39.3,195.0,107.5,6.00,2.25,1.00,1.00,0.50,52.3,45.5,87.1,5.25,Matches
29,Angeliño\Angelino,es ESP,DF,eng Manchester City,22,1997,1.0,89.0,0.00,13.0,49.0,32.0,0.00,80.0,0.00,1.00,0.0,0.00,0.00,64.0,264.0,166.0,12.0,5.00,0.00,0.00,0.00,66.0,65.0,98.5,0.00,Matches
30,Marcos Antônio\Marcos-Antonio,br BRA,MF,ua Shakhtar,19,2000,0.3,113.3,3.33,33.3,73.3,13.3,3.33,110.0,3.33,3.33,100.0,3.33,0.00,93.3,336.7,86.7,3.33,3.33,0.00,0.00,0.00,83.3,80.0,96.0,0.00,Matches
31,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,fr Lyon,21,1998,7.9,55.4,0.38,8.99,31.8,19.4,3.16,53.8,4.81,7.34,65.5,4.94,0.38,45.7,235.8,139.6,6.20,1.65,1.39,2.66,3.29,48.0,42.7,88.9,4.68,Matches
32,Youssef El-Arabi\Youssef-El-Arabi,ma MAR,FW,gr Olympiacos,32,1987,3.1,31.3,0.32,2.58,18.7,11.3,4.19,28.4,1.94,4.52,42.9,2.26,0.00,21.9,76.5,28.1,0.97,0.32,0.00,2.90,1.61,42.3,22.9,54.2,8.71,Matches
33,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,de Leverkusen,30,1989,4.6,94.1,2.39,17.6,59.8,23.0,2.39,92.4,1.30,1.96,66.7,1.52,0.00,68.0,230.0,103.5,4.35,1.96,0.22,0.87,1.09,77.4,72.2,93.3,2.83,Matches
34,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,fr Lille,23,1996,3.1,43.5,0.65,5.16,25.2,18.4,2.58,43.2,2.26,4.52,50.0,2.58,0.00,36.1,210.0,124.2,2.90,2.26,0.65,1.94,3.23,40.6,32.9,81.0,4.19,Matches
35,Alphonse Areola\Alphonse-Areola,fr FRA,GK,es Real Madrid,26,1993,1.5,40.0,32.0,39.3,0.67,0.00,0.00,28.0,0.00,0.00,,0.00,0.00,18.7,103.3,58.7,0.00,0.00,0.00,0.00,0.00,19.3,19.3,100.0,0.00,Matches
36,Santiago Arias\Santiago-Arias,co COL,DF,es Atlético Madrid,27,1992,2.0,84.0,4.50,16.5,38.5,32.5,4.00,73.0,0.50,1.50,33.3,1.00,0.00,54.0,256.5,151.5,7.00,2.00,1.00,0.50,0.50,57.5,53.0,92.2,5.50,Matches
37,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,eng Chelsea,24,1994,6.0,30.8,27.7,30.8,0.00,0.00,0.00,22.2,0.00,0.00,,0.00,0.00,16.7,52.3,28.3,0.00,0.00,0.00,0.00,0.00,14.3,14.3,100.0,0.00,Matches
38,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,it Inter,30,1988,2.9,42.8,2.41,17.6,14.8,11.4,0.00,37.6,0.34,1.03,33.3,0.34,0.00,23.1,85.2,50.0,1.72,0.34,0.00,1.03,1.38,29.3,25.5,87.1,0.69,Matches
39,Marco Asensio\Marco-Asensio,es ESP,FWMF,es Real Madrid,23,1996,0.3,53.3,0.00,3.33,30.0,26.7,3.33,53.3,0.00,3.33,0.0,0.00,0.00,40.0,223.3,150.0,10.0,6.67,0.00,0.00,0.00,63.3,50.0,78.9,3.33,Matches
40,Majeed Ashimeru\Majeed-Ashimeru,gh GHA,MFFW,at RB Salzburg,21,1997,0.7,71.4,1.43,7.14,44.3,24.3,0.00,71.4,0.00,0.00,,0.00,0.00,57.1,207.1,71.4,4.29,1.43,0.00,1.43,5.71,70.0,57.1,81.6,8.57,Matches
41,Iyayi Atiemwen\Iyayi-Atiemwen,ng NGA,FW,hr Dinamo Zagreb,23,1996,0.1,60.0,0.00,10.0,20.0,30.0,0.00,40.0,0.00,0.00,,0.00,0.00,30.0,0.00,0.00,0.00,0.00,0.00,10.0,20.0,70.0,30.0,42.9,20.0,Matches
42,Serge Aurier\Serge-Aurier,ci CIV,DF,eng Tottenham,26,1992,5.0,69.2,4.80,20.2,31.8,22.0,1.40,60.6,1.40,3.60,38.9,1.60,0.20,40.4,155.2,85.8,4.60,2.20,0.60,1.00,2.20,47.2,41.0,86.9,2.60,Matches
43,Sardar Azmoun\Sardar-Azmoun,ir IRN,FW,ru Zenit,24,1995,5.1,33.5,1.37,4.12,16.7,14.9,4.12,32.2,0.78,1.57,50.0,0.78,0.20,19.2,103.7,50.4,3.14,1.37,0.98,2.16,0.98,44.5,25.1,56.4,7.25,Matches
44,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,eng Chelsea,29,1989,6.8,77.1,3.24,22.8,36.9,20.9,2.50,66.8,0.29,0.74,40.0,0.29,0.00,47.4,195.4,111.9,4.56,1.18,0.44,0.59,0.15,51.5,48.7,94.6,3.09,Matches
45,Ryan Babel\Ryan-Babel,nl NED,FW,tr Galatasaray,32,1986,3.7,46.2,0.81,2.70,24.6,21.4,1.89,44.6,2.43,2.97,81.8,2.43,0.00,34.6,150.3,46.5,2.70,1.08,0.00,2.97,2.97,54.3,36.2,66.7,8.38,Matches
46,Leon Bailey\Leon-Bailey,jm JAM,FWMF,de Leverkusen,21,1997,1.3,62.3,0.00,6.92,32.3,33.1,6.15,59.2,4.62,9.23,50.0,4.62,0.00,50.8,253.8,158.5,9.23,3.08,0.77,3.08,3.85,55.4,45.4,81.9,8.46,Matches
47,Gareth Bale\Gareth-Bale,wal WAL,FW,es Real Madrid,30,1989,1.3,45.4,1.54,5.38,18.5,25.4,3.08,43.8,1.54,2.31,66.7,1.54,0.00,30.8,208.5,94.6,3.85,1.54,1.54,2.31,0.00,47.7,36.2,75.8,9.23,Matches
48,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,de Dortmund,20,1999,0.1,20.0,10.0,10.0,10.0,0.00,0.00,20.0,10.0,10.0,100.0,10.0,0.00,30.0,100.0,70.0,10.0,0.00,0.00,0.00,0.00,10.0,10.0,100.0,0.00,Matches
49,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,fr Lille,23,1996,3.1,55.8,0.32,9.35,22.9,27.4,4.19,51.0,2.26,2.58,87.5,2.26,0.00,42.3,262.9,141.0,4.84,0.65,0.97,2.90,3.55,44.5,37.7,84.8,10.3,Matches
50,Nicolò Barella\Nicolo-Barella,it ITA,MF,it Inter,22,1997,3.2,57.8,1.88,15.9,33.1,12.2,1.56,56.6,1.88,2.81,66.7,1.88,0.00,39.4,221.9,92.8,2.19,0.00,0.00,1.25,3.44,45.0,38.8,86.1,4.38,Matches
51,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,22,1996,5.0,39.2,2.20,11.6,22.6,6.60,1.00,37.6,0.80,0.80,100.0,0.80,0.00,19.6,61.0,28.2,1.20,0.20,0.00,0.60,0.60,24.0,20.6,85.8,1.20,Matches
52,Ross Barkley\Ross-Barkley,eng ENG,FWMF,eng Chelsea,25,1993,1.8,34.4,0.56,6.11,20.0,11.1,3.33,32.8,2.78,4.44,62.5,2.78,0.00,25.6,148.3,88.3,5.00,2.22,1.11,1.11,1.67,33.9,26.1,77.0,5.00,Matches
53,Wílmar Barrios\Wilmar-Barrios,co COL,MF,ru Zenit,25,1993,6.0,56.3,2.67,23.0,31.5,5.50,0.17,55.7,1.17,2.17,53.8,1.17,0.33,35.7,159.7,75.2,3.00,1.33,0.17,0.67,0.83,34.8,33.0,94.7,1.67,Matches
54,Musa Barrow\Musa-Barrow,gm GAM,FW,it Atalanta,20,1998,0.0,3,0,1,2,0,0,3,1,1,100.0,1,0,4,15,2,0,0,0,1,0,4,3,75.0,0,Matches
55,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,eng Chelsea,25,1993,1.0,47.0,1.00,1.00,18.0,30.0,14.0,45.0,1.00,4.00,25.0,2.00,0.00,35.0,153.0,91.0,8.00,1.00,4.00,8.00,2.00,57.0,37.0,64.9,18.0,Matches
56,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,de Leverkusen,31,1988,3.8,76.1,1.58,16.3,48.9,13.7,0.53,74.5,0.26,0.53,50.0,0.53,0.00,52.4,202.4,86.8,3.16,0.79,0.00,0.53,0.26,60.0,55.8,93.0,1.58,Matches
57,Ömer Bayram\Omer-Bayram,tr TUR,FWMF,tr Galatasaray,28,1991,2.8,51.4,1.07,9.29,23.6,21.8,1.07,48.2,2.86,5.00,57.1,2.86,0.36,42.9,192.5,97.9,5.71,0.71,0.36,3.21,5.00,50.4,37.1,73.8,7.86,Matches
58,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,22,1997,5.0,40.8,0.40,7.80,21.6,12.8,4.40,40.0,0.60,1.00,60.0,0.60,0.00,23.8,94.4,47.8,2.20,0.40,0.20,1.00,0.40,30.8,23.6,76.6,5.60,Matches
59,Younès Belhanda\Younes-Belhanda,ma MAR,MF,tr Galatasaray,29,1990,3.4,55.3,0.29,7.06,34.4,15.6,0.59,53.8,2.35,3.82,61.5,2.35,0.00,43.5,149.4,55.6,2.94,0.88,0.00,2.06,2.06,52.6,44.7,84.9,7.06,Matches
60,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,de Leverkusen,29,1990,4.6,62.4,0.43,6.74,23.3,37.8,4.78,60.9,2.83,5.65,50.0,3.70,0.00,48.9,300.0,197.2,11.1,2.61,1.74,1.96,1.96,64.8,45.7,70.5,8.91,Matches
61,Lars Bender\Lars-Bender,de GER,DF,de Leverkusen,30,1989,3.0,104.0,2.33,24.3,56.0,30.0,1.33,92.3,0.33,0.33,100.0,0.33,0.00,67.7,317.0,154.0,6.00,3.67,0.00,0.33,0.33,77.3,73.0,94.4,2.00,Matches
62,Sven Bender\Sven-Bender,de GER,DF,de Leverkusen,30,1989,6.0,88.2,7.67,46.0,44.5,1.83,0.50,86.0,0.00,0.17,0.0,0.00,0.00,57.2,281.2,106.5,3.67,1.00,0.00,0.00,0.17,62.7,61.0,97.3,0.33,Matches
63,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,it Juventus,22,1997,4.7,76.4,1.49,10.0,43.6,27.2,1.06,74.7,2.34,3.83,61.1,2.77,0.43,55.1,243.0,115.3,4.04,1.70,0.00,1.28,2.13,60.9,55.7,91.6,6.81,Matches
64,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,31,1987,7.2,50.7,0.69,2.78,19.9,32.2,8.19,48.3,1.81,2.92,61.9,2.08,0.00,37.5,186.4,112.9,7.08,2.36,1.67,1.11,1.39,61.7,43.2,70.0,11.8,Matches
65,Yassine Benzia\Yassine-Benzia,dz ALG,MF,gr Olympiacos,24,1994,0.9,51.1,1.11,6.67,35.6,11.1,1.11,50.0,1.11,1.11,100.0,1.11,0.00,38.9,167.8,64.4,4.44,1.11,0.00,1.11,1.11,45.6,35.6,78.0,10.0,Matches
66,Sander Berge\Sander-Berge,no NOR,MF,be Genk,21,1998,6.0,56.0,4.00,17.8,32.7,11.0,0.50,53.8,1.50,2.00,75.0,1.67,0.00,33.7,204.7,94.2,2.50,0.50,0.00,0.50,1.33,35.7,32.8,92.1,1.50,Matches
67,Steven Bergwijn\Steven-Bergwijn,nl NED,MFFW,eng Tottenham,21,1997,1.0,33.0,1.00,4.00,19.0,13.0,5.00,32.0,2.00,3.00,66.7,3.00,1.00,25.0,118.0,73.0,4.00,1.00,1.00,1.00,0.00,48.0,24.0,50.0,7.00,Matches
68,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MF,it Juventus,25,1994,2.9,48.6,0.69,6.90,22.8,23.1,2.07,46.2,2.41,3.79,63.6,2.76,0.00,36.2,204.1,104.5,5.17,0.69,0.34,1.38,3.10,48.6,36.9,75.9,5.17,Matches
69,Juan Bernat\Juan-Bernat,es ESP,DF,fr Paris S-G,26,1993,9.7,66.3,4.02,22.0,30.6,17.5,2.16,57.8,1.86,3.09,60.0,1.96,0.00,42.1,170.7,100.8,4.54,1.44,0.21,0.72,0.82,47.8,43.8,91.6,3.30,Matches
70,Antoine Bernede\Antoine-Bernede,fr FRA,MF,at RB Salzburg,20,1999,1.0,74.0,3.00,19.0,53.0,7.00,0.00,72.0,0.00,1.00,0.0,1.00,0.00,41.0,215.0,96.0,2.00,1.00,0.00,0.00,5.00,47.0,45.0,95.7,0.00,Matches
71,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,it Inter,26,1992,2.4,50.0,4.17,15.8,17.5,19.2,0.83,35.4,0.00,0.00,,0.00,0.00,20.4,85.4,43.8,2.08,1.25,0.42,0.00,0.42,26.7,22.9,85.9,2.08,Matches
72,Daley Blind\Daley-Blind,nl NED,DF,nl Ajax,29,1990,4.7,79.8,7.66,41.9,38.5,4.68,0.43,77.7,0.64,0.64,100.0,0.64,0.00,56.4,296.8,160.6,3.62,0.64,0.00,0.00,0.85,54.9,54.3,98.8,0.00,Matches
73,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,26,1993,2.1,45.2,2.38,8.10,23.8,14.8,2.38,41.4,2.38,2.38,100.0,2.38,0.00,32.9,111.4,47.6,2.86,0.00,0.00,5.24,0.95,58.1,31.9,54.9,10.5,Matches
74,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,30,1988,6.4,79.7,7.66,37.3,44.8,1.72,0.00,78.1,0.00,0.16,0.0,0.00,0.00,55.2,271.3,138.1,3.91,0.31,0.00,0.00,0.31,61.6,61.6,100.0,0.00,Matches
75,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,DF,ua Shakhtar,26,1993,2.7,58.5,3.70,20.0,31.9,12.6,1.85,52.6,0.74,2.22,33.3,0.74,0.00,44.1,245.6,143.0,6.30,2.96,0.37,0.37,0.37,38.5,36.3,94.2,1.11,Matches
76,Theo Bongonda\Theo-Bongonda,be BEL,MFFW,be Genk,23,1995,2.9,40.7,1.03,7.93,16.6,22.4,2.76,39.0,3.45,5.17,66.7,3.79,0.00,32.1,235.2,162.1,10.0,2.76,1.03,2.41,2.76,39.0,29.0,74.3,3.79,Matches
77,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,32,1987,7.0,94.0,9.29,35.4,60.9,4.00,0.71,91.3,0.43,0.43,100.0,0.43,0.00,65.9,340.0,207.9,4.86,0.57,0.00,0.29,0.14,74.9,74.3,99.2,0.57,Matches
78,Neto Borges\Neto-Borges,br BRA,DF,be Genk,22,1996,0.1,50.0,0.00,0.00,20.0,30.0,10.0,40.0,0.00,0.00,,0.00,0.00,30.0,70.0,30.0,0.00,0.00,0.00,0.00,0.00,30.0,30.0,100.0,0.00,Matches
79,Jan Bořil\Jan-Boril,cz CZE,DF,cz Slavia Prague,28,1991,6.0,68.5,2.67,16.5,35.2,21.3,1.50,58.0,0.83,1.50,55.6,0.83,0.00,39.2,174.2,94.3,4.17,1.67,0.33,0.67,0.83,47.3,39.8,84.2,2.33,Matches
80,Milan Borjan\Milan-Borjan,ca CAN,GK,rs Red Star,31,1987,6.0,39.8,36.5,39.8,0.00,0.00,0.00,23.7,0.00,0.00,,0.00,0.00,12.0,69.8,44.8,0.00,0.00,0.00,0.00,0.00,9.50,9.50,100.0,0.00,Matches
81,Andreas Bouchalakis\Andreas-Bouchalakis,gr GRE,MF,gr Olympiacos,26,1993,5.3,47.9,1.89,11.7,30.6,8.11,1.51,47.0,0.38,0.57,66.7,0.38,0.00,31.3,160.2,68.9,2.83,0.38,0.19,0.38,0.94,33.6,30.4,90.4,1.70,Matches
82,Domagoj Bradarić\Domagoj-Bradaric,hr CRO,DF,fr Lille,19,1999,3.0,55.3,2.33,14.3,25.3,20.7,0.00,48.3,1.33,3.00,44.4,1.33,0.00,35.0,215.7,146.7,7.33,3.00,0.00,0.67,0.33,34.7,30.0,86.5,2.00,Matches
83,Julian Brandt\Julian-Brandt,de GER,MFFW,de Dortmund,23,1996,5.4,63.9,0.74,7.41,31.5,29.3,5.56,62.6,2.41,2.96,81.3,2.78,0.19,49.4,263.1,126.9,6.67,2.41,0.56,2.22,2.22,63.7,49.8,78.2,10.7,Matches
84,Claudio Bravo\Claudio-Bravo,cl CHI,GK,eng Manchester City,36,1983,1.4,35.7,32.9,35.7,0.00,0.00,0.00,30.0,0.00,0.00,,0.00,0.00,24.3,130.0,84.3,0.00,0.00,0.00,0.00,0.00,22.1,22.1,100.0,0.00,Matches
85,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,26,1992,5.8,70.7,4.83,24.1,42.6,10.3,0.34,67.2,1.55,1.90,81.8,1.55,0.00,45.3,246.9,90.3,2.41,1.38,0.17,1.03,1.38,51.2,48.1,93.9,1.72,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,20,1998,0.2,10.0,0.00,0.00,0.00,10.0,0.00,10.0,0.00,5.00,0.0,0.00,0.00,10.0,50.0,10.0,0.00,0.00,0.00,0.00,0.00,45.0,10.0,22.2,0.00,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,it Juventus,41,1978,1.0,41.0,39.0,41.0,0.00,0.00,0.00,26.0,0.00,0.00,,0.00,0.00,19.0,111.0,70.0,0.00,0.00,0.00,0.00,0.00,15.0,15.0,100.0,0.00,Matches
88,Mick van Buren\Mick-van-Buren,nl NED,FW,cz Slavia Prague,26,1992,0.5,58.0,0.00,0.00,10.0,50.0,10.0,54.0,0.00,4.00,0.0,2.00,0.00,38.0,184.0,134.0,12.0,2.00,2.00,2.00,2.00,60.0,36.0,60.0,12.0,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,28,1990,8.0,33.0,28.9,32.9,0.13,0.13,0.00,26.4,0.13,0.13,100.0,0.13,0.00,16.9,78.0,34.4,0.00,0.00,0.00,0.00,0.00,16.6,16.6,100.0,0.00,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,31,1988,5.6,88.0,3.04,21.4,57.5,13.8,0.71,86.1,0.36,0.71,50.0,0.54,0.00,55.0,190.2,88.0,3.75,1.79,0.00,0.00,0.71,68.9,67.0,97.2,1.25,Matches
91,Adem Büyük\Adem-Buyuk,tr TUR,FW,tr Galatasaray,31,1987,1.0,42.0,1.00,3.00,27.0,16.0,4.00,41.0,1.00,1.00,100.0,1.00,0.00,28.0,70.0,26.0,2.00,1.00,0.00,1.00,4.00,56.0,30.0,53.6,6.00,Matches
92,Willy Caballero\Willy-Caballero,ar ARG,GK,eng Chelsea,37,1981,2.0,42.0,40.5,42.0,0.00,0.00,0.00,29.5,0.00,0.00,,0.00,0.00,17.5,94.5,64.5,0.00,0.00,0.00,0.00,0.00,18.5,18.5,100.0,0.00,Matches
93,Mattia Caldara\Mattia-Caldara,it ITA,DF,it Atalanta,25,1994,2.8,37.1,7.14,19.3,19.3,1.07,0.36,35.7,0.36,0.36,100.0,0.36,0.00,20.0,91.4,23.9,0.71,0.00,0.00,0.00,0.36,17.9,17.1,96.0,0.36,Matches
94,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,32,1987,6.3,50.0,1.11,12.1,22.9,18.3,2.22,46.2,0.00,0.32,0.0,0.00,0.00,34.1,124.1,53.0,3.17,1.43,0.32,0.95,0.63,50.2,39.2,78.2,5.56,Matches
