Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
345,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,de Bayern Munich,30,1988,9.8,20.0,25.5,78.4,271.3,57.3,11.4,13.4,85.5,6.43,7.96,80.8,0.82,1.43,57.1,0.61,0.35,0.27,1.94,1.43,1.43,0.10,2.45,Matches
346,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,it Juventus,19,1999,6.0,58.7,62.3,94.1,1339.2,321.7,14.2,15.0,94.4,30.8,32.0,96.4,12.3,13.7,90.2,0.00,0.05,-0.05,0.17,2.33,0.00,0.00,1.83,Matches
347,Dominik Livaković\Dominik-Livakovic,hr CRO,GK,hr Dinamo Zagreb,24,1995,6.0,14.8,30.3,48.9,686.5,558.0,1.67,1.67,100.0,2.83,3.17,89.5,10.3,25.5,40.5,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,Matches
348,Fernando Llorente\Fernando-Llorente,es ESP,FW,it Napoli,34,1985,1.0,28.0,41.0,68.3,432.0,82.0,14.0,18.0,77.8,9.00,16.0,56.3,3.00,4.00,75.0,0.00,0.10,-0.10,1.00,0.00,1.00,0.00,5.00,Matches
349,Marcos Llorente\Marcos-Llorente,es ESP,MFFW,es Atlético Madrid,24,1995,2.3,15.7,20.9,75.0,254.8,57.8,9.13,10.4,87.5,3.91,5.65,69.2,1.74,3.04,57.1,0.43,0.13,0.30,1.30,0.87,0.00,0.00,1.30,Matches
350,Hugo Lloris\Hugo-Lloris,fr FRA,GK,eng Tottenham,32,1986,4.0,17.8,22.8,78.0,526.3,306.8,2.50,2.50,100.0,8.25,8.50,97.1,7.00,11.8,59.6,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,Matches
351,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,eng Tottenham,23,1996,3.7,49.5,64.3,76.9,849.2,213.0,24.6,28.6,85.8,19.7,22.2,89.0,4.86,10.8,45.0,0.00,0.19,-0.19,1.89,3.24,1.35,0.00,4.59,Matches
352,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,it Napoli,24,1994,0.5,66.0,76.0,86.8,1210.0,156.0,30.0,32.0,93.8,26.0,30.0,86.7,8.00,10.0,80.0,0.00,0.20,-0.20,4.00,10.0,2.00,0.00,4.00,Matches
353,Renan Lodi\Renan-Lodi,br BRA,DF,es Atlético Madrid,21,1998,8.4,35.8,51.0,70.3,646.2,206.9,15.2,17.0,89.5,15.8,21.5,73.5,3.81,9.05,42.1,0.12,0.07,0.05,1.31,1.67,1.07,0.36,2.50,Matches
354,Ademola Lookman\Ademola-Lookman,eng ENG,FW,de RB Leipzig,21,1997,0.8,25.0,32.5,76.9,303.8,50.0,18.8,18.8,100.0,6.25,10.0,62.5,0.00,1.25,0.0,0.00,0.13,-0.13,1.25,1.25,1.25,0.00,1.25,Matches
355,Anthony Lopes\Anthony-Lopes,pt POR,GK,fr Lyon,28,1990,10.0,23.9,33.2,72.0,748.6,444.0,3.90,3.90,100.0,10.2,10.3,99.0,9.70,18.9,51.3,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,Matches
356,Maximiliano Lovera\Maximiliano-Lovera,ar ARG,FWMF,gr Olympiacos,20,1999,1.1,21.8,29.1,75.0,398.2,53.6,10.0,10.9,91.7,10.0,12.7,78.6,1.82,4.55,40.0,0.91,0.00,0.91,1.82,0.91,0.91,0.91,0.91,Matches
357,Dejan Lovren\Dejan-Lovren,hr CRO,DF,eng Liverpool,30,1989,2.6,74.6,80.8,92.4,1720.0,382.3,11.5,13.1,88.2,48.1,49.6,96.9,15.0,18.1,83.0,0.00,0.15,-0.15,0.77,6.15,0.38,0.00,3.08,Matches
358,Hirving Lozano\Hirving-Lozano,mx MEX,FWMF,it Napoli,24,1995,4.6,17.8,22.2,80.4,240.7,46.5,10.7,12.4,86.0,6.30,7.39,85.3,0.22,0.87,25.0,0.00,0.04,-0.04,0.87,0.87,0.43,0.00,1.96,Matches
359,Caio Lucas Fernandes\Caio-Lucas-Fernandes,br BRA,MF,pt Benfica,25,1994,0.4,40.0,57.5,69.6,612.5,175.0,20.0,20.0,100.0,20.0,27.5,72.7,0.00,7.50,0.0,0.00,0.00,0.00,0.00,7.50,2.50,0.00,10.0,Matches
360,Jean Lucas\Jean-Lucas,br BRA,MF,fr Lyon,21,1998,0.0,1,2,50.0,19,0,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
361,Jhon Lucumí\Jhon-Lucumi,co COL,DF,be Genk,21,1998,6.0,28.8,36.0,80.1,701.8,197.7,5.67,6.33,89.5,15.0,16.7,90.0,8.00,12.7,63.2,0.00,0.02,-0.02,0.17,1.50,0.00,0.00,0.50,Matches
362,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,es Valencia,24,1995,6.0,34.5,45.5,75.8,665.8,203.3,15.2,17.5,86.7,15.0,17.7,84.9,4.00,8.00,50.0,0.00,0.23,-0.23,1.00,1.33,1.17,0.67,2.17,Matches
363,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,it Atalanta,29,1990,6.3,36.2,43.3,83.5,738.1,207.3,11.0,11.7,93.2,18.9,21.1,89.5,5.56,9.37,59.3,0.00,0.00,0.00,0.16,1.43,0.16,0.16,1.43,Matches
364,Florentino Luís\Florentino-Luis,pt POR,MF,pt Benfica,19,1999,2.0,45.0,53.0,84.9,677.0,115.5,21.5,23.5,91.5,16.0,18.5,86.5,3.50,5.00,70.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,Matches
365,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,it Inter,26,1993,4.5,11.1,19.3,57.5,208.0,52.4,5.33,8.89,60.0,3.78,5.56,68.0,1.33,2.22,60.0,0.44,0.20,0.24,1.33,1.56,0.67,0.44,2.00,Matches
366,Andrey Lunyov\Andrey-Lunyov,ru RUS,GK,ru Zenit,27,1991,2.0,21.0,32.0,65.6,668.5,490.5,2.50,2.50,100.0,9.00,9.00,100.0,9.00,20.0,45.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
367,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,it Napoli,22,1996,1.5,44.0,56.7,77.6,863.3,336.7,15.3,18.0,85.2,24.7,28.0,88.1,4.00,8.67,46.2,0.00,0.07,-0.07,0.67,1.33,0.00,0.00,0.67,Matches
368,Christian Luyindama\Christian-Luyindama,cd COD,DF,tr Galatasaray,25,1994,4.0,32.0,39.0,82.1,677.3,208.3,9.00,10.5,85.7,17.5,19.8,88.6,5.25,8.25,63.6,0.00,0.00,0.00,0.00,1.25,0.00,0.00,1.00,Matches
369,Stanislav Magkeev\Stanislav-Magkeev,ru RUS,DF,ru Loko Moscow,20,1999,0.2,85.0,95.0,89.5,1890.0,735.0,20.0,20.0,100.0,50.0,50.0,100.0,15.0,25.0,60.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches
370,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,eng Manchester City,28,1991,6.4,44.2,52.8,83.7,815.0,161.6,20.8,23.1,89.9,16.4,19.1,86.1,6.41,8.59,74.5,0.63,0.41,0.22,2.19,2.66,2.19,0.31,4.38,Matches
371,Thiago Maia\Thiago-Maia,br BRA,FW,fr Lille,22,1997,0.7,10.0,17.1,58.3,117.1,38.6,5.71,10.0,57.1,2.86,4.29,66.7,0.00,1.43,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
372,Mike Maignan\Mike-Maignan,fr FRA,GK,fr Lille,23,1995,5.8,17.2,30.3,56.8,560.0,365.0,2.59,2.59,100.0,6.21,6.21,100.0,8.45,21.6,39.2,0.00,0.00,0.00,0.17,0.34,0.00,0.00,0.00,Matches
373,Lovro Majer\Lovro-Majer,hr CRO,MF,hr Dinamo Zagreb,21,1998,0.1,50.0,60.0,83.3,770.0,270.0,40.0,50.0,80.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
374,Róbert Mak\Robert-Mak,sk SVK,MF,ru Zenit,28,1991,0.1,20.0,40.0,50.0,820.0,580.0,0.00,10.0,0.0,10.0,10.0,100.0,10.0,20.0,50.0,0.00,0.00,0.00,0.00,10.0,10.0,10.0,0.00,Matches
375,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,it Napoli,27,1991,3.0,38.0,45.7,83.2,852.0,299.3,13.0,14.7,88.6,17.0,19.3,87.9,8.00,10.7,75.0,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,Matches
376,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,it Napoli,28,1991,1.6,51.3,63.1,81.2,889.4,326.3,24.4,26.9,90.7,22.5,28.8,78.3,3.75,5.63,66.7,0.00,0.19,-0.19,1.25,1.88,0.63,0.63,5.63,Matches
377,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,it Atalanta,26,1993,2.9,43.4,52.1,83.4,984.1,343.4,13.4,15.5,86.7,19.3,21.7,88.9,10.3,13.1,78.9,0.34,0.41,-0.07,3.10,8.28,3.10,0.00,10.0,Matches
378,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,fr Lille,25,1994,2.0,33.5,49.0,68.4,576.5,206.5,17.5,21.0,83.3,13.0,18.5,70.3,3.00,7.50,40.0,0.00,0.00,0.00,0.00,2.50,0.00,0.00,1.50,Matches
379,Sadio Mané\Sadio-Mane,sn SEN,FW,eng Liverpool,27,1992,7.0,34.6,44.1,78.3,598.3,144.6,20.1,23.6,85.5,9.86,12.4,79.3,4.43,5.86,75.6,0.29,0.20,0.09,2.14,3.00,2.00,0.43,3.86,Matches
380,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,es Valencia,28,1991,1.0,18.0,22.0,81.8,377.0,128.0,7.00,7.00,100.0,6.00,9.00,66.7,5.00,6.00,83.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Matches
381,Kostas Manolas\Kostas-Manolas,gr GRE,DF,it Napoli,28,1991,6.0,40.3,45.3,89.0,788.2,236.3,14.2,15.3,92.4,20.5,22.8,89.8,5.17,6.50,79.5,0.00,0.00,0.00,0.00,1.33,0.00,0.00,1.67,Matches
382,Fernando Marçal\Fernando-Marcal,br BRA,DF,fr Lyon,30,1989,5.6,39.5,50.0,78.9,794.5,336.1,16.8,18.0,93.1,15.5,18.4,84.5,7.14,12.5,57.1,0.00,0.02,-0.02,0.36,3.57,0.54,0.36,2.32,Matches
383,Marcão\Marcao,br BRA,DF,tr Galatasaray,23,1996,6.0,39.8,49.8,79.9,758.5,351.3,15.0,17.0,88.2,19.8,24.0,82.6,4.33,6.83,63.4,0.00,0.00,0.00,0.17,3.50,0.00,0.00,2.50,Matches
384,Marcelo\Marcelo,br BRA,DF,fr Lyon,32,1987,8.1,36.7,44.2,83.0,893.6,244.9,8.27,10.0,82.7,19.4,21.1,91.8,8.89,12.7,69.9,0.00,0.00,0.00,0.12,2.96,0.00,0.00,2.47,Matches
385,Marcelo\Marcelo,br BRA,DF,es Real Madrid,31,1988,3.0,56.0,70.3,79.6,882.3,338.0,32.7,36.0,90.7,17.3,22.0,78.8,4.67,8.33,56.0,1.00,0.50,0.50,3.00,4.67,4.00,1.67,7.33,Matches
386,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,es Atlético Madrid,24,1995,3.3,48.5,54.2,89.4,1045.5,293.6,13.3,14.2,93.6,24.5,26.4,93.1,10.3,13.3,77.3,0.30,0.18,0.12,0.61,2.73,0.00,0.00,2.42,Matches
387,Mariano\Mariano,br BRA,DF,tr Galatasaray,33,1986,6.0,50.8,65.8,77.2,944.2,419.7,23.3,26.7,87.5,20.0,24.7,81.1,7.17,12.5,57.3,0.00,0.03,-0.03,1.00,3.67,1.83,0.50,6.50,Matches
388,Marko Marin\Marko-Marin,de GER,MF,rs Red Star,30,1989,6.0,28.7,41.0,69.9,551.2,191.8,13.0,15.3,84.8,10.2,13.8,73.5,5.17,10.7,48.4,0.33,0.15,0.18,2.33,3.67,1.50,0.50,4.17,Matches
389,Guilherme Marinato\Guilherme-Marinato,ru RUS,GK,ru Loko Moscow,33,1985,5.0,20.6,32.4,63.6,793.8,594.0,2.40,2.40,100.0,5.00,5.20,96.2,13.0,24.6,52.8,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,Matches
390,João Mário\Joao-Mario,pt POR,MF,ru Loko Moscow,26,1993,3.9,24.1,35.6,67.6,423.6,137.9,13.6,16.9,80.3,7.44,9.23,80.6,2.31,6.92,33.3,0.51,0.15,0.36,2.05,1.54,0.51,0.00,2.31,Matches
391,Marlos\Marlos,ua UKR,FWMF,ua Shakhtar,31,1988,4.1,46.8,52.9,88.5,769.3,142.2,25.4,26.1,97.2,17.3,19.0,91.0,3.66,6.59,55.6,0.24,0.10,0.15,0.98,2.68,1.46,0.24,2.93,Matches
392,Marquinhos\Marquinhos,br BRA,MFDF,fr Paris S-G,25,1994,10.8,57.3,66.1,86.7,1080.6,291.6,23.2,25.4,91.6,26.4,28.8,91.6,6.76,10.3,65.8,0.00,0.02,-0.02,0.19,4.17,0.37,0.00,3.61,Matches
393,Javi Martínez\Javi-Martinez,es ESP,DFMF,de Bayern Munich,30,1988,3.8,80.0,85.0,94.1,1618.7,489.2,22.6,23.4,96.6,47.4,48.9,96.8,9.47,11.6,81.8,0.00,0.00,0.00,0.26,5.26,0.53,0.26,5.26,Matches
394,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,it Inter,21,1997,5.8,11.6,15.9,72.8,179.8,59.1,7.59,9.83,77.2,1.90,2.93,64.7,1.38,1.90,72.7,0.17,0.24,-0.07,1.38,0.86,0.52,0.00,2.07,Matches
395,Lisandro Martínez\Lisandro-Martinez,ar ARG,MFDF,nl Ajax,21,1998,6.0,48.0,56.5,85.0,962.3,222.2,19.3,21.3,90.6,20.8,23.0,90.6,7.00,10.2,68.9,0.00,0.02,-0.02,0.33,5.17,0.17,0.00,5.00,Matches
396,Andrea Masiello\Andrea-Masiello,it ITA,DF,it Atalanta,33,1986,2.4,49.6,53.8,92.2,1007.5,384.6,20.8,22.1,94.3,20.8,20.8,100.0,7.92,10.8,73.1,0.00,0.00,0.00,0.00,3.33,1.67,0.00,2.92,Matches
397,Lukáš Masopust\Lukas-Masopust,cz CZE,FW,cz Slavia Prague,26,1993,5.2,26.0,34.0,76.3,415.0,114.4,14.6,16.9,86.4,8.46,11.2,75.9,2.12,4.23,50.0,0.19,0.08,0.12,1.15,2.31,1.15,0.00,3.65,Matches
398,Giorgos Masouras\Giorgos-Masouras,gr GRE,FWMF,gr Olympiacos,25,1994,4.7,24.0,31.1,77.4,455.3,121.1,12.1,13.8,87.7,7.23,8.09,89.5,3.83,7.23,52.9,0.21,0.06,0.15,1.49,1.28,0.21,0.00,1.28,Matches
399,Clinton Mata\Clinton-Mata,ao ANG,DF,be Club Brugge,26,1992,4.0,31.8,44.0,72.2,623.8,237.8,11.8,13.8,85.5,15.5,17.3,89.9,4.00,11.3,35.6,0.25,0.00,0.25,0.25,3.50,0.25,0.00,3.00,Matches
400,Joël Matip\Joel-Matip,cm CMR,DF,eng Liverpool,27,1991,1.0,55.0,63.0,87.3,1227.0,280.0,15.0,15.0,100.0,29.0,34.0,85.3,10.0,13.0,76.9,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,Matches
401,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,it Juventus,32,1987,3.8,38.2,44.5,85.8,615.8,123.7,19.5,21.8,89.2,15.3,17.1,89.2,2.89,3.68,78.6,0.00,0.03,-0.03,0.53,3.95,0.53,0.00,2.89,Matches
402,Mykola Matviyenko\Mykola-Matviyenko,ua UKR,DF,ua Shakhtar,23,1996,5.9,49.2,55.4,88.7,1113.1,355.8,12.0,13.2,91.0,25.8,27.8,92.7,11.0,13.9,79.3,0.00,0.03,-0.03,0.34,2.37,0.00,0.00,1.19,Matches
403,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FW,fr Paris S-G,30,1989,1.4,30.7,39.3,78.2,426.4,150.0,19.3,20.7,93.1,9.29,11.4,81.3,0.71,2.86,25.0,0.00,0.50,-0.50,1.43,0.71,1.43,0.00,3.57,Matches
404,Noussair Mazraoui\Noussair-Mazraoui,ma MAR,DFMF,nl Ajax,21,1997,2.5,50.0,58.0,86.2,724.4,297.6,25.6,28.4,90.1,18.8,21.2,88.7,2.40,4.40,54.5,0.00,0.04,-0.04,0.40,4.40,2.40,0.40,4.80,Matches
405,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,fr Paris S-G,20,1998,7.3,29.0,36.7,79.1,388.2,98.2,19.9,23.2,85.8,5.75,7.53,76.4,1.78,3.42,52.0,0.68,0.56,0.12,1.64,2.05,1.10,0.00,2.74,Matches
406,Brandon Mechele\Brandon-Mechele,be BEL,DF,be Club Brugge,26,1993,5.0,35.0,38.6,90.7,801.0,230.4,7.80,8.20,95.1,20.8,21.6,96.3,6.40,8.80,72.7,0.00,0.00,0.00,0.00,1.40,0.00,0.00,2.00,Matches
407,Arthur Melo\Arthur-Melo,br BRA,MF,es Barcelona,22,1996,3.3,75.2,85.5,87.9,1418.5,332.7,28.5,30.0,94.9,35.2,37.9,92.8,10.0,13.6,73.3,0.30,0.21,0.09,0.61,9.09,1.52,0.00,5.45,Matches
408,Thiago Mendes\Thiago-Mendes,br BRA,MF,fr Lyon,27,1992,5.1,47.1,55.1,85.4,917.6,186.9,20.4,22.4,91.2,19.2,22.2,86.7,6.86,8.82,77.8,0.00,0.02,-0.02,0.78,6.27,0.39,0.00,3.33,Matches
409,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,eng Manchester City,25,1994,4.9,82.9,96.5,85.8,1483.7,431.2,34.7,36.3,95.5,38.6,43.5,88.7,7.76,13.1,59.4,0.20,0.20,0.00,0.82,6.73,2.04,1.22,7.96,Matches
410,Ferland Mendy\Ferland-Mendy,fr FRA,DF,es Real Madrid,24,1995,4.5,52.7,60.9,86.5,951.1,190.7,27.6,28.4,96.9,17.6,22.0,79.8,6.89,8.44,81.6,0.00,0.04,-0.04,0.89,0.89,1.11,0.67,0.89,Matches
411,Alex Meret\Alex-Meret,it ITA,GK,it Napoli,22,1997,6.0,24.0,30.0,80.0,712.0,441.8,6.83,6.83,100.0,7.83,7.83,100.0,9.17,15.2,60.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
412,Yassine Meriah\Yassine-Meriah,tn TUN,DF,gr Olympiacos,26,1993,6.0,39.8,47.0,84.8,929.0,264.8,9.50,11.0,86.4,20.2,22.5,89.6,10.2,13.5,75.3,0.00,0.00,0.00,0.00,1.33,0.00,0.00,1.17,Matches
413,Dries Mertens\Dries-Mertens,be BEL,FW,it Napoli,32,1987,6.5,21.5,32.6,66.0,413.5,106.6,10.3,12.0,85.9,6.62,9.23,71.7,3.54,8.62,41.1,0.15,0.12,0.03,1.69,2.15,1.08,0.00,3.23,Matches
414,Lionel Messi\Lionel-Messi,ar ARG,FW,es Barcelona,32,1987,7.4,42.6,54.1,78.8,762.7,229.2,21.4,25.5,83.6,15.1,17.4,86.8,5.68,8.92,63.6,0.41,0.39,0.01,2.03,5.27,3.38,0.14,7.84,Matches
415,Thomas Meunier\Thomas-Meunier,be BEL,DF,fr Paris S-G,27,1991,5.0,48.6,59.4,81.8,836.8,226.2,23.6,26.0,90.8,18.8,22.4,83.9,5.00,9.00,55.6,0.00,0.10,-0.10,0.80,2.20,0.80,0.20,3.40,Matches
416,Simon Mignolet\Simon-Mignolet,be BEL,GK,be Club Brugge,31,1988,6.0,23.3,32.5,71.8,779.3,490.3,2.67,2.67,100.0,10.5,10.5,100.0,10.2,19.3,52.6,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.17,Matches
417,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,it Napoli,25,1994,2.4,23.3,26.3,88.9,411.3,56.3,10.4,11.3,92.6,11.3,12.1,93.1,1.67,2.08,80.0,0.00,0.21,-0.21,0.83,1.67,0.83,0.00,1.67,Matches
418,Éder Militão\Eder-Militao,br BRA,DF,es Real Madrid,21,1998,3.0,52.0,59.3,87.6,1134.7,325.7,16.0,17.0,94.1,26.0,28.3,91.8,9.33,13.3,70.0,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.67,Matches
419,James Milner\James-Milner,eng ENG,MFDF,eng Liverpool,33,1986,4.6,74.1,89.8,82.6,1407.6,439.8,30.0,33.3,90.2,33.9,37.6,90.2,9.35,16.5,56.6,0.22,0.11,0.11,2.17,6.30,1.96,1.09,8.04,Matches
420,Nemanja Milunović\Nemanja-Milunovic,rs SRB,DF,rs Red Star,30,1989,6.0,36.0,43.7,82.4,828.2,295.7,10.3,11.3,91.2,16.5,19.7,83.9,8.83,11.8,74.6,0.00,0.00,0.00,0.00,2.33,0.17,0.00,3.50,Matches
421,Takumi Minamino\Takumi-Minamino,jp JPN,MF,at RB Salzburg,24,1995,5.6,29.1,37.5,77.6,457.7,152.3,16.4,18.8,87.6,7.86,10.0,78.6,3.39,5.89,57.6,0.54,0.39,0.14,1.96,4.11,1.79,0.36,4.82,Matches
422,Takumi Minamino\Takumi-Minamino,jp JPN,MF,eng Liverpool,24,1995,0.1,40.0,60.0,66.7,450.0,200.0,40.0,40.0,100.0,0.00,10.0,0.0,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
423,Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,MFFW,ru Loko Moscow,23,1995,4.0,29.0,38.5,75.3,494.8,138.0,13.8,15.8,87.3,9.25,11.5,80.4,4.00,6.75,59.3,0.00,0.25,-0.25,2.00,1.50,2.00,0.00,3.75,Matches
424,Anton Miranchuk\Anton-Miranchuk,ru RUS,MF,ru Loko Moscow,23,1995,1.0,21.0,32.0,65.6,313.0,131.0,9.00,14.0,64.3,8.00,10.0,80.0,1.00,2.00,50.0,0.00,0.10,-0.10,1.00,2.00,2.00,1.00,2.00,Matches
425,Matej Mitrović\Matej-Mitrovic,hr CRO,DF,be Club Brugge,25,1993,1.0,40.0,47.0,85.1,975.0,291.0,9.00,11.0,81.8,19.0,20.0,95.0,12.0,16.0,75.0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,Matches
426,Luka Modrić\Luka-Modric,hr CRO,MF,es Real Madrid,33,1985,4.3,63.0,72.3,87.1,1222.6,297.0,27.0,28.8,93.5,24.7,28.1,87.6,10.0,12.3,81.1,0.00,0.05,-0.05,0.93,6.74,1.40,0.00,5.35,Matches
427,Monchu\Monchu,es ESP,MF,es Barcelona,19,1999,0.1,40.0,40.0,100.0,1010.0,230.0,10.0,10.0,100.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
428,Emre Mor\Emre-Mor,tr TUR,FWMF,tr Galatasaray,22,1997,1.2,25.8,33.3,77.5,392.5,75.8,13.3,15.0,88.9,10.0,11.7,85.7,1.67,5.83,28.6,0.00,0.08,-0.08,1.67,1.67,0.00,0.00,1.67,Matches
429,Júnior Moraes\Junior-Moraes,ua UKR,FW,ua Shakhtar,32,1987,5.8,16.9,22.2,76.0,229.3,21.6,11.4,13.3,85.7,3.97,5.00,79.3,0.69,0.86,80.0,0.17,0.10,0.07,1.21,0.17,0.17,0.00,0.17,Matches
430,Álvaro Morata\Alvaro-Morata,es ESP,FW,es Atlético Madrid,26,1992,5.4,13.1,20.7,63.4,190.4,37.0,7.78,10.2,76.4,4.44,7.78,57.1,0.37,0.93,40.0,0.19,0.02,0.17,0.37,0.93,0.56,0.19,1.30,Matches
431,Nikola Moro\Nikola-Moro,hr CRO,MF,hr Dinamo Zagreb,21,1998,4.6,30.2,38.3,79.0,612.4,157.6,10.2,13.3,77.0,15.4,16.7,92.2,4.13,6.74,61.3,0.00,0.00,0.00,0.22,3.70,0.00,0.00,3.26,Matches
432,François Moubandje\Francois-Moubandje,ch SUI,DF,hr Dinamo Zagreb,29,1990,1.0,31.0,40.0,77.5,491.0,250.0,18.0,21.0,85.7,11.0,13.0,84.6,2.00,4.00,50.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,Matches
433,Mason Mount\Mason-Mount,eng ENG,MFFW,eng Chelsea,20,1999,5.0,22.8,31.8,71.7,346.6,100.6,14.6,17.4,83.9,4.40,7.20,61.1,2.40,4.20,57.1,0.00,0.08,-0.08,1.40,2.00,0.20,0.20,2.20,Matches
434,Lucas Moura\Lucas-Moura,br BRA,FWMF,eng Tottenham,26,1992,4.4,18.9,25.0,75.5,262.3,46.1,11.8,12.7,92.9,6.14,8.64,71.1,0.68,1.36,50.0,0.23,0.11,0.11,0.45,0.91,0.45,0.00,1.59,Matches
435,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,de RB Leipzig,21,1997,7.8,55.3,69.1,80.0,918.5,342.1,27.2,30.6,88.7,22.9,26.3,87.3,3.97,8.33,47.7,0.00,0.12,-0.12,1.03,3.72,1.54,1.03,5.51,Matches
436,Thomas Müller\Thomas-Muller,de GER,MFFW,de Bayern Munich,29,1989,7.9,31.5,42.2,74.8,541.6,123.4,14.9,18.7,79.7,12.4,15.9,77.8,3.04,4.68,64.9,0.38,0.38,0.00,3.16,2.66,2.15,0.13,4.81,Matches
437,Simone Muratore\Simone-Muratore,it ITA,MF,it Juventus,21,1998,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
438,Luis Muriel\Luis-Muriel,co COL,FW,it Atalanta,28,1991,2.4,24.6,31.7,77.6,343.3,76.3,15.8,19.2,82.6,6.25,7.92,78.9,1.25,2.08,60.0,0.00,0.25,-0.25,2.50,0.83,0.83,0.00,1.25,Matches
439,Fernando Muslera\Fernando-Muslera,uy URU,GK,tr Galatasaray,33,1986,6.0,25.5,44.7,57.1,971.3,734.8,2.50,2.50,100.0,9.83,10.0,98.3,13.0,32.0,40.6,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,Matches
440,Yvon Mvogo\Yvon-Mvogo,ch SUI,GK,de RB Leipzig,25,1994,0.3,26.7,33.3,80.0,516.7,273.3,3.33,3.33,100.0,20.0,20.0,100.0,3.33,10.0,33.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
441,Enoch Mwepu\Enoch-Mwepu,zm ZAM,MF,at RB Salzburg,21,1998,4.5,44.9,55.8,80.5,807.3,233.6,20.2,23.1,87.5,18.7,21.8,85.7,4.89,7.11,68.8,0.67,0.20,0.47,1.56,4.67,1.33,0.00,5.78,Matches
442,Joakim Mæhle\Joakim-Maehle,dk DEN,DF,be Genk,22,1997,6.0,34.2,46.0,74.3,607.2,178.8,16.7,19.2,87.0,13.3,17.5,76.2,3.67,7.17,51.2,0.00,0.03,-0.03,0.83,1.00,0.50,0.33,2.50,Matches
443,Nacho\Nacho,es ESP,DF,es Real Madrid,29,1990,0.5,58.0,70.0,82.9,822.0,346.0,38.0,42.0,90.5,18.0,22.0,81.8,2.00,6.00,33.3,0.00,0.00,0.00,0.00,0.00,2.00,0.00,10.0,Matches
444,Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,tr Galatasaray,32,1986,5.8,32.2,41.2,78.2,527.1,205.3,16.6,18.4,89.7,12.8,15.9,80.4,2.07,4.66,44.4,0.00,0.02,-0.02,0.34,1.72,0.52,0.34,3.28,Matches
