Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
241,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,de RB Leipzig,29,1990,9.7,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.46,0.00,0.00,,Matches
242,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,eng Manchester City,28,1990,9.0,0.00,0.00,0.00,0.67,0.89,0.11,0.78,1.11,0.89,0.00,0.00,0.00,9.67,0.78,0.22,77.8,Matches
243,Erling Haaland\Erling-Haaland,no NOR,FW,de Dortmund,19,2000,2.0,0.50,0.00,0.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,2.00,4.00,33.3,Matches
244,Erling Haaland\Erling-Haaland,no NOR,FW,at RB Salzburg,19,2000,4.1,0.24,0.00,0.00,1.71,0.24,0.49,0.98,0.49,0.24,0.00,0.00,0.00,4.88,1.22,1.95,38.5,Matches
245,Ianis Hagi\Ianis-Hagi,ro ROU,MF,be Genk,20,1998,1.6,0.00,0.00,0.00,0.63,1.88,0.00,4.38,0.63,1.25,0.00,0.00,0.00,6.88,0.63,1.25,33.3,Matches
246,Amadou Haidara\Amadou-Haidara,ml MLI,MFFW,de RB Leipzig,21,1998,3.0,1.00,0.00,0.00,2.33,0.33,0.00,0.00,0.67,3.33,0.00,0.00,0.00,14.0,1.67,1.67,50.0,Matches
247,Izet Hajrović\Izet-Hajrovic,ba BIH,MF,hr Dinamo Zagreb,27,1991,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,10.0,0.0,Matches
248,Achraf Hakimi\Achraf-Hakimi,ma MAR,DFFW,de Dortmund,20,1998,7.9,0.00,0.00,0.00,1.14,1.90,0.13,2.53,0.51,1.27,0.00,0.00,0.00,8.23,0.51,0.51,50.0,Matches
249,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,de RB Leipzig,27,1991,5.7,0.18,0.00,0.00,1.58,0.88,0.00,1.75,1.05,0.70,0.00,0.00,0.00,10.2,1.40,1.40,50.0,Matches
250,Samir Handanović\Samir-Handanovic,si SVN,GK,it Inter,35,1984,6.0,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,,Matches
251,Taylor Harwood-Bellis\Taylor-Harwood-Bellis,eng ENG,DF,eng Manchester City,17,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,100.0,Matches
252,Hans Hateboer\Hans-Hateboer,nl NED,DF,it Atalanta,25,1994,6.6,0.30,0.00,0.00,1.36,0.61,0.15,1.67,0.30,1.21,0.00,0.00,0.00,6.82,1.52,2.27,40.0,Matches
253,Kai Havertz\Kai-Havertz,de GER,MFFW,de Leverkusen,20,1999,4.8,0.00,0.00,0.00,0.42,1.25,0.21,0.83,0.00,0.42,0.00,0.00,0.00,6.67,1.25,2.92,30.0,Matches
254,Eden Hazard\Eden-Hazard,be BEL,FW,es Real Madrid,28,1991,5.0,0.20,0.00,0.00,0.40,3.20,0.20,1.60,0.00,0.60,0.00,0.00,0.00,4.40,0.20,0.80,20.0,Matches
255,Thorgan Hazard\Thorgan-Hazard,be BEL,FW,de Dortmund,26,1993,5.3,0.38,0.00,0.00,1.89,0.94,0.19,2.83,0.19,1.89,0.00,0.00,0.00,7.17,0.57,0.94,37.5,Matches
256,Hwang Hee-chan\Hwang-Hee-chan,kr KOR,FW,at RB Salzburg,23,1996,6.0,0.00,0.00,0.00,1.83,1.00,0.67,1.33,0.17,0.33,0.33,0.00,0.00,8.33,0.33,2.17,13.3,Matches
257,Jordan Henderson\Jordan-Henderson,eng ENG,MF,eng Liverpool,29,1990,5.7,0.00,0.00,0.00,1.05,0.53,0.00,1.93,0.70,0.88,0.00,0.00,0.00,13.2,0.70,1.05,40.0,Matches
258,Mario Hermoso\Mario-Hermoso,es ESP,DF,es Atlético Madrid,24,1995,3.9,0.26,0.00,0.00,1.54,1.03,0.00,0.00,1.54,0.26,0.00,0.00,0.00,8.21,1.54,0.51,75.0,Matches
259,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,de Bayern Munich,23,1996,1.7,0.00,0.00,0.00,1.18,0.00,0.00,4.12,0.59,1.76,0.00,0.00,0.00,13.5,0.59,0.59,50.0,Matches
260,Ander Herrera\Ander-Herrera,es ESP,MF,fr Paris S-G,29,1989,3.6,0.56,0.00,0.00,1.39,3.61,0.00,0.28,1.11,1.11,0.00,0.00,0.00,8.33,0.28,0.28,50.0,Matches
261,Héctor Herrera\Hector-Herrera,mx MEX,MF,es Atlético Madrid,29,1990,2.9,0.34,0.00,0.00,1.38,1.38,0.34,0.34,0.69,1.03,0.00,0.00,0.00,13.8,1.38,1.38,50.0,Matches
262,Son Heung-min\Son-Heung-min,kr KOR,FW,eng Tottenham,27,1992,4.1,0.00,0.00,0.00,0.98,0.98,0.73,1.71,0.73,0.24,0.00,0.00,0.00,5.12,0.24,0.73,25.0,Matches
263,Bryan Heynen\Bryan-Heynen,be BEL,MF,be Genk,22,1997,2.9,0.00,0.00,0.00,0.34,0.69,0.00,0.00,1.03,2.41,0.00,0.00,0.00,7.59,2.07,1.38,60.0,Matches
264,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,it Juventus,31,1987,5.7,0.00,0.00,0.00,0.18,0.88,0.35,0.53,0.00,0.18,0.00,0.00,0.00,3.51,0.18,1.05,14.3,Matches
265,David Hovorka\David-Hovorka,cz CZE,DF,cz Slavia Prague,25,1993,3.0,0.67,0.00,0.00,0.67,0.33,0.00,0.33,2.00,1.00,0.00,0.00,0.00,13.0,2.33,0.67,77.8,Matches
266,Benedikt Höwedes\Benedikt-Howedes,de GER,DF,ru Loko Moscow,31,1988,6.0,0.17,0.00,0.00,0.33,0.33,0.00,0.00,1.33,1.00,0.00,0.00,0.17,4.83,0.67,0.50,57.1,Matches
267,Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,de Leverkusen,29,1989,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17,0.00,0.00,,Matches
268,Patrik Hrošovský\Patrik-Hrosovsky,sk SVK,MF,be Genk,27,1992,4.6,0.00,0.00,0.00,0.22,0.65,0.00,0.87,1.30,1.09,0.00,0.00,0.00,11.1,0.43,0.65,40.0,Matches
269,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWMF,eng Chelsea,18,2000,2.9,0.00,0.00,0.00,1.72,1.38,1.03,1.72,0.34,0.34,0.00,0.00,0.00,4.83,0.34,0.69,33.3,Matches
270,Mats Hummels\Mats-Hummels,de GER,DF,de Dortmund,30,1988,8.0,0.25,0.00,0.00,0.63,0.13,0.25,0.00,3.13,1.63,0.00,0.13,0.00,10.9,1.50,0.63,70.6,Matches
271,Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,nl NED,FW,nl Ajax,35,1983,0.4,0.00,0.00,0.00,7.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,5.00,7.50,5.00,60.0,Matches
272,Josef Hušbauer\Josef-Husbauer,cz CZE,MF,cz Slavia Prague,29,1990,2.3,0.43,0.00,0.00,2.17,1.30,0.00,1.74,0.43,1.74,0.00,0.00,0.00,8.26,0.43,1.30,25.0,Matches
273,Roger Ibanez\Roger-Ibanez,br BRA,DF,it Atalanta,20,1998,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
274,Mauro Icardi\Mauro-Icardi,ar ARG,FW,fr Paris S-G,26,1993,5.3,0.19,0.00,0.00,0.57,1.51,0.57,0.19,0.00,0.19,0.00,0.00,0.00,2.83,0.94,2.08,31.3,Matches
275,Brian Idowu\Brian-Idowu,ng NGA,DF,ru Loko Moscow,27,1992,2.7,0.00,0.00,0.00,1.11,0.37,0.00,0.37,1.48,2.22,0.00,0.00,0.00,11.5,1.85,2.59,41.7,Matches
276,Vladislav Ignatyev\Vladislav-Ignatyev,ru RUS,DFMF,ru Loko Moscow,32,1987,4.9,0.41,0.00,0.00,1.22,0.61,0.00,0.41,1.02,2.24,0.00,0.00,0.00,8.78,1.02,2.24,31.3,Matches
277,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,fr Lille,21,1998,2.7,0.37,0.00,0.00,0.74,0.37,0.00,1.11,0.00,0.00,0.00,0.00,0.00,4.81,0.00,1.48,0.0,Matches
278,Josip Iličić\Josip-Ilicic,si SVN,FW,it Atalanta,31,1988,5.7,0.35,0.00,0.00,1.05,2.98,0.18,1.93,0.88,0.00,0.53,0.00,0.00,7.19,0.53,1.23,30.0,Matches
279,Selçuk İnan\Selcuk-Inan,tr TUR,MFFW,tr Galatasaray,34,1985,0.7,1.43,0.00,0.00,2.86,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,2.86,0.0,Matches
280,Lorenzo Insigne\Lorenzo-Insigne,it ITA,MFFW,it Napoli,28,1991,3.9,0.26,0.00,0.00,0.51,1.28,1.03,2.56,0.77,0.26,0.00,0.00,0.00,4.87,0.26,0.77,25.0,Matches
281,Isco\Isco,es ESP,MFFW,es Real Madrid,27,1992,3.0,0.00,0.00,0.00,0.00,1.67,0.00,0.33,1.33,1.00,0.00,0.00,0.00,6.33,0.00,1.00,0.0,Matches
282,Ismaily\Ismaily,br BRA,DF,ua Shakhtar,29,1990,6.0,0.00,0.00,0.00,0.50,1.00,0.00,1.67,1.00,3.33,0.00,0.00,0.00,11.3,1.50,1.50,50.0,Matches
283,Junya Ito\Junya-Ito,jp JPN,MFFW,be Genk,26,1993,4.9,0.20,0.00,0.00,0.61,1.84,1.22,2.24,0.61,1.22,0.00,0.00,0.00,7.35,0.82,1.02,44.4,Matches
284,Mirko Ivanić\Mirko-Ivanic,me MNE,MF,rs Red Star,25,1993,1.2,0.00,0.00,0.00,0.00,0.83,0.00,0.00,1.67,0.83,0.00,0.00,0.00,8.33,0.83,0.83,50.0,Matches
285,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,ru Zenit,35,1984,5.8,0.00,0.00,0.00,0.17,0.52,0.00,0.00,0.52,0.52,0.00,0.00,0.00,6.03,1.72,1.03,62.5,Matches
286,Luka Ivanušec\Luka-Ivanusec,hr CRO,MFDF,hr Dinamo Zagreb,20,1998,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,1.82,0.00,0.00,0.00,8.18,0.00,0.00,,Matches
287,Reece James\Reece-James,eng ENG,DF,eng Chelsea,19,1999,4.2,0.24,0.00,0.00,0.24,1.43,0.00,5.00,0.24,0.95,0.00,0.00,0.00,8.81,1.43,1.67,46.2,Matches
288,Jardel\Jardel,br BRA,DF,pt Benfica,33,1986,1.8,0.00,0.00,0.00,0.56,0.56,0.00,0.00,0.00,0.56,0.00,0.00,0.00,11.7,5.00,3.89,56.3,Matches
289,Gabriel Jesus\Gabriel-Jesus,br BRA,FWMF,eng Manchester City,22,1997,6.5,0.00,0.00,0.00,1.08,1.23,0.62,0.31,1.08,0.77,0.00,0.00,0.00,4.92,1.85,2.15,46.2,Matches
290,Frenkie de Jong\Frenkie-de-Jong,nl NED,MF,es Barcelona,22,1997,8.3,0.00,0.00,0.00,0.24,1.20,0.00,0.24,1.08,1.57,0.00,0.00,0.00,11.1,0.36,0.24,60.0,Matches
291,Siem de Jong\Siem-de-Jong,nl NED,MF,nl Ajax,30,1989,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,20.0,10.0,10.0,50.0,Matches
292,Jorginho\Jorginho,it ITA,MF,eng Chelsea,27,1991,6.8,0.44,0.00,0.00,1.62,0.74,0.00,0.00,1.18,1.18,0.00,0.15,0.00,13.4,0.74,0.88,45.5,Matches
293,Jota\Jota,pt POR,FW,pt Benfica,20,1999,0.7,1.43,0.00,0.00,2.86,1.43,0.00,2.86,0.00,0.00,,,0.00,,,,,Matches
294,Dušan Jovančić\Dusan-Jovancic,rs SRB,MF,rs Red Star,28,1990,2.0,0.00,0.00,0.00,2.00,2.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,13.5,2.00,1.00,66.7,Matches
295,Luka Jović\Luka-Jovic,rs SRB,FW,es Real Madrid,21,1997,1.3,0.00,0.00,0.00,1.54,0.77,0.00,0.00,0.00,1.54,0.00,0.00,0.00,2.31,5.38,6.92,43.8,Matches
296,Vinicius Júnior\Vinicius-Junior,br BRA,FW,es Real Madrid,19,2000,2.2,0.45,0.00,0.00,1.82,2.27,0.45,3.64,0.00,2.73,0.00,0.00,0.00,6.82,0.00,0.00,,Matches
297,Zlatko Junuzović\Zlatko-Junuzovic,at AUT,MF,at RB Salzburg,31,1987,5.6,0.18,0.00,0.00,1.79,1.25,0.00,1.07,1.79,1.07,0.00,0.00,0.00,12.3,1.07,0.36,75.0,Matches
298,Damian Kądzior\Damian-Kadzior,pl POL,MF,hr Dinamo Zagreb,27,1992,0.7,0.00,0.00,0.00,1.43,0.00,0.00,1.43,1.43,0.00,0.00,0.00,0.00,4.29,0.00,2.86,0.0,Matches
299,Kevin Kampl\Kevin-Kampl,si SVN,MF,de RB Leipzig,28,1990,3.2,0.31,0.00,0.00,2.19,0.94,0.00,0.31,0.63,1.56,0.00,0.00,0.00,8.75,0.63,0.94,40.0,Matches
300,Harry Kane\Harry-Kane,eng ENG,FW,eng Tottenham,26,1993,5.0,0.20,0.00,0.00,0.80,1.40,0.60,1.40,0.00,0.20,0.20,0.00,0.00,3.20,1.60,1.00,61.5,Matches
301,Lee Kangin\Lee-Kangin,kr KOR,MFFW,es Valencia,18,2001,1.4,0.71,0.00,0.00,4.29,3.57,0.00,0.71,0.00,1.43,0.00,0.00,0.00,5.71,0.00,0.71,0.0,Matches
302,N'Golo Kanté\NGolo-Kante,fr FRA,MF,eng Chelsea,28,1991,4.0,0.25,0.00,0.00,1.50,0.25,0.00,0.75,1.25,1.75,0.00,0.00,0.00,12.3,0.50,1.00,33.3,Matches
303,Vyacheslav Karavayev\Vyacheslav-Karavayev,ru RUS,DF,ru Zenit,24,1995,4.6,0.00,0.00,0.00,0.43,0.00,0.22,3.91,0.87,0.65,0.00,0.00,0.00,4.78,0.43,0.43,50.0,Matches
304,Thilo Kehrer\Thilo-Kehrer,de GER,DF,fr Paris S-G,22,1996,4.2,0.00,0.00,0.00,1.19,2.38,0.00,1.67,1.19,1.43,0.00,0.00,0.00,7.14,0.71,1.19,37.5,Matches
305,Naby Keïta\Naby-Keita,gn GUI,MFFW,eng Liverpool,24,1995,2.8,0.00,0.00,0.00,1.43,1.07,0.00,0.00,0.36,3.57,0.00,0.00,0.00,11.1,0.00,0.71,0.0,Matches
306,Mikhail Kerzhakov\Mikhail-Kerzhakov,ru RUS,GK,ru Zenit,32,1987,4.0,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,,Matches
307,Sami Khedira\Sami-Khedira,de GER,MF,it Juventus,32,1987,2.9,0.00,0.00,0.00,1.38,1.03,0.34,1.38,0.00,1.72,0.00,0.00,0.00,5.86,1.03,0.34,75.0,Matches
308,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,de Bayern Munich,24,1995,10.0,0.30,0.00,0.00,1.40,1.50,0.30,3.00,0.30,0.90,0.00,0.00,0.00,8.60,0.40,0.50,44.4,Matches
309,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,fr Paris S-G,23,1995,10.0,0.10,0.00,0.00,1.10,1.50,0.00,0.00,1.20,1.00,0.00,0.00,0.00,9.00,1.90,1.50,55.9,Matches
310,Simon Kjær\Simon-Kjaer,dk DEN,DF,it Atalanta,30,1989,1.0,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,15.0,8.00,3.00,72.7,Matches
311,Lukas Klostermann\Lukas-Klostermann,de GER,DF,de RB Leipzig,23,1996,9.0,0.11,0.00,0.00,0.56,0.00,0.11,0.89,1.00,0.44,0.00,0.11,0.00,12.9,1.56,1.00,60.9,Matches
312,Anton Kochenkov\Anton-Kochenkov,ru RUS,GK,ru Loko Moscow,32,1987,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,,Matches
313,Sekou Koita\Sekou-Koita,ml MLI,MF,at RB Salzburg,19,1999,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,Matches
314,Koke\Koke,es ESP,MF,es Atlético Madrid,27,1992,8.8,0.11,0.00,0.00,0.68,1.25,0.00,1.14,0.91,1.25,0.00,0.00,0.00,10.3,0.80,0.80,50.0,Matches
315,Ondřej Kolář\Ondrej-Kolar,cz CZE,GK,cz Slavia Prague,24,1994,6.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,0.00,0.00,,Matches
316,Aleksandr Kolomeytsev\Aleksandr-Kolomeytsev,ru RUS,MFFW,ru Loko Moscow,30,1989,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,10.0,0.0,Matches
317,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,de RB Leipzig,20,1999,1.2,0.00,0.00,0.00,2.50,3.33,0.00,0.00,1.67,1.67,0.00,0.00,0.00,13.3,1.67,0.00,100.0,Matches
318,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MFDF,es Valencia,26,1993,4.5,0.22,0.00,0.00,0.67,1.33,0.44,0.00,1.11,3.33,0.00,0.00,0.00,10.0,1.56,2.00,43.8,Matches
319,Youssouf Koné\Youssouf-Kone,ml MLI,DF,fr Lyon,24,1995,4.4,0.45,0.00,0.00,0.45,0.91,0.45,3.86,2.05,0.68,0.00,0.00,0.00,9.77,0.68,0.91,42.9,Matches
320,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,ua Shakhtar,29,1989,2.0,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,1.50,0.50,0.00,100.0,Matches
321,Odilon Kossonou\Odilon-Kossonou,ci CIV,DF,be Club Brugge,18,2001,2.0,0.50,0.00,0.00,1.00,0.50,0.00,0.50,1.00,0.50,0.00,0.00,0.00,13.0,0.50,0.50,50.0,Matches
322,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,MF,fr Paris S-G,17,2002,0.8,0.00,0.00,0.00,1.25,1.25,0.00,0.00,2.50,2.50,0.00,0.00,0.00,11.3,2.50,1.25,66.7,Matches
323,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,it Napoli,28,1991,7.0,0.29,0.00,0.00,1.14,0.71,0.00,0.00,1.29,1.29,0.00,0.29,0.00,10.1,2.57,0.86,75.0,Matches
324,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,eng Chelsea,25,1994,6.8,0.00,0.00,0.00,1.03,1.03,0.00,0.59,0.88,1.03,0.00,0.00,0.00,9.12,0.44,0.59,42.9,Matches
325,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,MF,ua Shakhtar,23,1996,3.7,0.00,0.00,0.00,0.27,2.43,0.00,0.81,0.27,0.81,0.00,0.00,0.00,6.22,0.27,0.54,33.3,Matches
326,Toni Kroos\Toni-Kroos,de GER,MF,es Real Madrid,29,1990,6.0,0.17,0.00,0.00,0.83,1.50,0.17,1.50,1.33,2.17,0.17,0.00,0.00,7.83,0.50,0.33,60.0,Matches
327,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,ru Loko Moscow,29,1990,5.9,0.34,0.00,0.00,1.19,2.71,0.17,0.17,1.02,1.02,0.00,0.00,0.00,6.44,1.86,1.36,57.9,Matches
328,Serhiy Kryvtsov\Serhiy-Kryvtsov,ua UKR,DF,ua Shakhtar,28,1991,6.0,0.17,0.00,0.00,0.33,1.00,0.00,0.17,0.50,0.50,0.00,0.17,0.00,5.67,1.00,1.00,50.0,Matches
329,Ondřej Kúdela\Ondrej-Kudela,cz CZE,DF,cz Slavia Prague,32,1987,6.0,0.33,0.00,0.00,0.83,0.33,0.17,0.17,1.00,0.17,0.00,0.00,0.00,10.5,1.83,1.00,64.7,Matches
330,Daniil Kulikov\Daniil-Kulikov,ru RUS,MF,ru Loko Moscow,21,1998,0.3,0.00,0.00,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.3,6.67,0.00,100.0,Matches
331,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,fr Paris S-G,26,1992,2.3,0.87,0.00,0.00,2.17,0.43,0.43,0.43,1.74,1.74,0.00,0.00,0.00,11.3,3.04,0.43,87.5,Matches
332,Daler Kuzyaev\Daler-Kuzyaev,ru RUS,MF,ru Zenit,26,1993,1.5,2.00,0.00,0.00,2.67,0.67,0.00,1.33,4.00,0.67,0.00,0.00,0.00,6.00,2.67,2.67,50.0,Matches
333,Solomon Kvirkvelia\Solomon-Kvirkvelia,ge GEO,DF,ru Loko Moscow,27,1992,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,2.00,3.00,40.0,Matches
334,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,FW,rs Red Star,28,1991,3.9,0.26,0.00,0.00,1.79,1.54,0.26,0.26,0.26,0.26,0.00,0.00,0.00,7.18,0.51,1.28,28.6,Matches
335,Zakaria Labyad\Zakaria-Labyad,ma MAR,FW,nl Ajax,26,1993,0.5,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00,2.00,2.00,2.00,50.0,Matches
336,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,de RB Leipzig,22,1997,7.9,0.25,0.00,0.00,2.91,1.14,0.00,1.27,0.51,3.29,0.13,0.00,0.00,13.2,0.89,1.52,36.8,Matches
337,Érik Lamela\Erik-Lamela,ar ARG,MFFW,eng Tottenham,27,1992,2.6,0.38,0.00,0.00,1.54,1.15,0.38,1.54,0.77,1.92,0.00,0.00,0.00,7.69,0.00,1.54,0.0,Matches
338,Noa Lang\Noa-Lang,nl NED,FW,nl Ajax,20,1999,1.4,0.00,0.00,0.00,0.00,1.43,0.71,1.43,2.14,2.86,0.00,0.00,0.00,3.57,0.00,2.14,0.0,Matches
339,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,eng Manchester City,25,1994,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.00,0.00,0.00,10.4,2.92,1.25,70.0,Matches
340,Valentino Lazaro\Valentino-Lazaro,at AUT,DF,it Inter,23,1996,1.2,0.00,0.00,0.00,0.00,0.83,0.83,4.17,0.83,0.83,0.00,0.00,0.00,7.50,0.83,0.83,50.0,Matches
341,Thomas Lemar\Thomas-Lemar,fr FRA,MF,es Atlético Madrid,23,1995,2.6,0.00,0.00,0.00,0.77,0.77,0.38,3.46,0.77,0.77,0.00,0.00,0.00,5.38,0.77,0.77,50.0,Matches
342,Mario Lemina\Mario-Lemina,ga GAB,MF,tr Galatasaray,25,1993,3.7,0.81,0.00,0.00,3.24,1.35,0.27,0.27,0.54,2.43,0.00,0.00,0.00,7.57,1.08,1.35,44.4,Matches
343,Clément Lenglet\Clement-Lenglet,fr FRA,DF,es Barcelona,24,1995,8.0,0.13,0.00,0.00,1.50,0.75,0.13,0.00,1.25,0.63,0.00,0.00,0.00,7.88,1.13,1.63,40.9,Matches
344,Marin Leovac\Marin-Leovac,hr CRO,DF,hr Dinamo Zagreb,30,1988,5.0,0.00,0.00,0.00,1.40,0.20,0.00,3.20,1.60,1.40,0.00,0.00,0.00,7.20,0.60,0.80,42.9,Matches
345,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,de Bayern Munich,30,1988,9.8,0.00,0.00,0.00,1.12,1.63,0.41,0.71,0.31,1.33,0.10,0.00,0.00,5.20,2.86,2.76,50.9,Matches
346,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,it Juventus,19,1999,6.0,0.00,0.00,0.00,1.17,0.50,0.17,0.00,0.83,0.33,0.00,0.00,0.00,9.17,3.33,2.17,60.6,Matches
347,Dominik Livaković\Dominik-Livakovic,hr CRO,GK,hr Dinamo Zagreb,24,1995,6.0,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,4.50,0.00,0.00,,Matches
348,Fernando Llorente\Fernando-Llorente,es ESP,FW,it Napoli,34,1985,1.0,2.00,0.00,0.00,5.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,13.0,6.00,68.4,Matches
349,Marcos Llorente\Marcos-Llorente,es ESP,MFFW,es Atlético Madrid,24,1995,2.3,0.00,0.00,0.00,0.43,0.87,0.87,0.00,0.43,0.43,0.00,0.00,0.00,5.65,0.00,0.43,0.0,Matches
350,Hugo Lloris\Hugo-Lloris,fr FRA,GK,eng Tottenham,32,1986,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,0.00,0.00,,Matches
351,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,eng Tottenham,23,1996,3.7,0.54,0.00,0.00,0.81,2.16,0.00,2.16,0.81,1.08,0.00,0.00,0.00,10.0,1.08,1.35,44.4,Matches
352,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,it Napoli,24,1994,0.5,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,2.00,0.00,100.0,Matches
353,Renan Lodi\Renan-Lodi,br BRA,DF,es Atlético Madrid,21,1998,8.4,0.24,0.00,0.00,2.02,2.14,0.24,3.33,1.07,2.62,0.00,0.00,0.00,8.21,0.60,1.07,35.7,Matches
354,Ademola Lookman\Ademola-Lookman,eng ENG,FW,de RB Leipzig,21,1997,0.8,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.00,2.50,0.0,Matches
355,Anthony Lopes\Anthony-Lopes,pt POR,GK,fr Lyon,28,1990,10.0,0.10,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,4.80,0.00,0.00,,Matches
356,Maximiliano Lovera\Maximiliano-Lovera,ar ARG,FWMF,gr Olympiacos,20,1999,1.1,0.00,0.00,0.00,1.82,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,3.64,0.00,1.82,0.0,Matches
357,Dejan Lovren\Dejan-Lovren,hr CRO,DF,eng Liverpool,30,1989,2.6,0.00,0.00,0.00,0.38,0.38,0.00,0.00,0.38,1.15,0.00,0.00,0.00,8.46,3.85,1.15,76.9,Matches
358,Hirving Lozano\Hirving-Lozano,mx MEX,FWMF,it Napoli,24,1995,4.6,0.22,0.00,0.00,1.09,1.30,1.52,1.30,0.22,0.65,0.00,0.00,0.00,4.13,0.22,2.17,9.1,Matches
359,Caio Lucas Fernandes\Caio-Lucas-Fernandes,br BRA,MF,pt Benfica,25,1994,0.4,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,10.0,0.00,2.50,0.0,Matches
360,Jean Lucas\Jean-Lucas,br BRA,MF,fr Lyon,21,1998,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
