Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
119,Maxwel Cornet\Maxwel-Cornet,ci CIV,DFMF,fr Lyon,22,1996,6.1,0.33,0.00,0.00,1.64,1.31,0.33,2.13,0.33,0.66,0.00,0.00,0.00,8.36,0.98,2.13,31.6,Matches
120,Carlos Coronel\Carlos-Coronel,br BRA,GK,at RB Salzburg,22,1996,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0.00,,Matches
121,Ángel Correa\Angel-Correa,ar ARG,MFFW,es Atlético Madrid,24,1995,4.9,0.41,0.00,0.00,2.24,1.02,0.20,0.82,1.63,1.22,0.00,0.00,0.00,5.92,0.20,1.02,16.7,Matches
122,Thierry Correia\Thierry-Correia,pt POR,DF,es Valencia,20,1999,0.2,0.00,0.00,0.00,0.00,0.00,0.00,10.0,5.00,5.00,0.00,0.00,0.00,5.00,5.00,0.00,100.0,Matches
123,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,30,1988,5.1,0.20,0.00,0.00,1.37,0.98,0.59,0.39,0.20,0.39,0.00,0.00,0.00,3.14,2.55,4.90,34.2,Matches
124,Douglas Costa\Douglas-Costa,br BRA,MF,it Juventus,28,1990,0.2,5.00,0.00,0.00,0.00,5.00,0.00,15.0,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
125,Jaume Costa\Jaume-Costa,es ESP,DF,es Valencia,31,1988,2.7,0.37,0.00,0.00,1.48,1.85,0.00,1.11,0.00,2.22,0.00,0.00,0.00,7.04,1.11,1.48,42.9,Matches
126,Gaëtan Coucke\Gaetan-Coucke,be BEL,GK,be Genk,20,1998,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.40,0.00,0.00,,Matches
127,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,cz Slavia Prague,26,1992,6.0,0.17,0.00,0.00,1.00,0.50,0.00,1.33,0.50,1.33,0.00,0.00,0.00,9.00,1.50,0.83,64.3,Matches
128,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,27,1992,6.5,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.38,0.00,0.00,,Matches
129,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,de Bayern Munich,27,1992,5.8,0.00,0.00,0.00,1.03,2.07,0.34,1.72,0.52,0.34,0.00,0.00,0.00,6.55,0.17,0.69,20.0,Matches
130,Juan Cuadrado\Juan-Cuadrado,co COL,DFFW,it Juventus,31,1988,5.5,0.73,0.00,0.00,1.45,3.45,0.00,2.36,1.45,0.73,0.00,0.00,0.00,7.82,1.09,0.36,75.0,Matches
131,Carlos Cuesta\Carlos-Cuesta,co COL,DFMF,be Genk,20,1999,4.0,0.00,0.00,0.00,0.75,0.00,0.00,0.00,2.00,0.75,0.00,0.00,0.00,7.25,2.25,0.75,75.0,Matches
132,Matheus Cunha\Matheus-Cunha,br BRA,FW,de RB Leipzig,20,1999,0.9,0.00,0.00,0.00,5.56,0.00,1.11,0.00,1.11,1.11,0.00,0.00,0.00,6.67,0.00,2.22,0.0,Matches
133,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,30,1988,2.0,0.00,0.00,0.00,3.00,1.00,0.50,1.00,1.50,3.00,0.00,0.00,0.00,7.00,2.50,0.00,100.0,Matches
134,Jacopo Da Riva\Jacopo-Da-Riva,it ITA,FW,it Atalanta,18,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.0,Matches
135,Colin Dagba\Colin-Dagba,fr FRA,DF,fr Paris S-G,20,1998,1.0,0.00,0.00,0.00,0.00,0.00,1.00,4.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,,Matches
136,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MFFW,de Dortmund,23,1996,0.3,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,13.3,3.33,0.00,100.0,Matches
137,Patson Daka\Patson-Daka,zm ZAM,FW,at RB Salzburg,20,1998,2.7,0.00,0.00,0.00,2.96,0.74,1.48,0.74,0.37,1.48,0.00,0.00,0.00,6.67,2.59,4.81,35.0,Matches
138,Danilo\Danilo,br BRA,DF,it Juventus,28,1991,5.2,0.00,0.00,0.00,0.77,0.77,0.00,1.92,0.77,0.77,0.00,0.00,0.00,9.04,1.73,0.77,69.2,Matches
139,Alphonso Davies\Alphonso-Davies,ca CAN,DF,de Bayern Munich,18,2000,7.9,0.25,0.00,0.00,0.76,1.14,0.25,2.41,0.63,1.65,0.00,0.00,0.00,12.4,0.89,0.38,70.0,Matches
140,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,26,1993,3.0,0.33,0.00,0.00,0.67,0.33,0.00,1.33,1.00,0.00,0.00,0.33,0.00,8.67,0.67,0.33,66.7,Matches
141,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,28,1991,6.3,0.16,0.00,0.00,1.27,1.43,0.16,4.29,0.48,1.11,0.00,0.00,0.00,7.30,0.79,0.48,62.5,Matches
142,Charles De Ketelaere\Charles-De-Ketelaere,be BEL,MFFW,be Club Brugge,18,2001,1.4,0.71,0.00,0.00,6.43,1.43,0.71,1.43,0.71,0.71,0.00,0.00,0.00,10.7,2.14,0.71,75.0,Matches
143,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,26,1992,2.0,0.00,0.00,0.00,1.00,1.00,0.00,1.50,1.00,1.00,0.00,0.00,0.00,10.0,2.00,1.00,66.7,Matches
144,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,25,1994,6.0,0.33,0.00,0.00,0.67,0.33,0.00,0.17,1.17,0.83,0.00,0.17,0.00,8.17,1.17,0.67,63.6,Matches
145,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,27,1991,2.7,0.37,0.00,0.00,1.48,1.11,0.00,0.37,1.11,1.48,0.00,0.00,0.00,10.7,0.74,0.74,50.0,Matches
146,Simon Deli\Simon-Deli,ci CIV,DF,be Club Brugge,27,1991,6.0,0.00,0.00,0.00,1.17,0.33,0.00,0.00,1.50,0.83,0.00,0.00,0.00,12.0,2.50,0.83,75.0,Matches
147,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,23,1996,6.9,0.14,0.00,0.00,2.17,0.87,0.87,0.29,0.43,0.72,0.00,0.00,0.00,4.35,2.75,5.07,35.2,Matches
148,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,22,1997,1.5,0.67,0.00,0.00,1.33,0.67,0.67,1.33,0.00,0.00,0.00,0.00,0.00,8.67,0.00,1.33,0.0,Matches
149,Merih Demiral\Merih-Demiral,tr TUR,DF,it Juventus,21,1998,1.0,0.00,0.00,0.00,1.00,3.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,13.0,1.00,1.00,50.0,Matches
150,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Leverkusen,26,1993,4.1,0.00,0.00,0.00,1.95,1.22,0.00,1.95,0.73,2.44,0.00,0.00,0.00,11.7,0.49,0.73,40.0,Matches
151,Diego Demme\Diego-Demme,de GER,MF,it Napoli,27,1991,1.4,0.00,0.00,0.00,0.71,1.43,0.00,0.00,0.71,0.00,0.00,0.00,0.00,10.7,0.00,0.00,,Matches
152,Diego Demme\Diego-Demme,de GER,MF,de RB Leipzig,27,1991,4.1,0.00,0.00,0.00,0.98,1.46,0.00,0.73,0.98,2.44,0.00,0.00,0.00,10.2,1.71,0.98,63.6,Matches
153,Jason Denayer\Jason-Denayer,be BEL,DFMF,fr Lyon,24,1995,8.7,0.00,0.00,0.00,0.57,0.23,0.00,0.11,0.80,0.57,0.00,0.00,0.00,8.97,0.80,1.03,43.8,Matches
154,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FWMF,be Club Brugge,21,1997,5.0,0.00,0.00,0.00,2.60,1.40,1.00,2.60,1.00,1.60,0.00,0.00,0.00,5.80,1.40,3.20,30.4,Matches
155,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,30,1989,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,10.0,0.0,Matches
156,Memphis Depay\Memphis-Depay,nl NED,FWMF,fr Lyon,25,1994,6.6,0.15,0.00,0.00,0.91,2.27,0.76,2.42,0.15,0.15,0.15,0.15,0.00,4.39,0.30,1.52,16.7,Matches
157,Sergiño Dest\Sergino-Dest,us USA,DF,nl Ajax,18,2000,4.5,0.00,0.00,0.00,1.11,0.89,0.00,2.22,0.22,1.56,0.00,0.00,0.00,8.67,0.67,0.67,50.0,Matches
158,Sébastien Dewaest\Sebastien-Dewaest,be BEL,DF,be Genk,28,1991,4.0,0.00,0.00,0.00,0.25,0.50,0.00,0.00,1.00,0.50,0.00,0.00,0.00,10.0,2.25,1.25,64.3,Matches
159,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DFMF,it Napoli,25,1993,8.0,0.00,0.00,0.00,0.88,1.75,0.00,1.13,0.50,1.63,0.00,0.00,0.00,7.88,1.63,1.38,54.2,Matches
160,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,31,1988,8.3,0.36,0.00,0.00,0.36,1.81,0.72,2.89,0.24,0.84,0.00,0.00,0.00,5.30,0.00,0.72,0.0,Matches
161,Moussa Diaby\Moussa-Diaby,fr FRA,MFFW,de Leverkusen,20,1999,2.0,0.00,0.00,0.00,1.50,2.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,,Matches
162,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,be Club Brugge,27,1991,0.5,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,4.00,6.00,40.0,Matches
163,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,22,1996,3.4,0.88,0.29,0.29,1.47,0.88,0.00,0.29,0.59,0.88,0.00,0.59,0.00,9.12,1.47,0.59,71.4,Matches
164,Abdou Diallo\Abdou-Diallo,fr FRA,DF,fr Paris S-G,23,1996,1.2,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,7.50,0.83,0.00,100.0,Matches
165,Rúben Dias\Ruben-Dias,pt POR,DF,pt Benfica,22,1997,6.0,0.17,0.00,0.00,1.00,1.17,0.00,0.17,0.17,1.17,0.00,0.17,0.17,9.33,2.67,1.83,59.3,Matches
166,Krepin Diatta\Krepin-Diatta,sn SEN,DFMF,be Club Brugge,20,1999,4.8,0.42,0.21,0.21,1.67,0.21,0.63,2.71,1.67,1.04,0.00,0.00,0.00,6.46,1.46,0.42,77.8,Matches
167,Brahim Díaz\Brahim-Diaz,es ESP,FW,es Real Madrid,19,1999,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,15.0,0.00,5.00,0.0,Matches
168,Eric Dier\Eric-Dier,eng ENG,DFMF,eng Tottenham,25,1994,3.5,0.29,0.00,0.00,1.14,0.86,0.00,0.00,1.14,0.29,0.00,0.00,0.00,14.3,1.43,2.29,38.5,Matches
169,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,28,1991,8.3,0.00,0.00,0.00,0.24,1.33,0.00,0.00,0.84,0.84,0.00,0.00,0.00,13.7,3.73,1.33,73.8,Matches
170,Emir Dilaver\Emir-Dilaver,at AUT,DF,hr Dinamo Zagreb,28,1991,6.0,0.33,0.00,0.00,0.67,1.00,0.00,0.00,0.67,1.00,0.00,0.00,0.00,11.3,1.67,1.17,58.8,Matches
171,Tiago Djaló\Tiago-Djalo,pt POR,DF,fr Lille,19,2000,3.0,0.33,0.00,0.00,0.33,1.33,0.00,0.33,0.33,1.67,0.00,0.00,0.00,8.00,1.00,1.00,50.0,Matches
172,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,it Atalanta,26,1993,5.7,0.53,0.00,0.00,1.23,0.00,0.18,0.18,1.58,0.88,0.00,0.00,0.00,6.14,2.98,1.05,73.9,Matches
173,Dodô\Dodo,br BRA,DF,ua Shakhtar,20,1998,3.1,0.32,0.32,0.00,0.97,0.97,0.00,0.97,0.65,0.65,0.00,0.00,0.00,7.74,0.65,0.00,100.0,Matches
174,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,28,1990,2.0,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00,,Matches
175,Ryan Donk\Ryan-Donk,sr SUR,DF,tr Galatasaray,33,1986,4.0,0.25,0.00,0.00,1.25,0.00,0.00,0.00,1.50,1.25,0.00,0.25,0.00,7.00,2.25,0.50,81.8,Matches
176,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,fr Lille,21,1997,6.0,0.33,0.00,0.00,2.00,0.50,0.17,0.00,2.00,1.50,0.00,0.00,0.00,9.00,2.33,1.17,66.7,Matches
177,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,de Leverkusen,28,1991,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,9.00,1.00,1.00,50.0,Matches
178,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,25,1993,0.8,0.00,0.00,0.00,2.50,1.25,0.00,0.00,1.25,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
179,Sebastián Driussi\Sebastian-Driussi,ar ARG,MF,ru Zenit,23,1996,4.0,0.00,0.00,0.00,0.50,1.50,0.00,2.25,0.50,2.50,0.00,0.00,0.00,12.5,1.25,1.00,55.6,Matches
180,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,24,1994,8.4,0.36,0.00,0.00,1.19,0.48,0.00,3.33,0.48,1.31,0.00,0.00,0.00,8.45,1.07,0.36,75.0,Matches
181,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,25,1993,3.5,0.00,0.00,0.00,0.29,2.86,0.29,3.14,0.57,0.29,0.00,0.00,0.00,4.29,0.29,0.57,33.3,Matches
182,Artem Dzyuba\Artem-Dzyuba,ru RUS,FW,ru Zenit,30,1988,6.0,0.17,0.00,0.00,1.67,1.00,1.00,0.50,0.33,0.50,0.00,0.00,0.00,4.50,7.33,7.00,51.2,Matches
183,Éder\Eder,pt POR,FW,ru Loko Moscow,31,1987,3.8,0.00,0.00,0.00,0.79,2.89,0.79,0.53,0.53,1.05,0.00,0.00,0.00,5.00,2.37,7.37,24.3,Matches
184,Ederson\Ederson,br BRA,GK,eng Manchester City,25,1993,7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.27,0.00,0.00,,Matches
185,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
186,Omar Elabdellaoui\Omar-Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,5.1,0.00,0.00,0.00,0.59,0.20,0.20,1.76,0.98,1.18,0.00,0.00,0.00,7.06,2.35,0.59,80.0,Matches
187,Elif Elmas\Elif-Elmas,mk MKD,MF,it Napoli,19,1999,1.2,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,13.3,0.00,0.83,0.0,Matches
188,Christian Eriksen\Christian-Eriksen,dk DEN,MF,eng Tottenham,27,1992,3.3,0.00,0.00,0.00,0.30,0.91,0.00,2.42,0.30,0.91,0.00,0.00,0.00,7.58,0.30,0.30,50.0,Matches
189,Aleksandr Erokhin\Aleksandr-Erokhin,ru RUS,MF,ru Zenit,29,1989,1.8,1.11,0.00,0.00,3.33,0.56,0.00,2.22,1.11,0.00,0.00,0.00,0.00,6.67,2.78,0.00,100.0,Matches
190,Sebastiano Esposito\Sebastiano-Esposito,it ITA,FWMF,it Inter,17,2002,0.6,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,1.67,0.00,0.00,6.67,0.00,3.33,0.0,Matches
191,Fabinho\Fabinho,br BRA,MF,eng Liverpool,25,1993,5.4,0.19,0.00,0.00,1.48,0.93,0.00,0.19,1.11,2.78,0.00,0.00,0.00,13.9,2.04,2.04,50.0,Matches
192,Malachi Fagan-Walcott\Malachi-Fagan-Walcott,eng ENG,DF,eng Tottenham,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
193,Radamel Falcao\Radamel-Falcao,co COL,FW,tr Galatasaray,33,1986,2.3,0.43,0.00,0.00,1.74,3.48,0.87,0.87,0.43,1.30,0.00,0.00,0.00,3.48,2.17,6.09,26.3,Matches
194,Patrick Farkas\Patrick-Farkas,at AUT,DF,at RB Salzburg,26,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,Matches
195,Ansu Fati\Ansu-Fati,es ESP,FW,es Barcelona,16,2002,1.3,0.00,0.00,0.00,1.54,3.08,0.77,2.31,0.00,0.00,0.00,0.00,0.00,6.92,0.00,1.54,0.0,Matches
196,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,FW,tr Galatasaray,29,1989,3.8,0.00,0.00,0.00,0.79,1.32,0.26,2.11,1.05,0.26,0.00,0.00,0.00,6.58,0.00,2.11,0.0,Matches
197,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,30,1988,1.7,0.00,0.00,0.00,1.76,1.18,0.00,0.00,1.18,1.76,0.00,0.00,0.00,10.6,0.00,0.00,,Matches
198,Felipe\Felipe,br BRA,DF,es Atlético Madrid,30,1989,7.3,0.14,0.00,0.00,1.51,0.96,0.00,0.00,1.23,1.23,0.00,0.00,0.00,7.81,2.47,1.23,66.7,Matches
199,João Félix\Joao-Felix,pt POR,FWMF,es Atlético Madrid,19,1999,4.7,0.00,0.00,0.00,0.43,3.19,0.43,0.43,0.43,0.21,0.43,0.00,0.00,5.32,1.06,2.55,29.4,Matches
200,Gedson Fernandes\Gedson-Fernandes,pt POR,MFFW,pt Benfica,20,1999,1.5,0.67,0.00,0.00,2.67,1.33,1.33,1.33,0.00,2.00,0.00,0.00,0.00,10.0,0.00,0.67,0.0,Matches
201,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,eng Tottenham,20,1999,0.8,0.00,0.00,0.00,1.25,3.75,0.00,3.75,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,,Matches
202,Fernandinho\Fernandinho,br BRA,DF,eng Manchester City,34,1985,7.3,0.55,0.00,0.00,2.47,0.27,0.00,0.14,1.37,1.51,0.00,0.14,0.00,7.53,1.51,1.51,50.0,Matches
203,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,eng Liverpool,27,1991,7.0,0.00,0.00,0.00,0.57,0.29,0.43,0.14,0.14,1.43,0.00,0.00,0.00,6.86,0.86,2.43,26.1,Matches
204,Junior Firpo\Junior-Firpo,es ESP,DF,es Barcelona,22,1996,3.0,0.33,0.00,0.00,1.67,1.33,0.00,0.67,1.00,1.00,0.00,0.00,0.00,7.67,1.33,0.67,66.7,Matches
205,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,es Valencia,28,1991,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
206,Phil Foden\Phil-Foden,eng ENG,MFFW,eng Manchester City,19,2000,2.8,0.71,0.36,0.36,1.07,0.71,0.00,1.07,0.36,2.14,0.00,0.00,0.00,6.79,0.36,1.43,20.0,Matches
207,José Fonte\Jose-Fonte,pt POR,DF,fr Lille,35,1983,4.0,0.25,0.00,0.00,0.75,0.25,0.00,0.25,0.00,0.50,0.00,0.00,0.00,9.25,2.25,0.50,81.8,Matches
208,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,de RB Leipzig,27,1991,5.8,0.00,0.00,0.00,0.86,0.86,0.17,1.03,0.00,0.86,0.00,0.00,0.00,6.72,0.34,1.55,18.2,Matches
209,Juan Foyth\Juan-Foyth,ar ARG,DF,eng Tottenham,21,1998,2.2,0.00,0.00,0.00,0.91,0.91,0.00,0.45,1.36,1.36,0.00,0.00,0.00,6.36,1.36,0.00,100.0,Matches
210,Remo Freuler\Remo-Freuler,ch SUI,MF,it Atalanta,27,1992,7.4,0.41,0.00,0.00,2.57,0.95,0.00,0.14,0.68,1.49,0.00,0.00,0.00,9.46,0.95,0.68,58.3,Matches
211,Michal Frydrych\Michal-Frydrych,cz CZE,DF,cz Slavia Prague,29,1990,1.9,0.00,0.00,0.00,1.05,0.00,0.00,0.00,2.11,0.53,0.00,0.00,0.00,10.0,5.26,2.11,71.4,Matches
212,Gabriel\Gabriel,br BRA,MF,pt Benfica,25,1993,4.9,0.41,0.00,0.00,2.45,0.82,0.00,0.61,2.04,2.04,0.00,0.00,0.00,12.4,2.04,1.43,58.8,Matches
213,Gianluca Gaetano\Gianluca-Gaetano,it ITA,MF,it Napoli,19,2000,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
214,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,it Inter,25,1994,2.4,0.00,0.00,0.00,1.67,0.83,0.00,0.42,1.67,2.50,0.00,0.00,0.00,7.08,1.25,0.42,75.0,Matches
215,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,es Valencia,32,1987,3.5,0.00,0.00,0.00,1.14,0.57,0.57,0.86,0.00,0.00,0.00,0.00,0.00,4.57,1.43,2.00,41.7,Matches
216,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,fr Paris S-G,29,1989,6.3,0.16,0.00,0.00,2.54,1.90,0.00,0.16,0.95,1.27,0.00,0.00,0.00,8.57,0.16,0.32,33.3,Matches
217,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,es Valencia,32,1986,4.0,0.75,0.00,0.00,0.50,0.75,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.25,1.75,2.00,46.7,Matches
218,Eric García\Eric-Garcia,es ESP,DF,eng Manchester City,18,2001,2.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,8.50,1.50,1.00,60.0,Matches
219,Mateo García\Mateo-Garcia,ar ARG,FWMF,rs Red Star,22,1996,5.4,0.00,0.00,0.00,0.56,1.11,0.00,0.00,1.85,2.96,0.00,0.00,0.00,6.67,0.19,1.30,12.5,Matches
220,Mario Gavranović\Mario-Gavranovic,ch SUI,FW,hr Dinamo Zagreb,29,1989,0.9,0.00,0.00,0.00,2.22,1.11,1.11,0.00,0.00,0.00,1.11,0.00,0.00,4.44,2.22,2.22,50.0,Matches
221,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,eng Tottenham,27,1992,4.0,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,0.00,0.00,,Matches
222,Olivier Giroud\Olivier-Giroud,fr FRA,FW,eng Chelsea,32,1986,1.0,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,4.00,42.9,Matches
223,Serge Gnabry\Serge-Gnabry,de GER,FW,de Bayern Munich,24,1995,8.5,0.24,0.00,0.00,1.29,1.29,0.24,3.53,0.59,2.59,0.00,0.00,0.00,7.06,0.24,1.06,18.2,Matches
224,Marko Gobeljić\Marko-Gobeljic,rs SRB,DF,rs Red Star,26,1992,5.5,0.00,0.00,0.00,1.09,0.55,0.36,1.82,0.73,1.64,0.00,0.00,0.00,8.36,1.09,0.55,66.7,Matches
225,Diego Godín\Diego-Godin,uy URU,DF,it Inter,33,1986,5.0,0.40,0.00,0.00,1.00,0.80,0.00,0.00,2.00,1.40,0.00,0.00,0.00,9.80,2.40,0.20,92.3,Matches
226,Amer Gojak\Amer-Gojak,ba BIH,MF,hr Dinamo Zagreb,22,1997,1.9,0.00,0.00,0.00,1.58,0.00,0.00,0.00,0.00,4.21,0.00,0.00,0.00,10.0,0.53,1.05,33.3,Matches
227,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,it Atalanta,24,1995,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.57,0.00,0.00,,Matches
228,Joe Gomez\Joe-Gomez,eng ENG,DF,eng Liverpool,22,1997,5.7,0.35,0.00,0.00,2.63,1.58,0.00,1.05,2.11,1.58,0.00,0.00,0.00,14.7,4.39,2.46,64.1,Matches
229,Maxi Gómez\Maxi-Gomez,uy URU,FW,es Valencia,22,1996,4.7,0.21,0.00,0.00,1.91,2.34,0.85,0.43,0.00,0.00,0.00,0.00,0.00,3.19,2.98,4.47,40.0,Matches
230,Papu Gómez\Papu-Gomez,ar ARG,FWMF,it Atalanta,31,1988,7.9,0.00,0.00,0.00,0.25,2.15,0.38,2.91,1.01,0.63,0.00,0.00,0.00,6.71,0.00,0.76,0.0,Matches
231,Leon Goretzka\Leon-Goretzka,de GER,MF,de Bayern Munich,24,1995,5.8,0.00,0.00,0.00,2.24,0.52,0.17,0.34,1.38,1.03,0.00,0.00,0.00,9.83,1.55,1.55,50.0,Matches
232,Robin Gosens\Robin-Gosens,de GER,DF,it Atalanta,25,1994,7.3,0.14,0.00,0.00,0.96,1.64,0.00,2.05,1.92,1.78,0.00,0.00,0.00,9.73,2.74,0.96,74.1,Matches
233,Mario Götze\Mario-Gotze,de GER,FW,de Dortmund,27,1992,0.8,0.00,0.00,0.00,2.50,0.00,1.25,2.50,0.00,2.50,0.00,0.00,0.00,7.50,0.00,3.75,0.0,Matches
234,Amine Gouiri\Amine-Gouiri,fr FRA,FW,fr Lyon,19,2000,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
235,Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,es Barcelona,28,1991,7.3,0.27,0.00,0.00,1.23,0.68,0.14,1.10,0.82,0.68,0.00,0.00,0.00,3.70,0.14,1.10,11.1,Matches
236,Álex Grimaldo\Alex-Grimaldo,es ESP,DF,pt Benfica,23,1995,6.0,0.00,0.00,0.00,0.33,1.00,0.00,3.17,0.33,0.83,0.00,0.00,0.00,7.83,0.67,0.67,50.0,Matches
237,Gonçalo Guedes\Goncalo-Guedes,pt POR,FWMF,es Valencia,22,1996,2.2,0.00,0.00,0.00,0.45,5.45,0.00,1.36,0.45,0.91,0.45,0.00,0.00,5.45,0.00,1.36,0.0,Matches
238,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,de Dortmund,25,1993,6.1,0.16,0.00,0.00,0.98,0.16,0.00,1.48,0.82,0.33,0.00,0.00,0.00,8.20,0.82,1.15,41.7,Matches
239,Guilherme\Guilherme,br BRA,MF,gr Olympiacos,28,1991,5.0,0.40,0.00,0.00,1.20,2.00,0.20,0.20,0.40,1.00,0.00,0.20,0.00,8.20,0.80,1.00,44.4,Matches
240,Bruno Guimarães\Bruno-Guimaraes,br BRA,MF,fr Lyon,21,1997,3.3,0.00,0.00,0.00,0.30,0.91,0.00,0.00,0.30,1.52,0.00,0.00,0.00,8.48,0.30,0.30,50.0,Matches
