Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
802,Axel Witsel\Axel-Witsel,be BEL,MF,de Dortmund,30,1989,7,610,87,84.7,6.8,1.03,87,0.88,0.00,,0.00,1.43,1.18,1.47,-0.29,-0.30,-1.11,1.35,1.41,-0.04,-0.05,-0.43,Matches
803,Maximilian Wöber\Maximilian-Wober,at AUT,DF,at RB Salzburg,21,1998,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,1.17,2.67,2.17,0.50,+0.50,,2.05,1.90,0.15,+0.15,,Matches
804,Hannes Wolf\Hannes-Wolf,at AUT,FWMF,de RB Leipzig,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
805,Joscha Wosz\Joscha-Wosz,de GER,MF,de RB Leipzig,17,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
806,Dries Wouters\Dries-Wouters,be BEL,DFMF,be Genk,22,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
807,Xeka\Xeka,pt POR,MFFW,fr Lille,24,1994,3,120,40,22.2,1.3,0.77,90,0.77,1.54,15,2.31,0.00,0.77,2.31,-1.54,-1.50,+0.21,0.62,2.00,-1.38,-1.38,-1.29,Matches
808,Giorgos Xenitidis\Giorgos-Xenitidis,gr GRE,MF,gr Olympiacos,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
809,Erencan Yardimci\Erencan-Yardimci,tr TUR,MF,tr Galatasaray,17,2002,1,1,1,0.2,0.0,0,,0,1,1,1,1.00,0,0,0,0.00,+2.17,0.0,0.0,0.0,0.00,+2.15,Matches
810,Yusuf Yazıcı\Yusuf-Yazici,tr TUR,FWMF,fr Lille,22,1997,6,371,62,68.7,4.1,0.98,79,0.24,0.49,29,0.00,0.17,0.49,1.71,-1.22,-1.21,+1.45,1.15,1.61,-0.46,-0.46,-0.27,Matches
811,Amin Younes\Amin-Younes,de GER,FW,it Napoli,25,1993,1,6,6,0.8,0.1,0.00,,0.00,10.0,6,20.0,1.00,0.00,0.00,0.00,0.00,-0.63,0.00,1.00,-1.00,-0.82,-1.26,Matches
812,Abdulla Yusuf Helal\Abdulla-Yusuf-Helal,bh BHR,FW,cz Slavia Prague,26,1993,2,38,19,7.0,0.4,0.00,,0.00,5.00,19,5.00,1.33,0.00,2.50,-2.50,-2.37,-1.47,1.50,1.50,0.25,+0.15,+0.84,Matches
813,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,de Dortmund,20,1999,5,286,57,39.7,3.2,0.94,90,0.94,0.63,8,0.94,1.80,1.56,1.25,0.31,+0.31,+0.73,1.22,1.31,-0.09,-0.09,-0.17,Matches
814,Danijel Zagorac\Danijel-Zagorac,hr CRO,GK,hr Dinamo Zagreb,32,1987,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
815,Duván Zapata\Duvan-Zapata,co COL,FW,it Atalanta,28,1991,5,323,65,39.9,3.6,0.83,87,0.56,0.56,31,0.00,1.20,1.11,2.22,-1.11,-1.11,-1.67,1.50,1.92,-0.42,-0.41,-0.71,Matches
816,Jaroslav Zelený\Jaroslav-Zeleny,cz CZE,MFFW,cz Slavia Prague,26,1992,4,112,28,20.7,1.2,0.83,45,0.00,2.50,22,0.00,0.25,0.83,4.17,-3.33,-3.21,-2.79,1.92,3.00,-1.08,-1.04,-0.53,Matches
817,Rifat Zhemaletdinov\Rifat-Zhemaletdinov,ru RUS,MFFW,ru Loko Moscow,22,1996,5,356,71,65.9,4.0,1.25,71,0.50,0.00,,0.00,0.60,0.75,1.50,-0.75,-0.76,+1.20,1.00,1.82,-0.82,-0.82,+1.01,Matches
818,Yuri Zhirkov\Yuri-Zhirkov,ru RUS,DFMF,ru Zenit,35,1983,2,73,37,13.5,0.8,1.25,63,0.00,1.25,10,3.75,2.00,2.50,1.25,1.25,+1.23,+1.81,1.38,1.50,-0.25,-0.23,+0.14,Matches
819,Dmitri Zhivoglyadov\Dmitri-Zhivoglyadov,ru RUS,DFMF,ru Loko Moscow,25,1994,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
820,Piotr Zieliński\Piotr-Zielinski,pl POL,MF,it Napoli,25,1994,7,519,74,72.1,5.8,1.03,82,0.52,0.17,25,0.17,1.71,2.07,1.38,0.69,+0.69,+0.25,1.55,1.26,0.29,+0.30,-0.48,Matches
821,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DFMF,eng Manchester City,22,1996,2,115,58,14.2,1.3,0.77,90,0.77,0.77,25,1.54,3.00,3.08,0.00,3.08,+3.13,+2.09,3.00,0.69,2.38,+2.40,+0.76,Matches
822,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,de Bayern Munich,18,2001,1,5,5,0.5,0.1,0.00,,0.00,10.0,5,40.0,3.00,0.00,0.00,0.00,0.00,-3.20,2.00,6.00,-4.00,-7.72,-9.76,Matches
823,Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,nl Ajax,26,1993,6,495,83,91.7,5.5,1.09,83,0.36,0.00,,0.00,1.80,2.18,0.91,1.27,+1.27,+3.27,1.15,1.78,-0.62,-0.63,+1.40,Matches
824,Ivan Zlobin\Ivan-Zlobin,ru RUS,GK,pt Benfica,22,1997,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
825,Kurt Zouma\Kurt-Zouma,fr FRA,DF,eng Chelsea,24,1994,7,612,87,85.0,6.8,1.03,87,0.88,0.00,,0.15,1.57,1.76,1.76,0.00,0.00,+3.33,2.06,1.21,0.87,+0.86,+2.45,Matches
826,Marko Đira\Marko-Djira,hr CRO,MFDF,hr Dinamo Zagreb,20,1999,3,62,21,11.5,0.7,0.00,,0.00,4.29,21,0.00,0.33,2.86,4.29,-1.43,-1.45,-1.08,1.43,4.57,-3.29,-3.30,-2.24,Matches
827,Luka Đorđević\Luka-Djordjevic,me MNE,FW,ru Loko Moscow,25,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
