Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
81,Andreas Bouchalakis\Andreas-Bouchalakis,gr GRE,MF,gr Olympiacos,26,1993,6,6,481,5.3,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.04,0.11,0.07,0.05,0.11,0.07,0.11,Matches
82,Domagoj Bradarić\Domagoj-Bradaric,hr CRO,DF,fr Lille,19,1999,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.04,0.04,0.00,0.04,Matches
83,Julian Brandt\Julian-Brandt,de GER,MFFW,de Dortmund,23,1996,7,5,490,5.4,0.37,0.56,0.37,0.00,0.00,0.19,0.00,0.37,0.55,0.92,0.37,0.92,0.15,0.15,0.37,0.52,0.15,0.37,0.51,0.15,0.51,Matches
84,Claudio Bravo\Claudio-Bravo,cl CHI,GK,eng Manchester City,36,1983,2,1,125,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
85,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,26,1992,6,6,520,5.8,0.00,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.17,0.17,0.00,0.17,0.05,0.05,0.07,0.14,0.06,0.08,0.13,0.06,0.13,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,20,1998,2,0,21,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,it Juventus,41,1978,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Mick van Buren\Mick-van-Buren,nl NED,FW,cz Slavia Prague,26,1992,2,0,47,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.40,0.16,0.28,0.45,0.16,0.45,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,28,1990,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,31,1988,7,7,504,5.6,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.01,0.01,0.02,0.01,0.02,Matches
91,Adem Büyük\Adem-Buyuk,tr TUR,FW,tr Galatasaray,31,1987,2,1,93,1.0,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.97,0.00,0.97,0.97,0.97,0.40,0.40,0.00,0.40,0.38,0.00,0.38,0.38,0.38,Matches
92,Willy Caballero\Willy-Caballero,ar ARG,GK,eng Chelsea,37,1981,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
93,Mattia Caldara\Mattia-Caldara,it ITA,DF,it Atalanta,25,1994,3,3,254,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
94,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,32,1987,7,7,569,6.3,0.00,0.16,-0.16,0.16,0.16,0.00,0.00,0.00,0.16,0.16,-0.16,0.00,0.33,0.22,0.29,0.51,0.34,0.28,0.62,0.22,0.50,Matches
95,Mohamed Camara\Mohamed-Camara,gn GUI,MF,gr Olympiacos,22,1997,5,5,415,4.6,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.09,0.05,0.04,0.09,0.05,0.09,Matches
