Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
314,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Stoke City,28,1989,25.7,0.19,2.26,0.66,29.3,2.26,0.66,0.09,0.29,16.4,0.00,0.00,0.00,0.20,0.20,0.09,-0.01,-0.01,Matches
315,Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,22,1994,7.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
316,James McArthur\James-McArthur,sco SCO,MFFW,Crystal Palace,29,1987,27.0,0.19,1.15,0.37,32.3,1.15,0.37,0.16,0.50,11.6,0.00,0.00,0.00,0.17,0.17,0.15,0.01,0.01,Matches
317,Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,37,1979,5.1,0.00,0.20,0.00,0.0,0.20,0.00,0.00,,7.2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
318,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Swansea City,21,1996,3.1,0.00,1.94,0.97,50.0,1.96,0.98,0.00,0.00,8.8,0.00,0.00,0.00,0.16,0.16,0.08,-0.16,-0.16,Matches
319,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,27,1989,18.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
320,James McCarthy\James-McCarthy,ie IRL,MF,Everton,26,1990,2.3,0.00,0.43,0.00,0.0,0.44,0.00,0.00,,17.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
321,James McClean\James-McClean,ie IRL,MFFW,West Brom,28,1989,15.6,0.06,1.92,0.38,20.0,1.92,0.38,0.03,0.17,20.8,0.06,0.00,0.00,0.10,0.10,0.05,-0.04,-0.04,Matches
322,Sam McQueen\Sam-McQueen,eng ENG,DFFW,Southampton,22,1995,1.6,0.00,0.63,0.00,0.0,0.61,0.00,0.00,,18.4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
323,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,20,1996,7.0,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,19.7,0.00,0.00,0.00,0.06,0.06,0.16,-0.06,-0.06,Matches
324,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,27,1989,29.0,0.00,0.86,0.24,28.0,0.86,0.24,0.00,0.00,12.1,0.03,0.00,0.00,0.06,0.06,0.07,-0.06,-0.06,Matches
325,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,23,1994,4.0,0.00,1.75,0.25,14.3,1.74,0.25,0.00,0.00,24.5,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
326,Mikel Merino\Mikel-Merino,es ESP,MF,Newcastle Utd,21,1996,15.0,0.07,1.13,0.40,35.3,1.14,0.40,0.06,0.17,26.2,0.00,0.00,0.00,0.04,0.04,0.03,0.03,0.03,Matches
327,Per Mertesacker\Per-Mertesacker,de GER,DF,Arsenal,32,1984,4.1,0.24,0.73,0.49,66.7,0.74,0.49,0.33,0.50,12.3,0.00,0.00,0.00,0.07,0.07,0.09,0.17,0.17,Matches
328,Roque Mesa\Roque-Mesa,es ESP,MF,Swansea City,28,1989,8.4,0.00,0.83,0.12,14.3,0.84,0.12,0.00,0.00,26.4,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
329,Simon Mignolet\Simon-Mignolet,be BEL,GK,Liverpool,29,1988,19.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
330,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,26,1991,34.2,0.29,0.99,0.26,26.5,0.99,0.26,0.12,0.44,24.0,0.26,0.18,0.20,0.22,0.06,0.06,0.08,0.06,Matches
331,James Milner\James-Milner,eng ENG,MF,Liverpool,31,1986,19.7,0.00,1.12,0.36,31.8,1.12,0.35,0.00,0.00,19.2,0.05,0.00,0.00,0.09,0.09,0.08,-0.09,-0.09,Matches
332,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,24,1993,2.2,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,32.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
333,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Everton,29,1987,1.5,0.00,2.67,1.33,50.0,2.61,1.30,0.00,0.00,21.2,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,Matches
334,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Newcastle Utd,22,1994,1.1,0.91,4.55,2.73,60.0,4.74,2.84,0.20,0.33,9.6,0.00,0.00,0.00,1.64,1.64,0.36,-0.73,-0.73,Matches
335,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,28,1989,8.8,0.23,2.39,1.25,52.4,2.38,1.25,0.10,0.18,17.7,0.11,0.00,0.00,0.20,0.20,0.09,0.02,0.02,Matches
336,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,MFFW,Manchester Utd,28,1989,10.2,0.10,1.47,0.49,33.3,1.46,0.49,0.07,0.20,20.5,0.00,0.00,0.00,0.09,0.09,0.06,0.01,0.01,Matches
337,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,31,1986,24.9,0.20,0.84,0.32,38.1,0.84,0.32,0.24,0.63,17.5,0.00,0.00,0.00,0.07,0.07,0.08,0.13,0.13,Matches
338,Aaron Mooy\Aaron-Mooy,au AUS,MF,Huddersfield,26,1990,34.1,0.12,0.85,0.18,20.7,0.85,0.18,0.10,0.50,22.6,0.09,0.03,0.03,0.07,0.05,0.06,0.04,0.04,Matches
339,Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,24,1992,22.9,0.48,3.62,1.44,39.8,3.62,1.44,0.13,0.33,12.9,0.00,0.00,0.00,0.55,0.55,0.15,-0.07,-0.07,Matches
340,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,25,1992,14.1,0.00,0.85,0.14,16.7,0.85,0.14,0.00,0.00,22.8,0.07,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
341,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,33,1984,31.3,0.00,0.42,0.06,15.4,0.42,0.06,0.00,0.00,9.4,0.00,0.00,0.00,0.05,0.05,0.12,-0.05,-0.05,Matches
342,James Morrison\James-Morrison,sco SCO,MF,West Brom,31,1986,2.3,0.43,1.74,0.87,50.0,1.74,0.87,0.25,0.50,8.5,0.00,0.00,0.00,0.30,0.30,0.17,0.13,0.13,Matches
343,Victor Moses\Victor-Moses,ng NGA,DFMF,Chelsea,26,1990,23.4,0.13,1.58,0.47,29.7,1.58,0.47,0.08,0.27,16.3,0.00,0.00,0.00,0.14,0.14,0.09,-0.01,-0.01,Matches
344,Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,22,1994,20.6,0.34,2.43,1.07,44.0,2.43,1.07,0.14,0.32,13.7,0.05,0.00,0.00,0.26,0.26,0.11,0.08,0.08,Matches
345,Lucas Moura\Lucas-Moura,br BRA,FW,Tottenham,24,1992,2.3,0.00,2.17,0.87,40.0,2.14,0.86,0.00,0.00,25.2,0.00,0.00,0.00,0.09,0.09,0.04,-0.09,-0.09,Matches
346,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,21,1996,6.6,0.30,3.33,0.91,27.3,3.32,0.91,0.09,0.33,17.7,0.00,0.00,0.00,0.18,0.18,0.05,0.12,0.12,Matches
347,Jacob Murphy\Jacob-Murphy,eng ENG,FWMF,Newcastle Utd,22,1995,12.8,0.08,1.72,0.55,31.8,1.72,0.55,0.05,0.14,22.5,0.00,0.00,0.00,0.13,0.13,0.07,-0.05,-0.05,Matches
348,Jamie Murphy\Jamie-Murphy,sco SCO,MF,Brighton,27,1989,1.9,0.00,0.53,0.00,0.0,0.54,0.00,0.00,,17.5,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
349,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,33,1983,24.4,0.49,1.97,0.82,41.7,1.97,0.82,0.17,0.40,13.8,0.00,0.16,0.25,0.48,0.29,0.15,0.02,0.04,Matches
350,Charly Musonda Jr.\Charly-Musonda-Jr,be BEL,FW,Chelsea,20,1996,0.4,0.00,5.00,0.00,0.0,4.86,0.00,0.00,,21.6,0.00,0.00,0.00,0.50,0.50,0.10,-0.50,-0.50,Matches
351,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,25,1992,25.3,0.12,0.67,0.24,35.3,0.67,0.24,0.18,0.50,11.9,0.00,0.00,0.00,0.04,0.04,0.06,0.08,0.08,Matches
352,Boaz Myhill\Boaz-Myhill,wal WAL,GK,West Brom,34,1982,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
353,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Tottenham,22,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
354,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Burnley,22,1995,2.5,0.00,1.60,0.00,0.0,1.58,0.00,0.00,,21.9,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
355,Luciano Narsingh\Luciano-Narsingh,nl NED,FWMF,Swansea City,26,1990,6.9,0.14,1.45,0.72,50.0,1.44,0.72,0.10,0.20,15.4,0.00,0.00,0.00,0.19,0.19,0.13,-0.04,-0.04,Matches
356,Kyle Naughton\Kyle-Naughton,eng ENG,DF,Swansea City,28,1988,33.7,0.00,0.36,0.03,8.3,0.36,0.03,0.00,0.00,24.4,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
357,Badou Ndiaye\Badou-Ndiaye,sn SEN,MF,Stoke City,26,1990,12.6,0.16,1.59,0.48,30.0,1.58,0.47,0.10,0.33,22.7,0.00,0.00,0.00,0.10,0.10,0.06,0.06,0.06,Matches
358,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,20,1996,32.2,0.00,1.21,0.16,12.8,1.21,0.16,0.00,0.00,22.4,0.00,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
359,Reiss Nelson\Reiss-Nelson,eng ENG,MFFW,Arsenal,17,1999,1.6,0.00,1.25,0.63,50.0,1.24,0.62,0.00,0.00,17.7,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,Matches
360,Julien Ngoy\Julien-Ngoy,be BEL,FWMF,Stoke City,19,1997,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
361,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,27,1990,12.1,0.66,3.14,1.49,47.4,3.15,1.49,0.21,0.44,11.8,0.00,0.00,0.00,0.55,0.55,0.18,0.12,0.12,Matches
362,Eddie Nketiah\Eddie-Nketiah,eng ENG,FWMF,Arsenal,18,1999,0.2,0.00,5.00,0.00,0.0,4.50,0.00,0.00,,9.0,0.00,0.00,0.00,0.50,0.50,0.05,-0.50,-0.50,Matches
363,Lukas Nmecha\Lukas-Nmecha,de GER,FW,Manchester City,18,1998,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
364,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,30,1987,26.7,0.15,0.49,0.15,30.8,0.49,0.15,0.15,0.50,24.7,0.00,0.07,0.07,0.08,0.03,0.05,0.07,0.05,Matches
365,Allan Nyom\Allan-Nyom,cm CMR,DF,West Brom,29,1988,25.7,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,35.5,0.00,0.00,0.00,0.00,0.00,0.03,-0.00,-0.00,Matches
366,Aiden O'Neill\Aiden-ONeill,au AUS,MF,Burnley,19,1998,0.0,0,,0,,,0.00,,,,,0,0,,,,,,Matches
367,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,17,2000,0.1,0.00,10.0,0.00,0.0,10.00,0.00,0.00,,8.1,0.00,0.00,0.00,3.00,3.00,0.26,-3.00,-3.00,Matches
368,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,25,1992,17.4,0.11,0.80,0.29,35.7,0.81,0.29,0.14,0.40,24.4,0.00,0.00,0.00,0.02,0.02,0.03,0.09,0.09,Matches
369,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,29,1988,32.0,0.03,0.25,0.06,25.0,0.25,0.06,0.13,0.50,11.4,0.00,0.00,0.00,0.02,0.02,0.08,0.01,0.01,Matches
370,Stefano Okaka\Stefano-Okaka,it ITA,FWMF,Watford,27,1989,5.0,0.20,2.00,0.60,30.0,1.99,0.60,0.10,0.33,11.4,0.00,0.00,0.00,0.24,0.24,0.12,-0.04,-0.04,Matches
371,Shinji Okazaki\Shinji-Okazaki,jp JPN,MFFW,Leicester City,31,1986,14.7,0.41,1.84,0.95,51.9,1.84,0.95,0.22,0.43,11.8,0.00,0.00,0.00,0.40,0.40,0.22,0.01,0.01,Matches
372,Martin Olsson\Martin-Olsson,se SWE,DFMF,Swansea City,29,1988,35.0,0.00,0.54,0.03,5.3,0.54,0.03,0.00,0.00,21.5,0.03,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
373,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,22,1995,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
374,David Ospina\David-Ospina,co COL,GK,Arsenal,28,1988,4.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
375,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,29,1988,33.0,0.12,1.09,0.30,27.8,1.09,0.30,0.11,0.40,15.8,0.00,0.00,0.00,0.08,0.08,0.08,0.04,0.04,Matches
376,Reece Oxford\Reece-Oxford,eng ENG,MF,West Ham,18,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
377,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFDF,Arsenal,23,1993,2.7,0.00,3.33,0.74,22.2,3.36,0.75,0.00,0.00,25.5,0.00,0.00,0.00,0.11,0.11,0.03,-0.11,-0.11,Matches
378,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,23,1993,16.6,0.18,2.35,0.90,38.5,2.35,0.90,0.08,0.20,20.5,0.00,0.00,0.00,0.12,0.12,0.05,0.06,0.06,Matches
379,Mesut Özil\Mesut-Ozil,de GER,MFFW,Arsenal,28,1988,24.0,0.17,1.67,0.54,32.5,1.66,0.54,0.10,0.31,18.9,0.25,0.00,0.00,0.18,0.18,0.10,-0.01,-0.01,Matches
380,Kasey Palmer\Kasey-Palmer,eng ENG,MFFW,Huddersfield,20,1996,1.9,0.00,1.05,0.53,50.0,1.06,0.53,0.00,0.00,22.1,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
381,Emerson Palmieri\Emerson-Palmieri,it ITA,DFMF,Chelsea,22,1994,3.1,0.00,0.65,0.65,100.0,0.64,0.64,0.00,0.00,17.9,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
382,Pedro\Pedro,es ESP,FWMF,Chelsea,30,1987,16.9,0.24,3.31,1.18,35.7,3.31,1.18,0.07,0.20,21.0,0.06,0.00,0.00,0.25,0.25,0.08,-0.02,-0.02,Matches
383,Roberto Pereyra\Roberto-Pereyra,ar ARG,MFFW,Watford,26,1991,18.0,0.28,1.89,0.72,38.2,1.88,0.72,0.15,0.38,16.5,0.11,0.00,0.00,0.19,0.19,0.11,0.08,0.08,Matches
384,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Newcastle Utd,24,1993,27.7,0.29,2.17,0.76,35.0,2.17,0.76,0.13,0.38,16.5,0.04,0.00,0.00,0.23,0.23,0.11,0.05,0.05,Matches
385,Matt Phillips\Matt-Phillips,sco SCO,MFFW,West Brom,26,1991,23.3,0.09,1.20,0.30,25.0,1.20,0.30,0.07,0.29,20.7,0.04,0.00,0.00,0.09,0.09,0.08,-0.01,-0.01,Matches
386,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,23,1994,38.0,0.00,0.03,0.00,0.0,0.03,0.00,0.00,,11.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
387,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Southampton,28,1989,2.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,29.5,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
388,Erik Pieters\Erik-Pieters,nl NED,DFMF,Stoke City,28,1988,30.2,0.00,0.10,0.03,33.3,0.10,0.03,0.00,0.00,22.3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
389,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,24,1993,23.9,0.25,3.22,0.88,27.3,3.23,0.88,0.08,0.29,21.9,0.21,0.00,0.00,0.27,0.27,0.09,-0.02,-0.02,Matches
390,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,25,1992,34.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
391,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,24,1993,11.1,0.09,1.89,0.45,23.8,1.89,0.45,0.05,0.20,20.1,0.18,0.00,0.00,0.15,0.15,0.08,-0.06,-0.06,Matches
392,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,30,1987,17.4,0.00,0.52,0.06,11.1,0.52,0.06,0.00,0.00,9.6,0.00,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
393,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,25,1991,34.7,0.00,1.07,0.09,8.1,1.07,0.09,0.00,0.00,21.3,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,Matches
394,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,30,1987,10.9,0.00,1.74,0.37,21.1,1.74,0.37,0.00,0.00,16.0,0.00,0.00,0.00,0.15,0.15,0.08,-0.15,-0.15,Matches
395,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,31,1986,7.2,0.00,1.25,0.28,22.2,1.26,0.28,0.00,0.00,19.8,0.14,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,Matches
396,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,26,1991,14.2,0.00,1.06,0.21,20.0,1.05,0.21,0.00,0.00,15.6,0.00,0.00,0.00,0.10,0.10,0.09,-0.10,-0.10,Matches
397,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Everton,22,1995,3.1,0.00,2.58,0.32,12.5,2.59,0.32,0.00,0.00,18.8,0.00,0.00,0.00,0.26,0.26,0.10,-0.26,-0.26,Matches
398,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,26,1990,20.5,0.34,2.63,1.12,42.6,2.63,1.12,0.13,0.30,16.6,0.00,0.00,0.00,0.25,0.25,0.09,0.09,0.09,Matches
399,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,34,1982,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
400,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,19,1997,20.1,0.35,2.99,0.95,31.7,2.98,0.94,0.12,0.37,19.6,0.30,0.00,0.00,0.22,0.22,0.07,0.12,0.12,Matches
401,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,23,1994,21.6,0.05,2.08,0.69,33.3,2.08,0.69,0.02,0.07,21.4,0.00,0.00,0.00,0.11,0.11,0.05,-0.06,-0.06,Matches
402,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,29,1988,16.1,0.00,0.37,0.00,0.0,0.37,0.00,0.00,,13.0,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
403,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,18,1999,15.9,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,20.7,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
404,Richarlison\Richarlison,br BRA,FWMF,Watford,20,1997,31.4,0.16,3.18,0.80,25.0,3.19,0.80,0.05,0.20,14.3,0.06,0.00,0.00,0.32,0.32,0.10,-0.16,-0.16,Matches
405,Jaïro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,20,1996,4.9,0.00,0.20,0.00,0.0,0.20,0.00,0.00,,17.7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
406,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,27,1989,31.2,0.10,1.92,0.58,30.0,1.93,0.58,0.05,0.17,22.3,0.16,0.00,0.00,0.10,0.10,0.05,-0.01,-0.01,Matches
407,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,21,1995,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
408,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,23,1994,21.6,0.05,0.56,0.09,16.7,0.56,0.09,0.08,0.50,19.5,0.00,0.00,0.00,0.03,0.03,0.05,0.01,0.01,Matches
409,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,28,1989,9.2,0.22,2.28,0.87,38.1,2.29,0.87,0.10,0.25,13.1,0.00,0.00,0.00,0.25,0.25,0.11,-0.03,-0.03,Matches
410,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,28,1989,31.2,0.22,2.31,0.74,31.9,2.30,0.74,0.08,0.26,16.1,0.00,0.03,0.03,0.25,0.23,0.10,-0.03,-0.04,Matches
411,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,27,1990,7.1,0.00,0.70,0.14,20.0,0.70,0.14,0.00,0.00,28.6,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
412,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,30,1987,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
413,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,25,1991,32.2,0.03,0.78,0.09,12.0,0.78,0.09,0.04,0.33,19.6,0.00,0.00,0.00,0.06,0.06,0.08,-0.03,-0.03,Matches
414,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,27,1989,30.7,0.23,2.67,0.91,34.1,2.67,0.91,0.09,0.25,15.8,0.03,0.00,0.00,0.22,0.22,0.08,0.00,0.00,Matches
415,Wayne Rooney\Wayne-Rooney,eng ENG,MFFW,Everton,31,1985,25.2,0.40,1.63,0.44,26.8,1.63,0.44,0.17,0.64,23.7,0.12,0.12,0.24,0.34,0.15,0.09,0.06,0.13,Matches
416,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,27,1990,8.9,0.00,0.90,0.11,12.5,0.90,0.11,0.00,0.00,16.9,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,Matches
417,Liam Rosenior\Liam-Rosenior,eng ENG,DF,Brighton,33,1984,1.8,0.00,1.11,0.00,0.0,1.10,0.00,0.00,,22.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
418,Wayne Routledge\Wayne-Routledge,eng ENG,MFFW,Swansea City,32,1985,4.8,0.00,0.83,0.21,25.0,0.84,0.21,0.00,0.00,16.5,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,Matches
419,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,24,1993,26.0,0.08,0.62,0.15,25.0,0.62,0.15,0.13,0.50,15.9,0.00,0.00,0.00,0.07,0.07,0.12,0.00,0.00,Matches
420,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,25,1992,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
421,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MFDF,Huddersfield,20,1996,2.4,0.00,2.50,0.00,0.0,2.45,0.00,0.00,,16.6,0.00,0.00,0.00,0.08,0.08,0.03,-0.08,-0.08,Matches
422,Henri Saivet\Henri-Saivet,sn SEN,MF,Newcastle Utd,26,1990,0.9,1.11,1.11,1.11,100.0,1.08,1.08,1.00,1.00,31.4,1.11,0.00,0.00,0.00,0.00,0.02,1.11,1.11,Matches
423,Diafra Sakho\Diafra-Sakho,sn SEN,FWMF,West Ham,27,1989,3.4,0.59,2.94,0.88,30.0,2.94,0.88,0.20,0.67,10.7,0.00,0.00,0.00,0.44,0.44,0.15,0.15,0.15,Matches
424,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,27,1990,17.8,0.06,0.17,0.06,33.3,0.17,0.06,0.33,1.00,4.0,0.00,0.00,0.00,0.08,0.08,0.51,-0.03,-0.03,Matches
425,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,29,1988,5.3,0.57,3.02,1.13,37.5,3.01,1.13,0.19,0.50,15.2,0.00,0.00,0.00,0.34,0.34,0.12,0.23,0.23,Matches
426,Mohamed Salah\Mohamed-Salah,eg EGY,FWMF,Liverpool,25,1992,32.3,0.99,4.33,2.01,46.4,4.33,2.01,0.22,0.48,14.9,0.12,0.03,0.06,0.69,0.64,0.15,0.30,0.32,Matches
427,Renato Sanches\Renato-Sanches,pt POR,MF,Swansea City,19,1997,7.8,0.00,1.54,0.00,0.0,1.54,0.00,0.00,,26.1,0.51,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
428,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Arsenal,28,1988,16.7,0.42,4.25,1.56,36.6,4.25,1.56,0.08,0.23,19.7,0.84,0.06,0.06,0.44,0.39,0.09,-0.02,-0.03,Matches
429,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,28,1988,11.6,0.17,1.90,0.52,27.3,1.90,0.52,0.09,0.33,14.2,0.00,0.00,0.09,0.32,0.23,0.12,-0.15,-0.06,Matches
430,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,21,1996,28.2,0.00,0.35,0.00,0.0,0.36,0.00,0.00,,11.5,0.00,0.00,0.00,0.04,0.04,0.10,-0.04,-0.04,Matches
431,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,21,1996,26.9,0.37,2.01,0.71,35.2,2.01,0.71,0.19,0.53,17.2,0.22,0.00,0.00,0.17,0.17,0.09,0.20,0.20,Matches
432,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,28,1989,14.6,0.00,0.48,0.14,28.6,0.48,0.14,0.00,0.00,19.5,0.00,0.00,0.00,0.05,0.05,0.11,-0.05,-0.05,Matches
