Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
84,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,5.8,32.6,32.1,0.52,0.52,0.00,5.17,1.72,0.00,0.00,0.00,0.00,0.00,18.8,1.90,11.9,7.93,20.9,3.45,0.00,0.00,25.2,0.17,1.21,0.34,0.00,Matches
85,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,33.8,23.9,19.3,4.64,1.42,0.00,2.57,0.80,0.00,0.00,0.00,0.00,0.00,12.0,2.10,9.79,15.4,2.60,0.03,0.00,4.85,16.7,0.15,0.80,0.06,0.06,Matches
86,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,2.9,25.5,23.8,1.72,1.03,0.00,5.86,0.34,1.38,0.69,0.00,0.00,0.00,20.0,2.41,3.10,4.14,20.0,1.03,0.00,0.34,17.2,0.00,0.34,1.38,1.38,Matches
87,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,5.0,36.4,35.4,1.00,0.80,0.00,7.40,1.80,0.60,0.00,0.00,0.00,0.00,24.2,3.00,9.20,5.40,27.0,2.40,0.00,0.20,25.2,0.00,1.20,0.60,1.20,Matches
88,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,9.6,65.5,62.7,2.81,0.73,0.10,7.50,2.60,0.42,0.00,0.00,0.00,0.00,46.7,5.42,13.4,6.15,50.1,5.83,2.08,0.10,53.6,0.21,1.77,1.35,0.94,Matches
89,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,20.6,56.6,48.0,8.54,0.24,0.00,11.0,0.78,2.77,0.00,0.00,0.00,0.00,29.9,8.59,18.1,32.0,9.32,5.34,8.30,0.10,39.7,0.24,2.96,0.97,2.57,Matches
90,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,4.2,40.0,38.8,1.19,0.00,0.00,5.00,1.90,0.00,0.00,0.00,0.00,0.00,31.7,1.43,6.90,4.05,32.1,2.86,0.48,0.24,33.6,0.24,0.48,0.24,0.48,Matches
91,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,23.2,57.0,56.2,0.82,0.73,0.04,5.56,2.11,0.00,0.00,0.00,0.00,0.00,48.4,2.80,5.78,3.71,49.1,2.97,0.09,0.00,52.8,0.17,0.73,0.22,0.22,Matches
92,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,1.5,50.7,48.0,2.67,0.00,0.00,12.0,2.00,3.33,0.67,0.00,0.00,0.00,32.7,6.00,12.0,5.33,36.7,4.67,2.00,1.33,38.7,0.00,1.33,0.67,2.00,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,19.4,36.5,35.3,1.24,0.77,0.00,4.23,0.62,0.00,0.00,0.00,0.00,0.00,20.3,3.40,12.8,25.8,4.33,5.10,0.46,0.05,25.5,0.21,1.55,0.36,0.62,Matches
94,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,21.1,56.3,51.2,5.07,1.75,0.05,10.1,2.51,2.04,1.85,0.24,0.24,0.00,36.7,5.02,14.5,6.35,46.3,2.51,0.38,0.14,44.2,0.43,0.85,1.14,1.00,Matches
95,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,22.7,37.5,34.4,3.08,0.88,0.00,7.09,1.23,1.19,1.06,0.09,0.04,0.04,26.1,3.70,7.71,29.6,3.57,2.51,0.88,0.04,29.5,0.09,0.57,0.44,1.10,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,1.9,71.1,60.0,11.1,0.00,0.00,13.2,0.00,2.63,0.00,0.00,0.00,0.00,43.7,18.4,8.95,4.21,48.9,5.79,11.1,0.00,55.3,0.00,1.58,1.58,4.74,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,11.5,42.8,34.6,8.17,0.09,0.00,6.35,0.61,2.00,0.00,0.00,0.00,0.00,21.7,6.35,14.7,5.48,25.0,3.83,8.09,0.00,30.4,0.17,0.78,1.04,1.48,Matches
98,James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,11.7,34.9,33.4,1.45,1.45,0.00,6.58,1.11,0.00,0.00,0.00,0.00,0.00,18.0,2.91,13.9,0.94,26.6,4.96,0.00,0.26,25.1,0.09,0.77,0.26,0.34,Matches
99,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,24.9,50.0,48.5,1.53,0.84,0.12,9.80,2.41,0.60,0.56,0.00,0.00,0.00,33.9,5.78,10.3,3.98,42.8,2.77,0.08,0.16,39.2,0.04,1.04,1.20,1.20,Matches
100,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,30.7,44.8,42.1,2.67,0.68,0.00,7.52,1.40,0.42,0.00,0.00,0.00,0.00,25.6,4.04,15.2,2.02,33.6,5.41,1.99,0.13,32.3,0.03,1.30,0.46,0.91,Matches
101,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,1.9,48.9,48.9,0.00,0.00,0.00,14.7,1.05,0.00,0.00,0.00,0.00,0.00,37.4,6.32,5.26,2.11,42.6,3.16,0.00,0.00,41.6,0.00,1.05,3.16,0.00,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38.0,42.5,41.9,0.55,0.13,0.00,8.13,0.97,0.26,0.05,0.05,0.00,0.00,29.5,3.24,9.76,4.66,32.3,4.68,0.00,0.13,33.4,0.11,1.21,0.63,1.11,Matches
103,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35.0,28.5,23.1,5.37,1.03,0.00,4.43,0.40,0.00,0.00,0.00,0.00,0.00,16.3,1.14,11.0,18.7,4.83,0.00,0.00,4.51,20.9,0.09,0.77,0.06,0.11,Matches
104,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,12.3,61.3,55.6,5.69,1.30,0.24,10.8,3.17,1.95,4.15,0.08,0.24,0.16,40.3,5.77,15.2,4.39,55.4,1.46,0.00,0.08,45.3,0.73,0.65,1.79,1.87,Matches
105,Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,2.0,45.5,44.5,1.00,0.50,0.00,4.00,0.50,0.00,0.00,0.00,0.00,0.00,33.5,4.00,8.00,14.0,27.5,3.50,0.50,0.00,36.0,0.00,2.00,0.00,1.00,Matches
106,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,34.1,49.9,40.6,9.33,2.29,0.03,8.89,2.49,3.20,1.85,0.21,0.03,0.00,27.1,4.96,17.9,38.2,2.70,2.93,5.16,0.12,34.9,0.47,1.67,0.88,1.41,Matches
107,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,17.4,35.6,35.1,0.52,0.00,0.06,11.7,0.11,0.29,0.00,0.00,0.00,0.00,11.3,10.5,13.9,0.69,14.7,12.2,0.06,0.92,21.3,0.17,0.57,1.03,1.44,Matches
108,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,0.1,40.0,30.0,10.0,0.00,0.00,10.0,0.00,0.00,10.0,0.00,0.00,0.00,40.0,0.00,0.00,0.00,40.0,0.00,0.00,0.00,30.0,0.00,0.00,0.00,10.0,Matches
109,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,33.4,58.9,48.9,10.1,1.47,0.03,11.8,1.14,2.54,0.36,0.00,0.00,0.00,36.0,8.05,14.9,44.1,2.51,3.41,8.23,0.15,43.7,0.24,1.77,1.41,2.10,Matches
110,Danilo\Danilo,br BRA,DF,Manchester City,26,1991,15.0,81.2,74.5,6.67,0.40,0.00,10.1,1.60,1.53,0.00,0.00,0.00,0.00,64.5,7.47,9.20,8.93,63.6,2.00,6.27,0.13,72.2,0.27,0.87,1.00,1.67,Matches
111,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,15.9,36.4,35.6,0.75,0.63,0.00,5.60,1.07,0.06,0.00,0.00,0.00,0.00,21.8,4.09,10.5,3.84,25.4,5.60,0.13,0.63,28.2,0.19,1.51,0.25,0.19,Matches
112,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10.0,28.1,17.9,10.2,3.60,0.00,1.20,0.20,0.00,0.00,0.00,0.00,0.00,7.20,0.50,20.4,1.10,22.5,0.00,0.00,2.60,14.3,0.00,0.50,0.20,0.10,Matches
113,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,49.2,40.8,8.37,0.20,0.00,10.0,0.41,0.82,0.00,0.00,0.00,0.00,29.8,6.53,12.9,7.14,30.6,2.65,8.16,0.41,39.4,0.20,1.02,0.61,1.84,Matches
114,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,25.8,66.2,54.7,11.5,0.66,0.00,11.4,2.13,3.45,1.59,0.27,0.12,0.23,39.2,9.19,17.8,46.8,5.78,3.33,9.22,0.08,49.4,0.19,1.16,2.05,3.18,Matches
115,Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,21.1,33.5,32.1,1.37,0.43,0.05,5.97,0.62,0.47,0.43,0.00,0.00,0.00,23.9,4.22,5.40,4.31,25.8,2.42,0.14,0.28,25.5,0.19,0.90,0.95,1.09,Matches
116,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,16.9,62.9,60.0,2.90,0.83,0.06,10.0,1.89,1.01,1.54,0.12,0.00,0.00,45.0,5.68,12.2,7.93,49.9,4.44,0.00,0.18,51.2,0.18,1.01,1.48,1.48,Matches
117,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,27.9,38.9,34.0,4.87,0.22,0.00,7.10,1.43,0.82,0.00,0.00,0.00,0.00,18.0,5.66,15.3,2.22,24.9,4.84,4.66,0.43,26.5,0.29,1.61,0.82,1.40,Matches
118,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,34.1,86.2,78.8,7.36,1.99,0.41,13.3,3.81,4.25,3.87,0.12,0.29,0.12,65.5,5.51,15.2,9.91,73.5,1.50,1.06,0.15,67.2,0.47,1.94,2.64,2.99,Matches
119,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,20.5,26.6,26.0,0.59,0.05,0.05,7.95,0.20,0.54,0.00,0.00,0.00,0.00,11.5,6.05,9.02,1.02,15.2,5.95,0.05,0.83,15.1,0.15,0.83,1.02,1.02,Matches
120,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,11.0,9.75,1.24,0.00,0.00,2.40,0.08,0.25,0.00,0.00,0.00,0.00,8.18,1.40,1.40,1.24,9.17,0.50,0.00,0.08,7.85,0.17,0.08,0.50,0.74,Matches
121,Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,22.2,46.8,45.9,0.86,0.54,0.00,7.61,1.44,1.31,0.09,0.05,0.00,0.00,33.3,3.69,9.82,5.41,38.6,2.30,0.18,0.18,38.0,0.32,1.13,0.99,0.77,Matches
122,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,38.2,38.2,0.00,0.00,0.00,6.36,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.91,17.3,28.2,1.82,7.27,0.00,0.00,27.3,0.00,1.82,0.00,1.82,Matches
123,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,19.3,89.1,82.8,6.32,0.41,0.00,12.8,1.61,0.78,0.00,0.00,0.00,0.00,75.3,6.27,7.51,51.8,29.1,1.61,5.91,0.16,82.3,0.10,0.73,1.40,0.67,Matches
124,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,20.9,67.7,65.8,1.87,0.96,0.00,12.1,0.53,0.14,0.00,0.00,0.00,0.00,59.2,5.26,3.16,53.0,11.8,2.30,0.19,0.19,62.2,0.10,0.33,0.91,0.57,Matches
125,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,23.0,21.9,1.09,0.00,0.00,7.18,0.10,0.05,0.00,0.00,0.00,0.00,11.8,5.00,6.24,1.44,12.1,5.20,0.00,0.74,13.4,0.05,0.74,0.35,0.84,Matches
126,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,21.6,41.0,39.6,1.39,0.60,0.00,6.94,0.88,0.32,0.05,0.00,0.00,0.00,25.6,3.38,12.0,2.82,32.9,3.52,0.74,0.19,31.0,0.00,1.20,0.65,0.69,Matches
127,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,34.2,32.3,1.88,0.21,0.21,10.4,1.04,1.25,1.25,0.63,0.00,0.00,26.5,3.54,4.17,2.08,30.8,0.83,0.42,0.00,24.0,0.21,0.42,1.25,2.92,Matches
128,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,6.5,36.3,36.2,0.15,0.15,0.00,7.69,0.77,1.85,0.00,0.00,0.00,0.00,29.2,2.46,4.62,24.6,8.46,2.31,0.00,0.15,27.1,0.00,1.08,1.85,1.85,Matches
129,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,22.7,36.1,35.8,0.31,0.09,0.00,6.61,1.67,0.18,0.00,0.00,0.00,0.00,25.4,3.22,7.49,5.42,26.9,2.33,0.04,0.18,29.5,0.04,0.57,0.97,0.62,Matches
130,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,0.6,46.7,46.7,0.00,0.00,0.00,6.67,0.00,1.67,0.00,0.00,0.00,0.00,41.7,1.67,3.33,18.3,28.3,0.00,0.00,0.00,43.3,0.00,0.00,0.00,1.67,Matches
131,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,71.5,70.4,1.11,0.83,0.03,11.9,2.39,0.48,0.13,0.00,0.00,0.00,54.4,6.24,10.9,10.1,55.5,4.43,0.13,0.22,60.7,0.16,1.08,1.21,1.15,Matches
132,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14.0,78.9,78.1,0.79,0.64,0.07,7.93,2.86,0.07,0.00,0.00,0.00,0.00,60.9,6.14,11.9,10.1,59.1,8.00,0.14,0.14,70.4,0.07,1.86,0.36,0.29,Matches
133,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,11.0,57.0,55.9,1.09,1.00,0.00,6.00,2.73,0.09,0.00,0.00,0.00,0.00,42.1,3.36,11.5,4.27,45.2,5.18,0.09,0.09,48.3,0.27,1.73,0.18,0.27,Matches
134,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,36.9,61.2,59.9,1.33,0.73,0.00,11.4,1.68,0.70,0.00,0.00,0.00,0.00,47.5,5.47,8.29,5.75,51.3,3.41,0.08,0.19,50.6,0.14,0.76,1.46,1.36,Matches
135,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,8.5,41.6,38.7,2.94,0.59,0.00,3.65,2.24,0.12,0.00,0.00,0.00,0.00,30.1,3.18,8.35,6.12,28.7,4.00,2.35,0.24,34.2,0.12,0.35,0.71,0.12,Matches
136,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,63.7,63.6,0.17,0.17,0.34,8.14,1.02,0.68,0.00,0.00,0.00,0.00,51.0,6.10,6.61,11.7,49.8,1.69,0.00,0.00,55.4,0.34,0.17,0.68,1.53,Matches
137,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,23.7,15.7,8.00,2.67,0.00,2.08,0.33,0.00,0.00,0.00,0.00,0.00,8.83,0.33,14.5,1.42,18.9,0.00,0.00,2.08,12.7,0.00,0.58,0.00,0.00,Matches
138,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,36.6,38.3,37.4,0.87,0.74,0.00,6.04,2.73,0.16,0.00,0.00,0.00,0.00,22.2,4.07,12.0,2.87,27.1,5.93,0.14,0.25,29.0,0.03,1.17,0.38,0.41,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,17.8,41.9,34.7,7.25,0.17,0.00,6.69,0.62,1.12,0.06,0.00,0.00,0.00,18.5,5.17,18.3,27.7,1.57,4.49,7.02,0.06,28.6,0.17,0.90,0.56,1.74,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38.0,40.7,39.6,1.18,0.87,0.03,5.58,3.87,0.21,0.00,0.00,0.00,0.00,25.3,3.21,12.2,2.16,32.6,3.84,0.32,0.66,31.3,0.32,1.76,0.50,0.53,Matches
141,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,14.5,38.1,37.5,0.62,0.07,0.00,11.2,0.34,2.00,0.00,0.00,0.00,0.00,31.0,3.10,4.07,7.66,28.1,1.24,0.28,0.55,29.1,0.07,0.62,1.38,1.79,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,23,1993,35.5,26.1,23.0,3.04,0.93,0.00,3.35,0.87,0.00,0.00,0.00,0.00,0.00,19.0,1.44,5.61,19.9,1.89,0.11,0.00,3.52,23.0,0.08,0.59,0.08,0.00,Matches
143,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,5.3,39.1,33.2,5.85,0.19,0.00,7.92,0.75,2.26,0.00,0.00,0.00,0.00,18.7,5.47,14.9,1.32,28.1,3.02,5.66,0.00,26.8,0.19,1.70,0.38,1.13,Matches
144,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,27.4,17.0,10.4,3.56,0.00,2.63,0.94,0.00,0.00,0.00,0.00,0.00,6.56,1.00,19.9,19.7,3.25,0.06,0.00,2.44,15.3,0.00,0.94,0.13,0.19,Matches
145,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,9.6,86.4,85.3,1.04,0.31,0.00,12.1,1.56,0.31,0.21,0.00,0.00,0.00,72.2,6.88,7.29,6.25,77.1,2.19,0.42,0.00,79.8,0.21,0.73,0.94,0.63,Matches
146,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,35.8,68.2,61.5,6.68,2.65,0.17,12.5,2.88,3.24,3.38,0.28,0.47,0.11,46.8,6.96,14.4,16.1,49.6,1.90,0.28,0.11,52.1,0.53,1.06,1.56,2.18,Matches
147,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,25.2,38.3,36.3,1.94,1.39,0.00,6.15,0.91,0.12,0.00,0.00,0.00,0.00,24.6,3.69,10.0,12.6,19.9,4.40,0.56,0.24,30.4,0.16,0.95,0.67,0.44,Matches
148,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,2.5,47.6,39.2,8.40,0.80,0.00,8.80,0.40,0.00,0.00,0.00,0.00,0.00,27.2,11.2,9.20,34.4,2.40,2.40,7.60,0.40,34.0,0.40,1.20,0.80,3.60,Matches
149,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38.0,26.8,18.4,8.42,2.21,0.00,3.63,1.18,0.00,0.00,0.00,0.00,0.00,8.18,0.82,17.8,2.18,19.7,0.05,0.00,2.68,15.5,0.05,1.34,0.11,0.08,Matches
150,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,25.6,88.3,80.2,8.09,2.85,0.31,14.1,3.28,2.46,4.96,0.31,0.51,0.00,60.1,7.97,20.2,8.40,76.8,2.50,0.16,0.16,70.1,0.59,0.90,2.50,1.88,Matches
151,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,50.5,50.3,0.26,0.26,0.00,11.2,0.39,0.39,0.00,0.00,0.00,0.00,38.2,3.68,8.68,5.13,38.4,5.13,0.00,0.39,42.8,0.00,0.39,1.45,0.66,Matches
152,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,19.0,51.7,45.3,6.42,0.16,0.00,10.1,1.53,2.32,0.11,0.00,0.00,0.00,34.8,6.21,10.6,5.00,37.5,2.63,6.16,0.16,41.0,0.05,1.00,1.37,1.74,Matches
153,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,15.5,41.4,40.5,0.84,0.52,0.00,11.4,1.61,0.19,0.00,0.00,0.00,0.00,29.3,4.39,7.68,12.1,25.0,2.19,0.26,0.19,33.1,0.00,1.16,1.03,0.90,Matches
154,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,9.4,28.9,28.3,0.64,0.00,0.00,5.53,0.85,0.64,0.00,0.00,0.00,0.00,21.8,1.91,5.21,1.70,24.0,1.91,0.64,0.32,22.3,0.11,0.21,1.17,1.28,Matches
155,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,29.7,40.6,39.5,1.11,0.91,0.03,5.42,1.04,0.10,0.00,0.00,0.00,0.00,27.7,3.57,9.33,1.78,33.7,4.07,0.13,0.27,33.1,0.00,1.01,0.54,0.47,Matches
156,Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,32.0,92.0,90.9,1.13,0.91,0.09,12.4,1.28,0.31,0.03,0.00,0.00,0.00,76.1,4.72,11.2,12.6,72.7,4.84,0.19,0.41,81.7,0.25,0.97,1.44,1.06,Matches
157,Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,6.0,29.0,28.2,0.83,0.50,0.00,6.67,0.50,0.50,0.17,0.00,0.00,0.00,15.7,2.33,11.0,19.2,4.50,4.17,0.17,0.17,19.5,0.33,1.00,0.33,1.00,Matches
158,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,30.7,39.2,37.7,1.50,0.13,0.07,9.84,0.23,1.40,0.03,0.00,0.00,0.00,29.7,4.66,4.85,6.19,28.8,2.54,0.42,0.59,28.0,0.13,0.55,1.92,2.54,Matches
159,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,24.7,43.2,41.1,2.15,0.77,0.00,8.14,2.71,0.97,1.01,0.00,0.08,0.00,27.1,3.60,12.5,5.22,33.6,3.40,0.12,0.20,33.0,0.16,0.73,0.77,0.97,Matches
160,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,0.5,96.0,90.0,6.00,0.00,0.00,2.00,0.00,6.00,4.00,0.00,0.00,0.00,82.0,6.00,8.00,74.0,18.0,4.00,0.00,0.00,82.0,0.00,0.00,4.00,0.00,Matches
161,José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,7.6,47.0,45.3,1.71,1.18,0.00,7.50,1.32,0.13,0.00,0.00,0.00,0.00,32.2,1.97,12.8,4.08,36.7,4.87,0.53,0.13,37.5,0.00,0.79,0.66,0.79,Matches
162,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20.0,21.6,14.1,7.50,1.75,0.00,1.85,0.50,0.00,0.00,0.00,0.00,0.00,6.35,0.25,15.0,3.50,13.9,0.00,0.00,2.60,10.6,0.10,0.75,0.10,0.10,Matches
163,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37.0,23.9,14.8,9.03,3.27,0.00,2.62,0.59,0.00,0.00,0.00,0.00,0.00,3.92,0.49,19.5,19.3,2.19,0.00,0.00,1.38,11.6,0.08,0.86,0.11,0.19,Matches
164,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,41.5,36.0,5.48,0.34,0.00,7.51,0.96,0.62,0.00,0.00,0.00,0.00,23.0,4.07,14.4,3.84,28.2,3.67,5.14,0.11,29.7,0.11,1.53,0.73,0.85,Matches
165,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,30.1,60.1,54.0,6.15,1.50,0.00,10.5,2.16,2.16,0.10,0.00,0.00,0.00,31.6,7.77,20.8,6.28,41.6,5.38,4.55,0.10,43.1,0.20,1.96,1.23,1.56,Matches
166,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,22.3,45.2,39.9,5.34,1.08,0.04,8.92,1.08,3.99,2.47,0.13,0.04,0.04,28.2,5.65,11.3,8.43,32.3,2.33,1.79,0.13,31.2,0.22,0.81,1.43,1.97,Matches
167,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,21.3,56.0,45.4,10.7,0.52,0.00,9.30,1.36,3.57,0.52,0.00,0.00,0.00,27.3,5.92,22.8,33.3,6.15,5.21,9.62,0.14,38.2,0.38,1.97,0.75,2.25,Matches
168,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,0.2,20.0,20.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,10.0,10.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Matches
169,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,1.3,43.8,41.5,2.31,0.77,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,25.4,5.38,13.1,12.3,22.3,5.38,1.54,0.00,33.1,0.00,0.77,0.00,0.77,Matches
170,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,12.0,17.0,15.7,1.33,0.00,0.08,3.00,0.17,0.58,0.00,0.00,0.00,0.00,11.3,3.42,2.25,11.8,2.42,1.50,0.00,1.00,12.1,0.00,0.33,0.58,0.92,Matches
171,Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,1.1,55.5,46.4,9.09,0.00,0.00,6.36,0.91,3.64,0.00,0.00,0.00,0.00,27.3,14.5,13.6,12.7,31.8,1.82,9.09,0.00,41.8,0.00,0.91,0.91,3.64,Matches
172,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,30.6,51.7,50.9,0.78,0.46,0.03,8.24,1.01,0.23,0.00,0.00,0.00,0.00,39.5,5.42,6.76,4.77,42.4,3.63,0.26,0.16,43.1,0.23,0.75,0.95,1.21,Matches
173,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,19.8,18.6,1.19,0.05,0.00,3.76,0.18,0.23,0.00,0.00,0.00,0.00,12.1,3.67,4.04,3.35,11.5,2.98,0.18,0.55,14.5,0.05,0.50,0.37,0.41,Matches
174,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,19.0,15.0,4.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.0,0.00,8.00,1.00,15.0,0.00,0.00,2.00,14.0,0.00,0.00,0.00,0.00,Matches
175,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,26,1990,37.0,23.2,16.1,7.08,1.84,0.00,2.95,0.97,0.03,0.00,0.00,0.00,0.00,8.43,0.81,13.9,1.14,18.2,0.00,0.00,2.68,14.4,0.08,0.70,0.05,0.05,Matches
176,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,27,1989,31.4,43.0,35.0,7.96,0.22,0.00,6.27,0.45,2.01,0.16,0.00,0.03,0.00,20.6,5.57,16.8,26.9,3.89,4.04,7.58,0.13,31.2,0.25,0.76,0.92,0.73,Matches
