Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
113,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,0.61,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,25.8,2.91,2.91,2.17,0.47,0.04,0.12,0.04,0.08,0.31,0.31,0.23,0.04,0.00,0.04,0.00,0.00,0.00,Matches
115,Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,21.1,1.18,1.18,0.95,0.09,0.00,0.05,0.09,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,16.9,2.31,2.31,1.95,0.24,0.06,0.00,0.06,0.00,0.12,0.12,0.06,0.00,0.00,0.00,0.06,0.00,0.00,Matches
117,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,27.9,1.00,1.00,0.75,0.00,0.04,0.14,0.07,0.00,0.11,0.11,0.07,0.00,0.00,0.04,0.00,0.00,0.00,Matches
118,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,34.1,5.78,5.75,3.99,1.29,0.15,0.15,0.18,0.03,0.91,0.90,0.79,0.06,0.03,0.03,0.00,0.00,0.00,Matches
119,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,20.5,2.15,2.15,1.85,0.00,0.00,0.20,0.05,0.05,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,1.82,1.83,1.40,0.00,0.00,0.33,0.08,0.00,0.17,0.17,0.08,0.00,0.00,0.08,0.00,0.00,0.00,Matches
121,Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,22.2,1.58,1.57,1.35,0.00,0.05,0.18,0.00,0.00,0.14,0.13,0.14,0.00,0.00,0.00,0.00,0.00,0.00,Matches
122,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,19.3,1.66,1.65,1.55,0.00,0.05,0.00,0.05,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,Matches
124,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,20.9,2.25,2.24,1.77,0.05,0.10,0.10,0.05,0.19,0.14,0.14,0.10,0.05,0.00,0.00,0.00,0.00,0.00,Matches
125,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,1.24,1.24,0.84,0.00,0.05,0.05,0.15,0.15,0.15,0.15,0.05,0.00,0.05,0.00,0.05,0.00,0.00,Matches
126,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,21.6,0.37,0.37,0.23,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
127,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,3.33,3.29,2.08,0.63,0.00,0.21,0.42,0.00,0.21,0.21,0.00,0.00,0.00,0.00,0.21,0.00,0.00,Matches
128,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,6.5,3.08,3.09,2.31,0.00,0.31,0.15,0.31,0.00,0.46,0.46,0.46,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,22.7,1.41,1.41,0.93,0.00,0.13,0.13,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
130,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,0.6,3.33,3.60,0.00,0.00,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,1.18,1.18,1.08,0.03,0.00,0.03,0.03,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14.0,0.79,0.79,0.57,0.00,0.00,0.14,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,11.0,0.73,0.73,0.55,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
134,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,36.9,2.14,2.14,1.84,0.00,0.08,0.08,0.05,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches
135,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,8.5,0.47,0.47,0.35,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
136,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,1.53,1.55,1.36,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
137,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
138,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,36.6,0.49,0.49,0.33,0.00,0.00,0.11,0.05,0.00,0.05,0.05,0.03,0.00,0.00,0.00,0.03,0.00,0.00,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,17.8,0.73,0.73,0.67,0.00,0.00,0.06,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38.0,0.63,0.63,0.42,0.00,0.00,0.08,0.08,0.05,0.08,0.08,0.03,0.00,0.00,0.03,0.03,0.00,0.00,Matches
141,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,14.5,1.66,1.65,1.45,0.00,0.07,0.07,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,0.00,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,23,1993,35.5,0.11,0.11,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,5.3,0.38,0.37,0.38,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,Matches
144,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,0.13,0.12,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,9.6,2.29,2.28,1.98,0.00,0.00,0.21,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,35.8,4.89,4.88,3.58,0.89,0.08,0.28,0.06,0.00,0.45,0.45,0.28,0.14,0.00,0.03,0.00,0.00,0.00,Matches
147,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,25.2,0.60,0.59,0.48,0.04,0.00,0.08,0.00,0.00,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,0.00,Matches
148,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,2.5,0.40,0.40,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,25.6,6.21,6.20,4.18,1.72,0.04,0.16,0.00,0.12,0.47,0.47,0.31,0.16,0.00,0.00,0.00,0.00,0.00,Matches
151,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,1.05,1.18,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,19.0,1.79,1.78,1.47,0.05,0.05,0.11,0.11,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,15.5,1.29,1.29,0.90,0.00,0.26,0.06,0.06,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,9.4,1.28,1.28,0.74,0.11,0.32,0.00,0.11,0.00,0.21,0.21,0.11,0.00,0.00,0.00,0.11,0.00,0.00,Matches
155,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,29.7,0.30,0.30,0.27,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,32.0,2.25,2.25,1.88,0.00,0.03,0.06,0.13,0.16,0.41,0.41,0.34,0.00,0.00,0.00,0.03,0.03,0.00,Matches
157,Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,6.0,1.33,1.34,0.83,0.33,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,30.7,3.94,3.92,2.93,0.03,0.39,0.33,0.13,0.13,0.46,0.45,0.36,0.00,0.03,0.07,0.00,0.00,0.00,Matches
159,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,24.7,1.78,1.78,1.21,0.32,0.00,0.08,0.04,0.12,0.16,0.16,0.08,0.04,0.00,0.04,0.00,0.00,0.00,Matches
160,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,0.5,12.0,12.27,6.00,0.00,4.00,0.00,2.00,0.00,4.00,4.09,4.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
161,José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,7.6,1.05,1.04,0.66,0.13,0.00,0.26,0.00,0.00,0.26,0.26,0.00,0.00,0.00,0.26,0.00,0.00,0.00,Matches
162,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37.0,0.08,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,0.73,0.73,0.62,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,30.1,1.36,1.36,1.16,0.03,0.07,0.03,0.03,0.03,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches
166,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,22.3,3.00,3.00,2.24,0.63,0.04,0.04,0.04,0.00,0.18,0.18,0.13,0.04,0.00,0.00,0.00,0.00,0.00,Matches
167,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,21.3,1.41,1.41,0.89,0.42,0.00,0.09,0.00,0.00,0.14,0.14,0.09,0.00,0.00,0.05,0.00,0.00,0.00,Matches
168,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
169,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
170,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,12.0,0.75,0.76,0.75,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,1.1,7.27,7.42,4.55,0.91,0.91,0.00,0.00,0.91,0.91,0.93,0.91,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,30.6,1.31,1.31,0.98,0.00,0.07,0.03,0.07,0.16,0.16,0.16,0.03,0.00,0.00,0.03,0.03,0.07,0.00,Matches
173,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,1.97,1.97,1.51,0.00,0.00,0.23,0.14,0.09,0.32,0.32,0.28,0.00,0.00,0.05,0.00,0.00,0.00,Matches
174,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,26,1990,37.0,0.08,0.08,0.03,0.05,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
176,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,27,1989,31.4,1.50,1.49,1.34,0.10,0.03,0.03,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches
177,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,30,1986,4.3,3.72,3.85,3.02,0.00,0.23,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,30,1986,6.8,3.09,3.10,2.35,0.00,0.15,0.44,0.15,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,Matches
179,Connor Goldson\Connor-Goldson,eng ENG,DF,Brighton,24,1992,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
180,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,36,1981,23.6,0.08,0.08,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,20,1997,21.1,1.14,1.14,1.00,0.09,0.00,0.00,0.05,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,27,1990,21.6,1.76,1.76,1.39,0.00,0.09,0.09,0.09,0.09,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
183,Lee Grant\Lee-Grant,eng ENG,GK,Stoke City,34,1983,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Andre Gray\Andre-Gray,eng ENG,FW,Watford,26,1991,16.6,1.33,1.32,1.20,0.00,0.00,0.06,0.06,0.00,0.18,0.18,0.12,0.00,0.00,0.06,0.00,0.00,0.00,Matches
185,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,21,1996,18.9,2.70,2.71,1.85,0.37,0.11,0.16,0.21,0.00,0.53,0.53,0.37,0.00,0.00,0.05,0.11,0.00,0.00,Matches
186,Pascal Groß\Pascal-Gross,de GER,MFFW,Brighton,26,1991,32.5,3.60,3.57,2.09,1.32,0.09,0.03,0.03,0.03,0.43,0.43,0.34,0.09,0.00,0.00,0.00,0.00,0.00,Matches
187,Marko Grujić\Marko-Grujic,rs SRB,MF,Liverpool,21,1996,0.2,5.00,6.92,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
188,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,26,1990,16.9,3.43,3.46,2.84,0.24,0.06,0.12,0.06,0.12,0.53,0.54,0.36,0.06,0.06,0.06,0.00,0.00,0.00,Matches
189,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,23,1994,18.6,1.67,1.67,1.51,0.05,0.00,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Massadio Haïdara\Massadio-Haidara,ml MLI,FWMF,Newcastle Utd,24,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
191,Ben Hamer\Ben-Hamer,eng ENG,GK,Leicester City,29,1987,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,17,2000,0.2,10.0,9.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
193,Joe Hart\Joe-Hart,eng ENG,GK,West Ham,30,1987,19.0,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,22,1995,15.3,1.76,1.77,1.24,0.00,0.20,0.13,0.07,0.13,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches
195,Eden Hazard\Eden-Hazard,be BEL,FWMF,Chelsea,26,1991,26.9,6.47,6.44,4.68,0.22,0.67,0.19,0.71,0.00,0.59,0.59,0.33,0.00,0.11,0.04,0.11,0.00,0.00,Matches
196,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,31,1986,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Michael Hefele\Michael-Hefele,de GER,DF,Huddersfield,26,1990,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
198,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,26,1991,37.6,0.43,0.43,0.32,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
199,Tomer Hemed\Tomer-Hemed,il ISR,FW,Brighton,30,1987,9.4,0.74,0.74,0.43,0.11,0.00,0.11,0.11,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,Matches
200,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,27,1990,24.1,2.45,2.44,2.12,0.08,0.08,0.04,0.08,0.04,0.17,0.17,0.12,0.00,0.04,0.00,0.00,0.00,0.00,Matches
201,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,25,1992,25.9,1.58,1.58,1.35,0.00,0.12,0.08,0.04,0.00,0.12,0.12,0.04,0.00,0.04,0.04,0.00,0.00,0.00,Matches
202,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,30,1987,27.0,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,29,1988,17.2,2.21,2.22,1.63,0.00,0.23,0.12,0.23,0.00,0.17,0.17,0.00,0.00,0.06,0.06,0.06,0.00,0.00,Matches
204,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,27,1989,14.1,1.70,1.71,1.56,0.00,0.00,0.00,0.00,0.14,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,Matches
205,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,25,1992,25.7,3.42,3.43,2.57,0.00,0.39,0.19,0.16,0.12,0.78,0.78,0.54,0.00,0.12,0.08,0.04,0.00,0.00,Matches
206,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,23,1994,28.0,0.75,0.75,0.57,0.04,0.07,0.04,0.04,0.00,0.14,0.14,0.07,0.00,0.04,0.00,0.04,0.00,0.00,Matches
207,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,28,1988,26.6,1.28,1.27,1.09,0.00,0.00,0.04,0.15,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
208,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,21,1995,9.1,0.44,0.44,0.44,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,Matches
209,José Holebas\Jose-Holebas,gr GRE,DFMF,Watford,33,1984,26.5,2.38,2.38,0.98,1.06,0.11,0.19,0.00,0.04,0.15,0.15,0.04,0.11,0.00,0.00,0.00,0.00,0.00,Matches
210,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,20,1996,13.2,1.14,1.14,0.91,0.00,0.00,0.08,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
211,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,16,2000,0.3,6.67,6.67,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
212,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,22,1995,11.0,2.91,2.89,2.45,0.00,0.18,0.00,0.27,0.00,0.55,0.54,0.36,0.00,0.18,0.00,0.00,0.00,0.00,Matches
213,Jordan Hugill\Jordan-Hugill,eng ENG,FW,West Ham,25,1992,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Uwe Hünemeier\Uwe-Hunemeier,de GER,DF,Brighton,31,1986,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
215,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,21,1996,0.6,3.33,3.05,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,21,1995,18.6,1.67,1.67,1.29,0.00,0.16,0.05,0.11,0.05,0.22,0.22,0.11,0.00,0.00,0.05,0.05,0.00,0.00,Matches
217,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,21,1995,22.2,3.47,3.46,1.71,0.95,0.41,0.18,0.23,0.00,0.36,0.36,0.18,0.14,0.00,0.00,0.05,0.00,0.00,Matches
218,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,29,1988,15.7,1.34,1.34,1.15,0.00,0.06,0.13,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
219,Zlatan Ibrahimović\Zlatan-Ibrahimovic,se SWE,MFFW,Manchester Utd,35,1981,1.2,4.17,4.41,3.33,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,20,1996,9.2,3.04,3.06,2.07,0.00,0.33,0.33,0.22,0.11,0.65,0.66,0.43,0.00,0.11,0.00,0.11,0.00,0.00,Matches
221,Tom Ince\Tom-Ince,eng ENG,MFFW,Huddersfield,25,1992,27.2,2.13,2.13,1.21,0.26,0.26,0.26,0.11,0.04,0.11,0.11,0.04,0.04,0.00,0.04,0.00,0.00,0.00,Matches
222,Danny Ings\Danny-Ings,eng ENG,FW,Liverpool,25,1992,3.0,2.00,2.04,1.33,0.00,0.33,0.33,0.00,0.00,0.33,0.34,0.00,0.00,0.00,0.33,0.00,0.00,0.00,Matches
223,Stephen Ireland\Stephen-Ireland,ie IRL,MF,Stoke City,30,1986,1.5,0.67,0.70,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,21,1996,20.3,3.74,3.71,3.30,0.00,0.25,0.15,0.05,0.00,0.59,0.59,0.54,0.00,0.00,0.05,0.00,0.00,0.00,Matches
225,José Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,25,1992,22.0,2.77,2.76,2.00,0.05,0.41,0.23,0.09,0.00,0.45,0.45,0.23,0.00,0.14,0.05,0.05,0.00,0.00,Matches
226,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,34,1982,22.9,0.26,0.26,0.22,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
227,Eldin Jakupović\Eldin-Jakupovic,ch SUI,GK,Leicester City,32,1984,2.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
228,Matty James\Matty-James,eng ENG,MF,Leicester City,26,1991,11.0,0.64,0.63,0.55,0.00,0.09,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,Matches
229,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,28,1989,20.2,1.68,1.68,1.34,0.00,0.10,0.20,0.05,0.00,0.20,0.20,0.10,0.00,0.00,0.10,0.00,0.00,0.00,Matches
230,Vincent Janssen\Vincent-Janssen,nl NED,DF,Tottenham,23,1994,0.0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
231,Jesé\Jese,es ESP,FWMF,Stoke City,24,1993,6.8,3.24,3.21,1.91,0.44,0.29,0.15,0.44,0.00,0.44,0.44,0.29,0.00,0.00,0.15,0.00,0.00,0.00,Matches
