Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
13,David Alaba\David-Alaba,at AUT,DF,de Bayern Munich,26,1992,7,630,90,87.5,7.0,1.00,90,1.00,0.00,,0.14,1.71,2.00,1.14,0.86,+0.86,-1.14,1.60,1.41,0.20,+0.20,-1.23,Matches
14,Jordi Alba\Jordi-Alba,es ESP,DF,es Barcelona,29,1989,11,990,90,91.7,11.0,1.00,90,1.00,0.00,,0.09,2.36,2.27,0.82,1.45,+1.45,+1.45,1.97,1.06,0.91,+0.91,+2.26,Matches
15,Raúl Albiol\Raul-Albiol,es ESP,DF,it Napoli,32,1985,6,495,83,91.7,5.5,1.09,83,0.91,0.00,,0.00,1.50,1.09,0.73,0.36,+0.36,+0.36,1.71,0.96,0.76,+0.76,+0.76,Matches
16,Paco Alcácer\Paco-Alcacer,es ESP,FW,de Dortmund,24,1993,5,356,71,49.4,4.0,1.00,86,0.75,0.25,11,0.00,1.40,1.00,0.50,0.50,+0.51,+0.01,1.55,0.78,0.78,+0.78,+0.22,Matches
17,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,de Bayern Munich,27,1991,5,389,78,54.0,4.3,0.93,90,0.93,0.23,28,0.00,1.20,1.40,1.40,0.00,0.00,-2.18,1.14,1.51,-0.37,-0.36,-1.55,Matches
18,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,eng Tottenham,29,1989,12,1080,90,92.3,12.0,1.00,90,1.00,0.00,,0.00,1.67,1.58,1.42,0.17,+0.17,+1.17,1.53,1.07,0.47,+0.47,+1.09,Matches
19,Alef\Alef,br BRA,MF,gr AEK Athens,23,1995,4,201,50,37.2,2.2,0.91,79,0.45,0.91,22,0.00,1.00,0.00,2.27,-2.27,-2.24,-0.65,0.14,2.32,-2.18,-2.16,-1.23,Matches
20,Carles Aleñá\Carles-Alena,es ESP,MF,es Barcelona,20,1998,3,92,31,8.5,1.0,1.00,92,1.00,2.00,0,6.00,2.33,1.00,1.00,0.00,0.00,-1.46,1.80,2.50,-0.70,-0.68,-1.54,Matches
21,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,eng Liverpool,19,1998,11,919,84,78.5,10.2,1.08,84,0.78,0.00,,0.20,2.27,2.06,0.59,1.47,+1.47,+2.54,1.77,0.88,0.89,+0.89,+0.35,Matches
22,Alisson\Alisson,br BRA,GK,eng Liverpool,25,1992,13,1170,90,100.0,13.0,1.00,90,1.00,0.00,,0.00,1.92,1.85,0.92,0.92,+0.92,,1.85,1.04,0.81,+0.81,,Matches
23,Allan\Allan,br BRA,MF,it Napoli,27,1991,6,510,85,94.4,5.7,1.05,85,0.88,0.00,,0.00,1.50,1.23,0.88,0.35,+0.35,+0.35,1.65,1.00,0.65,+0.65,-0.69,Matches
24,Dele Alli\Dele-Alli,eng ENG,MF,eng Tottenham,22,1996,8,707,88,60.4,7.9,1.01,88,0.76,0.00,,0.00,1.63,1.39,1.27,0.13,+0.13,+0.13,1.65,1.04,0.61,+0.61,+0.58,Matches
25,André Almeida\Andre-Almeida,pt POR,DF,pt Benfica,27,1990,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,1.50,1.00,1.83,-0.83,-0.83,,1.37,1.68,-0.32,-0.32,,Matches
26,Dani Alves\Dani-Alves,br BRA,MFDF,fr Paris S-G,35,1983,3,205,68,28.5,2.3,0.87,90,0.43,0.43,25,0.43,2.00,1.30,0.87,0.43,+0.44,-0.78,1.30,1.00,0.30,+0.32,-0.38,Matches
27,Mohamed Aly Camara\Mohamed-Aly-Camara,gn GUI,DF,ch Young Boys,20,1997,4,347,87,64.3,3.9,1.03,87,0.77,0.00,,0.26,0.75,0.51,2.05,-1.54,-1.56,-0.62,0.97,2.44,-1.46,-1.47,-1.40,Matches
28,Alfons Amade\Alfons-Amade,de GER,DF,de Hoffenheim,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
29,Nadiem Amiri\Nadiem-Amiri,de GER,MF,de Hoffenheim,21,1996,1,28,28,5.2,0.3,0.00,,0.00,3.33,27,0.00,0.00,0.00,0.00,0.00,0.00,+0.53,1.00,2.00,-1.00,-0.94,-0.78,Matches
30,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MFDF,be Club Brugge,21,1996,2,180,90,33.3,2.0,1.00,90,1.00,0.00,,0.50,1.00,0.00,0.00,0.00,0.00,-0.25,0.40,0.75,-0.35,-0.37,-0.22,Matches
31,Angeliño\Angelino,es ESP,DF,nl PSV Eindhoven,21,1997,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,1.00,1.00,2.17,-1.17,-1.17,,1.23,2.10,-0.88,-0.88,,Matches
32,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,fr Lyon,20,1998,7,630,90,87.5,7.0,1.00,90,1.00,0.00,,0.14,1.29,1.71,1.57,0.14,+0.14,+4.14,1.67,1.73,-0.06,-0.06,+4.54,Matches
33,Alphonse Areola\Alphonse-Areola,fr FRA,GK,fr Paris S-G,25,1993,3,270,90,37.5,3.0,1.00,90,1.00,0.00,,1.67,1.33,3.33,2.00,1.33,+1.33,+0.53,2.40,1.43,1.00,+0.99,+0.63,Matches
34,Santiago Arias\Santiago-Arias,co COL,DFMF,es Atlético Madrid,26,1992,4,346,87,48.1,3.8,1.05,87,0.79,0.00,,0.79,1.75,1.32,0.79,0.53,+0.52,+0.52,0.95,0.79,0.16,+0.16,+0.34,Matches
35,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,it Inter,29,1988,6,518,86,95.9,5.8,1.03,86,0.86,0.00,,0.00,1.33,0.86,1.21,-0.34,-0.35,-4.44,1.36,1.34,0.02,+0.02,-2.94,Matches
36,Marco Asensio\Marco-Asensio,es ESP,FW,es Real Madrid,22,1996,7,306,44,42.5,3.4,0.59,93,0.59,1.47,24,0.29,1.71,0.88,2.35,-1.47,-1.47,-3.64,1.76,1.29,0.47,+0.46,-0.03,Matches
37,Roger Assalé\Roger-Assale,ci CIV,FWMF,ch Young Boys,24,1993,5,381,76,70.6,4.2,0.95,90,0.95,0.24,20,0.24,0.67,0.48,1.90,-1.43,-1.42,-0.29,1.36,1.81,-0.48,-0.46,+1.72,Matches
38,Serge Aurier\Serge-Aurier,ci CIV,DF,eng Tottenham,25,1992,5,434,87,37.1,4.8,1.04,87,0.83,0.00,,0.42,2.40,1.25,0.63,0.63,+0.62,+0.87,1.31,0.81,0.52,+0.51,+0.21,Matches
39,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,MF,pt Porto,21,1997,1,9,9,1.0,0.1,0.00,,0.00,10.0,8,30.0,3.00,0.00,0.00,0.00,0.00,-0.49,0.00,1.00,-1.00,-1.39,-1.27,Matches
40,Serdar Aziz\Serdar-Aziz,tr TUR,DF,tr Galatasaray,27,1990,4,360,90,66.7,4.0,1.00,90,1.00,0.00,,0.00,0.75,0.75,1.25,-0.50,-0.50,0.00,1.27,1.35,-0.07,-0.07,-0.09,Matches
41,Srđan Babić\Srdjan-Babic,rs SRB,DF,rs Red Star,22,1996,3,225,75,41.7,2.5,0.80,90,0.80,0.40,45,1.20,0.83,0.80,3.60,-2.80,-2.80,-1.37,0.44,3.36,-2.92,-2.91,-0.90,Matches
42,Loic Badiashile\Loic-Badiashile,fr FRA,GK,fr Monaco,20,1998,1,90,90,16.7,1.0,1.00,90,1.00,0.00,,4.00,1.00,1.00,1.00,0.00,0.00,+2.40,0.80,1.60,-0.70,-0.74,+0.30,Matches
43,Eric Bailly\Eric-Bailly,ci CIV,DF,eng Manchester Utd,24,1994,4,305,76,33.9,3.4,1.18,76,0.88,0.00,,1.18,1.00,0.88,1.47,-0.59,-0.59,-0.74,1.15,1.24,-0.09,-0.09,-0.05,Matches
44,Michalis Bakakis\Michalis-Bakakis,gr GRE,DFFW,gr AEK Athens,27,1991,6,519,87,96.1,5.8,1.03,87,0.86,0.00,,0.00,0.80,0.34,1.90,-1.55,-1.56,+7.01,0.71,2.03,-1.33,-1.34,+1.26,Matches
45,Anastasios Bakasetas\Anastasios-Bakasetas,gr GRE,FW,gr AEK Athens,25,1993,2,180,90,33.3,2.0,1.00,90,1.00,0.00,,0.00,1.40,1.00,2.50,-1.50,-1.50,+0.50,1.50,1.80,-0.30,-0.30,+1.63,Matches
46,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,nl Ajax,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
47,Keita Baldé\Keita-Balde,sn SEN,FWMF,it Inter,23,1995,4,76,19,14.1,0.8,0.00,,0.00,5.00,18,2.50,1.00,3.75,1.25,2.50,+2.37,+2.95,3.25,0.63,2.63,+2.47,+2.72,Matches
48,Gareth Bale\Gareth-Bale,wal WAL,FW,es Real Madrid,29,1989,7,486,69,67.5,5.4,0.93,76,0.19,0.37,53,0.00,2.14,2.41,0.56,1.85,+1.85,+3.77,1.80,1.31,0.46,+0.47,-0.02,Matches
49,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,de Dortmund,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
50,David von Ballmoos\David-von-Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4,360,90,66.7,4.0,1.00,90,1.00,0.00,,0.25,0.67,0.25,2.50,-2.25,-2.25,-2.75,0.93,2.35,-1.43,-1.43,-1.39,Matches
51,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,21,1996,4,284,71,52.6,3.2,0.94,90,0.94,0.31,13,0.63,0.75,0.31,1.56,-1.25,-1.27,+0.14,1.22,1.16,0.06,+0.06,+0.76,Matches
52,Vasilios Barkas\Vasilios-Barkas,gr GRE,GK,gr AEK Athens,24,1994,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,0.80,0.33,2.17,-1.83,-1.83,,0.68,2.07,-1.38,-1.39,,Matches
53,Antonio Barreca\Antonio-Barreca,it ITA,DF,fr Monaco,23,1995,1,90,90,16.7,1.0,1.00,90,1.00,0.00,,3.00,0.00,0.00,4.00,-4.00,-4.00,-2.40,1.20,1.70,-0.50,-0.51,+0.57,Matches
54,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,it Juventus,37,1981,3,108,36,12.0,1.2,0.83,92,0.83,1.67,8,1.67,2.00,2.50,1.67,0.83,+0.83,+0.38,3.08,0.83,2.25,+2.25,+1.59,Matches
55,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,es Valencia,24,1993,5,345,69,63.9,3.8,1.05,81,0.53,0.26,23,0.26,1.00,0.79,1.05,-0.26,-0.26,-0.72,0.84,2.05,-1.21,-1.20,-1.49,Matches
56,Oliver Baumann\Oliver-Baumann,de GER,GK,de Hoffenheim,28,1990,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,0.50,1.83,2.33,-0.50,-0.50,,1.83,2.03,-0.20,-0.20,,Matches
57,Ömer Bayram\Omer-Bayram,tr TUR,DF,tr Galatasaray,27,1991,2,54,27,10.0,0.6,0.00,,0.00,3.33,27,5.00,0.50,0.00,1.67,-1.67,-1.67,-1.30,0.33,2.00,-1.83,-1.78,-1.93,Matches
58,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,pt Porto,21,1996,1,8,8,0.9,0.1,0.00,,0.00,10.0,7,0.00,3.00,0.00,0.00,0.00,0.00,-0.49,1.00,0.00,1.00,+1.49,+1.63,Matches
59,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,ru CSKA Moscow,22,1996,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,1.17,1.33,1.50,-0.17,-0.17,,1.18,1.62,-0.43,-0.43,,Matches
60,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,21,1997,12,981,82,90.8,10.9,1.01,87,0.55,0.09,28,0.00,2.00,1.65,0.92,0.73,+0.73,-0.18,1.69,1.27,0.42,+0.42,-1.02,Matches
61,Aziz Behich\Aziz-Behich,au AUS,DFMF,nl PSV Eindhoven,27,1990,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
62,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,de Hoffenheim,26,1992,5,346,69,64.1,3.8,1.05,82,0.53,0.26,20,0.00,0.40,1.58,2.63,-1.05,-1.04,-1.50,1.39,2.24,-0.84,-0.84,-1.79,Matches
63,Younès Belhanda\Younes-Belhanda,ma MAR,MF,tr Galatasaray,28,1990,4,325,81,60.2,3.6,1.11,81,0.56,0.00,,0.00,1.00,0.56,0.83,-0.28,-0.28,+0.56,0.81,1.67,-0.86,-0.84,-2.02,Matches
64,Diego Benaglio\Diego-Benaglio,ch SUI,GK,fr Monaco,34,1983,5,404,81,74.8,4.5,1.11,81,0.89,0.00,,0.00,0.00,0.22,2.22,-2.00,-2.00,-0.02,0.78,1.38,-0.60,-0.60,+1.55,Matches
65,Medhi Benatia\Medhi-Benatia,ma MAR,DF,it Juventus,31,1987,1,90,90,10.0,1.0,1.00,90,1.00,0.00,,4.00,3.00,3.00,0.00,3.00,+3.00,+2.78,3.50,0.20,3.30,+3.31,+2.74,Matches
66,Loris Benito\Loris-Benito,ch SUI,DF,ch Young Boys,26,1992,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,1.00,0.67,2.00,-1.33,-1.33,,1.18,2.15,-0.97,-0.97,,Matches
67,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,de Schalke 04,23,1994,6,424,71,58.9,4.7,0.85,91,0.85,0.43,31,0.21,1.17,1.06,2.98,-1.91,-1.91,-2.82,1.11,2.13,-1.02,-1.02,-1.93,Matches
68,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MFFW,it Juventus,21,1997,7,551,79,61.2,6.1,0.98,90,0.98,0.16,10,0.16,1.00,0.82,1.15,-0.33,-0.33,-2.13,1.41,0.82,0.61,+0.60,-0.62,Matches
69,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,30,1987,8,582,73,80.8,6.5,1.23,73,0.31,0.00,,0.00,1.88,1.85,1.23,0.62,+0.62,-0.03,1.77,1.35,0.42,+0.42,-0.29,Matches
70,Steve von Bergen\Steve-von-Bergen,ch SUI,DF,ch Young Boys,35,1983,5,405,81,75.0,4.5,1.11,81,0.89,0.00,,0.00,0.71,0.44,2.22,-1.78,-1.78,-1.78,1.22,2.04,-0.82,-0.82,+0.60,Matches
71,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,5,400,80,74.1,4.4,1.14,80,0.23,0.00,,0.00,1.00,0.68,1.82,-1.14,-1.13,+0.16,1.20,2.16,-0.95,-0.94,-0.26,Matches
72,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFFW,it Juventus,24,1994,8,552,69,61.3,6.1,0.98,88,0.66,0.33,11,0.00,1.63,1.80,0.98,0.82,+0.82,+0.82,2.13,1.15,0.98,+0.98,+0.34,Matches
73,Juan Bernat\Juan-Bernat,es ESP,DFMF,fr Paris S-G,25,1993,8,675,84,93.8,7.5,1.07,84,0.93,0.00,,0.00,1.75,2.40,1.47,0.93,+0.93,-1.07,1.96,1.25,0.71,+0.70,+1.68,Matches
74,Tommaso Berni\Tommaso-Berni,it ITA,GK,it Inter,35,1983,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
75,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,ch Young Boys,24,1994,3,107,36,19.8,1.2,0.83,92,0.83,1.67,8,2.50,1.75,0.00,2.50,-2.50,-2.52,-1.48,0.42,3.33,-2.92,-2.96,-2.48,Matches
76,Giulian Biancone\Giulian-Biancone,fr FRA,DF,fr Monaco,18,2000,2,167,84,30.9,1.9,1.05,84,0.53,0.00,,0.00,0.00,0.00,1.58,-1.58,-1.62,+0.55,0.79,1.63,-0.84,-0.85,+0.19,Matches
77,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,de Hoffenheim,28,1990,3,252,84,46.7,2.8,1.07,84,0.71,0.00,,0.36,0.67,2.14,2.86,-0.71,-0.71,-0.40,1.93,2.14,-0.21,-0.20,0.00,Matches
78,Jaka Bijol\Jaka-Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3,270,90,50.0,3.0,1.00,90,1.00,0.00,,0.67,1.33,1.33,1.33,0.00,0.00,+0.33,1.23,1.50,-0.27,-0.27,+0.31,Matches
79,Kristijan Bistrović\Kristijan-Bistrovic,hr CRO,MF,ru CSKA Moscow,20,1998,2,180,90,33.3,2.0,1.00,90,1.00,0.00,,0.00,1.50,2.00,1.00,1.00,+1.00,+1.75,1.40,1.30,0.10,+0.12,+0.82,Matches
80,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,de Hoffenheim,24,1993,3,141,47,26.1,1.6,1.25,67,0.00,0.63,8,0.63,0.33,1.88,2.50,-0.63,-0.64,-0.19,2.19,2.00,0.19,+0.18,+0.51,Matches
81,Daley Blind\Daley-Blind,nl NED,DFMF,nl Ajax,28,1990,12,1080,90,100.0,12.0,1.00,90,1.00,0.00,,0.00,2.00,1.83,1.08,0.75,+0.75,,1.82,1.31,0.52,+0.52,,Matches
82,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,25,1993,3,189,63,35.0,2.1,0.95,86,0.48,0.48,18,0.00,0.33,0.00,2.86,-2.86,-2.86,-1.32,0.33,2.71,-2.43,-2.42,-0.05,Matches
83,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,29,1988,5,450,90,62.5,5.0,1.00,90,1.00,0.00,,0.40,2.20,2.60,1.00,1.60,+1.60,+1.60,2.12,1.42,0.70,+0.69,+0.92,Matches
84,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,FWMF,ua Shakhtar,25,1993,4,172,43,31.9,1.9,1.05,74,0.53,1.05,12,0.53,0.50,0.53,4.74,-4.21,-4.19,-4.19,0.74,3.11,-2.37,-2.35,-1.64,Matches
85,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,31,1987,10,900,90,100.0,10.0,1.00,90,1.00,0.00,,0.00,1.60,1.40,0.90,0.50,+0.50,,1.80,0.96,0.84,+0.84,,Matches
86,Milan Borjan\Milan-Borjan,ca CAN,GK,rs Red Star,30,1987,6,540,90,100.0,6.0,1.00,90,1.00,0.00,,0.00,1.43,0.83,2.83,-2.00,-2.00,,0.45,2.83,-2.38,-2.39,,Matches
87,Ioannis-Foivos Botos\Ioannis-Foivos-Botos,gr GRE,MF,gr AEK Athens,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
88,Lucas Boyé\Lucas-Boye,ar ARG,FW,gr AEK Athens,22,1996,4,124,31,23.0,1.4,0.71,70,0.00,2.14,18,0.00,0.00,0.00,0.00,0.00,0.00,+2.38,0.36,1.29,-0.86,-0.91,+0.62,Matches
89,Yacine Brahimi\Yacine-Brahimi,dz ALG,FWMF,pt Porto,28,1990,9,620,69,66.7,6.9,1.01,77,0.14,0.29,40,0.14,1.78,1.74,0.87,0.87,+0.87,+1.16,1.48,1.25,0.23,+0.23,+1.08,Matches
90,Juan Brandáriz\Juan-Brandariz,es ESP,DF,es Barcelona,19,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
91,Joshua Brenet\Joshua-Brenet,nl NED,DFFW,de Hoffenheim,24,1994,2,135,68,25.0,1.5,1.33,68,0.67,0.00,,2.00,0.00,1.33,2.00,-0.67,-0.67,-0.22,1.07,2.53,-1.47,-1.44,-1.66,Matches
92,Rhian Brewster\Rhian-Brewster,eng ENG,FW,eng Liverpool,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
93,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,25,1992,6,534,89,98.9,5.9,1.02,89,0.85,0.00,,0.00,1.33,0.85,1.19,-0.34,-0.34,-15.34,1.41,1.34,0.08,+0.08,-5.05,Matches
94,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,de Schalke 04,26,1991,2,180,90,25.0,2.0,1.00,90,1.00,0.00,,0.00,0.00,1.00,5.00,-4.00,-4.00,-4.33,1.05,3.05,-2.00,-2.02,-2.40,Matches
95,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,19,1998,5,152,30,21.1,1.7,0.59,65,0.00,2.35,22,0.59,1.20,2.35,0.59,1.76,+1.78,+1.62,2.29,0.59,1.71,+1.74,+1.36,Matches
96,Pavel Bucha\Pavel-Bucha,cz CZE,MF,cz Viktoria Plzeň,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
97,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,fr Paris S-G,40,1978,5,450,90,62.5,5.0,1.00,90,1.00,0.00,,0.00,2.00,2.00,1.20,0.80,+0.80,-0.53,1.56,1.20,0.36,+0.36,-0.63,Matches
98,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,de Schalke 04,29,1989,6,233,39,32.4,2.6,0.77,86,0.38,1.54,15,0.00,1.33,1.15,3.46,-2.31,-2.32,-2.32,1.04,2.27,-1.23,-1.24,-1.50,Matches
99,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,27,1990,7,630,90,87.5,7.0,1.00,90,1.00,0.00,,0.14,1.43,1.14,0.86,0.29,+0.29,-1.71,1.31,0.86,0.46,+0.46,-1.70,Matches
100,Dženis Burnić\Dzenis-Burnic,de GER,MF,de Dortmund,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
101,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,30,1988,12,1033,86,95.6,11.5,0.96,90,0.78,0.09,45,0.00,2.25,2.17,0.87,1.30,+1.31,-0.61,1.90,1.13,0.77,+0.77,+1.03,Matches
102,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,3,136,45,25.2,1.5,0.67,91,0.67,1.33,23,2.00,1.67,1.33,2.00,-0.67,-0.66,+0.90,0.73,1.67,-0.93,-0.92,+0.42,Matches
103,Martín Cáceres\Martin-Caceres,uy URU,DF,it Juventus,31,1987,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
104,Jonathan Cafu\Jonathan-Cafu,br BRA,MF,rs Red Star,27,1991,0,,,,,0,,0,0,,2,1.00,,,,,,,,,,,Matches
105,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,de Schalke 04,30,1988,6,511,85,71.0,5.7,1.05,85,0.88,0.00,,0.18,1.33,1.05,1.05,0.00,0.00,+2.58,1.40,1.25,0.16,+0.16,+1.34,Matches
106,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,31,1987,6,514,86,95.2,5.7,1.05,86,0.53,0.00,,0.00,1.50,1.23,0.70,0.53,+0.53,+3.99,1.74,0.98,0.74,+0.74,+1.00,Matches
107,Emre Can\Emre-Can,de GER,MFDF,it Juventus,24,1994,6,338,56,37.6,3.8,0.53,92,0.53,1.05,39,0.00,1.50,2.11,1.32,0.79,+0.80,+0.48,2.03,1.32,0.74,+0.73,-0.18,Matches
108,João Cancelo\Joao-Cancelo,pt POR,DF,it Juventus,24,1994,7,480,69,53.3,5.3,0.94,90,0.75,0.38,16,0.38,1.86,1.51,0.38,1.13,+1.13,+1.34,1.70,0.89,0.81,+0.81,-0.08,Matches
109,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,5,138,28,25.6,1.5,1.33,52,0.00,2.00,12,0.67,1.60,2.00,2.00,0.00,0.00,+0.22,1.87,1.60,0.27,+0.27,+0.18,Matches
110,Mikel Carro\Mikel-Carro,es ESP,MF,es Atlético Madrid,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
111,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,26,1992,6,419,70,58.2,4.7,1.06,81,0.85,0.21,16,0.00,1.50,1.70,1.28,0.43,+0.43,-0.47,1.91,1.57,0.34,+0.34,-0.33,Matches
112,Casemiro\Casemiro,br BRA,MF,es Real Madrid,26,1992,6,503,84,69.9,5.6,1.07,84,0.71,0.00,,0.00,2.00,2.32,1.25,1.07,+1.07,+1.49,1.98,1.30,0.68,+0.68,+0.66,Matches
113,Kiko Casilla\Kiko-Casilla,es ESP,GK,es Real Madrid,31,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
