Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
98,Casemiro\Casemiro,br BRA,MF,es Real Madrid,26,1992,6,6,503,5.6,0.18,0.00,0.18,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,0.05,0.05,0.00,0.05,0.06,0.01,0.06,0.06,0.06,Matches
99,Iker Casillas\Iker-Casillas,es ESP,GK,pt Porto,37,1981,10,10,930,10.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
100,Nicolás Castillo\Nicolas-Castillo,cl CHI,FW,pt Benfica,25,1993,1,0,14,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.99,0.00,0.99,0.99,0.99,Matches
101,Goran Čaušić\Goran-Causic,rs SRB,MF,rs Red Star,26,1992,5,3,313,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.06,0.02,0.04,0.06,0.02,0.06,Matches
102,Edinson Cavani\Edinson-Cavani,uy URU,FW,fr Paris S-G,31,1987,7,5,413,4.6,0.43,0.43,0.43,0.00,0.00,0.00,0.00,0.44,0.44,0.87,0.44,0.87,0.59,0.59,0.02,0.61,0.58,0.03,0.61,0.58,0.61,Matches
103,Dani Ceballos\Dani-Ceballos,es ESP,MF,es Real Madrid,21,1996,3,2,186,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.10,0.29,0.20,0.10,0.30,0.20,0.30,Matches
104,Muğdat Çelik\Mugdat-Celik,tr TUR,FW,tr Galatasaray,28,1990,3,0,41,0.5,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
105,Aleš Čermák\Ales-Cermak,cz CZE,MF,cz Viktoria Plzeň,23,1994,5,4,348,3.9,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,0.05,0.05,0.13,0.18,0.05,0.12,0.18,0.05,0.18,Matches
106,Franco Cervi\Franco-Cervi,ar ARG,FW,pt Benfica,24,1994,6,3,310,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.21,0.07,0.12,0.19,0.07,0.19,Matches
107,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,fr Monaco,28,1989,5,4,313,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.09,0.02,0.07,0.09,0.02,0.09,Matches
108,Fyodor Chalov\Fyodor-Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,6,6,505,5.6,0.36,0.00,0.36,0.00,0.00,0.18,0.00,0.36,0.00,0.36,0.36,0.36,0.27,0.27,0.13,0.39,0.27,0.12,0.39,0.27,0.39,Matches
109,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,fr Lyon,20,1997,5,1,105,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.08,0.33,0.21,0.10,0.31,0.21,0.31,Matches
110,Nikita Chernov\Nikita-Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,5,4,353,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.02,0.00,0.02,0.02,0.02,Matches
111,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,es Valencia,27,1990,3,1,108,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.17,0.08,0.25,0.31,0.08,0.38,0.17,0.25,Matches
112,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,33,1984,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.02,0.07,0.04,0.02,0.06,0.04,0.06,Matches
113,Tahith Chong\Tahith-Chong,nl NED,MF,eng Manchester Utd,18,1999,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Tomáš Chorý\Tomas-Chory,cz CZE,FW,cz Viktoria Plzeň,23,1995,3,3,244,2.7,0.37,0.00,0.37,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37,0.19,0.19,0.04,0.22,0.19,0.02,0.21,0.19,0.21,Matches
115,Dmytro Chygrynskiy\Dmytro-Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Barcelona,29,1989,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
117,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,22,1996,3,1,130,1.4,0.71,0.00,0.71,0.00,0.00,0.00,0.00,0.69,0.00,0.69,0.69,0.69,0.14,0.14,0.00,0.14,0.12,0.01,0.13,0.12,0.13,Matches
118,Germán Conti\German-Conti,ar ARG,DF,pt Benfica,24,1994,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.06,0.00,0.06,0.06,0.06,Matches
119,Dion Cools\Dion-Cools,be BEL,DFMF,be Club Brugge,22,1996,2,0,120,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Francis Coquelin\Francis-Coquelin,fr FRA,MFFW,es Valencia,27,1991,4,3,278,3.1,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.01,0.02,0.01,0.02,Matches
121,Ante Ćorić\Ante-Coric,hr CRO,MF,it Roma,21,1997,1,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
122,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,32,1986,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,fr Lyon,21,1996,5,2,216,2.4,1.25,0.00,1.25,0.00,0.00,0.00,0.00,1.25,0.00,1.25,1.25,1.25,0.54,0.54,0.21,0.75,0.55,0.21,0.77,0.55,0.77,Matches
124,Jesús Corona\Jesus-Corona,mx MEX,FWMF,pt Porto,25,1993,8,7,556,6.2,0.48,0.32,0.48,0.00,0.00,0.48,0.00,0.49,0.32,0.81,0.49,0.81,0.13,0.13,0.21,0.34,0.13,0.21,0.34,0.13,0.34,Matches
125,Ángel Correa\Angel-Correa,ar ARG,FWMF,es Atlético Madrid,23,1995,8,3,355,3.9,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.08,0.41,0.31,0.09,0.40,0.31,0.40,Matches
126,Uroš Ćosić\Uros-Cosic,rs SRB,DFMF,gr AEK Athens,25,1992,4,3,293,3.3,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.02,0.02,0.00,0.02,Matches
127,Bruno Xavier Almeida Costa\Bruno-Xavier-Almeida-Costa,pt POR,MF,pt Porto,21,1997,2,0,28,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,29,1988,4,4,305,3.4,0.29,0.29,0.29,0.00,0.00,0.88,0.00,0.30,0.30,0.59,0.30,0.59,0.32,0.32,0.12,0.41,0.32,0.10,0.42,0.32,0.42,Matches
129,Douglas Costa\Douglas-Costa,br BRA,FWMF,it Juventus,27,1990,5,1,160,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.06,0.33,0.26,0.06,0.33,0.26,0.33,Matches
130,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,26,1992,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,es Barcelona,26,1992,12,11,852,9.5,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.32,0.32,0.63,0.32,0.63,0.40,0.40,0.12,0.52,0.40,0.12,0.52,0.40,0.52,Matches
132,Bryan Cristante\Bryan-Cristante,it ITA,MF,it Roma,23,1995,7,5,517,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.12,0.21,0.08,0.13,0.20,0.08,0.20,Matches
133,Juan Cuadrado\Juan-Cuadrado,co COL,MFFW,it Juventus,30,1988,5,4,326,3.6,0.00,0.56,0.00,0.00,0.00,0.28,0.00,0.00,0.55,0.55,0.00,0.55,0.06,0.06,0.50,0.56,0.05,0.49,0.54,0.05,0.54,Matches
134,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,29,1988,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.05,0.03,0.03,0.06,0.03,0.06,Matches
135,Colin Dagba\Colin-Dagba,fr FRA,MF,fr Paris S-G,19,1998,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
136,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de Dortmund,22,1996,5,3,318,3.5,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.03,0.09,0.05,0.03,0.08,0.05,0.08,Matches
137,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,eng Manchester Utd,19,1999,4,2,244,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.07,0.04,0.02,0.06,0.04,0.06,Matches
138,Oleh Danchenko\Oleh-Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1,1,89,1.0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
139,Danilo\Danilo,br BRA,DF,eng Manchester City,27,1991,2,1,120,1.3,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.06,0.06,0.00,0.06,Matches
140,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,25,1993,9,6,570,6.3,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,0.03,0.03,0.08,0.13,0.04,0.08,0.12,0.04,0.12,Matches
141,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,27,1991,4,3,246,2.7,0.00,1.48,0.00,0.00,0.00,0.00,0.00,0.00,1.46,1.46,0.00,1.46,0.19,0.19,0.26,0.44,0.18,0.26,0.44,0.18,0.44,Matches
142,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,it Roma,35,1983,4,4,304,3.4,0.29,0.00,0.00,0.29,0.29,0.29,0.00,0.30,0.00,0.30,0.00,0.00,0.26,0.03,0.03,0.03,0.25,0.02,0.27,0.03,0.04,Matches
143,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,25,1992,4,4,306,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.00,0.04,0.05,0.00,0.05,Matches
144,Saulo Decarli\Saulo-Decarli,ch SUI,MF,be Club Brugge,26,1992,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
145,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,24,1994,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,26,1991,6,4,296,3.3,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.01,0.10,0.11,0.01,0.11,Matches
147,Fabian Delph\Fabian-Delph,eng ENG,DFMF,eng Manchester City,28,1989,6,2,261,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.06,0.00,0.06,0.06,0.06,Matches
148,Mousa Dembélé\Mousa-Dembele,be BEL,MF,eng Tottenham,31,1987,2,2,163,1.8,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.04,0.03,0.08,0.04,0.08,Matches
149,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,22,1996,6,3,298,3.3,0.30,0.00,0.30,0.00,0.00,0.30,0.00,0.30,0.00,0.30,0.30,0.30,0.55,0.55,0.09,0.64,0.54,0.09,0.63,0.54,0.63,Matches
150,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,21,1997,8,5,414,4.6,0.65,0.22,0.65,0.00,0.00,0.00,0.00,0.65,0.22,0.87,0.65,0.87,0.41,0.41,0.26,0.67,0.41,0.26,0.68,0.41,0.68,Matches
151,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Hoffenheim,25,1993,5,4,369,4.1,0.00,0.49,0.00,0.00,0.00,0.73,0.00,0.00,0.49,0.49,0.00,0.49,0.15,0.15,0.24,0.39,0.14,0.25,0.40,0.14,0.40,Matches
152,Jason Denayer\Jason-Denayer,be BEL,DF,fr Lyon,23,1995,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,Matches
153,Igor Denisov\Igor-Denisov,ru RUS,MF,ru Loko Moscow,34,1984,6,5,469,5.2,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.08,0.13,0.06,0.08,0.14,0.06,0.14,Matches
154,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,MF,be Club Brugge,20,1997,3,2,179,2.0,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.05,0.10,0.08,0.04,0.13,0.08,0.13,Matches
155,Stefano Denswil\Stefano-Denswil,nl NED,DF,be Club Brugge,25,1993,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches
156,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,29,1989,2,0,13,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Memphis Depay\Memphis-Depay,nl NED,FW,fr Lyon,24,1994,8,7,615,6.8,0.15,0.44,0.15,0.00,0.00,0.00,0.00,0.15,0.44,0.59,0.15,0.59,0.32,0.32,0.43,0.75,0.33,0.42,0.75,0.33,0.75,Matches
158,Eren Derdiyok\Eren-Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,4,4,330,3.7,0.54,0.00,0.54,0.00,0.00,0.00,0.00,0.55,0.00,0.55,0.55,0.55,0.49,0.49,0.19,0.68,0.49,0.20,0.69,0.49,0.69,Matches
159,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,30,1988,8,8,656,7.3,0.27,0.41,0.27,0.00,0.00,0.14,0.00,0.27,0.41,0.69,0.27,0.69,0.18,0.18,0.42,0.60,0.18,0.42,0.60,0.18,0.60,Matches
160,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,de Schalke 04,29,1989,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.09,0.09,0.00,0.09,Matches
161,Moussa Diaby\Moussa-Diaby,fr FRA,MF,fr Paris S-G,19,1999,1,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,21,1996,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
163,Abdou Diallo\Abdou-Diallo,fr FRA,DF,de Dortmund,22,1996,7,7,619,6.9,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.04,0.14,0.10,0.04,0.14,0.10,0.14,Matches
164,Rúben Dias\Ruben-Dias,pt POR,DFMF,pt Benfica,21,1997,5,5,404,4.5,0.00,0.00,0.00,0.00,0.00,0.44,0.22,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,0.12,0.00,0.12,0.12,0.12,Matches
165,Krepin Diatta\Krepin-Diatta,sn SEN,DF,be Club Brugge,19,1999,2,1,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
166,Eric Dier\Eric-Dier,eng ENG,MF,eng Tottenham,24,1994,6,2,271,3.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.03,0.10,0.06,0.04,0.10,0.06,0.10,Matches
167,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,27,1991,12,12,1080,12.0,0.17,0.17,0.17,0.00,0.00,0.25,0.00,0.17,0.17,0.33,0.17,0.33,0.07,0.07,0.02,0.09,0.07,0.03,0.10,0.07,0.10,Matches
168,Sofiane Diop\Sofiane-Diop,fr FRA,FW,fr Monaco,18,2000,4,2,269,3.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.13,0.33,0.20,0.12,0.32,0.20,0.32,Matches
169,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,nl Ajax,20,1997,9,3,301,3.3,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,0.20,0.00,0.21,0.20,0.21,Matches
170,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,27,1990,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Ryan Donk\Ryan-Donk,sr SUR,MFDF,tr Galatasaray,32,1986,6,6,472,5.2,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.02,Matches
172,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,24,1993,7,3,287,3.2,0.00,0.31,0.00,0.00,0.00,0.63,0.00,0.00,0.31,0.31,0.00,0.31,0.03,0.03,0.19,0.22,0.04,0.18,0.21,0.04,0.21,Matches
173,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,23,1994,5,3,287,3.2,0.31,0.00,0.31,0.00,0.00,0.31,0.00,0.31,0.00,0.31,0.31,0.31,0.06,0.06,0.03,0.09,0.08,0.03,0.10,0.08,0.10,Matches
174,Denzel Dumfries\Denzel-Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0.03,Matches
175,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,24,1993,9,6,518,5.8,0.86,0.00,0.86,0.00,0.00,0.17,0.00,0.87,0.00,0.87,0.87,0.87,0.66,0.66,0.09,0.74,0.67,0.08,0.75,0.67,0.75,Matches
176,Alan Dzagoev\Alan-Dzagoev,ru RUS,MFFW,ru CSKA Moscow,28,1990,3,2,171,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.26,0.37,0.06,0.29,0.34,0.06,0.34,Matches
177,Edin Džeko\Edin-Dzeko,ba BIH,FW,it Roma,32,1986,6,6,570,6.3,0.79,0.48,0.79,0.00,0.00,0.32,0.00,0.79,0.47,1.26,0.79,1.26,0.59,0.59,0.13,0.70,0.58,0.12,0.70,0.58,0.70,Matches
178,Lorenzo Ebecilio\Lorenzo-Ebecilio,nl NED,MFFW,rs Red Star,26,1991,4,1,115,1.3,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.78,0.00,0.78,0.00,0.00,0.15,0.23,0.02,0.19,0.22,0.02,0.22,Matches
179,Éder\Eder,pt POR,FW,ru Loko Moscow,30,1987,6,4,310,3.4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,0.32,0.01,0.33,0.32,0.33,Matches
180,Ederson\Ederson,br BRA,GK,eng Manchester City,24,1993,10,10,900,10.0,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.10,0.00,0.10,0.00,0.00,0.04,0.04,0.00,0.04,0.04,0.00,0.04,Matches
181,Carel Eiting\Carel-Eiting,nl NED,MF,nl Ajax,20,1998,1,1,90,1.0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.10,0.10,0.40,0.60,0.12,0.43,0.55,0.12,0.55,Matches
182,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,18,2000,1,0,16,0.2,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.78,0.00,0.78,0.78,0.78,Matches
183,Breel Embolo\Breel-Embolo,ch SUI,FW,de Schalke 04,21,1997,5,5,381,4.2,0.24,0.00,0.24,0.00,0.00,0.48,0.00,0.24,0.00,0.24,0.24,0.24,0.50,0.50,0.07,0.57,0.50,0.06,0.57,0.50,0.57,Matches
184,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,eng Tottenham,26,1992,12,11,1003,11.1,0.18,0.27,0.18,0.00,0.00,0.00,0.00,0.18,0.27,0.45,0.18,0.45,0.23,0.23,0.31,0.54,0.23,0.31,0.54,0.23,0.54,Matches
185,Fabinho\Fabinho,br BRA,MFDF,eng Liverpool,24,1993,11,7,730,8.1,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.01,0.02,0.03,0.01,0.03,Matches
186,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,de Schalke 04,29,1988,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Radamel Falcao\Radamel-Falcao,co COL,FW,fr Monaco,32,1986,5,4,339,3.8,0.00,0.00,0.00,0.00,0.26,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.24,0.11,0.32,0.43,0.09,0.52,0.23,0.32,Matches
188,Jefferson Farfán\Jefferson-Farfan,pe PER,FWMF,ru Loko Moscow,33,1984,4,3,303,3.4,0.29,0.00,0.29,0.00,0.00,0.59,0.00,0.30,0.00,0.30,0.30,0.30,0.29,0.29,0.06,0.38,0.31,0.07,0.38,0.31,0.38,Matches
189,Christian Fassnacht\Christian-Fassnacht,ch SUI,MFFW,ch Young Boys,24,1993,6,5,381,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.07,0.26,0.19,0.06,0.25,0.19,0.25,Matches
190,Federico Fazio\Federico-Fazio,ar ARG,DF,it Roma,31,1987,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.03,0.23,0.20,0.04,0.23,0.20,0.23,Matches
191,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,MFFW,tr Galatasaray,28,1989,3,1,138,1.5,0.67,0.00,0.00,0.67,1.33,0.00,0.00,0.65,0.00,0.65,0.00,0.00,1.13,0.13,0.73,0.80,1.10,0.69,1.79,0.10,0.80,Matches
192,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,29,1988,5,5,435,4.8,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.02,0.04,0.03,0.02,0.05,0.03,0.05,Matches
193,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,fr Lyon,25,1993,6,6,502,5.6,0.54,0.36,0.54,0.00,0.00,0.54,0.00,0.54,0.36,0.90,0.54,0.90,0.36,0.36,0.18,0.54,0.36,0.17,0.53,0.36,0.53,Matches
194,Felipe\Felipe,br BRA,DF,pt Porto,29,1989,10,10,930,10.3,0.10,0.00,0.10,0.00,0.00,0.19,0.00,0.10,0.00,0.10,0.10,0.10,0.10,0.10,0.00,0.10,0.10,0.00,0.10,0.10,0.10,Matches
195,João Félix\Joao-Felix,pt POR,FW,pt Benfica,18,1999,1,1,76,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.02,0.07,0.05,0.07,Matches
