Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
30,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,fr Lyon,20,1998,7.0,40.1,45.3,88.6,702.7,171.9,18.9,20.7,91.0,16.7,18.0,92.9,3.71,5.00,74.3,0.29,0.16,0.13,1.00,3.57,0.71,0.00,3.86,Matches
31,Alphonse Areola\Alphonse-Areola,fr FRA,GK,fr Paris S-G,25,1993,3.0,27.3,29.3,93.2,701.3,365.0,4.67,4.67,100.0,14.3,14.3,100.0,7.67,9.67,79.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
32,Santiago Arias\Santiago-Arias,co COL,DFMF,es Atlético Madrid,26,1992,3.8,36.1,47.1,76.5,584.7,235.8,18.4,21.6,85.4,14.5,17.9,80.9,2.63,5.79,45.5,0.00,0.03,-0.03,0.79,0.79,1.84,0.26,5.00,Matches
33,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,it Inter,29,1988,5.8,45.2,55.0,82.1,830.2,291.6,19.7,20.7,95.0,18.6,22.2,83.7,6.38,10.0,63.8,0.17,0.05,0.12,0.69,3.28,1.21,0.52,3.10,Matches
34,Marco Asensio\Marco-Asensio,es ESP,FW,es Real Madrid,22,1996,3.4,48.2,60.0,80.4,841.5,169.4,25.3,28.5,88.7,16.2,17.9,90.2,6.18,11.8,52.5,0.00,0.32,-0.32,2.94,3.82,1.18,0.00,5.59,Matches
35,Roger Assalé\Roger-Assale,ci CIV,FWMF,ch Young Boys,24,1993,4.2,20.7,27.1,76.3,350.2,98.6,10.2,11.9,86.0,8.10,11.0,73.9,1.67,2.86,58.3,0.00,0.17,-0.17,1.43,2.86,1.19,0.24,2.62,Matches
36,Serge Aurier\Serge-Aurier,ci CIV,DF,eng Tottenham,25,1992,4.8,47.1,61.9,76.1,757.5,244.0,25.2,29.8,84.6,17.9,23.3,76.8,2.92,5.21,56.0,0.21,0.06,0.15,0.63,1.67,0.83,0.21,4.79,Matches
37,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,MF,pt Porto,21,1997,0.1,0.00,10.0,0.0,0.00,0.00,0.00,0.00,,0.00,10.0,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
38,Serdar Aziz\Serdar-Aziz,tr TUR,DF,tr Galatasaray,27,1990,4.0,55.8,63.0,88.5,1225.3,315.0,17.0,18.8,90.7,27.3,30.3,90.1,11.5,13.8,83.6,0.00,0.03,-0.03,0.25,1.00,0.00,0.00,2.00,Matches
39,Srđan Babić\Srdjan-Babic,rs SRB,DF,rs Red Star,22,1996,2.5,32.0,40.8,78.4,634.4,188.8,11.6,13.2,87.9,15.2,17.6,86.4,5.20,10.0,52.0,0.00,0.00,0.00,0.00,1.60,0.00,0.00,1.20,Matches
40,Loic Badiashile\Loic-Badiashile,fr FRA,GK,fr Monaco,20,1998,1.0,18.0,30.0,60.0,833.0,508.0,0.00,0.00,,3.00,3.00,100.0,15.0,26.0,57.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
41,Eric Bailly\Eric-Bailly,ci CIV,DF,eng Manchester Utd,24,1994,3.4,30.3,36.2,83.7,670.9,163.5,7.35,8.24,89.3,15.6,17.1,91.4,7.35,10.3,71.4,0.00,0.00,0.00,0.00,1.18,0.29,0.00,1.47,Matches
42,Michalis Bakakis\Michalis-Bakakis,gr GRE,DFFW,gr AEK Athens,27,1991,5.8,29.8,41.2,72.4,527.4,235.0,14.7,16.6,88.5,11.2,15.9,70.7,3.45,6.38,54.1,0.00,0.05,-0.05,0.34,2.24,0.86,0.34,2.59,Matches
43,Anastasios Bakasetas\Anastasios-Bakasetas,gr GRE,FW,gr AEK Athens,25,1993,2.0,43.5,54.5,79.8,811.0,227.0,21.0,23.5,89.4,14.5,17.0,85.3,8.00,12.0,66.7,0.00,0.25,-0.25,0.50,5.00,3.50,1.00,6.00,Matches
44,Keita Baldé\Keita-Balde,sn SEN,FWMF,it Inter,23,1995,0.8,23.8,28.8,82.6,420.0,40.0,11.3,13.8,81.8,11.3,12.5,90.0,1.25,2.50,50.0,0.00,0.00,0.00,0.00,0.00,1.25,1.25,0.00,Matches
45,Gareth Bale\Gareth-Bale,wal WAL,FW,es Real Madrid,29,1989,5.4,31.3,39.8,78.6,530.9,106.5,18.1,20.0,90.7,8.70,11.9,73.4,3.70,6.11,60.6,0.37,0.15,0.22,1.11,2.22,1.67,0.19,2.22,Matches
46,David von Ballmoos\David-von-Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4.0,21.8,38.3,56.9,878.3,666.8,2.00,2.00,100.0,8.00,8.00,100.0,11.8,28.3,41.6,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,Matches
47,Dmitri Barinov\Dmitri-Barinov,ru RUS,MF,ru Loko Moscow,21,1996,3.2,27.8,37.8,73.6,465.9,148.8,14.4,18.4,78.0,10.9,13.4,81.4,2.19,5.00,43.8,0.00,0.09,-0.09,0.94,2.81,0.31,0.00,1.56,Matches
48,Vasilios Barkas\Vasilios-Barkas,gr GRE,GK,gr AEK Athens,24,1994,6.0,20.0,35.2,56.9,859.3,661.2,0.67,0.67,100.0,5.67,5.67,100.0,13.5,28.7,47.1,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,Matches
49,Antonio Barreca\Antonio-Barreca,it ITA,DF,fr Monaco,23,1995,1.0,69.0,87.0,79.3,1062.0,364.0,39.0,43.0,90.7,26.0,33.0,78.8,3.00,9.00,33.3,0.00,0.10,-0.10,2.00,2.00,3.00,2.00,7.00,Matches
50,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,it Juventus,37,1981,1.2,55.0,64.2,85.7,1112.5,308.3,16.7,18.3,90.9,29.2,32.5,89.7,9.17,10.8,84.6,0.00,0.00,0.00,0.00,3.33,0.00,0.00,4.17,Matches
51,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,es Valencia,24,1993,3.8,23.2,28.7,80.7,404.7,58.7,12.4,13.9,88.7,7.89,10.5,75.0,2.89,3.16,91.7,0.00,0.05,-0.05,1.05,1.58,0.26,0.00,1.84,Matches
52,Oliver Baumann\Oliver-Baumann,de GER,GK,de Hoffenheim,28,1990,6.0,25.2,36.3,69.3,755.2,476.7,4.17,4.17,100.0,12.5,12.8,97.4,8.50,19.2,44.3,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,Matches
53,Ömer Bayram\Omer-Bayram,tr TUR,DF,tr Galatasaray,27,1991,0.6,65.0,83.3,78.0,1040.0,390.0,36.7,41.7,88.0,25.0,30.0,83.3,3.33,10.0,33.3,0.00,0.00,0.00,0.00,5.00,1.67,1.67,5.00,Matches
54,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,pt Porto,21,1996,0.1,60.0,70.0,85.7,1090.0,0.00,20.0,20.0,100.0,30.0,30.0,100.0,10.0,20.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
55,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,ru CSKA Moscow,22,1996,6.0,32.0,38.5,83.1,659.8,218.7,11.2,11.8,94.4,15.0,17.0,88.2,5.67,9.50,59.6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.83,Matches
56,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,21,1997,10.9,23.4,29.3,79.9,326.7,91.7,14.8,17.2,85.6,6.88,8.26,83.3,1.01,1.74,57.9,0.18,0.20,-0.02,1.38,1.10,0.55,0.00,2.29,Matches
57,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,de Hoffenheim,26,1992,3.8,17.4,24.5,71.0,251.1,58.4,10.8,13.9,77.4,5.79,8.95,64.7,0.53,1.05,50.0,0.26,0.18,0.08,1.84,0.53,0.79,0.00,1.58,Matches
58,Younès Belhanda\Younes-Belhanda,ma MAR,MF,tr Galatasaray,28,1990,3.6,35.6,47.8,74.4,661.7,151.9,15.3,18.3,83.3,13.1,17.8,73.4,6.11,10.3,59.5,0.00,0.22,-0.22,1.11,3.33,1.11,0.00,4.17,Matches
59,Diego Benaglio\Diego-Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,22.0,26.7,82.5,608.2,326.0,2.67,2.67,100.0,12.7,12.7,100.0,6.67,11.3,58.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
60,Medhi Benatia\Medhi-Benatia,ma MAR,DF,it Juventus,31,1987,1.0,70.0,75.0,93.3,1372.0,386.0,23.0,24.0,95.8,39.0,40.0,97.5,8.00,11.0,72.7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,Matches
61,Loris Benito\Loris-Benito,ch SUI,DF,ch Young Boys,26,1992,6.0,38.0,50.3,75.5,632.5,273.0,18.3,21.7,84.6,15.8,20.3,77.9,2.83,6.50,43.6,0.00,0.02,-0.02,0.33,3.17,0.50,0.17,3.67,Matches
62,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,de Schalke 04,23,1994,4.7,37.4,47.4,78.9,777.4,138.1,11.5,14.3,80.6,19.1,22.8,84.1,6.38,9.79,65.2,0.00,0.00,0.00,0.43,2.55,0.21,0.00,2.13,Matches
63,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MFFW,it Juventus,21,1997,6.1,49.0,57.7,84.9,845.2,200.0,23.9,26.6,90.1,19.0,22.3,85.3,5.08,6.72,75.6,0.00,0.05,-0.05,1.48,3.28,0.33,0.00,5.57,Matches
64,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,33.8,40.6,83.3,512.9,72.2,19.8,22.9,86.6,10.6,12.6,84.1,2.46,2.62,94.1,0.31,0.18,0.12,1.23,2.00,1.69,0.15,3.08,Matches
65,Steve von Bergen\Steve-von-Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,28.4,33.3,85.3,670.2,238.7,6.00,7.56,79.4,15.6,16.0,97.2,6.89,9.78,70.5,0.00,0.02,-0.02,0.22,2.44,0.22,0.00,2.00,Matches
66,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,4.4,18.4,22.7,81.0,277.5,64.5,10.2,11.1,91.8,6.82,7.73,88.2,1.14,2.50,45.5,0.23,0.23,0.00,1.59,1.59,1.36,0.00,3.41,Matches
67,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFFW,it Juventus,24,1994,6.1,26.9,35.2,76.3,527.0,120.7,11.1,12.6,88.3,10.7,12.6,84.4,4.43,9.02,49.1,0.16,0.44,-0.28,1.97,0.82,1.64,0.33,2.30,Matches
68,Juan Bernat\Juan-Bernat,es ESP,DFMF,fr Paris S-G,25,1993,7.5,48.3,55.3,87.2,701.6,195.3,28.0,30.7,91.3,18.4,20.4,90.2,1.33,2.40,55.6,0.00,0.15,-0.15,0.67,2.00,0.93,0.27,3.47,Matches
69,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,45.0,53.3,84.4,834.2,186.7,14.2,15.0,94.4,26.7,29.2,91.4,3.33,7.50,44.4,0.00,0.00,0.00,0.83,0.83,0.83,0.00,1.67,Matches
70,Giulian Biancone\Giulian-Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,49.5,65.8,75.2,962.6,417.9,19.5,22.1,88.1,21.6,25.8,83.7,8.42,16.3,51.6,0.00,0.11,-0.11,1.05,2.63,1.58,0.00,6.32,Matches
71,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,de Hoffenheim,28,1990,2.8,70.4,77.9,90.4,1329.6,440.0,24.6,27.5,89.6,41.1,43.6,94.3,4.64,6.79,68.4,0.00,0.04,-0.04,0.71,3.57,0.00,0.00,4.64,Matches
72,Jaka Bijol\Jaka-Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3.0,37.7,48.0,78.5,710.7,156.7,18.3,20.0,91.7,12.7,17.7,71.7,6.67,9.33,71.4,0.00,0.00,0.00,0.33,3.33,0.00,0.00,3.00,Matches
73,Kristijan Bistrović\Kristijan-Bistrovic,hr CRO,MF,ru CSKA Moscow,20,1998,2.0,40.0,49.5,80.8,746.0,160.0,14.0,16.0,87.5,20.0,24.0,83.3,5.00,7.50,66.7,0.00,0.05,-0.05,1.00,4.50,0.50,0.00,4.50,Matches
74,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,21.9,33.8,64.8,398.1,151.9,10.0,13.8,72.7,8.75,11.9,73.7,3.13,6.25,50.0,0.63,0.44,0.19,3.75,0.63,1.88,1.25,4.38,Matches
75,Daley Blind\Daley-Blind,nl NED,DFMF,nl Ajax,28,1990,12.0,55.3,68.1,81.3,1093.3,463.3,18.3,20.8,87.6,29.5,32.8,89.8,7.17,13.0,55.1,0.00,0.05,-0.05,0.50,5.25,0.75,0.08,5.92,Matches
76,Richmond Boakye\Richmond-Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,18.6,25.2,73.6,351.0,53.8,7.14,11.0,65.2,8.10,10.5,77.3,3.33,3.33,100.0,0.00,0.00,0.00,0.48,0.48,0.00,0.00,0.48,Matches
77,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,29,1988,5.0,72.8,86.4,84.3,1922.2,634.6,12.2,13.6,89.7,38.4,41.8,91.9,21.4,29.6,72.3,0.00,0.00,0.00,0.20,9.00,0.80,0.00,7.60,Matches
78,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,FWMF,ua Shakhtar,25,1993,1.9,19.5,23.7,82.2,297.4,75.8,10.0,12.1,82.6,7.37,7.89,93.3,1.58,1.58,100.0,0.00,0.16,-0.16,2.11,1.05,0.53,0.00,1.58,Matches
79,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,31,1987,10.0,60.5,68.5,88.3,1382.8,559.4,15.5,16.0,96.9,32.1,33.7,95.3,12.2,17.7,68.9,0.20,0.09,0.11,0.40,4.70,0.90,0.00,4.70,Matches
80,Milan Borjan\Milan-Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,20.0,36.3,55.0,794.0,524.5,1.17,1.17,100.0,7.67,7.83,97.9,11.2,27.3,40.9,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,Matches
81,Lucas Boyé\Lucas-Boye,ar ARG,FW,gr AEK Athens,22,1996,1.4,14.3,25.7,55.6,175.7,62.9,10.0,13.6,73.7,3.57,7.86,45.5,0.00,2.86,0.0,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.71,Matches
82,Yacine Brahimi\Yacine-Brahimi,dz ALG,FWMF,pt Porto,28,1990,6.9,29.1,35.9,81.0,494.8,151.3,14.2,17.0,83.8,12.2,14.1,86.6,2.61,3.19,81.8,0.29,0.10,0.19,1.01,4.93,1.30,0.14,5.07,Matches
83,Joshua Brenet\Joshua-Brenet,nl NED,DFFW,de Hoffenheim,24,1994,1.5,21.3,26.7,80.0,323.3,177.3,10.7,11.3,94.1,9.33,12.0,77.8,0.67,2.67,25.0,0.00,0.00,0.00,0.00,1.33,1.33,0.00,2.67,Matches
84,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,25,1992,5.9,65.1,75.4,86.3,1268.1,347.5,27.1,29.2,93.0,26.8,29.7,90.3,10.2,14.7,69.0,0.00,0.05,-0.05,1.02,6.27,0.51,0.17,5.76,Matches
85,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,de Schalke 04,26,1991,2.0,29.5,33.0,89.4,753.0,334.5,7.00,8.00,87.5,13.0,13.0,100.0,9.50,12.0,79.2,0.00,0.00,0.00,0.00,3.00,1.50,0.00,2.50,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,30.6,34.7,88.1,434.7,83.5,20.6,22.9,89.7,8.82,9.41,93.8,1.18,2.35,50.0,0.59,0.41,0.18,2.94,0.00,0.59,0.00,1.76,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,17.4,25.6,68.0,473.4,267.0,3.20,3.20,100.0,8.60,8.60,100.0,5.60,13.8,40.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,12.7,20.8,61.1,221.9,24.6,5.38,10.0,53.8,6.15,8.85,69.6,1.15,1.54,75.0,0.38,0.04,0.35,0.38,1.15,1.15,0.38,1.54,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,27,1990,7.0,25.6,33.9,75.5,742.9,417.4,3.00,3.00,100.0,13.0,13.0,100.0,9.57,17.9,53.6,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.14,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,30,1988,11.5,79.5,85.0,93.6,1457.8,374.9,32.5,34.4,94.4,35.4,36.8,96.2,10.1,11.7,86.6,0.00,0.10,-0.10,0.96,7.13,0.52,0.00,5.13,Matches
91,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,54.7,60.7,90.1,982.7,268.0,20.7,22.0,93.9,26.7,28.7,93.0,5.33,6.67,80.0,0.00,0.00,0.00,0.00,3.33,0.67,0.00,1.33,Matches
92,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,de Schalke 04,30,1988,5.7,30.4,45.8,66.3,644.7,323.0,9.82,13.2,74.7,14.4,18.6,77.4,5.96,12.8,46.6,0.00,0.12,-0.12,0.88,2.46,1.40,0.00,5.09,Matches
93,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,31,1987,5.7,41.2,51.6,79.9,775.3,226.8,20.0,22.6,88.4,14.2,18.1,78.6,7.02,10.4,67.8,0.35,0.40,-0.05,3.33,3.51,1.40,0.88,4.56,Matches
94,Emre Can\Emre-Can,de GER,MFDF,it Juventus,24,1994,3.8,49.2,57.9,85.0,986.8,146.3,17.4,20.0,86.8,21.8,23.9,91.2,9.21,12.4,74.5,0.00,0.00,0.00,0.00,5.26,0.53,0.00,3.16,Matches
95,João Cancelo\Joao-Cancelo,pt POR,DF,it Juventus,24,1994,5.3,46.6,59.1,78.9,863.2,267.7,19.4,23.2,83.7,21.7,25.5,85.2,5.09,8.30,61.4,0.38,0.15,0.23,1.51,3.21,1.51,0.94,4.91,Matches
96,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,1.5,30.7,41.3,74.2,464.7,128.0,19.3,20.7,93.5,6.67,12.7,52.6,2.67,4.67,57.1,0.00,0.33,-0.33,2.00,1.33,2.00,0.00,2.67,Matches
97,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,59.8,72.8,82.2,1090.6,343.6,28.7,31.5,91.2,23.0,26.8,85.7,7.02,11.3,62.3,0.21,0.26,-0.04,1.70,2.55,0.85,0.21,3.62,Matches
98,Casemiro\Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,61.8,69.3,89.2,1124.6,278.2,29.1,32.0,91.1,23.2,25.9,89.7,7.86,8.75,89.8,0.00,0.00,0.00,0.36,4.82,0.36,0.00,5.18,Matches
