Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
115,Dmytro Chygrynskiy\Dmytro-Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
117,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,22,1996,1.4,3.57,3.46,3.57,0.00,0.00,0.00,0.00,0.00,0.71,0.69,0.71,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Germán Conti\German-Conti,ar ARG,DF,pt Benfica,24,1994,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
119,Dion Cools\Dion-Cools,be BEL,DFMF,be Club Brugge,22,1996,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Francis Coquelin\Francis-Coquelin,fr FRA,MFFW,es Valencia,27,1991,3.1,1.29,1.29,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
121,Ante Ćorić\Ante-Coric,hr CRO,MF,it Roma,21,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
122,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,32,1986,3.0,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,fr Lyon,21,1996,2.4,1.25,1.25,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
124,Jesús Corona\Jesus-Corona,mx MEX,FWMF,pt Porto,25,1993,6.2,3.87,3.88,2.26,0.65,0.65,0.16,0.00,0.16,1.13,1.13,0.65,0.16,0.16,0.00,0.00,0.16,0.00,Matches
125,Ángel Correa\Angel-Correa,ar ARG,FWMF,es Atlético Madrid,23,1995,3.9,1.79,1.77,1.28,0.00,0.26,0.26,0.00,0.00,0.51,0.51,0.26,0.00,0.26,0.00,0.00,0.00,0.00,Matches
126,Uroš Ćosić\Uros-Cosic,rs SRB,DFMF,gr AEK Athens,25,1992,3.3,0.30,0.31,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
127,Bruno Xavier Almeida Costa\Bruno-Xavier-Almeida-Costa,pt POR,MF,pt Porto,21,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,2.06,2.07,1.76,0.00,0.00,0.00,0.29,0.00,0.29,0.30,0.29,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Douglas Costa\Douglas-Costa,br BRA,FWMF,it Juventus,27,1990,1.8,4.44,4.50,3.33,0.56,0.56,0.00,0.00,0.00,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,Matches
130,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,es Barcelona,26,1992,9.5,4.63,4.65,2.74,0.53,0.53,0.42,0.42,0.00,0.63,0.63,0.42,0.00,0.11,0.11,0.00,0.00,0.00,Matches
132,Bryan Cristante\Bryan-Cristante,it ITA,MF,it Roma,23,1995,5.7,2.98,2.96,2.63,0.00,0.00,0.18,0.00,0.18,0.18,0.17,0.00,0.00,0.00,0.18,0.00,0.00,0.00,Matches
133,Juan Cuadrado\Juan-Cuadrado,co COL,MFFW,it Juventus,30,1988,3.6,4.72,4.69,4.44,0.28,0.00,0.00,0.00,0.00,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,0.00,Matches
134,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,29,1988,4.0,3.00,3.00,2.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
135,Colin Dagba\Colin-Dagba,fr FRA,MF,fr Paris S-G,19,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
136,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de Dortmund,22,1996,3.5,1.71,1.70,1.71,0.00,0.00,0.00,0.00,0.00,0.29,0.28,0.29,0.00,0.00,0.00,0.00,0.00,0.00,Matches
137,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,eng Manchester Utd,19,1999,2.7,1.11,1.11,0.37,0.00,0.37,0.37,0.00,0.00,0.37,0.37,0.00,0.00,0.00,0.37,0.00,0.00,0.00,Matches
138,Oleh Danchenko\Oleh-Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
139,Danilo\Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,2.31,2.25,2.31,0.00,0.00,0.00,0.00,0.00,0.77,0.75,0.77,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,25,1993,6.3,2.06,2.05,1.75,0.00,0.00,0.00,0.16,0.16,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,7.04,6.95,4.44,1.11,0.74,0.37,0.37,0.00,1.85,1.83,1.11,0.37,0.37,0.00,0.00,0.00,0.00,Matches
142,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,it Roma,35,1983,3.4,1.18,1.18,0.88,0.00,0.00,0.00,0.29,0.00,0.29,0.30,0.29,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,25,1992,3.4,2.06,2.06,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
144,Saulo Decarli\Saulo-Decarli,ch SUI,MF,be Club Brugge,26,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
145,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,24,1994,6.0,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,1.21,1.22,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Fabian Delph\Fabian-Delph,eng ENG,DFMF,eng Manchester City,28,1989,2.9,1.03,1.03,0.69,0.00,0.00,0.34,0.00,0.00,0.34,0.34,0.00,0.00,0.00,0.34,0.00,0.00,0.00,Matches
148,Mousa Dembélé\Mousa-Dembele,be BEL,MF,eng Tottenham,31,1987,1.8,1.11,1.10,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,22,1996,3.3,2.73,2.72,1.82,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,21,1997,4.6,6.74,6.74,4.35,0.43,1.09,0.22,0.43,0.22,1.09,1.09,0.22,0.00,0.65,0.00,0.22,0.00,0.00,Matches
151,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Hoffenheim,25,1993,4.1,3.90,3.90,2.20,0.98,0.00,0.73,0.00,0.00,0.49,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Jason Denayer\Jason-Denayer,be BEL,DF,fr Lyon,23,1995,8.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.13,0.12,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Igor Denisov\Igor-Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,1.92,1.92,1.54,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,MF,be Club Brugge,20,1997,2.0,2.00,2.01,1.00,0.00,0.50,0.00,0.50,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Stefano Denswil\Stefano-Denswil,nl NED,DF,be Club Brugge,25,1993,6.0,1.00,1.00,0.83,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,29,1989,0.1,10.0,6.92,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Memphis Depay\Memphis-Depay,nl NED,FW,fr Lyon,24,1994,6.8,5.74,5.71,3.53,1.03,0.44,0.29,0.44,0.00,0.59,0.59,0.59,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,Eren Derdiyok\Eren-Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,1.08,1.09,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,30,1988,7.3,4.11,4.12,3.01,0.55,0.27,0.27,0.00,0.00,0.41,0.41,0.14,0.27,0.00,0.00,0.00,0.00,0.00,Matches
160,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,de Schalke 04,29,1989,1.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
161,Moussa Diaby\Moussa-Diaby,fr FRA,MF,fr Paris S-G,19,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,21,1996,3.0,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Abdou Diallo\Abdou-Diallo,fr FRA,DF,de Dortmund,22,1996,6.9,0.43,0.44,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Rúben Dias\Ruben-Dias,pt POR,DFMF,pt Benfica,21,1997,4.5,0.89,0.89,0.44,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Krepin Diatta\Krepin-Diatta,sn SEN,DF,be Club Brugge,19,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
166,Eric Dier\Eric-Dier,eng ENG,MF,eng Tottenham,24,1994,3.0,2.00,1.99,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,27,1991,12.0,0.67,0.67,0.58,0.00,0.00,0.00,0.00,0.08,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Sofiane Diop\Sofiane-Diop,fr FRA,FW,fr Monaco,18,2000,3.0,2.00,2.01,1.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
169,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,2.12,2.09,0.61,0.00,0.00,0.00,1.52,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,Matches
170,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,27,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Ryan Donk\Ryan-Donk,sr SUR,MFDF,tr Galatasaray,32,1986,5.2,1.92,1.91,1.54,0.19,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,24,1993,3.2,3.44,3.45,2.81,0.00,0.31,0.00,0.31,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,Matches
173,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,0.94,0.94,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
174,Denzel Dumfries\Denzel-Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6.0,0.83,0.83,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,24,1993,5.8,3.79,3.82,2.41,0.52,0.00,0.34,0.52,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Alan Dzagoev\Alan-Dzagoev,ru RUS,MFFW,ru CSKA Moscow,28,1990,1.9,3.68,3.68,3.16,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
177,Edin Džeko\Edin-Dzeko,ba BIH,FW,it Roma,32,1986,6.3,3.49,3.47,2.38,0.00,0.63,0.32,0.16,0.00,0.63,0.63,0.48,0.00,0.00,0.16,0.00,0.00,0.00,Matches
178,Lorenzo Ebecilio\Lorenzo-Ebecilio,nl NED,MFFW,rs Red Star,26,1991,1.3,1.54,1.57,0.77,0.77,0.00,0.00,0.00,0.00,0.77,0.78,0.77,0.00,0.00,0.00,0.00,0.00,0.00,Matches
179,Éder\Eder,pt POR,FW,ru Loko Moscow,30,1987,3.4,0.88,0.87,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
180,Ederson\Ederson,br BRA,GK,eng Manchester City,24,1993,10.0,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Carel Eiting\Carel-Eiting,nl NED,MF,nl Ajax,20,1998,1.0,3.00,3.00,2.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,18,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
183,Breel Embolo\Breel-Embolo,ch SUI,FW,de Schalke 04,21,1997,4.2,3.10,3.07,1.43,0.00,0.48,0.24,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,eng Tottenham,26,1992,11.1,5.14,5.11,3.06,1.17,0.09,0.72,0.09,0.00,0.63,0.63,0.45,0.09,0.00,0.09,0.00,0.00,0.00,Matches
185,Fabinho\Fabinho,br BRA,MFDF,eng Liverpool,24,1993,8.1,1.11,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
186,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,de Schalke 04,29,1988,6.0,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Radamel Falcao\Radamel-Falcao,co COL,FW,fr Monaco,32,1986,3.8,2.63,2.65,2.11,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
188,Jefferson Farfán\Jefferson-Farfan,pe PER,FWMF,ru Loko Moscow,33,1984,3.4,0.88,0.89,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
189,Christian Fassnacht\Christian-Fassnacht,ch SUI,MFFW,ch Young Boys,24,1993,4.2,3.10,3.07,2.14,0.00,0.48,0.24,0.24,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Federico Fazio\Federico-Fazio,ar ARG,DF,it Roma,31,1987,6.0,1.17,1.17,0.67,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
191,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,MFFW,tr Galatasaray,28,1989,1.5,6.67,6.52,2.67,3.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,29,1988,4.8,1.04,1.03,0.63,0.00,0.21,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
193,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,fr Lyon,25,1993,5.6,5.00,5.02,2.86,0.36,0.18,0.71,0.54,0.36,0.54,0.54,0.36,0.00,0.00,0.00,0.00,0.18,0.00,Matches
194,Felipe\Felipe,br BRA,DF,pt Porto,29,1989,10.3,0.49,0.48,0.19,0.00,0.00,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,Matches
195,João Félix\Joao-Felix,pt POR,FW,pt Benfica,18,1999,0.8,1.25,1.18,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
196,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,eng Manchester Utd,30,1987,3.4,2.65,2.66,2.06,0.00,0.00,0.29,0.00,0.29,0.29,0.30,0.29,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,pt Benfica,19,1999,5.1,2.35,2.33,0.98,0.00,0.20,0.39,0.59,0.20,0.78,0.78,0.20,0.00,0.00,0.20,0.20,0.20,0.00,Matches
198,Manuel Fernandes\Manuel-Fernandes,pt POR,MFFW,ru Loko Moscow,32,1986,3.2,2.19,2.17,1.56,0.31,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
199,Mário Fernandes\Mario-Fernandes,ru RUS,MFDF,ru CSKA Moscow,27,1990,5.1,4.31,4.30,3.73,0.00,0.20,0.20,0.20,0.00,0.39,0.39,0.00,0.00,0.00,0.20,0.20,0.00,0.00,Matches
200,Fernandinho\Fernandinho,br BRA,MFDF,eng Manchester City,33,1985,7.1,1.55,1.54,1.55,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,Matches
201,Fernando\Fernando,br BRA,MF,tr Galatasaray,31,1987,3.6,1.11,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
202,Fernando\Fernando,br BRA,FW,pt Porto,25,1993,1.6,1.25,1.24,0.63,0.00,0.00,0.00,0.63,0.00,0.63,0.62,0.00,0.00,0.00,0.00,0.63,0.00,0.00,Matches
203,Fernando\Fernando,br BRA,FW,ua Shakhtar,19,1999,0.9,2.22,2.14,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
204,Jordan Ferri\Jordan-Ferri,fr FRA,MFFW,fr Lyon,26,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
205,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,eng Liverpool,26,1991,7.8,2.05,2.06,1.79,0.00,0.13,0.13,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches
206,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,it Roma,27,1991,6.9,2.75,2.76,1.59,0.72,0.00,0.14,0.29,0.00,0.43,0.44,0.29,0.14,0.00,0.00,0.00,0.00,0.00,Matches
207,Phil Foden\Phil-Foden,eng ENG,MF,eng Manchester City,18,2000,1.4,7.86,8.11,5.00,0.71,1.43,0.00,0.71,0.00,0.71,0.74,0.00,0.00,0.71,0.00,0.00,0.00,0.00,Matches
208,Hernâni Fortes\Hernani-Fortes,pt POR,FWMF,pt Porto,26,1991,1.4,2.14,2.13,0.71,0.00,0.00,0.00,1.43,0.00,1.43,1.42,0.71,0.00,0.00,0.00,0.71,0.00,0.00,Matches
209,Juan Foyth\Juan-Foyth,ar ARG,DF,eng Tottenham,20,1998,1.1,0.91,0.89,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
210,Fred\Fred,br BRA,MF,eng Manchester Utd,25,1993,5.1,1.18,1.18,0.98,0.20,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,Matches
211,Gabriel\Gabriel,br BRA,MF,pt Benfica,24,1993,2.5,2.40,2.44,2.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
212,Cody Gakpo\Cody-Gakpo,nl NED,MF,nl PSV Eindhoven,19,1999,0.1,10.0,11.25,0.00,0.00,0.00,10.0,0.00,0.00,10.0,11.25,0.00,0.00,0.00,10.0,0.00,0.00,0.00,Matches
213,Konstantinos Galanopoulos\Konstantinos-Galanopoulos,gr GRE,MF,gr AEK Athens,20,1997,5.4,0.93,0.93,0.74,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Rodrigo Galo Brito\Rodrigo-Galo-Brito,br BRA,DFMF,gr AEK Athens,31,1986,1.3,0.77,0.76,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
215,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,es Valencia,31,1987,1.5,2.67,2.73,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,es Valencia,31,1986,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
217,Ulisses Garcia\Ulisses-Garcia,ch SUI,DF,ch Young Boys,22,1996,1.5,1.33,1.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
218,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,eng Tottenham,26,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
219,David de Gea\David-de-Gea,es ESP,GK,eng Manchester Utd,27,1990,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Dennis Geiger\Dennis-Geiger,de GER,MF,de Hoffenheim,20,1998,0.7,1.43,1.45,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
221,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,it Napoli,27,1991,0.2,5.00,4.29,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
222,Giorgos Giakoumakis\Giorgos-Giakoumakis,gr GRE,FW,gr AEK Athens,23,1994,0.6,1.67,1.76,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Giannis Gianniotas\Giannis-Gianniotas,gr GRE,FW,gr AEK Athens,25,1993,0.6,3.33,3.53,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Kamil Glik\Kamil-Glik,pl POL,DF,fr Monaco,30,1988,4.8,0.63,0.62,0.21,0.00,0.00,0.00,0.00,0.42,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.21,0.00,Matches
225,Serge Gnabry\Serge-Gnabry,de GER,FW,de Bayern Munich,23,1995,4.9,4.08,4.04,2.24,0.20,1.02,0.00,0.20,0.41,0.41,0.40,0.41,0.00,0.00,0.00,0.00,0.00,0.00,Matches
226,Marko Gobeljić\Marko-Gobeljic,rs SRB,DF,rs Red Star,25,1992,3.4,1.18,1.19,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
227,Diego Godín\Diego-Godin,uy URU,DF,es Atlético Madrid,32,1986,6.0,1.17,1.17,1.00,0.00,0.00,0.17,0.00,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.00,Matches
228,Benjamin Goller\Benjamin-Goller,de GER,MF,de Schalke 04,19,1999,0.6,1.67,1.55,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
229,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,FWMF,fr Monaco,22,1996,2.5,3.60,3.55,3.20,0.00,0.00,0.00,0.40,0.00,0.40,0.39,0.40,0.00,0.00,0.00,0.00,0.00,0.00,Matches
230,Joe Gomez\Joe-Gomez,eng ENG,DF,eng Liverpool,21,1997,5.9,1.69,1.71,1.02,0.34,0.00,0.00,0.17,0.17,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Sergio Gómez\Sergio-Gomez,es ESP,MF,de Dortmund,17,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
