Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
97,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,2.34,1.28,1.70,0.64,0.00,0.85,1.91,44.4,1.06,16.6,4.47,26.9,6.81,6.60,3.19,1.28,0.64,0.00,0.64,1.70,4.04,1.91,0.00,Matches
98,Casemiro\Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,3.04,2.50,1.25,1.79,0.00,1.07,2.86,37.5,1.79,16.6,5.00,30.1,6.96,8.21,1.43,1.96,0.36,0.00,1.61,1.43,4.46,1.43,0.00,Matches
99,Iker Casillas\Iker-Casillas,es ESP,GK,pt Porto,37,1981,10.3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.0,0.10,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,Matches
100,Nicolás Castillo\Nicolas-Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,30.0,5.00,16.7,0.00,20.0,10.0,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
101,Goran Čaušić\Goran-Causic,rs SRB,MF,rs Red Star,26,1992,3.5,2.29,2.00,0.86,1.43,0.00,0.86,1.43,60.0,0.57,33.1,5.14,15.5,9.71,21.7,1.71,2.86,0.57,0.00,2.29,0.86,3.14,1.43,0.00,Matches
102,Edinson Cavani\Edinson-Cavani,uy URU,FW,fr Paris S-G,31,1987,4.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,5.00,25.0,1.52,11.5,6.96,0.43,0.00,0.00,0.43,1.09,1.09,0.87,0.00,Matches
103,Dani Ceballos\Dani-Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,25.7,6.67,25.9,3.33,13.3,9.05,3.33,0.00,0.00,3.33,1.43,1.43,0.00,0.00,Matches
104,Muğdat Çelik\Mugdat-Celik,tr TUR,FW,tr Galatasaray,28,1990,0.5,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.0,4.00,12.0,2.00,16.7,0.00,2.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,Matches
105,Aleš Čermák\Ales-Cermak,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,0.77,0.77,0.26,0.51,0.00,0.00,1.03,0.0,1.03,30.3,6.41,21.2,6.67,15.6,7.95,0.77,0.00,0.00,0.77,0.26,1.03,0.77,0.00,Matches
106,Franco Cervi\Franco-Cervi,ar ARG,FW,pt Benfica,24,1994,3.4,3.24,1.47,1.18,1.47,0.59,1.18,5.00,23.5,3.82,18.8,3.53,18.8,5.59,7.65,5.59,2.06,0.00,0.00,2.06,0.88,4.12,0.00,0.00,Matches
107,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,fr Monaco,28,1989,3.5,1.14,1.14,0.29,0.86,0.00,0.29,0.86,33.3,0.57,14.6,2.86,19.6,5.43,6.57,2.57,1.14,0.29,0.00,0.86,0.29,1.43,1.43,0.00,Matches
108,Fyodor Chalov\Fyodor-Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,0.71,0.54,0.18,0.36,0.18,0.18,0.71,25.0,0.54,22.1,1.79,8.1,1.79,12.5,7.86,0.54,0.00,0.00,0.54,0.18,0.89,0.00,0.00,Matches
109,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,fr Lyon,20,1997,1.2,3.33,3.33,0.00,3.33,0.00,0.00,5.00,0.0,5.00,26.7,3.33,12.5,15.0,10.8,0.83,4.17,0.00,0.00,4.17,0.00,3.33,0.83,0.00,Matches
110,Nikita Chernov\Nikita-Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,2.31,1.54,1.54,0.77,0.00,0.77,1.03,75.0,0.26,8.46,3.33,39.4,3.59,4.62,0.26,2.31,0.51,0.00,1.79,0.51,2.82,7.69,0.00,Matches
111,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,es Valencia,27,1990,1.2,3.33,0.83,0.00,2.50,0.83,2.50,6.67,37.5,4.17,27.5,5.83,21.2,7.50,13.3,6.67,0.83,0.00,0.00,0.83,1.67,5.00,0.83,0.83,Matches
112,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,33,1984,6.0,1.67,1.33,0.83,0.67,0.17,0.67,1.33,50.0,0.67,5.17,2.17,41.9,2.67,2.00,0.50,1.17,1.00,0.00,0.17,0.50,2.17,6.00,0.00,Matches
113,Tahith Chong\Tahith-Chong,nl NED,MF,eng Manchester Utd,18,1999,0.1,10.0,10.0,10.0,0.00,0.00,0.00,10.0,0.0,10.0,90.0,10.0,11.1,50.0,40.0,0.00,0.00,0.00,0.00,0.00,10.0,20.0,0.00,0.00,Matches
114,Tomáš Chorý\Tomas-Chory,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,0.74,0.74,0.37,0.37,0.00,0.74,2.22,33.3,1.48,23.7,5.19,21.9,1.48,15.2,7.04,1.11,0.00,0.00,1.11,1.11,1.85,0.74,0.00,Matches
115,Dmytro Chygrynskiy\Dmytro-Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,3.00,1.80,2.80,0.20,0.00,1.20,1.80,66.7,0.60,6.20,3.00,48.4,5.20,1.00,0.00,1.80,0.80,0.20,1.00,1.20,4.20,4.80,0.00,Matches
116,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
117,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,22,1996,1.4,0.71,0.71,0.71,0.00,0.00,0.71,1.43,50.0,0.71,29.3,11.4,39.0,10.0,15.0,4.29,2.14,0.00,0.00,2.14,0.00,0.71,0.00,0.00,Matches
118,Germán Conti\German-Conti,ar ARG,DF,pt Benfica,24,1994,3.0,1.67,1.33,1.33,0.33,0.00,1.00,1.67,60.0,0.67,9.00,2.33,25.9,6.00,3.00,0.00,2.00,1.33,0.33,0.67,1.33,3.00,5.67,0.33,Matches
119,Dion Cools\Dion-Cools,be BEL,DFMF,be Club Brugge,22,1996,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,16.9,1.54,9.1,11.5,5.38,0.00,3.08,0.00,0.00,3.08,0.77,0.77,0.00,0.00,Matches
120,Francis Coquelin\Francis-Coquelin,fr FRA,MFFW,es Valencia,27,1991,3.1,1.61,0.97,0.97,0.32,0.32,0.65,2.26,28.6,1.61,16.8,4.19,25.0,7.42,7.74,1.61,0.32,0.00,0.00,0.32,3.23,4.84,0.97,0.00,Matches
121,Ante Ćorić\Ante-Coric,hr CRO,MF,it Roma,21,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,53.3,3.33,6.3,10.0,30.0,13.3,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,Matches
122,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,32,1986,3.0,2.00,1.33,1.33,0.67,0.00,1.33,2.00,66.7,0.67,5.00,1.33,26.7,4.00,0.67,0.33,1.67,0.67,0.00,1.00,1.67,3.67,4.33,0.00,Matches
123,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,fr Lyon,21,1996,2.4,2.08,2.08,1.67,0.42,0.00,0.83,1.25,66.7,0.42,21.3,5.83,27.5,5.42,8.33,7.50,0.83,0.00,0.00,0.83,0.00,2.08,0.00,0.00,Matches
124,Jesús Corona\Jesus-Corona,mx MEX,FWMF,pt Porto,25,1993,6.2,2.74,2.58,1.29,0.97,0.48,1.45,1.94,75.0,0.48,11.8,3.71,31.5,4.03,4.03,3.71,0.81,0.16,0.00,0.65,1.29,4.03,0.16,0.00,Matches
125,Ángel Correa\Angel-Correa,ar ARG,FWMF,es Atlético Madrid,23,1995,3.9,2.56,1.79,0.51,1.54,0.51,0.77,2.05,37.5,1.28,23.3,5.64,24.2,4.87,10.5,7.95,1.79,0.00,0.00,1.79,1.28,3.85,0.51,0.00,Matches
126,Uroš Ćosić\Uros-Cosic,rs SRB,DFMF,gr AEK Athens,25,1992,3.3,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.0,1.21,3.64,1.21,33.3,0.91,1.82,0.91,2.42,0.30,0.00,2.12,2.42,2.42,3.03,0.00,Matches
127,Bruno Xavier Almeida Costa\Bruno-Xavier-Almeida-Costa,pt POR,MF,pt Porto,21,1997,0.3,6.67,6.67,6.67,0.00,0.00,0.00,0.00,,0.00,13.3,6.67,50.0,6.67,3.33,3.33,6.67,3.33,0.00,3.33,0.00,6.67,0.00,0.00,Matches
128,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,16.8,2.94,17.5,0.88,5.59,10.3,0.59,0.29,0.00,0.29,0.29,0.29,0.88,0.00,Matches
129,Douglas Costa\Douglas-Costa,br BRA,FWMF,it Juventus,27,1990,1.8,0.56,0.56,0.56,0.00,0.00,0.00,0.00,,0.00,12.2,5.56,45.5,3.89,6.67,1.67,1.11,0.00,0.00,1.11,1.11,1.67,1.11,0.00,Matches
130,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,es Barcelona,26,1992,9.5,0.42,0.21,0.11,0.32,0.00,0.32,1.26,25.0,0.95,19.4,4.00,20.7,3.37,10.2,5.79,0.95,0.00,0.00,0.95,0.42,0.84,0.21,0.00,Matches
132,Bryan Cristante\Bryan-Cristante,it ITA,MF,it Roma,23,1995,5.7,3.33,2.46,1.23,1.93,0.18,0.53,2.46,21.4,1.93,36.7,8.25,22.5,11.8,19.3,5.61,1.40,0.35,0.00,1.05,1.23,4.56,1.23,0.00,Matches
133,Juan Cuadrado\Juan-Cuadrado,co COL,MFFW,it Juventus,30,1988,3.6,1.39,0.83,0.56,0.56,0.28,0.56,3.33,16.7,2.78,10.6,1.94,18.4,1.67,6.94,1.94,1.11,0.00,0.00,1.11,0.56,1.94,0.56,0.00,Matches
134,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,29,1988,4.0,2.00,1.50,1.00,1.00,0.00,1.00,2.75,36.4,1.75,17.3,4.00,23.2,8.50,7.50,1.25,2.50,0.00,0.00,2.50,1.00,3.00,1.00,0.00,Matches
135,Colin Dagba\Colin-Dagba,fr FRA,MF,fr Paris S-G,19,1998,0.1,10.0,0.00,10.0,0.00,0.00,0.00,0.00,,0.00,60.0,0.00,0.0,50.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
136,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de Dortmund,22,1996,3.5,1.14,0.86,0.29,0.57,0.29,0.29,2.29,12.5,2.00,20.3,6.00,29.6,4.57,11.4,4.29,1.43,0.00,0.00,1.43,2.00,3.14,0.57,0.00,Matches
137,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,eng Manchester Utd,19,1999,2.7,0.74,0.37,0.00,0.37,0.37,0.37,2.59,14.3,2.22,16.3,3.33,20.5,7.41,5.19,3.70,1.48,0.37,0.00,1.11,1.11,1.85,2.22,0.00,Matches
138,Oleh Danchenko\Oleh-Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1.0,1.00,0.00,0.00,1.00,0.00,1.00,1.00,100.0,0.00,14.0,5.00,35.7,10.0,3.00,1.00,1.00,0.00,0.00,1.00,2.00,3.00,3.00,0.00,Matches
139,Danilo\Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.0,0.77,3.85,1.54,40.0,0.00,3.08,0.77,0.77,0.00,0.00,0.77,1.54,1.54,3.08,0.00,Matches
140,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,25,1993,6.3,1.59,1.11,0.63,0.63,0.32,0.79,1.75,45.5,0.95,16.3,5.08,31.1,6.35,8.25,1.75,2.38,0.48,0.00,1.90,1.59,3.17,3.49,0.00,Matches
141,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,1.11,1.11,0.74,0.00,0.37,0.00,1.48,0.0,1.48,28.9,11.9,41.0,5.93,14.1,8.89,2.96,0.37,0.00,2.59,0.74,1.85,0.37,0.00,Matches
142,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,it Roma,35,1983,3.4,0.88,0.88,0.59,0.00,0.29,0.59,2.65,22.2,2.06,10.9,1.47,13.5,3.82,5.88,1.18,0.88,0.59,0.00,0.29,2.06,2.94,2.06,0.00,Matches
143,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,25,1992,3.4,2.94,1.47,0.88,0.59,1.47,0.88,1.47,60.0,0.59,9.71,1.76,18.2,3.82,2.65,3.24,0.29,0.00,0.00,0.29,0.88,3.82,2.94,0.00,Matches
144,Saulo Decarli\Saulo-Decarli,ch SUI,MF,be Club Brugge,26,1992,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
145,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,24,1994,6.0,1.17,0.67,1.17,0.00,0.00,0.50,1.33,37.5,0.83,8.00,1.67,20.8,6.67,1.17,0.17,3.17,1.17,0.00,2.00,1.50,2.67,7.67,0.17,Matches
146,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,2.12,2.12,1.21,0.91,0.00,0.61,2.12,28.6,1.52,17.6,4.24,24.1,7.27,8.48,1.82,1.82,0.61,0.00,1.21,1.21,3.33,1.82,0.00,Matches
147,Fabian Delph\Fabian-Delph,eng ENG,DFMF,eng Manchester City,28,1989,2.9,1.72,0.69,0.69,0.69,0.34,0.00,1.72,0.0,1.72,13.4,4.48,33.3,5.52,5.52,2.41,0.69,0.34,0.00,0.34,1.03,2.76,2.07,0.34,Matches
148,Mousa Dembélé\Mousa-Dembele,be BEL,MF,eng Tottenham,31,1987,1.8,1.11,0.56,0.56,0.56,0.00,0.56,1.11,50.0,0.56,17.2,5.56,32.3,8.33,7.78,1.11,2.22,0.00,0.00,2.22,0.56,1.67,0.00,0.00,Matches
149,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,22,1996,3.3,0.91,0.91,0.00,0.91,0.00,0.30,0.61,50.0,0.30,17.9,1.82,10.2,1.21,9.70,6.97,1.52,0.61,0.00,0.91,0.30,1.21,0.91,0.00,Matches
150,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,21,1997,4.6,0.87,0.87,0.22,0.22,0.43,0.43,0.87,50.0,0.43,16.7,4.35,26.0,4.13,6.09,6.52,1.30,0.00,0.00,1.30,0.22,1.09,0.00,0.00,Matches
151,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Hoffenheim,25,1993,4.1,2.20,1.46,0.73,1.22,0.24,0.98,3.90,25.0,2.93,20.5,4.15,20.2,6.83,11.5,2.20,1.22,0.24,0.00,0.98,1.71,3.90,0.49,0.00,Matches
152,Jason Denayer\Jason-Denayer,be BEL,DF,fr Lyon,23,1995,8.0,1.50,1.00,1.25,0.13,0.13,0.38,0.50,75.0,0.13,14.9,3.50,23.5,9.13,5.13,0.63,2.75,1.13,0.00,1.63,1.00,2.50,4.13,0.13,Matches
153,Igor Denisov\Igor-Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,2.50,1.54,0.96,1.35,0.19,1.35,3.85,35.0,2.50,14.4,3.65,25.3,5.38,8.27,0.77,2.12,0.38,0.00,1.73,1.54,4.04,0.38,0.00,Matches
154,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,MF,be Club Brugge,20,1997,2.0,1.00,0.00,0.50,0.00,0.50,0.50,2.00,25.0,1.50,15.5,2.50,16.1,9.00,4.00,2.50,1.00,0.00,0.00,1.00,0.50,1.50,1.50,0.00,Matches
155,Stefano Denswil\Stefano-Denswil,nl NED,DF,be Club Brugge,25,1993,6.0,1.17,0.83,0.33,0.67,0.17,0.33,1.00,33.3,0.67,9.50,3.00,31.6,6.00,3.50,0.00,1.17,0.33,0.00,0.83,1.17,2.33,3.67,0.00,Matches
156,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,29,1989,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,50.0,10.0,20.0,20.0,10.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Memphis Depay\Memphis-Depay,nl NED,FW,fr Lyon,24,1994,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.0,0.44,22.6,3.38,14.9,3.09,10.0,9.56,0.59,0.15,0.00,0.44,0.29,0.29,0.00,0.00,Matches
158,Eren Derdiyok\Eren-Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,0.54,0.54,0.27,0.27,0.00,0.00,0.54,0.0,0.54,15.1,4.59,30.4,1.35,7.03,6.76,1.35,0.27,0.00,1.08,0.00,0.54,1.08,0.00,Matches
159,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,30,1988,7.3,0.82,0.68,0.55,0.14,0.14,0.14,1.64,8.3,1.51,28.8,5.89,20.5,6.58,16.0,6.16,1.78,0.27,0.00,1.51,0.68,1.51,0.41,0.00,Matches
160,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,de Schalke 04,29,1989,1.0,1.00,1.00,0.00,0.00,1.00,0.00,0.00,,0.00,15.0,3.00,20.0,1.00,11.0,3.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,Matches
161,Moussa Diaby\Moussa-Diaby,fr FRA,MF,fr Paris S-G,19,1999,0.1,10.0,10.0,0.00,0.00,10.0,0.00,10.0,0.0,10.0,30.0,20.0,66.7,10.0,10.0,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
162,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,21,1996,3.0,2.00,1.33,1.67,0.00,0.33,1.00,1.67,60.0,0.67,2.33,0.67,28.6,2.00,0.33,0.00,1.00,1.00,0.00,0.00,2.00,4.00,4.67,0.67,Matches
163,Abdou Diallo\Abdou-Diallo,fr FRA,DF,de Dortmund,22,1996,6.9,1.59,0.87,0.72,0.72,0.14,0.29,0.58,50.0,0.29,10.0,3.62,36.2,5.22,4.06,0.72,1.30,0.58,0.00,0.72,0.43,2.03,3.33,0.14,Matches
164,Rúben Dias\Ruben-Dias,pt POR,DFMF,pt Benfica,21,1997,4.5,1.78,1.33,0.89,0.67,0.22,0.44,1.56,28.6,1.11,6.00,2.22,37.0,4.44,1.56,0.00,1.33,0.67,0.00,0.67,1.11,2.89,3.56,0.00,Matches
165,Krepin Diatta\Krepin-Diatta,sn SEN,DF,be Club Brugge,19,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
166,Eric Dier\Eric-Dier,eng ENG,MF,eng Tottenham,24,1994,3.0,0.33,0.00,0.33,0.00,0.00,0.33,1.00,33.3,0.67,20.0,5.00,25.0,4.67,13.3,2.00,2.67,0.33,0.00,2.33,0.67,1.00,2.33,0.00,Matches
167,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,27,1991,12.0,1.17,0.75,0.67,0.50,0.00,0.33,0.33,100.0,0.00,4.92,1.83,37.3,3.00,1.58,0.33,0.75,0.50,0.00,0.25,1.17,2.33,5.50,0.08,Matches
168,Sofiane Diop\Sofiane-Diop,fr FRA,FW,fr Monaco,18,2000,3.0,1.00,0.67,0.00,0.67,0.33,0.33,2.67,12.5,2.33,29.7,4.33,14.6,5.33,18.7,5.67,1.00,0.00,0.00,1.00,0.33,1.33,0.00,0.00,Matches
169,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,0.30,0.30,0.00,0.30,0.00,0.00,1.21,0.0,1.21,28.2,8.18,29.0,1.82,13.0,13.3,0.30,0.00,0.00,0.30,0.30,0.61,0.00,0.00,Matches
170,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,27,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Ryan Donk\Ryan-Donk,sr SUR,MFDF,tr Galatasaray,32,1986,5.2,1.35,1.15,0.58,0.58,0.19,0.00,0.77,0.0,0.77,7.50,2.69,35.9,4.04,2.88,0.58,1.73,0.96,0.19,0.77,0.77,2.12,3.85,0.00,Matches
172,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,24,1993,3.2,1.25,0.63,0.31,0.31,0.63,0.31,1.88,16.7,1.56,23.8,4.69,19.7,7.19,11.3,5.31,0.94,0.31,0.00,0.63,0.00,1.25,0.31,0.00,Matches
173,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,0.63,0.31,0.63,0.00,0.00,0.31,1.25,25.0,0.94,30.3,7.81,25.8,18.8,9.38,2.19,2.50,0.94,0.00,1.56,2.19,2.81,2.19,0.00,Matches
174,Denzel Dumfries\Denzel-Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6.0,2.17,1.00,1.83,0.17,0.17,1.00,1.67,60.0,0.67,21.3,4.67,21.9,13.7,5.33,2.33,3.83,1.50,0.00,2.33,1.17,3.33,3.67,0.00,Matches
175,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,24,1993,5.8,1.55,1.03,0.34,0.69,0.52,0.52,1.72,30.0,1.21,15.5,4.14,26.7,1.55,7.24,6.72,2.41,0.00,0.00,2.41,0.69,2.24,0.00,0.00,Matches
176,Alan Dzagoev\Alan-Dzagoev,ru RUS,MFFW,ru CSKA Moscow,28,1990,1.9,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.0,2.63,27.9,3.68,13.2,6.84,13.7,7.37,1.05,0.00,0.00,1.05,0.00,0.00,1.05,0.00,Matches
177,Edin Džeko\Edin-Dzeko,ba BIH,FW,it Roma,32,1986,6.3,0.16,0.16,0.16,0.00,0.00,0.00,0.48,0.0,0.48,12.4,3.02,24.4,0.63,6.19,5.56,0.48,0.16,0.00,0.32,0.00,0.16,1.27,0.00,Matches
178,Lorenzo Ebecilio\Lorenzo-Ebecilio,nl NED,MFFW,rs Red Star,26,1991,1.3,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.0,2.31,33.8,1.54,4.5,3.85,20.8,9.23,1.54,0.77,0.00,0.77,0.77,0.77,0.00,0.00,Matches
179,Éder\Eder,pt POR,FW,ru Loko Moscow,30,1987,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.0,0.59,18.5,5.00,27.0,0.00,10.6,7.94,0.59,0.00,0.00,0.59,0.00,0.00,0.29,0.00,Matches
180,Ederson\Ederson,br BRA,GK,eng Manchester City,24,1993,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.0,0.10,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,Matches
181,Carel Eiting\Carel-Eiting,nl NED,MF,nl Ajax,20,1998,1.0,5.00,2.00,0.00,4.00,1.00,2.00,2.00,100.0,0.00,13.0,1.00,7.7,0.00,9.00,4.00,0.00,0.00,0.00,0.00,2.00,7.00,1.00,0.00,Matches
182,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,18,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,30.0,5.00,16.7,0.00,25.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,Matches
183,Breel Embolo\Breel-Embolo,ch SUI,FW,de Schalke 04,21,1997,4.2,2.14,1.43,0.24,1.43,0.48,0.24,0.95,25.0,0.71,21.7,5.71,26.4,2.38,11.0,8.33,0.95,0.00,0.00,0.95,0.24,2.38,0.00,0.00,Matches
184,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,eng Tottenham,26,1992,11.1,0.72,0.72,0.09,0.63,0.00,0.09,0.90,10.0,0.81,18.6,4.95,26.6,4.32,10.4,3.96,1.53,0.18,0.00,1.35,0.99,1.71,0.54,0.00,Matches
185,Fabinho\Fabinho,br BRA,MFDF,eng Liverpool,24,1993,8.1,3.70,2.35,1.60,1.85,0.25,0.49,2.96,16.7,2.47,25.7,7.41,28.8,6.91,16.7,2.10,0.86,0.12,0.00,0.74,1.23,4.94,2.47,0.00,Matches
186,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,de Schalke 04,29,1988,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.0,0.17,0.17,0.00,0.0,0.17,0.00,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Radamel Falcao\Radamel-Falcao,co COL,FW,fr Monaco,32,1986,3.8,1.05,0.53,0.00,0.53,0.53,0.00,0.53,0.0,0.53,21.6,3.42,15.9,0.79,11.6,9.21,0.26,0.00,0.00,0.26,0.00,1.05,0.53,0.00,Matches
188,Jefferson Farfán\Jefferson-Farfan,pe PER,FWMF,ru Loko Moscow,33,1984,3.4,0.88,0.59,0.29,0.59,0.00,0.59,0.59,100.0,0.00,12.6,2.65,20.9,2.65,5.59,4.41,0.88,0.59,0.00,0.29,1.47,2.35,2.35,0.00,Matches
189,Christian Fassnacht\Christian-Fassnacht,ch SUI,MFFW,ch Young Boys,24,1993,4.2,1.67,0.95,0.71,0.71,0.24,1.19,2.38,50.0,1.19,25.0,4.76,19.0,6.43,13.8,4.76,1.19,0.00,0.00,1.19,1.43,3.10,0.95,0.00,Matches
190,Federico Fazio\Federico-Fazio,ar ARG,DF,it Roma,31,1987,6.0,1.67,0.50,1.17,0.33,0.17,0.50,1.17,42.9,0.67,3.50,1.17,33.3,2.17,1.00,0.33,1.33,1.17,0.00,0.17,0.83,2.50,5.17,0.17,Matches
191,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,MFFW,tr Galatasaray,28,1989,1.5,0.67,0.67,0.67,0.00,0.00,0.00,0.67,0.0,0.67,6.00,0.67,11.1,1.33,2.67,2.00,2.00,0.00,0.00,2.00,0.00,0.67,0.67,0.00,Matches
192,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,29,1988,4.8,4.38,3.33,2.08,2.08,0.21,1.25,3.96,31.6,2.71,16.7,5.00,30.0,7.71,8.13,0.83,3.75,0.63,0.00,3.13,0.83,5.21,0.63,0.00,Matches
193,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,fr Lyon,25,1993,5.6,2.14,1.61,0.71,1.25,0.18,0.36,1.43,25.0,1.07,46.1,7.50,16.3,5.54,27.1,13.4,1.79,0.18,0.00,1.61,0.36,2.50,0.00,0.00,Matches
