Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,44.1,0.59,2.94,16.5,29.4,2.94,41.8,1.76,4.12,42.9,2.35,0.59,37.1,183.5,62.4,5.29,2.35,0.59,0.59,0.59,48.8,37.1,75.9,8.24,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,27.0,24.6,26.8,0.20,0.00,0.00,17.0,0.00,0.00,,0.00,0.00,11.4,51.8,27.4,0.00,0.00,0.00,0.00,0.00,10.4,10.4,100.0,0.00,Matches
88,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,30.0,0.77,2.31,15.8,14.6,3.85,26.5,0.38,1.92,20.0,0.38,0.00,20.4,93.5,58.5,3.08,1.15,0.77,1.54,2.31,37.7,19.6,52.0,8.08,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,27,1990,7.0,35.1,28.0,34.6,0.57,0.00,0.00,27.1,0.00,0.00,,0.00,0.00,20.0,90.4,44.0,0.00,0.00,0.00,0.00,0.00,19.1,19.1,100.0,0.00,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,30,1988,11.5,93.0,2.26,22.2,62.9,12.2,0.35,90.3,0.87,0.96,90.9,0.87,0.00,69.8,202.4,89.0,1.74,0.78,0.00,0.52,0.26,74.2,72.3,97.5,1.39,Matches
91,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,68.7,4.00,16.7,29.3,24.0,0.67,54.7,0.00,1.33,0.0,0.00,0.00,40.0,158.7,54.0,2.00,0.67,0.00,0.00,0.00,43.3,42.0,96.9,4.00,Matches
92,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,de Schalke 04,30,1988,5.7,61.9,2.63,16.3,30.7,20.9,1.05,47.0,1.40,2.98,47.1,1.40,0.00,32.6,189.1,123.9,5.44,3.16,0.35,1.40,1.93,30.7,26.7,86.9,2.98,Matches
93,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,31,1987,5.7,59.6,1.58,9.12,26.7,27.2,3.33,56.7,0.53,0.88,60.0,0.53,0.00,43.5,140.0,77.0,3.86,1.75,0.53,0.88,1.05,53.7,42.3,78.8,5.61,Matches
94,Emre Can\Emre-Can,de GER,MFDF,it Juventus,24,1994,3.8,68.9,2.37,16.1,42.9,15.0,1.84,68.2,1.84,2.89,63.6,2.11,0.00,51.8,274.5,166.3,8.42,2.37,0.00,1.05,1.05,52.4,49.5,94.5,2.89,Matches
95,João Cancelo\Joao-Cancelo,pt POR,DF,it Juventus,24,1994,5.3,72.1,2.83,17.9,36.6,22.8,1.32,63.4,2.26,3.77,60.0,2.26,0.19,51.9,291.3,175.5,8.49,2.64,0.57,2.45,0.57,51.3,47.2,91.9,3.21,Matches
96,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,1.5,55.3,2.00,7.33,23.3,30.7,2.67,50.7,1.33,3.33,40.0,1.33,0.00,44.0,254.0,119.3,7.33,2.00,0.67,4.67,2.00,50.7,38.7,76.3,8.00,Matches
97,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,82.3,5.11,23.8,38.5,26.0,2.98,73.4,0.85,1.49,57.1,0.85,0.43,56.4,277.4,162.3,8.72,3.40,1.06,0.43,1.49,58.9,55.7,94.6,2.98,Matches
98,Casemiro\Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,80.4,5.00,20.9,50.5,12.1,1.07,78.6,0.89,1.43,62.5,1.07,0.18,55.0,179.5,90.0,3.75,0.71,0.00,0.71,1.25,55.9,53.2,95.2,1.61,Matches
99,Iker Casillas\Iker-Casillas,es ESP,GK,pt Porto,37,1981,10.3,38.7,32.8,38.6,0.10,0.10,0.10,28.2,0.00,0.00,,0.00,0.00,21.7,107.9,54.1,0.00,0.00,0.00,0.00,0.00,20.0,20.0,100.0,0.00,Matches
100,Nicolás Castillo\Nicolas-Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,20.0,0.00,0.00,15.0,5.00,5.00,20.0,0.00,0.00,,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.0,15.0,37.5,5.00,Matches
101,Goran Čaušić\Goran-Causic,rs SRB,MF,rs Red Star,26,1992,3.5,42.0,3.43,13.1,25.4,5.71,0.57,41.4,0.86,1.43,60.0,0.86,0.00,24.9,132.6,60.6,3.14,1.43,0.00,1.14,0.86,24.9,20.6,82.8,1.14,Matches
102,Edinson Cavani\Edinson-Cavani,uy URU,FW,fr Paris S-G,31,1987,4.6,24.3,1.09,3.04,10.0,12.0,4.13,21.7,0.65,0.65,100.0,0.65,0.00,14.1,62.2,31.7,1.96,0.43,0.43,1.74,0.43,32.0,15.0,46.9,4.57,Matches
103,Dani Ceballos\Dani-Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,98.1,0.95,10.0,54.3,37.1,4.29,95.7,3.33,4.29,77.8,3.33,0.00,81.9,353.3,196.7,12.4,0.48,1.90,2.38,1.43,90.0,81.4,90.5,7.14,Matches
104,Muğdat Çelik\Mugdat-Celik,tr TUR,FW,tr Galatasaray,28,1990,0.5,44.0,2.00,2.00,14.0,28.0,6.00,44.0,0.00,0.00,,0.00,0.00,40.0,58.0,16.0,0.00,0.00,0.00,6.00,4.00,48.0,38.0,79.2,18.0,Matches
105,Aleš Čermák\Ales-Cermak,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,48.5,1.03,7.44,24.9,20.0,2.56,45.6,2.05,2.56,80.0,2.05,0.00,35.6,148.7,88.2,4.10,1.54,0.00,1.03,1.03,42.8,34.9,81.4,7.44,Matches
106,Franco Cervi\Franco-Cervi,ar ARG,FW,pt Benfica,24,1994,3.4,47.6,0.29,6.76,20.9,21.5,3.24,44.4,0.00,0.29,0.0,0.00,0.00,32.4,113.5,52.9,2.06,1.18,0.00,1.18,2.35,37.9,30.9,81.4,4.41,Matches
107,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,fr Monaco,28,1989,3.5,53.7,2.57,9.14,27.7,20.9,2.86,48.0,0.57,0.86,66.7,0.86,0.00,35.1,206.6,112.3,5.43,2.86,0.86,1.14,1.14,42.9,37.4,87.3,5.14,Matches
108,Fyodor Chalov\Fyodor-Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,32.1,0.18,1.96,14.5,17.0,3.21,30.0,0.71,1.96,36.4,0.71,0.00,24.5,75.5,41.6,1.96,0.54,0.36,2.14,1.25,47.9,24.5,51.1,8.57,Matches
109,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,fr Lyon,20,1997,1.2,47.5,3.33,11.7,27.5,10.8,2.50,42.5,1.67,1.67,100.0,1.67,0.00,30.0,103.3,55.8,1.67,1.67,0.00,0.83,0.00,26.7,20.0,75.0,0.83,Matches
110,Nikita Chernov\Nikita-Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,58.2,10.5,32.8,26.7,1.28,0.26,55.4,0.26,0.26,100.0,0.26,0.00,30.3,154.1,63.3,1.54,0.26,0.00,0.26,0.00,30.0,30.0,100.0,0.26,Matches
111,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,es Valencia,27,1990,1.2,71.7,0.00,5.00,29.2,45.0,7.50,70.0,1.67,5.00,33.3,2.50,0.00,58.3,328.3,205.0,12.5,2.50,1.67,0.83,0.00,72.5,55.0,75.9,19.2,Matches
112,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,33,1984,6.0,79.5,9.33,32.2,46.8,5.50,0.83,77.7,0.17,0.17,100.0,0.17,0.00,54.3,271.0,167.0,5.17,1.00,0.00,0.17,0.00,56.3,55.2,97.9,0.83,Matches
113,Tahith Chong\Tahith-Chong,nl NED,MF,eng Manchester Utd,18,1999,0.1,90.0,20.0,50.0,50.0,10.0,0.00,90.0,0.00,10.0,0.0,0.00,0.00,60.0,250.0,90.0,10.0,0.00,0.00,20.0,0.00,60.0,50.0,83.3,10.0,Matches
114,Tomáš Chorý\Tomas-Chory,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,39.6,1.11,3.70,26.3,11.9,3.70,37.0,0.74,1.11,66.7,0.74,0.00,23.0,65.6,22.6,1.11,0.37,0.37,4.44,0.74,47.4,27.4,57.8,6.67,Matches
115,Dmytro Chygrynskiy\Dmytro-Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,54.2,7.40,28.6,28.8,0.20,0.00,53.2,0.00,0.00,,0.00,0.00,31.2,188.0,101.4,2.20,0.20,0.00,0.20,0.20,31.2,30.8,98.7,0.00,Matches
116,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,42.0,41.0,42.0,0.00,0.00,0.00,36.0,0.00,0.00,,0.00,0.00,26.0,102.0,46.0,0.00,0.00,0.00,0.00,0.00,21.0,21.0,100.0,0.00,Matches
117,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,22,1996,1.4,52.1,0.71,7.14,22.1,28.6,9.29,52.1,2.14,7.14,30.0,2.14,0.00,47.1,315.0,217.1,11.4,2.86,4.29,6.43,1.43,61.4,40.0,65.1,11.4,Matches
118,Germán Conti\German-Conti,ar ARG,DF,pt Benfica,24,1994,3.0,50.7,9.67,33.7,17.0,1.00,1.00,50.0,0.00,0.33,0.0,0.33,0.00,28.0,67.0,27.3,0.00,0.00,0.00,0.00,0.00,30.3,30.0,98.9,1.00,Matches
119,Dion Cools\Dion-Cools,be BEL,DFMF,be Club Brugge,22,1996,1.3,54.6,2.31,16.2,24.6,17.7,1.54,43.1,0.00,0.77,0.0,0.00,0.00,29.2,106.2,57.7,2.31,0.77,0.00,1.54,2.31,40.8,33.1,81.1,2.31,Matches
120,Francis Coquelin\Francis-Coquelin,fr FRA,MFFW,es Valencia,27,1991,3.1,58.4,1.29,13.2,38.1,12.3,0.97,58.4,1.61,2.26,71.4,1.61,0.00,49.0,181.6,82.3,3.87,1.29,0.32,0.65,0.65,45.8,41.6,90.8,4.19,Matches
121,Ante Ćorić\Ante-Coric,hr CRO,MF,it Roma,21,1997,0.3,46.7,0.00,10.0,26.7,16.7,0.00,43.3,3.33,3.33,100.0,3.33,0.00,23.3,236.7,110.0,6.67,3.33,0.00,3.33,0.00,53.3,36.7,68.8,3.33,Matches
122,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,32,1986,3.0,48.7,4.67,22.0,26.3,2.00,0.67,47.0,0.00,0.00,,0.00,0.00,25.0,161.3,91.3,4.00,0.67,0.00,0.00,0.00,26.3,25.7,97.5,0.00,Matches
123,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,fr Lyon,21,1996,2.4,38.3,0.42,7.50,15.8,16.7,5.42,37.9,1.25,2.50,50.0,1.25,0.00,30.0,164.2,94.6,4.58,0.83,1.25,2.08,2.08,40.4,27.5,68.0,7.50,Matches
124,Jesús Corona\Jesus-Corona,mx MEX,FWMF,pt Porto,25,1993,6.2,55.3,0.16,6.94,25.5,26.9,5.48,52.3,2.42,4.68,51.7,2.74,0.00,44.0,231.0,130.5,7.10,1.94,2.10,2.90,1.94,48.1,37.6,78.2,7.26,Matches
125,Ángel Correa\Angel-Correa,ar ARG,FWMF,es Atlético Madrid,23,1995,3.9,52.8,0.77,6.41,22.8,28.2,7.69,52.3,3.08,4.10,75.0,3.33,0.00,41.5,188.2,121.5,6.67,2.31,1.28,3.08,2.82,47.7,36.4,76.3,12.1,Matches
126,Uroš Ćosić\Uros-Cosic,rs SRB,DFMF,gr AEK Athens,25,1992,3.3,47.9,4.55,22.1,27.3,1.21,0.30,46.4,0.30,0.91,33.3,0.30,0.00,31.2,130.3,55.5,2.42,0.30,0.00,0.30,0.30,33.6,32.1,95.5,1.52,Matches
127,Bruno Xavier Almeida Costa\Bruno-Xavier-Almeida-Costa,pt POR,MF,pt Porto,21,1997,0.3,40.0,0.00,16.7,20.0,6.67,0.00,40.0,3.33,3.33,100.0,3.33,0.00,36.7,116.7,30.0,0.00,0.00,0.00,3.33,6.67,23.3,20.0,85.7,6.67,Matches
128,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,39.1,0.59,1.47,15.0,25.6,5.88,38.8,0.00,0.00,,0.00,0.00,30.9,132.9,60.3,4.12,1.47,0.88,2.35,2.35,56.8,33.2,58.5,16.8,Matches
129,Douglas Costa\Douglas-Costa,br BRA,FWMF,it Juventus,27,1990,1.8,61.7,1.11,9.44,26.7,37.2,6.11,60.6,3.89,6.67,58.3,4.44,0.56,54.4,526.7,336.7,12.2,6.67,2.22,0.56,2.22,62.8,51.7,82.3,7.22,Matches
130,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,38.6,34.8,38.6,0.00,0.00,0.00,28.2,0.00,0.00,,0.00,0.00,19.2,104.6,37.8,0.00,0.00,0.00,0.00,0.00,17.8,17.8,100.0,0.00,Matches
131,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,es Barcelona,26,1992,9.5,72.8,0.42,4.42,37.5,38.6,4.53,68.5,2.74,4.11,66.7,2.74,0.00,62.8,336.3,196.9,11.6,4.21,1.05,2.42,2.63,72.1,59.8,82.9,8.84,Matches
132,Bryan Cristante\Bryan-Cristante,it ITA,MF,it Roma,23,1995,5.7,72.1,2.11,15.6,47.9,12.5,1.75,71.9,1.23,1.75,70.0,1.23,0.00,53.5,237.4,115.8,5.26,1.40,0.00,1.23,1.23,57.4,52.3,91.1,3.86,Matches
133,Juan Cuadrado\Juan-Cuadrado,co COL,MFFW,it Juventus,30,1988,3.6,70.0,0.56,14.2,37.5,23.3,3.33,65.6,1.11,1.67,66.7,1.11,0.00,58.6,316.4,210.8,7.78,2.78,1.11,0.56,1.94,58.9,53.3,90.6,5.00,Matches
134,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,29,1988,4.0,70.8,1.75,18.5,39.5,15.5,1.50,60.3,0.50,0.50,100.0,0.50,0.00,44.8,199.8,100.0,4.50,1.75,0.00,1.25,0.25,47.5,44.5,93.7,1.50,Matches
135,Colin Dagba\Colin-Dagba,fr FRA,MF,fr Paris S-G,19,1998,0.1,60.0,0.00,20.0,30.0,20.0,0.00,60.0,0.00,0.00,,0.00,0.00,40.0,420.0,260.0,0.00,0.00,0.00,0.00,0.00,60.0,50.0,83.3,0.00,Matches
136,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de Dortmund,22,1996,3.5,98.6,1.14,14.0,68.6,24.3,1.43,98.3,0.00,0.29,0.0,0.00,0.00,83.1,359.1,179.1,9.71,3.43,0.29,1.43,1.43,83.4,81.7,97.9,1.43,Matches
137,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,eng Manchester Utd,19,1999,2.7,53.7,4.44,14.8,25.2,17.8,1.11,46.7,1.48,2.96,50.0,1.48,0.00,35.6,187.8,122.6,4.07,1.85,0.37,0.37,1.11,38.5,33.3,86.5,2.22,Matches
138,Oleh Danchenko\Oleh-Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1.0,59.0,3.00,24.0,29.0,13.0,0.00,53.0,1.00,1.00,100.0,1.00,0.00,35.0,324.0,166.0,,,,2.00,1.00,34.0,33.0,97.1,0.00,Matches
139,Danilo\Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,118.5,4.62,32.3,96.2,3.85,0.77,118.5,0.00,0.00,,0.00,0.00,107.7,588.5,315.4,8.46,0.77,0.00,0.77,0.77,103.1,103.1,100.0,0.77,Matches
140,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,25,1993,6.3,73.3,3.02,19.4,34.0,23.8,2.54,64.8,0.32,0.63,50.0,0.32,0.00,45.9,212.2,129.8,5.40,1.43,0.32,0.79,0.32,50.2,46.2,92.1,3.17,Matches
141,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,68.9,0.74,7.41,32.2,34.4,2.96,59.6,1.48,2.22,66.7,1.85,0.00,45.6,223.3,143.7,8.52,2.96,1.11,0.74,0.74,54.4,46.7,85.7,8.15,Matches
142,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,it Roma,35,1983,3.4,60.3,5.00,22.9,32.1,6.47,0.59,55.9,0.00,0.29,0.0,0.00,0.00,39.7,150.3,67.9,2.65,0.29,0.00,0.00,0.00,44.1,42.1,95.3,1.47,Matches
143,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,25,1992,3.4,72.4,2.94,19.7,38.8,19.1,0.59,59.4,0.59,0.88,66.7,0.59,0.29,45.3,193.8,98.8,5.29,2.06,0.29,0.59,0.59,45.9,42.9,93.6,0.88,Matches
144,Saulo Decarli\Saulo-Decarli,ch SUI,MF,be Club Brugge,26,1992,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
145,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,24,1994,6.0,43.5,11.7,31.2,13.3,0.67,0.17,41.2,0.00,0.00,,0.00,0.00,18.5,107.7,62.8,0.50,0.17,0.00,0.00,0.00,20.7,20.5,99.2,0.17,Matches
146,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,75.2,3.64,17.0,50.3,12.7,1.21,74.2,0.00,0.00,,0.00,0.00,56.1,226.4,108.8,3.64,1.52,0.00,0.91,2.73,57.6,56.4,97.9,1.21,Matches
147,Fabian Delph\Fabian-Delph,eng ENG,DFMF,eng Manchester City,28,1989,2.9,94.8,3.10,17.2,62.1,20.0,0.69,87.9,2.07,2.76,75.0,2.41,0.00,74.8,302.8,144.1,4.14,2.07,0.00,0.34,0.00,72.8,71.4,98.1,1.38,Matches
148,Mousa Dembélé\Mousa-Dembele,be BEL,MF,eng Tottenham,31,1987,1.8,62.8,0.56,13.3,48.3,8.89,0.00,62.8,1.11,1.11,100.0,1.11,0.00,55.0,408.9,231.1,8.33,1.67,0.00,0.00,1.11,49.4,48.9,98.9,1.11,Matches
149,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,22,1996,3.3,33.0,1.52,3.33,16.1,15.5,5.15,30.3,2.42,4.24,57.1,2.73,0.00,22.7,60.6,38.2,1.21,0.61,0.30,4.85,0.91,37.3,21.5,57.7,10.6,Matches
150,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,21,1997,4.6,64.1,0.00,3.04,25.2,43.3,9.78,59.8,3.91,5.87,66.7,4.35,0.00,54.1,310.0,227.0,12.6,4.35,3.26,2.83,1.09,63.0,51.7,82.1,12.0,Matches
151,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Hoffenheim,25,1993,4.1,64.1,1.95,13.4,31.7,23.4,1.46,57.8,2.20,2.93,75.0,2.20,0.00,48.5,281.5,163.4,5.61,1.71,0.24,1.22,1.22,42.7,39.8,93.1,4.15,Matches
152,Jason Denayer\Jason-Denayer,be BEL,DF,fr Lyon,23,1995,8.0,56.0,9.88,32.9,25.9,0.75,0.25,54.8,0.00,0.00,,0.00,0.00,35.5,164.6,96.9,1.63,0.25,0.00,0.25,0.25,40.3,38.9,96.6,0.25,Matches
153,Igor Denisov\Igor-Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,57.1,2.12,12.7,34.6,11.0,1.15,54.4,0.58,0.58,100.0,0.58,0.00,39.6,130.2,62.9,1.92,0.19,0.19,0.38,0.19,35.2,32.9,93.4,0.96,Matches
154,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,MF,be Club Brugge,20,1997,2.0,65.5,0.50,11.5,26.5,33.5,5.00,57.5,4.50,6.00,75.0,5.00,0.00,51.5,268.0,190.0,12.0,4.00,1.00,4.50,5.00,50.5,46.5,92.1,10.0,Matches
155,Stefano Denswil\Stefano-Denswil,nl NED,DF,be Club Brugge,25,1993,6.0,62.7,4.67,23.3,37.8,7.00,0.67,59.8,0.33,0.33,100.0,0.33,0.00,41.5,265.7,140.3,5.33,1.17,0.00,0.33,0.33,42.7,41.7,97.7,0.67,Matches
156,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,29,1989,0.1,110.0,0.00,20.0,20.0,70.0,0.00,100.0,0.00,0.00,,0.00,0.00,80.0,530.0,210.0,0.00,0.00,0.00,0.00,10.0,110.0,100.0,90.9,0.00,Matches
157,Memphis Depay\Memphis-Depay,nl NED,FW,fr Lyon,24,1994,6.8,50.3,0.15,2.21,25.9,26.0,3.82,44.1,1.76,3.24,54.5,1.91,0.00,37.9,191.6,116.8,5.74,2.35,1.32,1.91,1.91,55.1,37.8,68.5,11.2,Matches
158,Eren Derdiyok\Eren-Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,31.9,1.08,3.51,16.2,13.2,4.05,28.9,0.54,1.08,50.0,0.81,0.00,16.2,43.8,15.4,1.35,0.27,0.27,2.43,1.08,40.3,23.0,57.0,7.84,Matches
159,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,30,1988,7.3,63.8,0.96,8.36,32.7,28.6,4.11,60.0,1.64,2.05,80.0,1.78,0.55,49.7,235.9,136.8,7.53,2.88,1.64,0.82,1.78,61.4,51.8,84.4,7.12,Matches
160,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,de Schalke 04,29,1989,1.0,20.0,0.00,3.00,8.00,10.0,0.00,19.0,0.00,0.00,,0.00,0.00,14.0,52.0,35.0,1.00,1.00,0.00,2.00,2.00,27.0,13.0,48.1,3.00,Matches
161,Moussa Diaby\Moussa-Diaby,fr FRA,MF,fr Paris S-G,19,1999,0.1,110.0,0.00,0.00,30.0,80.0,0.00,110.0,0.00,0.00,,0.00,0.00,100.0,740.0,240.0,20.0,0.00,0.00,20.0,0.00,110.0,100.0,90.9,30.0,Matches
162,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,21,1996,3.0,56.7,9.00,34.7,23.7,1.33,1.33,55.7,0.00,0.33,0.0,0.00,0.00,38.0,206.3,89.0,2.67,0.00,0.00,0.00,0.67,37.7,37.0,98.2,0.67,Matches
163,Abdou Diallo\Abdou-Diallo,fr FRA,DF,de Dortmund,22,1996,6.9,91.9,5.80,28.8,53.0,16.4,1.01,86.1,0.87,1.30,66.7,1.01,0.14,68.7,338.0,190.7,7.39,1.16,0.14,0.58,0.58,69.7,67.8,97.3,1.16,Matches
164,Rúben Dias\Ruben-Dias,pt POR,DFMF,pt Benfica,21,1997,4.5,67.6,6.89,39.8,28.7,1.56,1.11,65.1,0.22,0.22,100.0,0.22,0.00,44.9,218.2,114.9,2.67,0.00,0.00,0.22,0.00,45.3,44.2,97.5,1.11,Matches
165,Krepin Diatta\Krepin-Diatta,sn SEN,DF,be Club Brugge,19,1999,0.1,50.0,0.00,20.0,30.0,10.0,0.00,50.0,0.00,0.00,,0.00,0.00,40.0,570.0,520.0,20.0,10.0,0.00,0.00,0.00,40.0,40.0,100.0,0.00,Matches
166,Eric Dier\Eric-Dier,eng ENG,MF,eng Tottenham,24,1994,3.0,83.7,2.67,20.0,58.0,8.67,1.33,82.7,0.33,0.33,100.0,0.33,0.00,65.3,298.7,162.0,5.67,0.33,0.00,0.33,0.00,72.3,69.7,96.3,3.00,Matches
167,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,27,1991,12.0,68.0,7.33,31.2,38.2,2.42,1.08,66.1,0.08,0.08,100.0,0.08,0.00,41.6,180.4,88.4,2.67,0.17,0.00,0.00,0.00,46.7,44.9,96.3,0.83,Matches
168,Sofiane Diop\Sofiane-Diop,fr FRA,FW,fr Monaco,18,2000,3.0,52.7,0.33,5.67,23.0,27.3,6.33,51.7,2.67,4.33,61.5,3.33,0.00,46.3,234.0,120.3,7.00,1.33,1.00,3.00,5.33,49.7,40.0,80.5,12.0,Matches
169,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,28.8,0.00,1.82,13.6,15.5,2.73,28.8,0.61,1.82,33.3,0.61,0.00,23.6,61.8,29.4,1.21,0.61,0.61,4.24,0.61,38.5,22.7,59.1,11.8,Matches
170,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,27,1990,1.0,30.0,24.0,30.0,0.00,0.00,0.00,16.0,0.00,0.00,,0.00,0.00,8.00,52.0,22.0,0.00,0.00,0.00,0.00,0.00,6.00,6.00,100.0,0.00,Matches
171,Ryan Donk\Ryan-Donk,sr SUR,MFDF,tr Galatasaray,32,1986,5.2,56.3,4.04,21.2,33.7,5.00,0.00,55.0,0.38,0.96,40.0,0.38,0.00,40.6,166.7,95.2,3.46,1.15,0.00,0.00,0.58,40.0,38.7,96.6,0.58,Matches
172,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,24,1993,3.2,77.8,0.63,8.75,51.6,23.1,1.25,75.6,1.56,2.19,71.4,1.56,0.00,61.3,283.4,108.8,5.94,2.19,0.31,0.31,0.94,73.1,65.0,88.9,4.69,Matches
173,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,53.1,4.69,16.6,26.6,12.2,0.94,44.7,0.31,0.94,33.3,0.31,0.00,30.6,132.2,68.4,3.75,0.63,0.31,0.31,0.31,35.3,30.0,85.0,0.94,Matches
174,Denzel Dumfries\Denzel-Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6.0,44.5,7.83,18.7,17.8,12.3,1.50,39.2,0.33,0.83,40.0,0.50,0.00,22.0,138.5,77.0,3.33,1.50,0.17,0.67,0.83,20.8,17.8,85.6,1.33,Matches
175,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,24,1993,5.8,66.7,0.00,5.00,35.7,30.3,5.00,63.3,2.41,3.79,63.6,2.41,0.17,55.9,256.7,120.9,7.07,2.59,1.21,1.55,2.07,63.4,51.9,81.8,11.0,Matches
176,Alan Dzagoev\Alan-Dzagoev,ru RUS,MFFW,ru CSKA Moscow,28,1990,1.9,56.8,1.58,6.32,31.1,22.6,4.21,55.8,0.00,1.58,0.0,0.00,0.00,45.3,130.5,78.4,3.68,2.11,0.00,0.00,1.58,69.5,48.4,69.7,12.1,Matches
177,Edin Džeko\Edin-Dzeko,ba BIH,FW,it Roma,32,1986,6.3,36.7,1.11,1.90,18.7,18.4,6.83,34.3,1.75,3.02,57.9,1.75,0.00,26.7,105.7,46.8,3.02,0.95,0.63,3.33,2.38,54.6,28.3,51.7,13.8,Matches
178,Lorenzo Ebecilio\Lorenzo-Ebecilio,nl NED,MFFW,rs Red Star,26,1991,1.3,53.8,2.31,6.92,36.9,15.4,0.00,51.5,3.85,4.62,83.3,3.85,0.00,42.3,181.5,87.7,6.15,2.31,0.00,1.54,5.38,51.5,36.9,71.6,4.62,Matches
179,Éder\Eder,pt POR,FW,ru Loko Moscow,30,1987,3.4,33.2,0.29,2.35,14.7,18.2,4.71,31.2,0.29,0.29,100.0,0.29,0.00,23.5,80.3,31.5,1.47,0.88,0.00,1.76,2.65,52.1,26.8,51.4,10.6,Matches
180,Ederson\Ederson,br BRA,GK,eng Manchester City,24,1993,10.0,29.9,26.0,29.6,0.40,0.00,0.00,23.9,0.10,0.10,100.0,0.10,0.00,18.5,74.4,39.7,0.10,0.00,0.00,0.10,0.00,16.5,16.4,99.4,0.00,Matches
