Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
86,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,34.7,32.4,2.35,0.59,0.59,7.65,0.59,1.18,0.59,0.00,0.00,0.00,30.0,2.35,2.35,9.41,24.1,0.00,1.18,0.00,30.6,0.00,0.59,1.18,0.59,Matches
87,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,25.6,15.4,10.2,2.80,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,14.4,1.00,10.2,1.60,20.4,0.00,0.00,3.60,17.4,0.20,1.20,0.00,0.00,Matches
88,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,20.8,17.3,3.46,0.00,0.00,1.92,0.00,1.15,0.00,0.00,0.00,0.00,15.0,3.85,1.92,6.15,12.3,0.77,0.00,0.77,12.7,0.00,0.77,3.46,0.38,Matches
89,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,27,1990,7.0,33.9,25.6,8.29,2.43,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,20.1,1.57,12.1,5.29,23.0,0.00,0.00,5.14,25.6,0.29,1.00,0.29,0.00,Matches
90,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,30,1988,11.5,85.0,81.7,3.30,3.22,0.35,11.4,1.39,0.00,0.00,0.00,0.00,0.00,68.6,8.96,7.39,14.1,67.4,2.61,0.09,0.17,79.5,0.09,0.52,1.22,0.78,Matches
91,Bohdan Butko\Bohdan-Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,60.7,46.7,14.0,0.00,0.67,14.7,0.00,1.33,0.00,0.00,0.00,0.00,40.0,12.7,8.00,8.00,36.7,2.00,14.0,0.00,54.7,0.00,0.67,0.67,1.33,Matches
92,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,de Schalke 04,30,1988,5.7,45.8,30.7,15.1,1.93,0.00,5.61,2.11,1.75,1.75,0.00,0.00,0.00,17.4,11.8,16.7,5.96,26.1,1.75,11.4,0.00,30.4,0.18,1.40,1.05,1.75,Matches
93,José Callejón\Jose-Callejon,es ESP,MFFW,it Napoli,31,1987,5.7,51.6,48.1,3.51,1.05,0.18,5.61,2.63,3.68,1.93,0.00,0.00,0.00,31.6,9.30,10.7,4.74,41.9,3.68,0.53,0.53,41.2,0.35,0.88,1.23,0.70,Matches
94,Emre Can\Emre-Can,de GER,MFDF,it Juventus,24,1994,3.8,57.9,57.1,0.79,0.53,0.00,9.74,2.63,0.26,0.00,0.00,0.00,0.00,42.9,5.79,9.21,11.8,41.8,2.11,0.00,0.26,49.2,0.79,0.53,0.26,0.79,Matches
95,João Cancelo\Joao-Cancelo,pt POR,DF,it Juventus,24,1994,5.3,59.1,50.0,9.06,0.94,0.19,8.11,1.51,3.40,0.00,0.00,0.00,0.00,36.2,10.2,12.6,5.85,41.9,2.45,8.11,0.00,46.6,0.00,1.13,1.51,2.08,Matches
96,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,it Inter,31,1987,1.5,41.3,36.7,4.67,0.00,0.00,13.3,2.00,4.00,2.67,0.00,0.00,0.00,24.0,6.67,10.7,8.00,30.7,0.00,2.00,0.00,30.7,0.00,0.00,0.00,2.00,Matches
97,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,72.8,63.6,9.15,1.70,0.00,16.8,1.91,3.83,0.00,0.00,0.00,0.00,46.2,10.2,16.4,4.89,57.2,2.77,7.45,0.21,59.8,0.00,0.85,1.28,1.91,Matches
98,Casemiro\Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,69.3,67.3,1.96,1.96,0.00,8.75,2.32,0.00,0.00,0.00,0.00,0.00,52.9,7.86,8.57,6.43,57.5,3.75,0.00,0.18,61.8,0.00,0.54,0.54,1.25,Matches
99,Iker Casillas\Iker-Casillas,es ESP,GK,pt Porto,37,1981,10.3,36.3,25.6,10.7,3.40,0.10,2.33,1.17,0.00,0.00,0.00,0.00,0.00,15.5,1.84,18.9,26.3,6.60,0.10,0.00,2.91,24.7,0.00,0.78,0.29,0.00,Matches
100,Nicolás Castillo\Nicolas-Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
101,Goran Čaušić\Goran-Causic,rs SRB,MF,rs Red Star,26,1992,3.5,32.6,32.0,0.57,0.57,0.00,9.71,1.43,0.57,0.00,0.00,0.00,0.00,21.7,5.14,5.71,0.57,28.0,3.43,0.00,0.00,22.0,0.00,0.57,1.43,1.43,Matches
102,Edinson Cavani\Edinson-Cavani,uy URU,FW,fr Paris S-G,31,1987,4.6,17.0,14.3,2.61,0.00,0.00,2.39,0.65,0.65,0.00,0.00,0.00,0.00,14.6,1.96,0.43,3.26,13.3,0.22,0.22,0.00,13.9,0.22,0.00,0.22,0.87,Matches
103,Dani Ceballos\Dani-Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,86.2,83.8,2.38,0.95,0.48,10.0,1.43,0.48,0.48,0.00,0.00,0.00,74.8,7.62,3.81,5.24,77.6,1.90,0.95,0.48,81.9,0.48,0.48,0.48,0.95,Matches
104,Muğdat Çelik\Mugdat-Celik,tr TUR,FW,tr Galatasaray,28,1990,0.5,32.0,32.0,0.00,0.00,0.00,12.0,0.00,2.00,0.00,0.00,0.00,0.00,24.0,2.00,6.00,4.00,26.0,0.00,0.00,0.00,20.0,0.00,4.00,0.00,2.00,Matches
105,Aleš Čermák\Ales-Cermak,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,41.3,38.5,2.82,0.26,0.51,12.3,0.77,0.26,1.28,0.00,0.00,0.00,26.7,5.13,9.49,32.1,6.92,1.03,0.51,0.26,30.5,0.26,0.77,0.51,1.79,Matches
106,Franco Cervi\Franco-Cervi,ar ARG,FW,pt Benfica,24,1994,3.4,34.7,31.8,2.94,0.00,0.00,2.94,1.76,1.76,2.06,0.00,0.00,0.00,22.9,5.88,5.88,26.8,6.18,0.88,0.88,0.00,24.7,0.00,0.59,1.76,0.59,Matches
107,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,fr Monaco,28,1989,3.5,46.9,41.4,5.43,2.57,0.29,10.0,1.71,0.86,2.29,0.00,0.00,0.00,35.4,5.43,6.00,7.43,34.3,2.00,0.57,0.00,37.7,0.29,1.14,0.57,0.57,Matches
108,Fyodor Chalov\Fyodor-Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,23.8,21.6,2.14,0.00,0.54,4.11,0.89,0.71,0.00,0.00,0.00,0.00,16.6,4.82,2.32,3.75,18.0,1.43,0.00,0.36,16.3,0.18,0.18,1.07,1.79,Matches
109,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,fr Lyon,20,1997,1.2,35.8,30.8,5.00,5.00,1.67,5.83,1.67,0.00,0.00,0.00,0.00,0.00,29.2,2.50,4.17,4.17,30.8,0.83,0.00,0.00,34.2,0.00,0.00,0.00,0.00,Matches
110,Nikita Chernov\Nikita-Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,46.2,43.3,2.82,2.05,0.00,6.41,0.77,0.00,0.00,0.00,0.00,0.00,30.0,8.21,7.95,5.38,33.8,4.36,0.51,0.26,37.9,0.00,1.79,0.00,0.26,Matches
111,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,es Valencia,27,1990,1.2,58.3,56.7,1.67,0.83,0.00,10.8,2.50,5.00,0.00,0.00,0.00,0.00,48.3,2.50,7.50,45.0,10.8,1.67,0.83,0.00,42.5,0.83,1.67,1.67,3.33,Matches
112,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,33,1984,6.0,68.8,67.0,1.83,1.17,0.33,9.83,1.33,0.33,0.00,0.00,0.00,0.00,48.5,8.00,12.3,52.2,11.2,2.83,0.67,0.33,59.7,0.00,1.50,0.50,0.17,Matches
113,Tahith Chong\Tahith-Chong,nl NED,MF,eng Manchester Utd,18,1999,0.1,40.0,40.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,10.0,40.0,0.00,0.00,0.00,0.00,30.0,0.00,0.00,10.0,0.00,Matches
114,Tomáš Chorý\Tomas-Chory,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,26.7,24.1,2.59,0.00,0.00,12.6,0.00,0.37,0.00,0.00,0.00,0.00,15.9,8.15,2.59,2.59,15.6,1.48,0.00,2.96,18.9,0.37,0.00,0.37,1.85,Matches
115,Dmytro Chygrynskiy\Dmytro-Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,43.4,42.4,1.00,1.00,0.00,2.60,0.80,0.00,0.00,0.00,0.00,0.00,34.8,2.40,6.20,9.60,30.8,2.20,0.00,0.80,38.2,0.20,1.00,0.40,0.40,Matches
116,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,38.0,32.0,6.00,1.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,20.0,4.00,14.0,3.00,24.0,0.00,0.00,11.0,30.0,0.00,2.00,0.00,0.00,Matches
117,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,22,1996,1.4,33.6,33.6,0.00,0.00,0.00,10.7,0.00,1.43,0.00,0.00,0.00,0.00,29.3,3.57,0.71,6.43,25.7,0.71,0.00,0.71,27.1,0.00,0.00,1.43,2.14,Matches
118,Germán Conti\German-Conti,ar ARG,DF,pt Benfica,24,1994,3.0,39.3,38.7,0.67,0.67,0.00,4.00,0.67,0.00,0.00,0.00,0.00,0.00,27.3,6.33,5.67,9.33,24.7,3.67,0.00,0.67,33.7,0.00,0.33,0.67,0.00,Matches
119,Dion Cools\Dion-Cools,be BEL,DFMF,be Club Brugge,22,1996,1.3,46.2,33.8,12.3,1.54,0.00,6.92,0.77,3.08,0.00,0.00,0.00,0.00,18.5,14.6,13.1,2.31,26.9,4.62,10.8,0.77,27.7,0.00,1.54,0.00,3.08,Matches
120,Francis Coquelin\Francis-Coquelin,fr FRA,MFFW,es Valencia,27,1991,3.1,49.4,49.0,0.32,0.32,0.00,5.16,0.97,0.32,0.00,0.00,0.00,0.00,41.6,4.19,3.55,5.81,41.9,0.97,0.00,0.32,42.9,0.32,0.65,0.65,1.29,Matches
121,Ante Ćorić\Ante-Coric,hr CRO,MF,it Roma,21,1997,0.3,36.7,33.3,3.33,3.33,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,23.3,13.3,0.00,3.33,33.3,0.00,0.00,0.00,26.7,0.00,0.00,3.33,0.00,Matches
122,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,32,1986,3.0,39.3,37.0,2.33,2.33,0.00,3.33,0.33,0.00,0.00,0.00,0.00,0.00,24.0,5.00,10.3,7.33,27.0,4.00,0.00,0.00,28.3,0.00,1.33,0.00,1.33,Matches
123,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,fr Lyon,21,1996,2.4,25.0,24.6,0.42,0.00,0.00,2.50,1.25,2.08,0.42,0.00,0.42,0.00,17.9,2.08,5.00,16.7,6.25,2.08,0.00,0.00,15.4,0.00,0.42,2.50,1.25,Matches
124,Jesús Corona\Jesus-Corona,mx MEX,FWMF,pt Porto,25,1993,6.2,41.6,38.4,3.23,0.48,0.16,6.13,0.81,4.03,1.29,0.81,0.32,0.00,28.7,3.55,9.35,12.6,25.8,0.97,1.29,0.16,30.5,0.00,0.48,0.97,2.42,Matches
125,Ángel Correa\Angel-Correa,ar ARG,FWMF,es Atlético Madrid,23,1995,3.9,36.2,35.4,0.77,0.26,0.26,4.87,0.00,1.54,0.00,0.00,0.00,0.00,29.5,2.82,3.85,5.90,28.5,1.54,0.26,0.00,25.1,0.00,0.26,2.05,0.77,Matches
126,Uroš Ćosić\Uros-Cosic,rs SRB,DFMF,gr AEK Athens,25,1992,3.3,39.4,37.9,1.52,0.91,0.00,3.33,1.52,0.00,0.00,0.00,0.00,0.00,27.6,3.64,8.18,1.21,35.8,1.52,0.61,0.30,30.3,0.30,0.91,0.91,0.61,Matches
127,Bruno Xavier Almeida Costa\Bruno-Xavier-Almeida-Costa,pt POR,MF,pt Porto,21,1997,0.3,23.3,23.3,0.00,0.00,0.00,13.3,0.00,0.00,0.00,0.00,0.00,0.00,20.0,3.33,0.00,0.00,23.3,0.00,0.00,0.00,23.3,0.00,0.00,0.00,0.00,Matches
128,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,28.8,28.5,0.29,0.00,0.29,9.41,1.18,0.88,0.00,0.00,0.00,0.00,21.8,2.35,4.71,1.18,25.0,1.47,0.00,0.00,23.2,0.00,0.29,0.59,1.47,Matches
129,Douglas Costa\Douglas-Costa,br BRA,FWMF,it Juventus,27,1990,1.8,47.2,46.1,1.11,0.00,0.56,17.2,2.78,7.22,1.11,0.00,0.00,0.00,32.8,4.44,10.0,40.6,6.11,0.56,0.00,0.00,35.6,0.00,1.11,0.00,2.22,Matches
130,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,35.6,25.2,10.4,1.60,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,17.2,1.60,16.8,21.8,7.00,0.00,0.00,6.20,25.0,0.40,1.20,0.00,0.00,Matches
131,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,es Barcelona,26,1992,9.5,59.7,55.3,4.42,0.42,0.21,10.2,1.05,0.32,3.37,0.74,0.00,0.32,50.0,4.32,5.37,3.89,53.7,0.84,0.63,0.42,50.5,0.32,0.00,1.37,0.84,Matches
132,Bryan Cristante\Bryan-Cristante,it ITA,MF,it Roma,23,1995,5.7,60.7,60.2,0.53,0.35,0.35,10.0,1.58,0.35,0.00,0.00,0.00,0.00,43.3,6.67,10.7,4.74,52.5,2.63,0.18,0.18,52.5,0.18,0.53,1.23,1.05,Matches
133,Juan Cuadrado\Juan-Cuadrado,co COL,MFFW,it Juventus,30,1988,3.6,60.6,56.1,4.44,0.28,0.00,10.8,1.67,1.39,0.00,0.00,0.00,0.00,47.5,8.06,5.00,7.22,46.9,1.67,4.17,0.28,53.9,0.56,0.00,1.39,1.94,Matches
134,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,29,1988,4.0,60.5,49.8,10.8,2.00,0.00,10.3,1.00,1.50,0.25,0.00,0.00,0.00,35.8,10.0,14.8,11.0,38.3,2.25,8.50,0.00,50.3,0.00,0.50,0.75,2.00,Matches
135,Colin Dagba\Colin-Dagba,fr FRA,MF,fr Paris S-G,19,1998,0.1,50.0,50.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,50.0,0.00,0.00,30.0,20.0,0.00,0.00,0.00,50.0,0.00,0.00,0.00,0.00,Matches
136,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de Dortmund,22,1996,3.5,88.0,87.7,0.29,0.29,0.57,6.00,1.43,0.00,0.00,0.00,0.00,0.00,77.1,4.29,6.57,10.3,77.1,0.29,0.00,0.29,79.7,0.29,1.14,0.57,1.43,Matches
137,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,eng Manchester Utd,19,1999,2.7,44.1,36.7,7.41,0.00,0.00,8.15,2.22,3.70,0.37,0.00,0.37,0.00,25.2,10.0,8.89,4.81,30.4,1.85,7.04,0.00,34.1,0.74,0.74,1.85,2.96,Matches
138,Oleh Danchenko\Oleh-Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1.0,46.0,40.0,6.00,1.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,29.0,11.0,6.00,3.00,35.0,3.00,5.00,0.00,34.0,0.00,2.00,0.00,1.00,Matches
139,Danilo\Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,112.3,112.3,0.00,0.00,0.00,4.62,3.08,0.00,0.00,0.00,0.00,0.00,104.6,2.31,5.38,11.5,99.2,1.54,0.00,0.00,108.5,0.00,0.00,0.77,0.00,Matches
140,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,25,1993,6.3,61.7,53.2,8.57,0.63,0.16,12.9,1.43,2.54,0.00,0.00,0.00,0.00,41.7,10.5,9.52,45.1,4.44,2.54,7.94,0.16,49.4,0.16,1.43,1.27,2.86,Matches
141,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,58.1,49.6,8.52,2.96,1.11,14.8,1.85,3.70,4.07,0.00,0.37,0.00,42.2,7.41,8.52,4.81,50.7,1.11,1.11,0.00,43.7,0.37,1.85,1.48,2.96,Matches
142,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,it Roma,35,1983,3.4,52.9,48.5,4.41,4.41,0.00,6.76,0.88,0.00,0.00,0.00,0.00,0.00,40.0,5.00,7.94,7.94,42.9,1.18,0.00,0.29,45.3,0.00,0.59,0.59,0.88,Matches
143,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,25,1992,3.4,64.4,51.5,12.9,0.88,0.00,13.5,2.94,0.88,0.00,0.00,0.00,0.00,38.2,12.6,13.5,5.88,43.2,2.65,12.1,0.00,55.6,0.00,0.88,1.18,1.18,Matches
144,Saulo Decarli\Saulo-Decarli,ch SUI,MF,be Club Brugge,26,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
145,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,24,1994,6.0,29.2,26.8,2.33,2.33,0.00,5.17,1.17,0.00,0.00,0.00,0.00,0.00,21.3,1.83,6.00,7.17,20.2,1.83,0.00,0.00,22.8,0.00,0.83,0.33,0.17,Matches
146,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,65.2,64.2,0.91,0.61,0.00,14.2,1.21,0.30,0.00,0.00,0.00,0.00,51.2,5.15,8.79,46.1,13.6,2.73,0.30,0.91,56.7,0.00,0.30,1.82,0.00,Matches
147,Fabian Delph\Fabian-Delph,eng ENG,DFMF,eng Manchester City,28,1989,2.9,85.5,78.6,6.90,1.03,0.00,8.28,3.45,0.69,0.00,0.00,0.00,0.00,68.3,6.55,10.7,54.5,22.8,1.03,5.86,0.00,74.5,0.34,0.34,0.69,1.03,Matches
148,Mousa Dembélé\Mousa-Dembele,be BEL,MF,eng Tottenham,31,1987,1.8,57.2,57.2,0.00,0.00,0.00,11.7,0.56,0.00,0.00,0.00,0.00,0.00,53.9,1.67,1.67,43.9,11.1,1.11,0.00,0.00,53.9,0.00,0.00,0.00,0.56,Matches
149,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,22,1996,3.3,17.9,15.5,2.42,0.00,0.30,2.73,0.00,0.30,0.00,0.00,0.00,0.00,11.2,3.64,3.03,2.42,12.4,1.52,0.00,1.21,13.0,0.30,0.61,0.30,1.21,Matches
150,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,21,1997,4.6,49.1,44.8,4.35,0.43,0.22,8.48,1.74,3.48,3.91,0.00,0.00,0.00,38.3,3.26,7.61,15.2,32.2,0.87,0.00,0.00,35.4,0.22,1.96,0.87,1.96,Matches
151,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Hoffenheim,25,1993,4.1,53.4,46.8,6.59,2.68,0.24,12.0,2.68,2.68,3.41,0.00,0.00,0.00,34.1,7.32,12.0,43.7,7.80,1.22,0.24,0.00,40.5,0.00,0.49,1.22,2.44,Matches
152,Jason Denayer\Jason-Denayer,be BEL,DF,fr Lyon,23,1995,8.0,46.0,44.8,1.25,1.25,0.00,5.50,0.25,0.00,0.00,0.00,0.00,0.00,39.3,2.50,4.25,1.88,42.0,1.25,0.00,0.63,41.8,0.13,0.25,0.25,0.13,Matches
153,Igor Denisov\Igor-Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,49.2,46.3,2.88,2.12,0.00,6.54,1.54,0.00,0.19,0.00,0.00,0.00,33.8,5.58,9.81,6.73,38.1,3.46,0.58,0.38,41.3,0.19,0.38,0.58,0.38,Matches
154,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,MF,be Club Brugge,20,1997,2.0,44.5,36.5,8.00,0.00,0.00,6.00,0.50,2.50,0.00,0.00,0.00,0.00,26.5,13.0,5.00,7.50,25.0,2.00,8.00,0.50,31.5,0.50,1.00,1.00,2.00,Matches
155,Stefano Denswil\Stefano-Denswil,nl NED,DF,be Club Brugge,25,1993,6.0,54.0,51.3,2.67,1.33,0.17,4.50,2.17,0.33,0.00,0.00,0.00,0.00,40.0,4.17,9.83,36.7,12.8,2.67,1.33,0.00,46.3,0.33,1.17,0.67,0.67,Matches
156,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,29,1989,0.1,90.0,80.0,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,70.0,20.0,0.00,10.0,70.0,0.00,10.0,0.00,90.0,0.00,0.00,0.00,0.00,Matches
157,Memphis Depay\Memphis-Depay,nl NED,FW,fr Lyon,24,1994,6.8,41.0,34.4,6.62,2.06,0.44,8.68,1.91,2.94,2.79,0.29,0.00,0.00,30.3,4.12,6.62,3.97,35.6,0.74,0.15,0.29,31.2,0.29,1.47,1.18,1.18,Matches
158,Eren Derdiyok\Eren-Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,20.8,18.4,2.43,0.00,0.00,4.05,0.00,0.00,0.00,0.00,0.00,0.00,11.6,6.22,2.97,2.43,11.1,4.59,0.00,0.81,13.2,0.00,0.54,0.54,0.54,Matches
159,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,30,1988,7.3,54.8,51.1,3.70,0.96,0.68,10.7,1.92,3.29,1.92,0.14,0.00,0.00,42.3,5.48,6.99,50.4,2.60,0.55,0.82,0.27,44.1,0.27,0.82,0.96,1.78,Matches
160,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,de Schalke 04,29,1989,1.0,11.0,10.0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,2.00,2.00,8.00,1.00,0.00,0.00,10.0,0.00,0.00,1.00,0.00,Matches
161,Moussa Diaby\Moussa-Diaby,fr FRA,MF,fr Paris S-G,19,1999,0.1,70.0,70.0,0.00,0.00,0.00,20.0,0.00,20.0,0.00,0.00,0.00,0.00,50.0,0.00,20.0,50.0,20.0,0.00,0.00,0.00,50.0,0.00,0.00,0.00,0.00,Matches
162,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,21,1996,3.0,46.7,45.3,1.33,1.33,0.00,2.67,1.33,0.33,0.00,0.00,0.00,0.00,35.7,4.00,7.00,6.00,36.3,4.00,0.00,0.33,39.0,0.33,0.67,1.33,0.33,Matches
163,Abdou Diallo\Abdou-Diallo,fr FRA,DF,de Dortmund,22,1996,6.9,83.3,77.4,5.94,0.87,0.00,10.4,1.01,1.16,0.00,0.00,0.00,0.00,66.1,8.70,8.55,63.5,10.9,3.19,5.07,0.00,72.8,0.14,1.45,1.01,1.01,Matches
164,Rúben Dias\Ruben-Dias,pt POR,DFMF,pt Benfica,21,1997,4.5,58.4,55.8,2.67,2.67,0.00,4.22,2.44,0.00,0.00,0.00,0.00,0.00,42.2,6.67,9.56,10.4,43.8,2.89,0.00,0.22,49.3,0.00,1.56,1.11,1.11,Matches
165,Krepin Diatta\Krepin-Diatta,sn SEN,DF,be Club Brugge,19,1999,0.1,50.0,50.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,10.0,20.0,10.0,40.0,0.00,0.00,0.00,40.0,0.00,0.00,0.00,0.00,Matches
166,Eric Dier\Eric-Dier,eng ENG,MF,eng Tottenham,24,1994,3.0,75.7,74.7,1.00,1.00,0.00,13.3,2.67,1.67,0.00,0.00,0.00,0.00,59.7,3.00,13.0,8.33,63.0,2.00,0.00,0.33,63.7,0.33,2.00,1.00,1.33,Matches
167,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,27,1991,12.0,59.1,57.2,1.92,1.83,0.25,6.42,3.08,0.00,0.00,0.00,0.00,0.00,42.8,3.83,12.5,7.58,44.4,5.08,0.08,0.33,51.8,0.08,1.42,0.50,0.33,Matches
168,Sofiane Diop\Sofiane-Diop,fr FRA,FW,fr Monaco,18,2000,3.0,37.0,36.0,1.00,0.00,0.33,7.67,0.67,1.00,0.00,0.00,0.00,0.00,28.7,5.67,2.67,2.00,32.7,0.33,1.00,0.00,27.7,0.67,0.00,1.00,2.67,Matches
169,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,14.8,14.8,0.00,0.00,0.00,3.03,0.61,0.30,0.00,0.00,0.00,0.00,8.48,4.85,1.52,1.21,10.9,0.61,0.00,1.21,10.6,0.30,0.61,0.61,0.30,Matches
170,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,27,1990,1.0,26.0,11.0,15.0,7.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,13.0,0.00,13.0,2.00,20.0,0.00,0.00,3.00,20.0,1.00,0.00,0.00,0.00,Matches
171,Ryan Donk\Ryan-Donk,sr SUR,MFDF,tr Galatasaray,32,1986,5.2,47.9,46.2,1.73,1.54,0.00,5.58,1.54,0.00,0.00,0.00,0.00,0.00,38.5,4.62,4.81,2.31,42.9,1.73,0.19,0.00,41.7,0.00,0.77,1.35,0.58,Matches
172,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,24,1993,3.2,72.2,70.0,2.19,0.00,0.31,15.9,1.25,1.25,2.19,0.63,0.00,0.00,64.7,3.75,3.75,9.06,62.2,0.00,0.00,0.00,64.7,0.31,0.31,0.94,1.88,Matches
173,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,44.1,35.6,8.44,0.94,0.31,6.88,0.31,0.63,0.00,0.00,0.00,0.00,27.8,8.44,7.81,5.63,29.7,0.63,7.50,0.31,37.2,0.31,0.31,1.25,0.94,Matches
174,Denzel Dumfries\Denzel-Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6.0,31.5,26.0,5.50,0.33,0.00,4.83,0.67,1.00,0.00,0.00,0.00,0.00,16.5,3.83,11.2,1.67,20.0,3.50,5.17,0.33,22.5,0.00,1.50,0.33,1.83,Matches
175,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,24,1993,5.8,52.2,48.3,3.97,0.86,0.17,12.1,2.24,1.38,1.55,0.00,0.00,0.00,39.1,5.69,7.41,44.0,6.55,1.03,0.34,0.34,44.5,0.00,0.52,0.86,1.38,Matches
176,Alan Dzagoev\Alan-Dzagoev,ru RUS,MFFW,ru CSKA Moscow,28,1990,1.9,49.5,48.4,1.05,0.00,0.00,7.37,0.00,0.53,0.53,0.00,0.00,0.00,41.1,4.74,3.68,6.32,38.9,3.16,0.00,0.53,43.7,0.53,0.53,1.05,1.05,Matches
177,Edin Džeko\Edin-Dzeko,ba BIH,FW,it Roma,32,1986,6.3,21.6,19.2,2.38,0.00,0.16,5.56,0.32,0.63,0.00,0.00,0.00,0.00,12.7,5.40,3.49,2.86,14.9,1.90,0.00,0.48,14.4,0.16,0.16,0.95,0.79,Matches
