Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
123,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,19.3,0.10,0.00,0.00,0.78,0.93,0.00,0.78,1.30,1.09,0.00,0.00,0.00,11.1,0.52,0.73,41.7,Matches
124,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,20.9,0.29,0.00,0.00,2.20,1.34,0.00,0.14,1.48,1.29,0.00,0.00,0.00,11.9,0.29,0.67,30.0,Matches
125,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,0.05,0.00,0.00,1.39,0.79,0.35,0.05,0.64,0.40,0.05,0.00,0.00,4.46,3.96,4.26,48.2,Matches
126,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,21.6,0.19,0.00,0.00,1.02,0.83,0.00,0.32,1.53,0.83,0.00,0.05,0.00,9.68,1.62,1.44,53.0,Matches
127,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,0.00,0.00,0.00,0.63,1.04,0.21,1.25,1.04,1.04,0.21,0.00,0.00,7.92,0.00,0.63,0.0,Matches
128,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,6.5,0.15,0.00,0.00,0.15,2.15,0.15,1.85,0.62,0.62,0.00,0.00,0.00,8.77,0.92,0.77,54.5,Matches
129,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,22.7,0.13,0.00,0.00,1.94,0.70,0.00,0.18,1.67,2.78,0.00,0.00,0.00,10.4,1.63,1.50,52.1,Matches
130,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,0.6,0.00,0.00,0.00,1.67,6.67,0.00,1.67,1.67,0.00,0.00,0.00,0.00,11.7,0.00,5.00,0.0,Matches
131,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,0.13,0.00,0.00,0.73,0.25,0.03,0.48,0.96,1.11,0.00,0.00,0.00,12.3,1.69,1.40,54.6,Matches
132,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14.0,0.07,0.00,0.00,1.00,0.79,0.00,0.07,1.14,0.57,0.00,0.07,0.00,15.4,2.79,0.71,79.6,Matches
133,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,11.0,0.00,0.00,0.00,0.55,1.00,0.00,0.09,1.64,0.64,0.00,0.09,0.00,12.5,3.18,1.00,76.1,Matches
134,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,36.9,0.27,0.00,0.00,1.19,0.73,0.05,0.70,1.11,1.11,0.00,0.03,0.00,16.2,0.65,0.79,45.3,Matches
135,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,8.5,0.24,0.00,0.00,0.82,0.47,0.00,0.12,0.82,0.47,0.00,0.00,0.00,11.5,0.71,0.47,60.0,Matches
136,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,0.00,0.00,0.00,1.69,0.68,0.00,0.68,0.68,1.53,0.00,0.00,0.00,9.32,0.51,0.17,75.0,Matches
137,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.00,0.00,,Matches
138,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,36.6,0.22,0.00,0.00,0.90,0.71,0.19,0.16,0.82,0.57,0.03,0.03,0.00,12.6,3.25,1.26,72.1,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,17.8,0.06,0.00,0.00,0.45,0.67,0.00,1.12,1.35,0.56,0.00,0.06,0.00,11.4,2.30,1.29,64.1,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38.0,0.18,0.00,0.00,0.95,0.47,0.03,0.21,1.21,0.97,0.00,0.00,0.11,13.1,1.87,0.87,68.3,Matches
141,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,14.5,0.14,0.00,0.00,1.17,1.38,0.07,2.00,0.48,1.03,0.00,0.00,0.00,8.14,0.34,1.03,25.0,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,23,1993,35.5,0.03,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,0.00,0.00,,Matches
143,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,5.3,0.00,0.00,0.00,0.57,0.38,0.00,2.26,1.13,2.26,0.00,0.00,0.00,9.43,0.94,0.75,55.6,Matches
144,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,0.00,0.00,,Matches
145,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,9.6,0.31,0.10,0.00,0.42,0.63,0.10,0.31,1.04,0.63,0.00,0.00,0.00,11.5,0.42,0.21,66.7,Matches
146,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,35.8,0.00,0.00,0.00,0.39,0.59,0.03,3.24,0.81,0.67,0.00,0.00,0.00,9.33,0.22,0.36,38.1,Matches
147,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,25.2,0.28,0.00,0.00,1.03,1.07,0.00,0.12,1.67,0.71,0.00,0.00,0.04,12.4,1.27,1.23,50.8,Matches
148,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,2.5,0.00,0.00,0.00,0.40,0.80,0.40,0.00,1.60,1.20,0.00,0.00,0.00,10.8,1.20,2.00,37.5,Matches
149,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38.0,0.00,0.00,0.00,0.03,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.45,0.00,0.03,0.0,Matches
150,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,25.6,0.20,0.08,0.04,0.98,0.86,0.20,2.46,0.74,1.52,0.00,0.00,0.00,10.7,0.23,0.51,31.6,Matches
151,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,0.13,0.00,0.00,1.84,1.58,0.39,0.39,1.18,0.79,0.00,0.00,0.00,9.87,2.11,1.71,55.2,Matches
152,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,19.0,0.11,0.00,0.00,0.37,1.16,0.11,2.32,1.21,0.89,0.00,0.00,0.00,10.0,0.21,0.42,33.3,Matches
153,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,15.5,0.32,0.00,0.00,1.81,1.81,0.06,0.19,1.10,1.81,0.00,0.00,0.00,8.39,1.81,0.90,66.7,Matches
154,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,9.4,0.11,0.00,0.00,0.53,1.17,0.00,0.64,1.91,0.74,0.00,0.00,0.00,6.38,0.32,0.85,27.3,Matches
155,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,29.7,0.17,0.00,0.00,0.98,0.71,0.07,0.10,0.98,0.71,0.00,0.07,0.03,10.8,1.38,1.18,53.9,Matches
156,Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,32.0,0.22,0.00,0.00,1.28,0.84,0.00,0.31,1.16,1.16,0.00,0.00,0.00,13.7,1.69,1.06,61.4,Matches
157,Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,6.0,0.50,0.00,0.00,1.83,1.17,0.00,0.50,1.83,1.33,0.00,0.00,0.00,9.33,0.83,1.00,45.5,Matches
158,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,30.7,0.03,0.00,0.00,1.89,0.59,0.46,1.40,0.59,1.43,0.03,0.00,0.00,6.03,0.72,2.25,24.2,Matches
159,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,24.7,0.00,0.00,0.00,0.57,1.01,0.00,0.97,0.97,0.89,0.00,0.00,0.00,11.3,0.65,0.36,64.0,Matches
160,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,0.5,0.00,0.00,0.00,2.00,8.00,0.00,6.00,0.00,2.00,0.00,0.00,0.00,8.00,0.00,4.00,0.0,Matches
161,José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,7.6,0.00,0.00,0.00,0.79,0.79,0.00,0.13,1.18,0.53,0.00,0.13,0.00,12.5,1.84,1.71,51.9,Matches
162,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20.0,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,0.00,0.00,,Matches
163,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37.0,0.05,0.00,0.00,0.03,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,0.00,0.00,,Matches
164,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,0.11,0.00,0.00,1.02,0.73,0.00,0.62,1.36,1.36,0.00,0.00,0.00,10.8,0.85,0.96,46.9,Matches
165,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,30.1,0.30,0.07,0.03,0.80,0.56,0.03,2.16,1.10,0.96,0.00,0.00,0.00,14.2,3.29,1.73,65.6,Matches
166,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,22.3,0.00,0.00,0.00,0.27,2.11,0.04,3.99,0.49,0.09,0.00,0.00,0.00,7.67,0.22,0.63,26.3,Matches
167,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,21.3,0.05,0.00,0.00,0.56,0.19,0.00,3.57,2.02,1.13,0.00,0.00,0.05,11.3,1.88,1.27,59.7,Matches
168,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,0.2,5.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
169,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,1.3,0.77,0.00,0.00,2.31,1.54,0.00,0.00,2.31,0.00,0.00,0.00,0.00,17.7,3.08,1.54,66.7,Matches
170,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,12.0,0.17,0.00,0.00,1.17,0.58,0.83,0.58,0.42,0.33,0.00,0.00,0.00,3.25,0.50,1.58,24.0,Matches
171,Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,1.1,0.00,0.00,0.00,0.00,0.91,0.00,3.64,1.82,1.82,0.00,0.00,0.00,5.45,0.91,0.00,100.0,Matches
172,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,30.6,0.23,0.07,0.03,1.57,1.70,0.03,0.23,1.57,2.48,0.00,0.00,0.00,14.9,0.52,0.85,38.1,Matches
173,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,0.14,0.00,0.00,1.06,1.28,1.01,0.23,0.28,0.32,0.00,0.00,0.00,3.21,1.56,2.20,41.5,Matches
174,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,Matches
175,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,26,1990,37.0,0.00,0.00,0.00,0.00,0.11,0.00,0.03,0.00,0.00,0.00,0.00,0.00,4.41,0.00,0.00,,Matches
176,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,27,1989,31.4,0.10,0.00,0.00,0.70,0.35,0.03,2.01,1.21,0.80,0.00,0.00,0.00,10.6,0.67,0.83,44.7,Matches
177,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,30,1986,4.3,0.00,0.00,0.00,3.02,0.47,0.47,0.70,0.23,0.70,0.00,0.00,0.00,3.49,2.33,2.56,47.6,Matches
178,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,30,1986,6.8,0.00,0.00,0.00,0.88,1.03,0.59,0.29,0.44,0.44,0.00,0.00,0.00,4.85,4.41,1.32,76.9,Matches
179,Connor Goldson\Connor-Goldson,eng ENG,DF,Brighton,24,1992,2.2,0.45,0.00,0.00,0.91,0.91,0.00,0.45,0.45,1.36,0.00,0.00,0.00,15.0,2.73,1.36,66.7,Matches
180,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,36,1981,23.6,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.00,5.72,0.00,0.00,,Matches
181,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,20,1997,21.1,0.14,0.00,0.00,0.66,0.47,0.05,1.56,1.61,1.14,0.00,0.00,0.00,13.0,0.95,0.81,54.1,Matches
182,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,27,1990,21.6,0.37,0.00,0.00,1.76,1.16,0.09,0.28,0.97,1.30,0.00,0.00,0.00,15.4,1.62,1.76,47.9,Matches
183,Lee Grant\Lee-Grant,eng ENG,GK,Stoke City,34,1983,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,,Matches
184,Andre Gray\Andre-Gray,eng ENG,FW,Watford,26,1991,16.6,0.06,0.00,0.00,0.66,0.30,0.78,0.66,0.18,0.00,0.06,0.00,0.00,3.13,0.54,1.08,33.3,Matches
185,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,21,1996,18.9,0.11,0.00,0.00,0.37,1.59,0.21,3.33,0.53,0.74,0.05,0.00,0.00,6.67,0.05,0.48,10.0,Matches
186,Pascal Groß\Pascal-Gross,de GER,MFFW,Brighton,26,1991,32.5,0.06,0.00,0.00,1.02,0.62,0.31,3.35,0.31,0.83,0.00,0.00,0.00,6.95,0.09,0.95,8.8,Matches
187,Marko Grujić\Marko-Grujic,rs SRB,MF,Liverpool,21,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,20.0,0.00,5.00,0.0,Matches
188,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,26,1990,16.9,0.18,0.00,0.00,0.83,1.12,0.06,0.41,0.95,1.01,0.00,0.00,0.00,7.63,0.00,0.53,0.0,Matches
189,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,23,1994,18.6,0.16,0.00,0.00,0.91,0.65,0.22,4.52,0.86,0.48,0.00,0.00,0.00,8.49,0.43,0.81,34.8,Matches
190,Massadio Haïdara\Massadio-Haidara,ml MLI,FWMF,Newcastle Utd,24,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
191,Ben Hamer\Ben-Hamer,eng ENG,GK,Leicester City,29,1987,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.19,0.00,0.00,,Matches
192,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,17,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,Matches
193,Joe Hart\Joe-Hart,eng ENG,GK,West Ham,30,1987,19.0,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,4.16,0.00,0.00,,Matches
194,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,22,1995,15.3,0.46,0.00,0.00,1.96,0.78,0.00,0.72,1.44,1.57,0.00,0.00,0.00,12.2,1.18,2.09,36.0,Matches
195,Eden Hazard\Eden-Hazard,be BEL,FWMF,Chelsea,26,1991,26.9,0.07,0.00,0.00,0.48,3.05,0.59,2.19,0.22,0.15,0.04,0.00,0.00,6.17,0.22,0.63,26.1,Matches
196,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,31,1986,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,,Matches
197,Michael Hefele\Michael-Hefele,de GER,DF,Huddersfield,26,1990,0.4,2.50,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,2.50,0.00,5.00,5.00,0.00,100.0,Matches
198,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,26,1991,37.6,0.11,0.00,0.00,0.66,0.40,0.05,0.24,1.38,0.98,0.00,0.00,0.00,11.6,1.65,1.22,57.4,Matches
199,Tomer Hemed\Tomer-Hemed,il ISR,FW,Brighton,30,1987,9.4,0.00,0.00,0.00,1.06,1.38,0.74,0.64,0.00,0.53,0.00,0.00,0.00,3.72,5.43,5.32,50.5,Matches
200,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,27,1990,24.1,0.04,0.00,0.00,1.12,0.58,0.00,0.79,1.45,1.20,0.00,0.04,0.00,16.7,0.33,0.33,50.0,Matches
201,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,25,1992,25.9,0.04,0.00,0.00,0.73,0.69,0.62,0.77,0.23,0.23,0.00,0.00,0.00,6.72,0.39,0.89,30.3,Matches
202,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,30,1987,27.0,0.04,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.22,0.00,0.00,,Matches
203,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,29,1988,17.2,0.17,0.00,0.00,0.87,2.85,0.81,0.99,0.41,0.23,0.06,0.00,0.00,3.31,0.81,1.16,41.2,Matches
204,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,27,1989,14.1,0.35,0.00,0.00,1.91,1.99,0.14,0.85,2.91,2.06,0.00,0.00,0.00,10.9,0.21,0.35,37.5,Matches
205,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,25,1992,25.7,0.00,0.00,0.00,0.58,1.01,0.97,1.83,0.31,0.51,0.00,0.00,0.00,5.25,0.00,0.51,0.0,Matches
206,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,23,1994,28.0,0.25,0.00,0.00,0.79,0.57,0.00,0.21,1.43,1.43,0.00,0.04,0.00,12.8,0.86,0.96,47.1,Matches
207,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,28,1988,26.6,0.34,0.08,0.04,1.20,1.13,0.00,0.11,2.07,1.95,0.00,0.00,0.00,15.3,0.71,0.68,51.4,Matches
208,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,21,1995,9.1,0.33,0.00,0.00,0.99,0.55,0.00,0.00,1.10,1.10,0.00,0.00,0.00,13.8,1.65,0.77,68.2,Matches
209,José Holebas\Jose-Holebas,gr GRE,DFMF,Watford,33,1984,26.5,0.26,0.00,0.00,1.40,0.72,0.04,5.47,1.21,0.98,0.00,0.08,0.00,12.0,0.64,0.79,44.7,Matches
210,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,20,1996,13.2,0.23,0.00,0.00,0.91,0.91,0.08,0.76,1.06,0.83,0.00,0.00,0.00,10.3,1.74,2.35,42.6,Matches
211,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,16,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
212,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,22,1995,11.0,0.00,0.00,0.00,1.73,1.91,0.09,1.18,1.55,1.27,0.00,0.00,0.00,8.09,0.18,0.36,33.3,Matches
213,Jordan Hugill\Jordan-Hugill,eng ENG,FW,West Ham,25,1992,0.3,0.00,0.00,0.00,10.0,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,3.33,0.0,Matches
214,Uwe Hünemeier\Uwe-Hunemeier,de GER,DF,Brighton,31,1986,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.0,0.00,100.0,Matches
215,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,21,1996,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
216,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,21,1995,18.6,0.32,0.00,0.00,1.72,1.56,0.05,0.70,2.63,1.77,0.00,0.00,0.00,13.5,0.59,0.97,37.9,Matches
217,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,21,1995,22.2,0.05,0.00,0.00,0.45,1.89,0.09,2.43,0.27,0.36,0.00,0.00,0.00,6.44,0.05,0.45,9.1,Matches
218,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,29,1988,15.7,0.00,0.00,0.00,1.15,1.21,0.13,0.00,1.02,1.08,0.00,0.00,0.00,11.8,1.53,1.02,60.0,Matches
219,Zlatan Ibrahimović\Zlatan-Ibrahimovic,se SWE,MFFW,Manchester Utd,35,1981,1.2,0.00,0.00,0.00,0.83,0.83,1.67,4.17,0.00,0.83,0.00,0.00,0.00,9.17,3.33,0.83,80.0,Matches
220,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,20,1996,9.2,0.22,0.00,0.00,1.85,0.98,0.54,0.43,0.11,0.54,0.00,0.00,0.00,5.87,0.43,0.87,33.3,Matches
221,Tom Ince\Tom-Ince,eng ENG,MFFW,Huddersfield,25,1992,27.2,0.00,0.00,0.00,0.81,1.32,0.37,0.96,0.59,0.92,0.00,0.00,0.00,6.62,0.44,0.99,30.8,Matches
222,Danny Ings\Danny-Ings,eng ENG,FW,Liverpool,25,1992,3.0,0.00,0.00,0.00,2.00,1.00,1.00,0.67,0.33,0.33,0.00,0.00,0.00,5.33,1.33,2.00,40.0,Matches
223,Stephen Ireland\Stephen-Ireland,ie IRL,MF,Stoke City,30,1986,1.5,0.67,0.00,0.00,0.67,0.67,0.00,0.00,0.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,,Matches
224,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,21,1996,20.3,0.05,0.00,0.00,0.54,0.59,0.05,1.18,0.49,0.84,0.00,0.00,0.00,7.14,0.15,0.49,23.1,Matches
225,José Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,25,1992,22.0,0.09,0.00,0.00,0.91,0.59,0.64,0.91,0.55,1.00,0.09,0.00,0.00,7.05,0.23,0.91,20.0,Matches
226,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,34,1982,22.9,0.09,0.00,0.00,0.35,0.66,0.00,0.17,1.00,0.92,0.00,0.00,0.00,13.7,1.70,0.79,68.4,Matches
227,Eldin Jakupović\Eldin-Jakupovic,ch SUI,GK,Leicester City,32,1984,2.0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,,Matches
228,Matty James\Matty-James,eng ENG,MF,Leicester City,26,1991,11.0,0.18,0.00,0.00,1.91,0.45,0.00,0.09,1.64,1.36,0.00,0.00,0.00,10.2,1.18,0.73,61.9,Matches
229,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,28,1989,20.2,0.15,0.00,0.00,0.69,0.20,0.05,3.17,1.78,1.24,0.00,0.00,0.00,11.3,0.89,0.54,62.1,Matches
230,Vincent Janssen\Vincent-Janssen,nl NED,DF,Tottenham,23,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
231,Jesé\Jese,es ESP,FWMF,Stoke City,24,1993,6.8,0.00,0.00,0.00,0.74,0.74,0.15,1.91,0.15,0.59,0.15,0.00,0.00,6.03,0.15,0.74,16.7,Matches
232,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,20,1997,18.5,0.32,0.00,0.00,1.51,0.97,0.81,0.38,0.43,0.65,0.00,0.00,0.00,4.11,0.59,1.41,29.7,Matches
233,Glen Johnson\Glen-Johnson,eng ENG,DF,Stoke City,32,1984,6.1,0.49,0.00,0.00,0.98,0.82,0.00,1.31,0.66,1.15,0.00,0.00,0.00,10.5,0.00,0.16,0.0,Matches
234,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,25,1992,21.9,0.09,0.00,0.00,0.46,1.10,0.00,0.09,1.60,0.41,0.00,0.00,0.05,11.6,1.69,0.59,74.0,Matches
235,Joselu\Joselu,es ESP,FW,Newcastle Utd,27,1990,19.0,0.11,0.00,0.00,1.58,1.21,0.16,0.26,0.47,0.63,0.00,0.00,0.00,4.63,5.37,4.47,54.5,Matches
236,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,27,1990,38.0,0.16,0.00,0.00,1.16,0.29,0.05,0.03,1.87,1.03,0.00,0.03,0.00,12.8,1.39,1.16,54.6,Matches
237,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,26,1991,25.9,0.19,0.00,0.00,1.20,0.62,0.00,0.04,0.77,0.73,0.00,0.00,0.04,10.8,2.59,1.35,65.7,Matches
238,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Watford,31,1986,1.7,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.59,2.35,0.00,0.00,0.00,14.7,3.53,0.59,85.7,Matches
239,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,25,1992,14.8,0.07,0.00,0.00,1.35,2.16,0.41,1.08,0.61,0.81,0.00,0.00,0.00,6.15,0.88,2.16,28.9,Matches
240,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,21,1995,0.2,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
241,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,24,1993,34.2,0.15,0.00,0.00,0.99,1.17,1.26,0.67,0.15,0.35,0.03,0.00,0.00,3.27,0.99,1.32,43.0,Matches
242,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,26,1991,33.3,0.09,0.00,0.00,1.23,0.45,0.03,0.30,2.04,2.28,0.00,0.00,0.00,12.9,0.39,0.54,41.9,Matches
243,Loris Karius\Loris-Karius,de GER,GK,Liverpool,24,1993,19.0,0.05,0.00,0.00,0.11,0.16,0.00,0.00,0.00,0.00,0.00,0.11,0.00,6.11,0.00,0.00,,Matches
244,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Watford,32,1985,14.4,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,,Matches
245,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,29,1988,8.3,0.24,0.00,0.00,1.81,1.81,0.12,0.48,0.96,2.17,0.00,0.00,0.00,9.76,0.48,0.60,44.4,Matches
246,Michael Keane\Michael-Keane,eng ENG,DF,Everton,24,1993,28.4,0.11,0.00,0.00,0.74,0.39,0.14,0.07,1.20,0.63,0.00,0.00,0.00,14.5,3.06,1.76,63.5,Matches
