Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
32,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,25,1991,36,2852,79,83.4,31.7,1.04,,0.69,0.09,,0.00,0.89,0.82,1.55,-0.73,-0.73,+0.07,0.85,1.52,-0.66,-0.66,+0.48,Matches
33,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,27,1989,37,3330,90,97.4,37.0,1.00,,1.00,0.00,,0.03,1.81,1.65,1.03,0.62,+0.62,-0.38,1.46,0.88,0.58,+0.58,-1.05,Matches
34,Daniel Bachmann\Daniel-Bachmann,at AUT,GK,Watford,23,1994,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
35,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,23,1994,13,1001,77,29.3,11.1,0.99,,0.99,0.18,,0.45,2.46,2.16,0.54,1.62,+1.62,+0.80,1.60,0.96,0.64,+0.64,+0.25,Matches
36,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,32,1984,22,1909,87,55.8,21.2,1.04,,0.94,0.00,,0.05,1.23,1.04,1.60,-0.57,-0.57,-0.45,1.06,1.26,-0.19,-0.19,+0.20,Matches
37,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,22,1994,29,2126,73,62.2,23.6,1.02,,0.85,0.21,,0.21,2.03,1.57,0.85,0.72,+0.72,+0.23,1.42,0.96,0.47,+0.46,-0.37,Matches
38,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,28,1989,2,32,16,0.9,0.4,0.00,,0.00,5.00,,25.0,0.00,0.00,2.50,-2.50,-2.81,-2.31,1.75,3.00,-1.25,-1.40,-1.06,Matches
39,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,18,1998,8,198,25,5.8,2.2,0.45,,0.00,3.18,,2.73,1.25,0.00,0.91,-0.91,-0.91,-0.57,1.00,0.77,0.23,+0.22,+0.53,Matches
40,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,32,1985,13,1125,87,32.9,12.5,1.04,,0.96,0.00,,1.60,1.08,0.64,1.04,-0.40,-0.40,-0.48,0.82,1.37,-0.55,-0.55,-0.29,Matches
41,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,23,1993,2,129,65,3.8,1.4,1.43,,0.00,0.00,,4.29,0.00,0.00,2.86,-2.86,-2.79,-3.56,1.00,1.64,-0.71,-0.66,-1.32,Matches
42,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,27,1989,36,2165,60,63.3,24.1,0.87,,0.58,0.62,,0.04,1.42,1.08,0.95,0.12,+0.12,+0.55,1.02,1.26,-0.23,-0.23,+0.34,Matches
43,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,19,1997,3,10,3,0.3,0.1,0.00,,0.00,30.0,,30.0,1.33,10.0,0.00,10.0,+9.00,+9.13,4.00,0.00,4.00,+4.96,+5.04,Matches
44,Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,36,1981,25,1923,77,56.2,21.4,1.03,,0.75,0.14,,0.00,0.64,0.93,1.64,-0.70,-0.70,-0.10,0.92,1.28,-0.36,-0.36,-0.02,Matches
45,Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,26,1991,5,235,47,6.9,2.6,0.77,,0.38,1.15,,3.85,0.60,0.77,1.54,-0.77,-0.77,-0.03,0.73,1.96,-1.23,-1.23,-0.53,Matches
46,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,23,1993,12,360,30,10.5,4.0,0.75,,0.25,2.25,,2.25,2.08,2.75,1.75,1.00,+1.00,+0.41,1.25,0.88,0.38,+0.39,-0.24,Matches
47,Moritz Bauer\Moritz-Bauer,at AUT,DFMF,Stoke City,25,1992,15,1306,87,38.2,14.5,1.03,,0.83,0.00,,0.07,0.87,0.69,1.24,-0.55,-0.55,+0.51,0.86,1.54,-0.68,-0.68,-0.14,Matches
48,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,21,1996,5,426,85,12.5,4.7,1.06,,0.64,0.00,,1.91,1.60,1.06,1.06,0.00,0.00,+0.57,0.85,0.77,0.09,+0.08,+0.26,Matches
49,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,30,1987,38,3420,90,100.0,38.0,1.00,,1.00,0.00,,0.00,1.16,1.18,1.61,-0.42,-0.42,,1.12,1.54,-0.42,-0.42,,Matches
50,Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,22,1995,35,3051,87,89.2,33.9,1.00,,0.97,0.03,,0.00,1.71,1.98,1.30,0.68,+0.68,+0.68,1.66,1.29,0.37,+0.37,+0.16,Matches
51,Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,30,1987,1,90,90,2.6,1.0,1.00,,1.00,0.00,,8.00,0.00,0.00,2.00,-2.00,-2.00,-1.95,0.50,1.20,-0.70,-0.75,-0.69,Matches
52,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,26,1990,31,2240,72,65.5,24.9,0.96,,0.84,0.28,,0.00,1.23,1.08,1.45,-0.36,-0.36,-0.29,1.47,1.33,0.15,+0.15,0.00,Matches
53,Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,23,1993,15,494,33,14.4,5.5,0.55,,0.18,2.18,,2.00,0.87,0.73,2.36,-1.64,-1.64,-0.90,1.22,2.16,-0.95,-0.96,-0.43,Matches
54,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,26,1990,35,2833,81,82.8,31.5,1.02,,0.73,0.10,,0.03,1.29,0.92,1.05,-0.13,-0.13,-0.28,0.88,1.24,-0.37,-0.37,-0.03,Matches
55,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,27,1989,35,3135,90,91.7,34.8,1.01,,0.92,0.00,,0.00,0.97,0.98,1.41,-0.43,-0.43,+0.83,1.05,1.16,-0.11,-0.11,+0.48,Matches
56,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Everton,24,1992,2,46,23,1.3,0.5,0.00,,0.00,4.00,,8.00,0.50,0.00,0.00,0.00,0.00,+0.37,1.20,1.00,0.20,+0.20,+0.49,Matches
57,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,21,1996,16,764,48,22.3,8.5,0.94,,0.47,0.94,,0.47,1.00,0.82,1.29,-0.47,-0.47,+0.41,0.87,1.47,-0.60,-0.61,-0.06,Matches
58,Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,29,1987,35,2596,74,75.9,28.8,1.04,,0.66,0.17,,0.00,0.91,1.01,1.70,-0.69,-0.69,+0.73,0.98,1.43,-0.45,-0.45,+0.60,Matches
59,Daley Blind\Daley-Blind,nl NED,DFMF,Manchester Utd,27,1990,7,362,52,10.6,4.0,1.00,,0.75,0.75,,2.75,3.00,2.75,0.00,2.75,+2.73,+1.88,2.02,0.55,1.48,+1.46,+1.12,Matches
60,Jeremie Boga\Jeremie-Boga,ci CIV,MF,Chelsea,20,1997,1,17,17,0.5,0.2,5.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-0.63,0.00,0.00,0.00,-0.03,-0.63,Matches
61,Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Everton,28,1989,16,851,53,24.9,9.5,1.16,,0.21,0.53,,0.42,0.88,0.95,1.47,-0.53,-0.53,-0.21,0.95,1.29,-0.36,-0.36,-0.10,Matches
62,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,29,1988,25,2236,89,65.4,24.8,1.01,,0.93,0.00,,0.08,1.08,1.01,1.45,-0.44,-0.44,+0.24,1.02,1.26,-0.25,-0.24,+0.32,Matches
63,Wilfried Bony\Wilfried-Bony,ci CIV,FW,Swansea City,28,1988,15,707,47,20.7,7.9,1.01,,0.51,0.89,,0.00,0.87,0.38,1.01,-0.63,-0.64,+0.13,0.63,1.27,-0.62,-0.63,+0.14,Matches
64,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,37,1980,0,,,,,0,,0,0,,37,,,,,,,,,,,,Matches
65,Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Southampton,23,1993,26,1219,47,35.6,13.5,0.81,,0.22,1.11,,0.44,0.81,1.33,1.78,-0.44,-0.44,+0.09,1.07,1.27,-0.20,-0.20,-0.09,Matches
66,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,25,1992,15,1277,85,37.3,14.2,1.06,,0.92,0.00,,0.00,1.67,0.99,0.85,0.14,+0.14,+0.35,0.84,1.27,-0.43,-0.43,-0.11,Matches
67,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,34,1983,3,226,75,6.6,2.5,0.80,,0.80,0.40,,14.0,3.00,3.20,0.40,2.80,+2.79,+0.76,1.68,0.56,1.16,+1.15,-0.38,Matches
68,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,32,1985,12,797,66,23.3,8.9,1.12,,0.79,0.22,,0.79,1.42,1.69,1.80,-0.11,-0.11,+0.54,1.39,1.61,-0.21,-0.22,+0.08,Matches
69,Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,34,1982,5,302,60,8.8,3.4,1.18,,0.00,0.29,,0.59,0.80,0.59,0.29,0.29,+0.30,+1.14,1.18,0.82,0.38,+0.37,+1.23,Matches
70,Izzy Brown\Izzy-Brown,eng ENG,MFFW,Brighton,20,1997,13,311,24,9.1,3.5,1.14,,0.00,2.57,,0.57,0.92,0.29,2.29,-2.00,-2.03,-1.65,0.71,1.94,-1.23,-1.26,-0.99,Matches
71,Marcus Browne\Marcus-Browne,eng ENG,FWMF,West Ham,19,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
72,Bruno\Bruno,es ESP,DF,Brighton,36,1980,25,2016,81,58.9,22.4,1.03,,0.85,0.09,,0.45,1.24,0.71,1.03,-0.31,-0.31,+0.52,0.74,1.17,-0.43,-0.43,-0.18,Matches
73,Chris Brunt\Chris-Brunt,nir NIR,MFDF,West Brom,32,1984,26,1920,74,56.1,21.3,1.03,,0.70,0.19,,0.42,1.04,1.03,1.08,-0.05,-0.05,+1.39,1.05,1.21,-0.16,-0.16,+0.43,Matches
74,Oliver Burke\Oliver-Burke,sco SCO,FWMF,West Brom,20,1997,15,367,24,10.7,4.1,0.49,,0.00,3.17,,2.44,0.20,1.46,2.68,-1.22,-1.23,-0.64,1.15,1.37,-0.22,-0.22,+0.14,Matches
75,Reece Burke\Reece-Burke,eng ENG,DF,West Ham,20,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
76,Matt Butcher\Matt-Butcher,eng ENG,MF,Bournemouth,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
77,Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,24,1993,35,3150,90,92.1,35.0,1.00,,1.00,0.00,,0.00,0.91,0.91,1.74,-0.83,-0.83,+0.50,0.97,1.58,-0.61,-0.61,-0.14,Matches
78,Sam Byram\Sam-Byram,eng ENG,DF,West Ham,23,1993,5,248,50,7.3,2.8,0.71,,0.36,1.07,,2.50,1.00,1.43,2.50,-1.07,-1.09,-0.61,1.04,1.54,-0.50,-0.51,+0.03,Matches
79,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,35,1981,3,270,90,7.9,3.0,1.00,,1.00,0.00,,11.7,1.33,2.00,1.33,0.67,+0.67,+0.04,1.63,0.93,0.70,+0.70,+0.10,Matches
80,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,31,1986,31,2376,77,69.5,26.4,1.06,,0.49,0.11,,0.08,1.29,1.21,1.36,-0.15,-0.15,+0.37,1.45,1.14,0.32,+0.32,+0.56,Matches
81,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,31,1985,27,2086,77,61.0,23.2,1.03,,0.95,0.13,,0.30,1.85,1.51,1.03,0.47,+0.47,-0.40,1.48,0.93,0.54,+0.55,-0.15,Matches
82,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FWMF,Everton,20,1997,32,1882,59,55.0,20.9,0.86,,0.62,0.67,,0.05,1.25,1.24,1.29,-0.05,-0.05,+0.71,1.11,1.23,-0.12,-0.12,+0.35,Matches
83,Rafael Camacho\Rafael-Camacho,pt POR,FW,Liverpool,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
84,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,32,1985,20,1525,76,44.6,16.9,1.01,,0.83,0.18,,0.47,0.90,0.89,1.83,-0.95,-0.94,-0.14,0.95,1.53,-0.59,-0.58,+0.02,Matches
85,Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,17,1999,4,79,20,2.3,0.9,0.00,,0.00,4.44,,4.44,0.50,0.00,2.22,-2.22,-2.28,-1.44,0.89,2.78,-1.89,-2.07,-1.51,Matches
86,Emre Can\Emre-Can,de GER,MF,Liverpool,23,1994,26,2091,80,61.1,23.2,1.03,,0.82,0.09,,0.13,2.08,2.41,1.25,1.16,+1.16,-0.12,1.87,0.96,0.91,+0.91,-0.18,Matches
87,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,29,1988,23,1542,67,45.1,17.1,1.05,,0.76,0.29,,0.76,1.13,0.88,1.70,-0.82,-0.82,-0.53,1.12,1.41,-0.29,-0.29,-0.01,Matches
88,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,36,1981,2,109,55,3.2,1.2,0.83,,0.00,0.83,,5.83,1.50,0.83,0.00,0.83,+0.83,-0.23,1.17,0.58,0.67,+0.63,+0.18,Matches
89,André Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,26,1991,28,1540,55,45.0,17.1,0.94,,0.47,0.70,,0.18,1.14,1.17,1.81,-0.64,-0.64,-0.21,1.18,1.57,-0.39,-0.39,-0.20,Matches
90,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,26,1991,7,450,64,13.2,5.0,1.00,,0.40,0.40,,0.20,0.86,1.00,1.60,-0.60,-0.60,-0.12,0.84,1.26,-0.40,-0.41,-0.30,Matches
91,Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,28,1989,16,751,47,22.0,8.3,0.84,,0.36,1.08,,0.60,1.19,1.69,1.45,0.24,+0.24,+0.98,1.33,1.18,0.14,+0.15,+0.88,Matches
92,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,25,1992,37,2570,69,75.1,28.6,0.98,,0.70,0.31,,0.03,0.89,0.63,1.36,-0.73,-0.74,+0.01,0.81,1.48,-0.68,-0.68,+0.25,Matches
93,Cameron Carter-Vickers\Cameron-Carter-Vickers,us USA,DF,Tottenham,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
94,Eduardo Carvalho\Eduardo-Carvalho,pt POR,GK,Chelsea,34,1982,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
95,Joel Castro Pereira\Joel-Castro-Pereira,pt POR,GK,Manchester Utd,21,1996,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
96,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,7,523,75,15.3,5.8,0.86,,0.86,0.34,,0.34,0.86,0.34,1.03,-0.69,-0.69,-0.19,0.95,0.81,0.14,+0.15,+0.50,Matches
97,Diego Cavalieri\Diego-Cavalieri,br BRA,GK,Crystal Palace,34,1982,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
98,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,34,3039,89,88.9,33.8,1.01,,0.98,0.00,,0.03,1.59,1.89,1.42,0.47,+0.47,-1.18,1.64,1.32,0.31,+0.32,-0.33,Matches
99,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,5,260,52,7.6,2.9,0.69,,0.00,1.03,,2.07,0.80,1.03,1.03,0.00,0.00,+0.71,0.79,1.38,-0.62,-0.74,-0.42,Matches
100,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,6,447,75,13.1,5.0,1.00,,0.60,0.20,,0.00,1.33,1.40,1.40,0.00,0.00,+0.61,1.12,1.54,-0.42,-0.42,-0.16,Matches
101,Trevoh Chalobah\Trevoh-Chalobah,eng ENG,MF,Chelsea,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
102,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,12,866,72,25.3,9.6,1.04,,0.52,0.21,,0.73,1.67,2.29,1.56,0.73,+0.73,+0.16,1.60,1.34,0.26,+0.26,-0.13,Matches
103,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,24,1853,77,54.2,20.6,0.97,,0.78,0.19,,0.39,1.33,1.55,1.46,0.10,+0.10,+0.44,1.32,1.24,0.08,+0.08,+0.34,Matches
104,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,8,378,47,11.1,4.2,0.95,,0.48,0.95,,0.00,0.88,1.43,2.14,-0.71,-0.71,-0.68,1.31,1.36,-0.05,-0.05,+0.03,Matches
105,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,27,2086,77,61.0,23.2,0.99,,0.78,0.17,,0.39,1.67,1.59,0.99,0.60,+0.60,-0.07,1.50,0.78,0.72,+0.72,+0.30,Matches
106,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,7,135,19,3.9,1.5,0.67,,0.00,4.00,,12.0,1.00,1.33,2.00,-0.67,-0.67,-0.42,1.60,0.80,0.80,+0.80,+0.68,Matches
107,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,20,1746,87,51.1,19.4,0.98,,0.98,0.05,,0.72,1.05,1.08,1.55,-0.46,-0.46,-0.52,1.22,1.53,-0.31,-0.31,-0.16,Matches
108,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,23,1902,83,55.6,21.1,1.04,,0.81,0.05,,0.00,1.17,1.42,1.47,-0.05,-0.05,+1.08,1.27,1.45,-0.18,-0.17,+0.24,Matches
109,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,29,2044,70,59.8,22.7,1.01,,0.70,0.26,,0.26,0.93,0.79,1.32,-0.53,-0.53,+0.52,0.71,1.51,-0.80,-0.80,-0.14,Matches
110,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,3,174,58,5.1,1.9,1.05,,0.53,0.53,,1.05,0.67,0.00,0.53,-0.53,-0.52,-1.82,1.11,0.84,0.26,+0.24,-0.78,Matches
111,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,21,1995,0,,,,,0,,0,0,,30,,,,,,,,,,,,Matches
112,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,12,1035,86,30.3,11.5,1.04,,0.96,0.00,,0.00,1.75,1.30,1.04,0.26,+0.26,+0.90,1.07,1.08,-0.01,-0.01,+0.39,Matches
113,James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,13,1050,81,30.7,11.7,1.03,,0.94,0.09,,0.26,1.46,1.54,1.62,-0.09,-0.09,+0.64,1.16,1.53,-0.38,-0.37,+0.24,Matches
114,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,29,2237,77,65.4,24.9,1.00,,0.80,0.16,,0.24,1.21,1.29,1.69,-0.40,-0.40,+0.05,1.23,1.67,-0.44,-0.44,-0.05,Matches
