Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
189,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,23,1994,18.6,0.91,0.48,0.43,0.38,0.11,0.38,1.51,25.0,1.13,10.3,2.69,26.2,4.57,4.41,1.29,1.99,0.48,0.00,1.51,0.86,1.77,1.56,0.05,Matches
190,Massadio Haïdara\Massadio-Haidara,ml MLI,FWMF,Newcastle Utd,24,1992,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Ben Hamer\Ben-Hamer,eng ENG,GK,Leicester City,29,1987,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.0,0.32,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,17,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,25.0,5.00,20.0,10.0,15.0,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
193,Joe Hart\Joe-Hart,eng ENG,GK,West Ham,30,1987,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.05,0.00,0.0,0.05,0.00,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.05,0.00,Matches
194,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,22,1995,15.3,2.68,1.57,1.44,0.98,0.26,0.65,2.03,32.3,1.37,15.0,2.75,18.3,6.73,7.06,1.24,1.76,0.46,0.00,1.31,1.44,4.12,2.16,0.00,Matches
195,Eden Hazard\Eden-Hazard,be BEL,FWMF,Chelsea,26,1991,26.9,0.26,0.15,0.04,0.22,0.00,0.07,0.37,20.0,0.30,8.29,2.12,25.6,0.97,3.49,3.83,0.37,0.00,0.00,0.37,0.22,0.48,0.04,0.00,Matches
196,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,31,1986,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Michael Hefele\Michael-Hefele,de GER,DF,Huddersfield,26,1990,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,2.50,50.0,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,12.5,0.00,Matches
198,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,26,1991,37.6,1.57,0.98,1.22,0.35,0.00,0.48,1.17,40.9,0.69,7.21,2.23,31.0,5.64,1.33,0.24,2.21,1.06,0.03,1.14,1.38,2.95,6.38,0.16,Matches
199,Tomer Hemed\Tomer-Hemed,il ISR,FW,Brighton,30,1987,9.4,0.53,0.53,0.21,0.32,0.00,0.00,1.17,0.0,1.17,16.6,4.79,28.8,2.13,8.94,5.53,1.06,0.11,0.00,0.96,0.00,0.53,0.96,0.00,Matches
200,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,27,1990,24.1,1.70,1.20,0.54,0.79,0.37,0.46,1.87,24.4,1.41,18.0,5.35,29.7,6.06,9.63,2.32,1.83,0.04,0.00,1.78,1.45,3.15,1.04,0.00,Matches
201,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,25,1992,25.9,0.46,0.23,0.15,0.19,0.12,0.04,0.73,5.3,0.69,18.8,3.67,19.5,3.55,9.03,6.18,0.77,0.15,0.00,0.62,0.23,0.69,0.66,0.00,Matches
202,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,30,1987,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.11,0.00,0.0,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,Matches
203,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,29,1988,17.2,0.47,0.23,0.12,0.17,0.17,0.00,0.87,0.0,0.87,14.1,3.95,28.0,1.16,6.45,6.51,0.47,0.12,0.00,0.35,0.41,0.87,0.06,0.00,Matches
204,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,27,1989,14.1,3.12,2.06,1.70,1.13,0.28,0.99,4.04,24.6,3.05,28.8,6.60,22.9,11.0,13.5,4.26,2.98,0.43,0.00,2.55,2.91,6.03,0.71,0.00,Matches
205,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,25,1992,25.7,0.82,0.51,0.12,0.47,0.23,0.12,1.25,9.4,1.13,15.4,4.20,27.2,2.22,6.26,6.96,0.89,0.12,0.00,0.78,0.31,1.13,0.16,0.00,Matches
206,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,23,1994,28.0,2.43,1.43,2.11,0.32,0.00,0.93,1.82,51.0,0.89,6.57,2.21,33.7,4.89,1.61,0.07,1.82,0.68,0.00,1.14,1.43,3.86,4.82,0.00,Matches
207,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,28,1988,26.6,3.01,1.95,0.86,1.84,0.30,0.83,3.12,26.5,2.29,19.7,5.94,30.1,7.41,9.96,2.37,2.22,0.49,0.00,1.73,2.07,5.08,1.39,0.00,Matches
208,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,21,1995,9.1,1.54,1.10,1.10,0.33,0.11,0.33,1.10,30.0,0.77,9.89,3.85,38.9,6.26,3.30,0.33,2.64,1.10,0.00,1.54,1.10,2.64,3.74,0.00,Matches
209,José Holebas\Jose-Holebas,gr GRE,DFMF,Watford,33,1984,26.5,1.70,0.98,1.02,0.57,0.11,0.72,1.77,40.4,1.06,9.40,3.06,32.5,4.94,3.36,1.09,1.51,0.26,0.00,1.25,1.21,2.91,2.00,0.08,Matches
210,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,20,1996,13.2,1.67,0.83,0.91,0.76,0.00,0.45,1.44,31.6,0.98,11.1,2.73,24.5,5.83,4.02,1.29,2.12,0.83,0.00,1.29,1.06,2.73,5.30,0.08,Matches
211,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,16,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,6.67,66.7,0.00,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
212,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,22,1995,11.0,2.55,1.27,0.55,1.36,0.64,0.64,2.00,31.8,1.36,18.6,5.18,27.8,3.64,8.73,6.27,1.91,0.09,0.00,1.82,1.55,4.09,0.27,0.00,Matches
213,Jordan Hugill\Jordan-Hugill,eng ENG,FW,West Ham,25,1992,0.3,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.0,6.67,36.7,10.0,27.3,3.33,16.7,16.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Uwe Hünemeier\Uwe-Hunemeier,de GER,DF,Brighton,31,1986,0.2,15.0,0.00,15.0,0.00,0.00,5.00,5.00,100.0,0.00,15.0,5.00,33.3,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,15.0,0.00,Matches
215,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,21,1996,0.6,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,31.7,3.33,10.5,15.0,13.3,3.33,5.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,Matches
216,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,21,1995,18.6,2.47,1.77,1.24,1.08,0.16,0.59,2.42,24.4,1.83,19.7,5.59,28.3,8.01,7.96,3.76,1.77,0.22,0.00,1.56,2.63,5.11,1.18,0.00,Matches
217,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,21,1995,22.2,0.54,0.36,0.32,0.14,0.09,0.23,0.54,41.7,0.32,19.1,4.46,23.3,4.86,10.0,4.23,0.45,0.00,0.00,0.45,0.27,0.81,0.14,0.00,Matches
218,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,29,1988,15.7,1.66,1.08,0.96,0.64,0.06,0.32,1.85,17.2,1.53,12.7,4.14,32.7,5.80,5.73,1.15,2.04,0.70,0.00,1.34,1.02,2.68,2.68,0.00,Matches
219,Zlatan Ibrahimović\Zlatan-Ibrahimovic,se SWE,MFFW,Manchester Utd,35,1981,1.2,1.67,0.83,0.83,0.00,0.83,0.00,1.67,0.0,1.67,15.0,5.83,38.9,0.83,8.33,5.83,0.83,0.83,0.00,0.00,0.00,1.67,0.83,0.00,Matches
220,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,20,1996,9.2,0.76,0.54,0.22,0.22,0.33,0.11,1.20,9.1,1.09,19.7,5.22,26.5,3.59,9.24,6.85,1.20,0.33,0.11,0.87,0.11,0.87,0.00,0.00,Matches
221,Tom Ince\Tom-Ince,eng ENG,MFFW,Huddersfield,25,1992,27.2,1.36,0.92,0.59,0.55,0.22,0.26,1.07,24.1,0.81,16.4,4.71,28.8,3.68,8.05,4.63,0.74,0.04,0.00,0.70,0.59,1.95,0.37,0.00,Matches
222,Danny Ings\Danny-Ings,eng ENG,FW,Liverpool,25,1992,3.0,1.33,0.33,0.33,0.33,0.67,0.00,0.33,0.0,0.33,12.3,4.33,35.1,1.33,5.67,5.33,2.33,0.33,0.00,2.00,0.33,1.67,0.00,0.00,Matches
223,Stephen Ireland\Stephen-Ireland,ie IRL,MF,Stoke City,30,1986,1.5,1.33,0.00,0.67,0.67,0.00,0.00,2.67,0.0,2.67,14.7,2.00,13.6,6.67,6.00,2.00,2.67,0.67,0.00,2.00,0.67,2.00,0.00,0.00,Matches
224,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,21,1996,20.3,0.99,0.84,0.44,0.30,0.25,0.39,0.84,47.1,0.44,12.5,3.84,30.8,3.99,5.17,3.30,1.18,0.05,0.00,1.13,0.49,1.48,0.44,0.00,Matches
225,José Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,25,1992,22.0,1.36,1.00,0.77,0.36,0.23,0.27,0.64,42.9,0.36,11.7,3.09,26.5,4.91,4.36,2.41,0.82,0.00,0.00,0.82,0.55,1.91,0.73,0.00,Matches
226,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,34,1982,22.9,1.40,0.92,1.18,0.22,0.00,0.35,0.92,38.1,0.57,7.64,2.75,36.0,5.33,2.05,0.26,2.01,1.00,0.09,1.00,1.00,2.40,4.72,0.00,Matches
227,Eldin Jakupović\Eldin-Jakupovic,ch SUI,GK,Leicester City,32,1984,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
228,Matty James\Matty-James,eng ENG,MF,Leicester City,26,1991,11.0,1.55,1.36,0.36,1.09,0.09,0.45,1.82,25.0,1.36,14.9,4.82,32.3,5.82,7.18,1.91,1.36,0.18,0.00,1.18,1.64,3.18,2.00,0.00,Matches
229,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,28,1989,20.2,2.43,1.24,1.53,0.54,0.35,0.79,2.23,35.6,1.44,12.7,3.96,31.1,7.48,3.81,1.44,1.93,0.30,0.00,1.63,1.78,4.21,2.28,0.00,Matches
230,Vincent Janssen\Vincent-Janssen,nl NED,DF,Tottenham,23,1994,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
231,Jesé\Jese,es ESP,FWMF,Stoke City,24,1993,6.8,1.18,0.59,0.29,0.59,0.29,0.29,1.03,28.6,0.74,21.3,3.68,17.2,3.68,10.9,6.76,0.88,0.15,0.00,0.74,0.15,1.32,0.15,0.00,Matches
232,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,20,1997,18.5,1.03,0.65,0.32,0.49,0.22,0.22,1.08,20.0,0.86,15.9,4.65,29.2,0.81,7.14,8.00,1.46,0.16,0.00,1.30,0.43,1.46,0.11,0.00,Matches
233,Glen Johnson\Glen-Johnson,eng ENG,DF,Stoke City,32,1984,6.1,1.48,1.15,0.98,0.33,0.16,0.66,2.46,26.7,1.80,9.02,2.79,30.9,4.43,3.77,0.82,1.64,0.66,0.16,0.98,0.66,2.13,1.80,0.00,Matches
234,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,25,1992,21.9,0.91,0.41,0.73,0.18,0.00,0.32,0.78,41.2,0.46,8.13,2.47,30.3,5.07,2.92,0.14,1.51,0.64,0.05,0.87,1.60,2.51,4.70,0.00,Matches
235,Joselu\Joselu,es ESP,FW,Newcastle Utd,27,1990,19.0,1.05,0.63,0.47,0.37,0.21,0.16,1.21,13.0,1.05,15.5,3.16,20.3,1.37,7.05,7.11,1.63,0.16,0.05,1.47,0.47,1.53,1.32,0.00,Matches
236,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,27,1990,38.0,1.61,1.03,1.11,0.45,0.05,0.39,1.08,36.6,0.68,7.08,2.47,34.9,4.92,2.08,0.08,1.74,0.55,0.00,1.18,1.87,3.47,5.11,0.05,Matches
237,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,26,1991,25.9,1.47,0.73,1.00,0.42,0.04,0.46,0.93,50.0,0.46,8.69,3.44,39.6,5.33,3.09,0.27,2.20,0.93,0.04,1.27,0.77,2.24,5.87,0.04,Matches
238,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Watford,31,1986,1.7,2.35,2.35,0.59,1.76,0.00,0.00,0.59,0.0,0.59,5.88,4.71,80.0,2.35,3.53,0.00,2.35,1.18,0.00,1.18,0.59,2.94,4.71,0.00,Matches
239,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,25,1992,14.8,1.62,0.81,0.61,0.74,0.27,0.41,1.15,35.3,0.74,15.5,3.65,23.5,3.78,7.43,4.32,1.22,0.07,0.00,1.15,0.61,2.23,0.47,0.07,Matches
240,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,21,1995,0.2,5.00,5.00,0.00,5.00,0.00,0.00,0.00,,0.00,40.0,15.0,37.5,15.0,15.0,10.0,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,Matches
241,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,24,1993,34.2,0.44,0.35,0.06,0.23,0.15,0.09,0.35,25.0,0.26,9.56,2.92,30.6,0.29,3.19,6.08,0.67,0.18,0.00,0.50,0.15,0.58,0.53,0.03,Matches
242,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,26,1991,33.3,3.30,2.28,1.62,1.53,0.15,0.87,2.40,36.3,1.53,21.5,6.76,31.5,7.75,11.1,2.61,1.50,0.12,0.00,1.38,2.04,5.35,0.66,0.06,Matches
243,Loris Karius\Loris-Karius,de GER,GK,Liverpool,24,1993,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.05,0.00,0.0,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,Matches
244,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Watford,32,1985,14.4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.0,0.07,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
245,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,29,1988,8.3,2.89,2.17,1.45,1.33,0.12,0.60,2.89,20.8,2.29,22.2,4.10,18.5,9.16,11.0,2.05,2.29,0.48,0.00,1.81,0.96,3.86,0.96,0.00,Matches
246,Michael Keane\Michael-Keane,eng ENG,DF,Everton,24,1993,28.4,1.16,0.63,0.92,0.21,0.04,0.42,0.99,42.9,0.56,5.77,1.80,31.1,4.05,1.55,0.18,2.25,1.06,0.00,1.20,1.20,2.36,5.00,0.04,Matches
247,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,27,1990,13.3,1.50,0.68,1.20,0.30,0.00,0.38,1.05,35.7,0.68,6.09,1.88,30.9,3.83,1.73,0.53,1.73,0.98,0.08,0.75,0.45,1.95,5.19,0.00,Matches
248,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,21,1996,11.4,2.54,1.32,1.32,1.05,0.18,0.53,1.67,31.6,1.14,17.7,5.00,28.2,6.58,7.46,3.68,1.93,0.09,0.00,1.84,0.79,3.33,0.79,0.00,Matches
249,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,20,1997,17.7,2.32,0.73,1.58,0.51,0.23,0.51,1.30,39.1,0.79,12.8,3.05,23.8,8.19,3.50,1.13,2.49,0.51,0.00,1.98,1.41,3.73,3.05,0.00,Matches
250,Andy King\Andy-King,wal WAL,MF,Swansea City,28,1988,7.9,2.28,1.39,1.14,1.14,0.00,0.38,2.03,18.8,1.65,16.2,4.56,28.1,6.96,7.59,1.65,0.76,0.00,0.00,0.76,1.27,3.54,1.14,0.00,Matches
251,Andy King\Andy-King,wal WAL,MF,Leicester City,28,1988,6.0,1.17,0.83,0.33,0.50,0.33,0.17,1.00,16.7,0.83,16.5,4.00,24.2,6.50,7.83,2.17,0.83,0.50,0.00,0.33,0.17,1.33,1.33,0.00,Matches
252,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,25,1992,27.3,1.10,0.66,0.37,0.40,0.33,0.11,0.84,13.0,0.73,19.9,5.02,25.2,3.96,9.63,6.34,0.95,0.04,0.00,0.92,0.33,1.43,0.62,0.00,Matches
253,Davy Klaassen\Davy-Klaassen,nl NED,MFFW,Everton,24,1993,2.8,0.71,0.36,0.71,0.00,0.00,0.00,1.43,0.0,1.43,20.7,4.29,20.7,8.93,4.64,7.14,1.07,0.00,0.00,1.07,0.00,0.71,0.36,0.00,Matches
254,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Liverpool,31,1985,16.1,0.87,0.50,0.37,0.43,0.06,0.19,0.62,30.0,0.43,7.27,3.11,42.7,4.35,2.67,0.25,0.99,0.25,0.00,0.75,0.87,1.74,3.85,0.06,Matches
255,Anthony Knockaert\Anthony-Knockaert,fr FRA,MFFW,Brighton,25,1991,26.9,1.34,0.82,1.00,0.26,0.07,0.59,1.97,30.2,1.38,17.6,4.13,23.4,7.06,7.73,2.83,1.49,0.22,0.04,1.26,0.78,2.12,0.45,0.00,Matches
256,Sead Kolašinac\Sead-Kolasinac,ba BIH,DFMF,Arsenal,24,1993,23.9,2.22,1.26,1.26,0.71,0.25,0.63,1.59,39.5,0.96,11.2,3.35,29.9,6.03,3.64,1.55,0.92,0.17,0.00,0.75,0.88,3.10,1.92,0.04,Matches
257,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,31,1986,15.5,1.23,0.90,0.77,0.32,0.13,0.39,0.71,54.5,0.32,5.10,1.87,36.7,2.71,2.00,0.39,1.16,0.58,0.00,0.58,1.03,2.26,3.23,0.00,Matches
258,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,23,1994,11.7,2.74,1.28,1.37,1.28,0.09,0.68,1.45,47.1,0.77,12.3,3.93,31.9,8.03,3.33,0.94,2.22,0.68,0.00,1.54,1.71,4.44,3.50,0.09,Matches
259,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,31,1985,24.7,1.54,1.13,0.93,0.40,0.20,0.53,0.97,54.2,0.45,7.61,2.96,38.8,4.70,2.47,0.45,1.82,0.73,0.00,1.09,1.82,3.36,4.33,0.04,Matches
260,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,West Ham,27,1989,31.1,2.06,1.25,1.32,0.68,0.06,0.58,1.83,31.6,1.25,18.4,4.98,27.1,8.20,8.49,1.74,1.61,0.29,0.00,1.32,0.61,2.67,1.16,0.00,Matches
261,Bojan Krkić\Bojan-Krkic,es ESP,MF,Stoke City,26,1990,0.8,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.0,1.25,5.00,3.75,75.0,0.00,3.75,1.25,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,Matches
262,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,West Brom,27,1990,18.2,2.14,1.54,0.93,0.93,0.27,0.71,2.03,35.1,1.32,18.6,4.67,25.1,6.48,10.2,1.87,1.10,0.27,0.00,0.82,1.87,4.01,1.10,0.00,Matches
263,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,FWMF,Huddersfield,26,1991,23.7,1.77,0.93,0.72,0.80,0.25,0.55,1.86,29.5,1.31,16.7,5.06,30.3,5.15,8.48,3.08,1.81,0.04,0.00,1.77,0.63,2.41,0.34,0.00,Matches
264,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,26,1991,24.5,1.02,0.65,0.20,0.49,0.33,0.08,0.65,12.5,0.57,17.3,5.43,31.4,1.63,6.41,9.22,0.98,0.16,0.00,0.82,0.33,1.35,0.08,0.00,Matches
265,Freddie Ladapo\Freddie-Ladapo,eng ENG,FW,Crystal Palace,24,1993,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,0.0,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
266,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,29,1988,3.4,0.29,0.29,0.00,0.00,0.29,0.00,1.76,0.0,1.76,13.8,4.12,29.8,4.41,5.00,4.41,1.18,0.00,0.00,1.18,1.47,1.76,0.29,0.00,Matches
267,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,25,1992,9.4,2.45,1.60,1.06,0.74,0.64,0.53,1.38,38.5,0.85,17.7,5.85,33.1,4.26,6.70,6.70,0.85,0.21,0.00,0.64,0.74,3.19,0.43,0.00,Matches
268,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,24,1993,22.7,0.75,0.53,0.26,0.22,0.26,0.13,0.97,13.6,0.84,18.1,4.27,23.7,5.07,9.07,3.92,0.84,0.04,0.00,0.79,1.06,1.81,0.18,0.00,Matches
269,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,23,1994,9.0,0.56,0.44,0.44,0.11,0.00,0.11,0.78,14.3,0.67,4.11,2.00,48.6,2.00,2.11,0.00,0.67,0.22,0.00,0.44,1.00,1.56,1.56,0.00,Matches
270,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,23,1993,32.5,1.08,0.55,0.68,0.34,0.06,0.25,0.46,53.3,0.22,4.62,1.82,39.3,3.23,1.26,0.12,1.54,0.77,0.06,0.77,0.80,1.88,6.06,0.06,Matches
271,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,26,1991,23.4,1.62,1.03,1.24,0.38,0.00,0.73,1.20,60.7,0.47,6.41,2.39,37.3,4.66,1.54,0.21,2.09,0.73,0.00,1.37,2.01,3.63,5.34,0.09,Matches
272,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,23,1993,19.1,2.88,2.09,1.31,1.10,0.47,0.63,1.52,41.4,0.89,12.0,3.98,33.0,4.35,5.76,1.94,1.31,0.47,0.05,0.84,1.31,4.19,1.62,0.05,Matches
273,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Everton,30,1987,8.8,1.70,0.91,1.02,0.45,0.23,0.68,2.27,30.0,1.59,16.0,3.07,19.1,4.77,8.30,2.95,2.05,0.11,0.00,1.93,0.80,2.50,0.68,0.00,Matches
274,Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Burnley,30,1987,12.4,1.61,1.05,0.48,0.97,0.16,0.32,1.37,23.5,1.05,17.1,3.71,21.7,6.69,6.77,3.63,2.02,0.40,0.00,1.61,0.97,2.58,0.89,0.00,Matches
275,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,23,1994,14.3,1.33,0.98,0.77,0.42,0.14,0.35,0.56,62.5,0.21,9.09,2.80,30.8,6.22,2.66,0.21,1.47,0.70,0.00,0.77,0.91,2.24,3.01,0.07,Matches
276,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,24,1992,20.2,1.09,0.74,0.40,0.54,0.15,0.30,1.14,26.1,0.84,26.5,5.84,22.1,5.05,13.5,7.97,1.19,0.25,0.00,0.94,0.45,1.53,0.50,0.00,Matches
277,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,27,1989,29.7,1.78,1.38,0.64,0.84,0.30,0.44,1.85,23.6,1.41,18.6,5.02,26.9,5.72,9.16,3.74,2.02,0.30,0.00,1.72,1.04,2.83,0.61,0.00,Matches
278,Fernando Llorente\Fernando-Llorente,es ESP,FWDF,Tottenham,32,1985,2.6,1.54,1.15,0.38,0.38,0.77,0.00,0.77,0.0,0.77,18.5,6.15,33.3,0.38,6.15,11.9,0.38,0.38,0.00,0.00,0.38,1.92,2.31,0.00,Matches
279,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,30,1986,36.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.06,0.00,0.0,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.08,Matches
280,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,23,1993,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.0,0.80,20.0,4.00,20.0,6.40,8.40,5.20,0.40,0.00,0.00,0.40,0.80,0.80,0.00,0.00,Matches
281,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Crystal Palace,21,1996,20.8,0.72,0.53,0.24,0.43,0.05,0.24,0.77,31.3,0.53,18.0,4.95,27.5,6.11,9.23,2.69,1.54,0.19,0.00,1.35,0.87,1.59,1.06,0.00,Matches
282,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,24,1992,2.5,0.80,0.40,0.40,0.00,0.40,0.40,1.20,33.3,0.80,11.6,4.40,37.9,1.20,6.80,3.60,0.80,0.00,0.00,0.80,0.80,1.60,0.00,0.00,Matches
283,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,26,1990,16.0,1.94,1.19,1.63,0.31,0.00,0.38,1.19,31.6,0.81,8.69,2.81,32.4,6.25,2.31,0.13,2.13,0.94,0.00,1.19,0.81,2.75,6.06,0.00,Matches
284,Shane Long\Shane-Long,ie IRL,FW,Southampton,30,1987,17.6,1.02,0.57,0.17,0.68,0.17,0.06,1.02,5.6,0.97,15.3,4.26,27.9,1.02,7.50,6.76,1.02,0.34,0.00,0.68,0.57,1.59,1.42,0.00,Matches
285,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,19,1997,1.8,1.11,1.11,0.56,0.56,0.00,0.00,0.56,0.0,0.56,26.7,7.22,27.1,8.33,11.7,6.67,2.22,0.00,0.00,2.22,1.67,2.78,1.11,0.00,Matches
286,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,28,1989,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.0,0.11,0.18,0.00,0.0,0.13,0.05,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.05,Matches
287,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,28,1989,23.6,1.10,0.47,0.64,0.42,0.04,0.38,0.85,45.0,0.47,7.46,2.80,37.5,5.21,2.08,0.17,1.36,0.55,0.00,0.81,1.14,2.25,6.06,0.04,Matches
