Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
91,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,23.2,0.95,0.43,0.73,0.17,0.04,0.34,0.65,53.3,0.30,5.99,2.54,42.4,4.61,1.25,0.13,2.07,0.65,0.00,1.42,0.91,1.85,3.84,0.04,Matches
92,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,1.5,2.67,1.33,1.33,1.33,0.00,1.33,1.33,100.0,0.00,22.7,6.00,26.5,4.67,13.3,4.67,2.00,0.00,0.00,2.00,0.67,3.33,0.00,0.00,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,19.4,1.19,0.36,0.93,0.21,0.05,0.26,0.88,29.4,0.62,6.70,2.01,30.0,4.95,1.44,0.31,1.29,0.57,0.15,0.72,0.88,2.06,6.19,0.10,Matches
94,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,21.1,1.99,1.33,1.18,0.57,0.24,0.66,2.18,30.4,1.52,20.0,5.36,26.7,5.69,10.6,3.79,1.18,0.09,0.00,1.09,1.00,2.99,0.95,0.00,Matches
95,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,22.7,1.37,0.70,0.75,0.53,0.09,0.48,1.67,28.9,1.19,15.6,3.96,25.4,6.78,6.48,2.33,1.94,0.35,0.00,1.59,1.01,2.38,0.75,0.04,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,1.9,1.05,0.53,0.53,0.53,0.00,0.00,0.53,0.0,0.53,12.6,4.74,37.5,5.26,4.74,2.63,1.58,0.00,0.00,1.58,0.00,1.05,0.00,0.00,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,11.5,1.39,0.78,0.87,0.35,0.17,0.78,1.30,60.0,0.52,6.52,1.65,25.3,3.83,2.00,0.70,2.17,0.78,0.00,1.39,0.70,2.09,0.96,0.00,Matches
98,James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,11.7,1.28,0.77,0.94,0.26,0.09,0.60,1.37,43.8,0.77,5.21,1.79,34.4,4.10,0.94,0.17,1.88,0.77,0.00,1.11,1.03,2.31,8.29,0.09,Matches
99,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,24.9,2.33,1.53,1.24,0.92,0.16,0.76,2.41,31.7,1.65,15.7,4.50,28.7,6.14,8.63,0.88,2.05,0.44,0.00,1.61,1.20,3.53,0.84,0.04,Matches
100,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,30.7,1.01,0.49,0.78,0.16,0.07,0.52,1.07,48.5,0.55,5.11,1.37,26.8,3.29,1.63,0.20,2.64,1.37,0.03,1.27,1.27,2.28,6.25,0.03,Matches
101,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,1.9,2.11,1.58,1.05,1.05,0.00,0.00,1.58,0.0,1.58,11.1,3.16,28.6,5.79,4.74,0.53,0.53,0.00,0.00,0.53,2.63,4.74,1.05,0.00,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38.0,1.29,1.03,0.66,0.50,0.13,0.39,1.74,22.7,1.34,20.3,5.00,24.7,7.66,10.1,2.55,1.42,0.32,0.00,1.11,1.08,2.37,1.45,0.00,Matches
103,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.11,0.03,25.0,0.09,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,Matches
104,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,12.3,1.46,0.98,0.33,0.89,0.24,0.41,1.54,26.3,1.14,16.5,3.98,24.1,3.01,8.86,4.63,1.22,0.00,0.00,1.22,0.73,2.20,0.00,0.00,Matches
105,Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,2.0,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.0,1.00,4.00,2.50,62.5,2.00,1.50,0.50,2.00,1.50,0.50,0.50,2.50,3.50,4.50,0.00,Matches
106,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,34.1,1.06,0.41,0.38,0.50,0.18,0.44,0.85,51.7,0.41,10.5,3.08,29.3,5.95,3.43,1.11,1.47,0.44,0.00,1.03,1.17,2.23,2.29,0.03,Matches
107,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,17.4,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.0,0.17,9.71,2.41,24.9,0.29,4.66,4.77,0.92,0.34,0.00,0.57,0.06,0.06,1.55,0.00,Matches
108,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,30.0,0.00,0.0,20.0,10.0,0.00,10.0,10.0,0.00,0.00,20.0,20.0,0.00,0.00,Matches
109,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,33.4,1.44,0.69,0.93,0.24,0.27,0.63,1.29,48.8,0.66,9.40,2.10,22.3,5.66,2.69,1.05,1.92,0.27,0.03,1.65,0.99,2.43,1.95,0.00,Matches
110,Danilo\Danilo,br BRA,DF,Manchester City,26,1991,15.0,2.80,1.53,1.73,0.53,0.53,0.93,1.87,50.0,0.93,8.47,2.93,34.6,3.47,2.67,2.33,2.07,0.47,0.00,1.60,1.47,4.27,1.93,0.00,Matches
111,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,15.9,0.69,0.25,0.63,0.06,0.00,0.44,1.01,43.8,0.57,4.91,1.57,32.1,3.14,1.32,0.44,1.38,0.69,0.00,0.69,0.88,1.57,4.59,0.00,Matches
112,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
113,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,3.06,1.84,1.22,1.22,0.61,0.41,3.47,11.8,3.06,21.4,5.10,23.8,15.7,4.08,1.63,2.24,0.61,0.00,1.63,0.61,3.67,3.27,0.00,Matches
114,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,25.8,1.86,1.01,0.70,0.62,0.54,0.89,2.09,42.6,1.20,11.6,4.03,34.7,4.81,3.99,2.83,1.47,0.16,0.00,1.32,1.01,2.87,1.86,0.00,Matches
115,Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,21.1,1.33,0.76,0.66,0.43,0.24,0.52,2.04,25.6,1.52,18.2,4.93,27.2,5.40,8.86,3.89,1.14,0.19,0.00,0.95,0.71,2.04,0.62,0.00,Matches
116,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,16.9,1.89,1.12,0.89,0.83,0.18,0.47,1.83,25.8,1.36,16.7,5.27,31.4,6.27,8.05,2.43,1.60,0.41,0.12,1.18,0.89,2.78,1.07,0.00,Matches
117,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,27.9,1.47,0.79,0.93,0.29,0.25,0.65,1.61,40.0,0.97,8.46,3.12,36.9,5.84,2.22,0.39,1.83,0.90,0.00,0.93,1.18,2.65,4.16,0.00,Matches
118,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,34.1,1.47,0.88,0.50,0.53,0.44,0.44,1.94,22.7,1.50,14.8,4.63,31.2,3.02,6.80,5.01,1.32,0.03,0.00,1.29,1.00,2.46,0.32,0.00,Matches
119,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,20.5,0.73,0.59,0.20,0.29,0.24,0.20,0.68,28.6,0.49,11.2,3.41,30.6,0.93,5.02,5.22,0.68,0.15,0.00,0.54,0.34,1.07,0.73,0.00,Matches
120,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,0.58,0.50,0.00,0.41,0.17,0.00,0.74,0.0,0.74,18.4,4.46,24.2,2.15,8.60,7.69,0.83,0.08,0.00,0.74,0.17,0.74,0.17,0.00,Matches
121,Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,22.2,1.40,1.04,0.59,0.63,0.18,0.50,2.52,19.6,2.03,25.0,5.18,20.7,10.6,11.7,2.66,2.34,0.36,0.05,1.98,1.80,3.20,0.86,0.00,Matches
122,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,1.82,0.91,1.82,0.00,0.00,0.00,0.91,0.0,0.91,5.45,2.73,50.0,3.64,1.82,0.00,7.27,3.64,0.00,3.64,0.91,2.73,1.82,0.00,Matches
123,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,19.3,1.81,1.09,0.83,0.62,0.36,0.83,1.92,43.2,1.09,12.2,4.92,40.4,5.28,4.82,2.07,1.40,0.00,0.00,1.40,1.30,3.11,1.24,0.00,Matches
124,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,20.9,1.77,1.29,1.05,0.43,0.29,0.53,1.87,28.2,1.34,19.1,6.46,33.8,5.65,10.0,3.44,1.00,0.05,0.00,0.96,1.48,3.25,0.72,0.00,Matches
125,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,0.54,0.40,0.15,0.35,0.05,0.00,0.54,0.0,0.54,17.6,4.31,24.4,1.73,8.66,7.23,1.53,0.30,0.05,1.24,0.64,1.19,1.63,0.00,Matches
126,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,21.6,1.57,0.83,1.11,0.42,0.05,0.56,1.06,52.2,0.51,6.25,2.36,37.8,4.72,1.11,0.42,2.04,0.60,0.00,1.44,1.53,3.10,4.63,0.09,Matches
127,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,1.46,1.04,0.83,0.21,0.42,0.63,2.08,30.0,1.46,19.8,4.38,22.1,4.58,7.71,7.50,0.42,0.00,0.00,0.42,1.04,2.50,0.21,0.00,Matches
128,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,6.5,0.92,0.62,0.62,0.31,0.00,0.15,0.92,16.7,0.77,12.8,4.15,32.5,5.54,4.00,3.23,1.54,0.00,0.00,1.54,0.62,1.54,0.62,0.00,Matches
129,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,22.7,3.92,2.78,1.89,1.59,0.44,0.84,2.07,40.4,1.23,21.5,6.30,29.4,8.77,10.1,2.60,2.29,0.35,0.00,1.94,1.67,5.59,1.41,0.00,Matches
130,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,0.6,1.67,0.00,1.67,0.00,0.00,0.00,0.00,,0.00,20.0,11.7,58.3,10.0,5.00,5.00,3.33,0.00,0.00,3.33,1.67,3.33,0.00,0.00,Matches
131,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,1.78,1.11,0.51,1.02,0.25,0.32,1.27,25.0,0.96,11.8,4.36,37.0,3.60,6.24,1.94,1.88,0.45,0.00,1.43,0.96,2.74,2.26,0.10,Matches
132,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14.0,0.79,0.57,0.36,0.29,0.14,0.07,0.14,50.0,0.07,4.00,1.36,33.9,2.07,1.79,0.14,0.79,0.07,0.00,0.71,1.14,1.93,5.86,0.00,Matches
133,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,11.0,1.18,0.64,0.82,0.18,0.18,0.18,0.27,66.7,0.09,4.91,1.73,35.2,3.82,0.91,0.18,2.36,1.27,0.00,1.09,1.64,2.82,6.73,0.00,Matches
134,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,36.9,1.76,1.11,0.79,0.84,0.14,0.46,1.90,24.3,1.44,17.4,4.66,26.7,6.50,8.32,2.60,1.65,0.24,0.03,1.41,1.11,2.87,1.11,0.05,Matches
135,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,8.5,1.18,0.47,1.06,0.12,0.00,0.59,1.53,38.5,0.94,8.24,2.82,34.3,5.76,2.24,0.24,2.82,0.94,0.24,1.88,0.82,2.00,4.24,0.00,Matches
136,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,2.37,1.53,0.85,1.36,0.17,1.02,2.54,40.0,1.53,26.6,7.12,26.8,10.5,13.4,2.71,1.86,0.34,0.00,1.53,0.68,3.05,1.19,0.00,Matches
137,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,Matches
138,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,36.6,1.04,0.57,0.77,0.27,0.00,0.19,0.60,31.8,0.41,3.22,0.87,27.1,2.46,0.68,0.08,2.16,1.53,0.11,0.63,0.82,1.86,6.78,0.19,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,17.8,1.29,0.56,1.07,0.22,0.00,0.56,1.24,45.5,0.67,9.55,2.47,25.9,5.79,2.92,0.84,2.87,0.73,0.00,2.13,1.35,2.64,4.83,0.00,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38.0,1.53,0.97,1.13,0.39,0.00,0.55,1.32,42.0,0.76,5.53,2.03,36.7,4.08,1.29,0.16,2.37,1.45,0.03,0.92,1.21,2.74,5.29,0.11,Matches
141,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,14.5,1.45,1.03,0.48,0.76,0.21,0.55,1.38,40.0,0.83,25.4,5.03,19.8,7.52,12.2,5.66,1.24,0.00,0.00,1.24,0.48,1.93,0.14,0.00,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,23,1993,35.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.03,0.03,100.0,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,Matches
143,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,5.3,3.02,2.26,2.08,0.94,0.00,1.70,2.08,81.8,0.38,14.5,4.53,31.2,8.87,4.91,0.75,1.13,0.19,0.00,0.94,1.13,4.15,2.26,0.19,Matches
144,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,Matches
145,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,9.6,1.25,0.63,0.52,0.42,0.31,0.63,1.56,40.0,0.94,16.9,5.00,29.6,6.67,7.19,3.02,1.56,0.10,0.10,1.46,1.04,2.29,1.15,0.00,Matches
146,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,35.8,1.03,0.67,0.34,0.56,0.14,0.31,1.42,21.6,1.12,16.9,4.69,27.8,3.58,7.40,5.89,1.45,0.03,0.00,1.42,0.81,1.84,0.28,0.00,Matches
147,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,25.2,0.99,0.71,0.56,0.40,0.04,0.32,1.11,28.6,0.79,6.39,2.26,35.4,4.92,1.23,0.24,1.35,0.67,0.00,0.67,1.67,2.66,4.80,0.04,Matches
148,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,2.5,2.00,1.20,2.00,0.00,0.00,1.60,3.20,50.0,1.60,11.6,3.20,27.6,7.20,3.60,0.80,2.00,0.40,0.00,1.60,1.60,3.60,2.40,0.40,Matches
149,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,Matches
150,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,25.6,2.23,1.52,1.02,0.86,0.35,0.63,2.11,29.6,1.48,18.4,5.00,27.2,7.30,8.16,2.89,1.21,0.20,0.00,1.02,0.74,2.97,0.70,0.04,Matches
151,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,1.45,0.79,0.79,0.66,0.00,0.26,1.05,25.0,0.79,18.9,5.79,30.6,5.79,10.4,2.76,2.11,0.66,0.13,1.45,1.18,2.63,2.37,0.00,Matches
152,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,19.0,1.58,0.89,0.89,0.53,0.16,0.58,1.47,39.3,0.89,8.79,2.37,26.9,4.05,3.47,1.26,1.42,0.11,0.00,1.32,1.21,2.79,1.21,0.00,Matches
153,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,15.5,2.32,1.81,1.10,1.03,0.19,0.52,1.61,32.0,1.10,17.9,5.42,30.3,7.03,7.81,3.03,1.48,0.26,0.00,1.23,1.10,3.42,1.03,0.06,Matches
154,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,9.4,1.49,0.74,1.28,0.21,0.00,0.32,1.28,25.0,0.96,19.1,5.64,29.4,7.87,8.19,3.09,1.81,0.21,0.00,1.60,1.91,3.40,0.32,0.11,Matches
155,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,29.7,1.11,0.71,0.88,0.13,0.10,0.47,0.98,48.3,0.51,5.62,1.62,28.7,4.34,0.98,0.30,1.68,0.88,0.00,0.81,0.98,2.09,6.03,0.10,Matches
156,Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,32.0,1.78,1.16,0.88,0.56,0.34,0.56,1.97,28.6,1.41,11.0,3.84,34.9,3.75,5.31,1.94,1.78,0.22,0.03,1.56,1.16,2.94,1.25,0.00,Matches
157,Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,6.0,2.33,1.33,1.33,0.50,0.50,0.17,1.17,14.3,1.00,25.3,6.00,23.7,9.67,13.3,2.33,1.67,0.17,0.00,1.50,1.83,4.17,0.83,0.00,Matches
158,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,30.7,1.86,1.43,0.33,1.04,0.49,0.29,1.37,21.4,1.07,22.9,6.61,28.8,1.37,11.2,10.4,1.56,0.07,0.03,1.50,0.59,2.44,0.26,0.00,Matches
159,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,24.7,1.82,0.89,0.85,0.85,0.12,0.40,1.70,23.8,1.30,18.7,4.94,26.3,7.65,9.23,1.86,1.01,0.28,0.00,0.73,0.97,2.79,0.97,0.04,Matches
160,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,0.5,2.00,2.00,0.00,2.00,0.00,0.00,4.00,0.0,4.00,28.0,6.00,21.4,6.00,12.0,10.0,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,Matches
161,José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,7.6,1.05,0.53,0.39,0.66,0.00,0.39,0.79,50.0,0.39,6.71,2.37,35.3,4.61,1.97,0.13,2.11,1.05,0.00,1.05,1.18,2.24,2.76,0.13,Matches
162,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.05,Matches
163,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.0,0.22,0.03,0.00,0.0,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,Matches
164,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,2.15,1.36,1.75,0.34,0.06,0.96,1.98,48.6,1.02,9.94,3.39,34.1,6.95,2.37,0.62,1.81,0.62,0.00,1.19,1.36,3.50,3.05,0.06,Matches
165,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,30.1,1.56,0.96,0.90,0.50,0.17,0.53,1.30,41.0,0.76,9.57,2.82,29.5,5.18,3.36,1.03,1.89,0.63,0.00,1.26,1.10,2.66,5.28,0.00,Matches
166,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,22.3,0.54,0.09,0.31,0.04,0.18,0.22,0.58,38.5,0.36,11.7,2.11,18.0,5.34,4.57,1.79,1.35,0.13,0.00,1.21,0.49,1.03,0.99,0.00,Matches
167,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,21.3,1.97,1.13,1.41,0.47,0.09,0.56,1.83,30.8,1.27,14.1,3.85,27.2,8.78,4.37,0.99,2.44,0.09,0.00,2.35,2.02,3.99,2.63,0.09,Matches
168,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,20.0,5.00,25.0,10.0,5.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,Matches
169,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,1.3,0.77,0.00,0.77,0.00,0.00,0.00,0.00,,0.00,10.8,2.31,21.4,6.15,2.31,2.31,0.77,0.77,0.00,0.00,2.31,3.08,8.46,0.00,Matches
170,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,12.0,0.67,0.33,0.08,0.25,0.33,0.00,0.83,0.0,0.83,14.9,4.42,29.6,1.00,6.17,7.75,0.58,0.08,0.00,0.50,0.42,1.08,0.33,0.00,Matches
171,Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,1.1,2.73,1.82,0.91,0.00,1.82,0.91,4.55,20.0,3.64,37.3,13.6,36.6,26.4,3.64,7.27,1.82,0.00,0.00,1.82,1.82,4.55,3.64,0.00,Matches
172,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,30.6,3.73,2.48,2.06,1.27,0.39,1.14,2.52,45.5,1.37,25.6,7.71,30.1,11.7,11.4,2.55,2.42,0.29,0.00,2.12,1.57,5.29,0.82,0.03,Matches
173,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,0.50,0.32,0.09,0.32,0.09,0.23,0.83,27.8,0.60,14.0,3.26,23.2,0.55,6.01,7.48,0.92,0.23,0.00,0.69,0.28,0.78,0.60,0.00,Matches
174,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.0,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,26,1990,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.03,0.03,100.0,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,27,1989,31.4,1.21,0.80,0.80,0.35,0.06,0.48,0.83,57.7,0.35,11.4,3.18,28.0,7.10,2.90,1.37,1.75,0.29,0.03,1.46,1.21,2.42,2.10,0.06,Matches
177,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,30,1986,4.3,1.16,0.70,0.47,0.23,0.47,0.23,0.70,33.3,0.47,19.3,5.58,28.9,3.26,7.67,8.37,0.47,0.23,0.00,0.23,0.23,1.40,0.70,0.00,Matches
178,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,30,1986,6.8,0.59,0.44,0.15,0.29,0.15,0.00,0.29,0.0,0.29,20.3,3.97,19.6,2.35,11.6,6.32,0.15,0.15,0.00,0.00,0.44,1.03,0.74,0.00,Matches
179,Connor Goldson\Connor-Goldson,eng ENG,DF,Brighton,24,1992,2.2,1.36,1.36,0.91,0.45,0.00,0.45,1.36,33.3,0.91,5.00,0.91,18.2,2.27,2.73,0.00,2.27,0.91,0.00,1.36,0.45,1.82,2.73,0.00,Matches
180,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,36,1981,23.6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.0,0.04,0.08,0.04,50.0,0.04,0.04,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.04,0.04,Matches
181,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,20,1997,21.1,2.46,1.14,1.47,0.76,0.24,0.81,1.61,50.0,0.81,14.9,5.12,34.3,8.34,5.55,1.04,1.28,0.43,0.00,0.85,1.61,4.08,2.09,0.05,Matches
182,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,27,1990,21.6,2.08,1.30,0.93,0.88,0.28,0.56,2.64,21.1,2.08,23.2,5.60,24.1,8.52,11.6,3.15,2.41,0.42,0.00,1.99,0.97,3.06,1.53,0.00,Matches
183,Lee Grant\Lee-Grant,eng ENG,GK,Stoke City,34,1983,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Andre Gray\Andre-Gray,eng ENG,FW,Watford,26,1991,16.6,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.0,0.12,11.2,2.83,25.3,1.08,4.64,5.48,0.90,0.00,0.00,0.90,0.18,0.18,0.12,0.00,Matches
185,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,21,1996,18.9,0.85,0.74,0.32,0.42,0.11,0.32,1.38,23.1,1.06,11.6,2.91,25.0,2.59,5.71,3.33,2.06,0.00,0.00,2.06,0.53,1.38,0.37,0.00,Matches
186,Pascal Groß\Pascal-Gross,de GER,MFFW,Brighton,26,1991,32.5,1.14,0.83,0.58,0.43,0.12,0.37,1.57,23.5,1.20,24.5,5.38,22.0,5.35,12.1,7.05,1.11,0.06,0.00,1.05,0.31,1.45,0.49,0.00,Matches
187,Marko Grujić\Marko-Grujic,rs SRB,MF,Liverpool,21,1996,0.2,10.0,10.0,0.00,5.00,5.00,5.00,5.00,100.0,0.00,45.0,15.0,33.3,5.00,30.0,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
188,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,26,1990,16.9,1.36,1.01,0.41,0.77,0.18,0.47,1.89,25.0,1.42,11.0,3.67,33.3,2.78,5.62,2.60,1.18,0.12,0.00,1.07,0.95,2.31,0.47,0.00,Matches
