Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
98,James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,13,12,1050,11.7,0.09,0.00,0.09,0.00,0.00,0.26,0.00,0.09,0.00,0.09,0.09,0.09,0.03,0.03,0.03,0.06,0.02,0.03,0.06,0.02,0.06,Matches
99,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,29,25,2237,24.9,0.00,0.08,0.00,0.00,0.00,0.20,0.00,0.00,0.08,0.08,0.00,0.08,0.02,0.02,0.06,0.08,0.02,0.06,0.08,0.02,0.08,Matches
100,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,34,31,2767,30.7,0.07,0.03,0.07,0.00,0.00,0.16,0.00,0.07,0.03,0.10,0.07,0.10,0.07,0.07,0.02,0.08,0.07,0.01,0.09,0.07,0.09,Matches
101,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,7,1,169,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.16,0.02,0.14,0.16,0.02,0.16,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38,38,3420,38.0,0.05,0.03,0.05,0.00,0.00,0.18,0.00,0.05,0.03,0.08,0.05,0.08,0.06,0.06,0.02,0.08,0.06,0.02,0.08,0.06,0.08,Matches
103,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35,35,3150,35.0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
104,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,14,13,1109,12.3,0.57,0.49,0.57,0.00,0.00,0.00,0.00,0.57,0.49,1.06,0.57,1.06,0.21,0.21,0.35,0.56,0.21,0.34,0.55,0.21,0.55,Matches
105,Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,3,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
106,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,36,35,3069,34.1,0.03,0.09,0.03,0.00,0.00,0.21,0.00,0.03,0.09,0.12,0.03,0.12,0.02,0.02,0.08,0.11,0.02,0.08,0.10,0.02,0.10,Matches
107,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,31,14,1567,17.4,0.29,0.11,0.29,0.00,0.00,0.23,0.00,0.29,0.11,0.40,0.29,0.40,0.24,0.24,0.16,0.40,0.24,0.16,0.40,0.24,0.40,Matches
108,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,2,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
109,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,35,34,3002,33.4,0.03,0.09,0.03,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,0.01,0.01,0.07,0.08,0.01,0.07,0.09,0.01,0.09,Matches
110,Danilo\Danilo,br BRA,DF,Manchester City,26,1991,23,13,1349,15.0,0.20,0.13,0.20,0.00,0.00,0.13,0.00,0.20,0.13,0.33,0.20,0.33,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches
111,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,17,16,1435,15.9,0.06,0.00,0.06,0.00,0.00,0.25,0.00,0.06,0.00,0.06,0.06,0.06,0.13,0.13,0.01,0.14,0.13,0.01,0.14,0.13,0.14,Matches
112,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10,10,900,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
113,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,8,5,444,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
114,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,29,26,2324,25.8,0.08,0.23,0.08,0.00,0.00,0.12,0.00,0.08,0.23,0.31,0.08,0.31,0.04,0.04,0.12,0.16,0.04,0.12,0.16,0.04,0.16,Matches
115,Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,33,20,1900,21.1,0.09,0.05,0.09,0.00,0.00,0.33,0.00,0.09,0.05,0.14,0.09,0.14,0.06,0.06,0.03,0.09,0.06,0.03,0.09,0.06,0.09,Matches
116,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,23,17,1521,16.9,0.18,0.00,0.18,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,0.05,0.05,0.07,0.11,0.05,0.06,0.11,0.05,0.11,Matches
117,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,28,28,2510,27.9,0.07,0.00,0.07,0.00,0.00,0.22,0.00,0.07,0.00,0.07,0.07,0.07,0.08,0.08,0.04,0.12,0.08,0.04,0.12,0.08,0.12,Matches
118,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,37,36,3073,34.1,0.23,0.47,0.23,0.00,0.00,0.06,0.00,0.23,0.47,0.70,0.23,0.70,0.17,0.17,0.36,0.53,0.17,0.36,0.53,0.17,0.53,Matches
119,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,29,20,1844,20.5,0.24,0.10,0.10,0.15,0.24,0.05,0.05,0.24,0.10,0.34,0.10,0.20,0.39,0.20,0.09,0.28,0.39,0.09,0.48,0.19,0.28,Matches
120,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,24,11,1088,12.1,0.33,0.08,0.33,0.00,0.00,0.08,0.00,0.33,0.08,0.41,0.33,0.41,0.40,0.40,0.09,0.49,0.40,0.09,0.49,0.40,0.49,Matches
121,Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,24,24,1997,22.2,0.05,0.05,0.05,0.00,0.00,0.27,0.00,0.05,0.05,0.09,0.05,0.09,0.04,0.04,0.05,0.09,0.04,0.06,0.09,0.04,0.09,Matches
122,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,2,1,96,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,22,21,1741,19.3,0.05,0.10,0.05,0.00,0.00,0.10,0.00,0.05,0.10,0.16,0.05,0.16,0.01,0.01,0.06,0.07,0.01,0.06,0.07,0.01,0.07,Matches
124,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,28,21,1879,20.9,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.06,0.02,0.04,0.06,0.02,0.06,Matches
125,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,33,18,1820,20.2,0.30,0.05,0.30,0.00,0.00,0.05,0.00,0.30,0.05,0.35,0.30,0.35,0.19,0.19,0.02,0.21,0.19,0.02,0.21,0.19,0.21,Matches
126,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,24,24,1944,21.6,0.05,0.00,0.05,0.00,0.00,0.19,0.00,0.05,0.00,0.05,0.05,0.05,0.04,0.04,0.01,0.05,0.04,0.01,0.05,0.04,0.05,Matches
127,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,7,5,435,4.8,0.21,0.00,0.21,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,0.13,0.13,0.13,0.25,0.12,0.12,0.24,0.12,0.24,Matches
128,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,14,5,587,6.5,0.00,0.15,0.00,0.00,0.00,0.15,0.00,0.00,0.15,0.15,0.00,0.15,0.06,0.06,0.05,0.11,0.06,0.05,0.11,0.06,0.11,Matches
129,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,31,23,2041,22.7,0.09,0.00,0.09,0.00,0.00,0.13,0.00,0.09,0.00,0.09,0.09,0.09,0.06,0.06,0.02,0.08,0.06,0.02,0.08,0.06,0.08,Matches
130,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,5,0,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67,0.77,0.00,0.77,0.77,0.77,Matches
131,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,34,32,2824,31.4,0.00,0.06,0.00,0.00,0.00,0.13,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.07,0.12,0.06,0.07,0.12,0.06,0.12,Matches
132,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14,14,1260,14.0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.04,0.14,0.10,0.04,0.14,0.10,0.14,Matches
133,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,12,11,994,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.10,0.00,0.10,0.10,0.10,Matches
134,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,37,37,3324,36.9,0.19,0.08,0.19,0.00,0.00,0.27,0.00,0.19,0.08,0.27,0.19,0.27,0.08,0.08,0.07,0.15,0.08,0.06,0.15,0.08,0.15,Matches
135,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,11,7,769,8.5,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.02,0.00,0.02,0.02,0.02,Matches
136,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,12,5,527,5.9,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.04,Matches
137,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
138,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,37,37,3292,36.6,0.00,0.03,0.00,0.00,0.00,0.22,0.00,0.00,0.03,0.03,0.00,0.03,0.05,0.05,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,20,19,1602,17.8,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.01,0.02,0.04,0.01,0.04,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38,38,3420,38.0,0.03,0.03,0.03,0.00,0.00,0.18,0.00,0.03,0.03,0.05,0.03,0.05,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches
141,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,24,16,1307,14.5,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.05,0.10,0.05,0.05,0.10,0.05,0.10,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,23,1993,36,36,3194,35.5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,6,6,481,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.05,0.06,0.00,0.06,Matches
144,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16,16,1440,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,13,11,867,9.6,0.00,0.10,0.00,0.00,0.00,0.31,0.10,0.00,0.10,0.10,0.00,0.10,0.04,0.04,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches
146,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,37,37,3218,35.8,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.28,0.28,0.56,0.28,0.56,0.19,0.19,0.35,0.54,0.19,0.35,0.54,0.19,0.54,Matches
147,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,28,26,2270,25.2,0.08,0.08,0.08,0.00,0.00,0.28,0.00,0.08,0.08,0.16,0.08,0.16,0.09,0.09,0.01,0.10,0.09,0.01,0.10,0.09,0.10,Matches
148,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,5,3,228,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,32,25,2307,25.6,0.08,0.16,0.08,0.00,0.00,0.20,0.08,0.08,0.16,0.23,0.08,0.23,0.09,0.09,0.27,0.36,0.09,0.27,0.36,0.09,0.36,Matches
151,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,16,5,683,7.6,0.53,0.00,0.53,0.00,0.00,0.13,0.00,0.53,0.00,0.53,0.53,0.53,0.38,0.38,0.01,0.39,0.42,0.02,0.44,0.42,0.44,Matches
152,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,23,19,1713,19.0,0.05,0.05,0.05,0.00,0.00,0.11,0.00,0.05,0.05,0.11,0.05,0.11,0.02,0.02,0.11,0.13,0.02,0.11,0.12,0.02,0.12,Matches
153,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,20,15,1397,15.5,0.06,0.06,0.06,0.00,0.00,0.32,0.00,0.06,0.06,0.13,0.06,0.13,0.10,0.10,0.07,0.17,0.10,0.07,0.18,0.10,0.18,Matches
154,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,14,9,845,9.4,0.00,0.11,0.00,0.00,0.00,0.11,0.00,0.00,0.11,0.11,0.00,0.11,0.03,0.03,0.05,0.09,0.03,0.05,0.08,0.03,0.08,Matches
155,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,30,30,2676,29.7,0.03,0.03,0.03,0.00,0.00,0.17,0.00,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.02,0.04,0.02,0.02,0.05,0.02,0.05,Matches
156,Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,34,33,2881,32.0,0.16,0.09,0.16,0.00,0.00,0.22,0.00,0.16,0.09,0.25,0.16,0.25,0.09,0.09,0.07,0.16,0.09,0.07,0.16,0.09,0.16,Matches
157,Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,10,7,537,6.0,0.17,0.00,0.17,0.00,0.00,0.50,0.00,0.17,0.00,0.17,0.17,0.17,0.07,0.07,0.03,0.08,0.06,0.03,0.09,0.06,0.09,Matches
158,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,37,32,2763,30.7,0.49,0.23,0.46,0.03,0.03,0.03,0.00,0.49,0.23,0.72,0.46,0.68,0.36,0.34,0.18,0.51,0.36,0.17,0.53,0.33,0.51,Matches
159,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,27,25,2219,24.7,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,0.01,0.01,0.04,0.05,0.01,0.04,0.05,0.01,0.05,Matches
160,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,5,0,49,0.5,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.84,1.84,0.00,1.84,0.00,0.00,0.60,0.60,0.00,0.64,0.64,0.00,0.64,Matches
161,José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,8,8,688,7.6,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0.11,0.11,0.01,0.12,0.10,0.01,0.11,0.10,0.11,Matches
162,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20,20,1800,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37,37,3330,37.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,21,17,1596,17.7,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.05,0.01,0.03,0.05,0.01,0.05,Matches
165,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,32,31,2705,30.1,0.00,0.03,0.00,0.00,0.00,0.30,0.07,0.00,0.03,0.03,0.00,0.03,0.02,0.02,0.07,0.08,0.02,0.07,0.08,0.02,0.08,Matches
166,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,26,23,2004,22.3,0.22,0.13,0.22,0.00,0.00,0.00,0.00,0.22,0.13,0.36,0.22,0.36,0.09,0.09,0.15,0.23,0.08,0.15,0.23,0.08,0.23,Matches
167,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,25,21,1921,21.3,0.00,0.05,0.00,0.00,0.00,0.05,0.00,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.02,0.05,0.02,0.03,0.04,0.02,0.04,Matches
168,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,2,0,19,0.2,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
169,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,4,1,121,1.3,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,0.05,0.00,0.05,0.05,0.05,Matches
170,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,28,11,1081,12.0,0.42,0.00,0.33,0.08,0.08,0.17,0.00,0.42,0.00,0.42,0.33,0.33,0.20,0.13,0.07,0.20,0.20,0.07,0.26,0.14,0.20,Matches
171,Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,2,1,98,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.18,0.02,0.12,0.14,0.02,0.14,Matches
172,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,33,32,2751,30.6,0.07,0.03,0.07,0.00,0.00,0.23,0.07,0.07,0.03,0.10,0.07,0.10,0.05,0.05,0.04,0.08,0.05,0.04,0.08,0.05,0.08,Matches
173,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,35,23,1958,21.8,0.28,0.14,0.28,0.00,0.00,0.14,0.00,0.28,0.14,0.41,0.28,0.41,0.39,0.39,0.10,0.50,0.39,0.10,0.50,0.39,0.50,Matches
174,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,25,1992,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,26,1990,37,37,3330,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,27,1989,33,32,2827,31.4,0.00,0.03,0.00,0.00,0.00,0.10,0.00,0.00,0.03,0.03,0.00,0.03,0.01,0.01,0.06,0.07,0.01,0.06,0.07,0.01,0.07,Matches
177,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,30,1986,16,1,388,4.3,0.93,0.23,0.93,0.00,0.00,0.00,0.00,0.93,0.23,1.16,0.93,1.16,0.70,0.70,0.21,0.91,0.73,0.22,0.95,0.73,0.95,Matches
178,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,30,1986,13,6,613,6.8,0.44,0.15,0.44,0.00,0.00,0.00,0.00,0.44,0.15,0.59,0.44,0.59,0.57,0.57,0.16,0.74,0.57,0.17,0.74,0.57,0.74,Matches
179,Connor Goldson\Connor-Goldson,eng ENG,DF,Brighton,24,1992,3,2,200,2.2,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.06,0.00,0.06,0.06,0.06,Matches
180,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,36,1981,24,24,2128,23.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,20,1997,23,21,1902,21.1,0.00,0.09,0.00,0.00,0.00,0.14,0.00,0.00,0.09,0.09,0.00,0.09,0.01,0.01,0.06,0.07,0.01,0.06,0.07,0.01,0.07,Matches
182,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,27,1990,28,21,1947,21.6,0.09,0.05,0.09,0.00,0.00,0.37,0.00,0.09,0.05,0.14,0.09,0.14,0.12,0.12,0.04,0.15,0.11,0.04,0.15,0.11,0.15,Matches
183,Lee Grant\Lee-Grant,eng ENG,GK,Stoke City,34,1983,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Andre Gray\Andre-Gray,eng ENG,FW,Watford,26,1991,31,16,1498,16.6,0.30,0.12,0.30,0.00,0.00,0.06,0.00,0.30,0.12,0.42,0.30,0.42,0.38,0.38,0.10,0.48,0.38,0.10,0.48,0.38,0.48,Matches
185,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,21,1996,35,17,1697,18.9,0.16,0.05,0.16,0.00,0.00,0.11,0.00,0.16,0.05,0.21,0.16,0.21,0.11,0.11,0.17,0.28,0.11,0.17,0.28,0.11,0.28,Matches
186,Pascal Groß\Pascal-Gross,de GER,MFFW,Brighton,26,1991,38,35,2928,32.5,0.22,0.25,0.18,0.03,0.03,0.06,0.00,0.22,0.25,0.46,0.18,0.43,0.10,0.08,0.18,0.25,0.10,0.18,0.27,0.08,0.25,Matches
187,Marko Grujić\Marko-Grujic,rs SRB,MF,Liverpool,21,1996,3,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
188,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,26,1990,30,15,1517,16.9,0.24,0.06,0.18,0.06,0.06,0.18,0.00,0.24,0.06,0.30,0.18,0.24,0.21,0.17,0.11,0.28,0.22,0.11,0.33,0.17,0.28,Matches
189,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,23,1994,23,19,1674,18.6,0.00,0.05,0.00,0.00,0.00,0.16,0.00,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.09,0.12,0.02,0.09,0.12,0.02,0.12,Matches
190,Massadio Haïdara\Massadio-Haidara,ml MLI,FWMF,Newcastle Utd,24,1992,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
191,Ben Hamer\Ben-Hamer,eng ENG,GK,Leicester City,29,1987,4,3,275,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,17,2000,1,0,21,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
193,Joe Hart\Joe-Hart,eng ENG,GK,West Ham,30,1987,19,19,1710,19.0,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.00,0.00,0.04,0.04,0.00,0.04,0.04,0.00,0.04,Matches
194,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,22,1995,26,15,1374,15.3,0.07,0.00,0.07,0.00,0.00,0.46,0.00,0.07,0.00,0.07,0.07,0.07,0.06,0.06,0.07,0.12,0.06,0.06,0.12,0.06,0.12,Matches
195,Eden Hazard\Eden-Hazard,be BEL,FWMF,Chelsea,26,1991,34,28,2422,26.9,0.45,0.15,0.37,0.07,0.07,0.07,0.00,0.45,0.15,0.59,0.37,0.52,0.29,0.24,0.26,0.50,0.29,0.26,0.55,0.24,0.50,Matches
196,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,31,1986,4,4,305,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
