Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
24,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,28,1989,13,12,1057,11.7,0.85,0.34,0.77,0.09,0.17,0.00,0.00,0.85,0.34,1.19,0.77,1.11,0.71,0.58,0.09,0.68,0.71,0.09,0.80,0.58,0.67,Matches
25,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,24,1992,17,16,1429,15.9,0.13,0.13,0.13,0.00,0.00,0.13,0.13,0.13,0.13,0.25,0.13,0.25,0.04,0.04,0.11,0.14,0.04,0.11,0.15,0.04,0.15,Matches
26,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,28,1989,24,10,1037,11.5,0.61,0.00,0.52,0.09,0.09,0.17,0.00,0.61,0.00,0.61,0.52,0.52,0.69,0.63,0.02,0.64,0.69,0.02,0.71,0.63,0.65,Matches
27,André Ayew\Andre-Ayew,gh GHA,FWMF,Swansea City,27,1989,12,10,950,10.6,0.00,0.19,0.00,0.00,0.00,0.28,0.00,0.00,0.19,0.19,0.00,0.19,0.24,0.24,0.12,0.36,0.24,0.12,0.36,0.24,0.36,Matches
28,André Ayew\Andre-Ayew,gh GHA,FWMF,West Ham,27,1989,18,9,895,9.9,0.30,0.20,0.30,0.00,0.10,0.20,0.00,0.30,0.20,0.50,0.30,0.50,0.26,0.18,0.03,0.21,0.26,0.03,0.29,0.18,0.21,Matches
29,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,25,1991,36,33,2852,31.7,0.22,0.06,0.19,0.03,0.03,0.06,0.03,0.22,0.06,0.28,0.19,0.25,0.20,0.17,0.04,0.21,0.20,0.04,0.23,0.17,0.21,Matches
30,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,27,1989,37,37,3330,37.0,0.05,0.16,0.05,0.00,0.00,0.03,0.00,0.05,0.16,0.22,0.05,0.22,0.04,0.04,0.09,0.12,0.04,0.09,0.12,0.04,0.12,Matches
31,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,23,1994,13,11,1001,11.1,0.09,0.00,0.09,0.00,0.00,0.18,0.00,0.09,0.00,0.09,0.09,0.09,0.08,0.08,0.03,0.10,0.08,0.02,0.10,0.08,0.10,Matches
32,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,32,1984,22,22,1909,21.2,0.09,0.14,0.00,0.09,0.09,0.05,0.00,0.09,0.14,0.24,0.00,0.14,0.09,0.02,0.09,0.12,0.10,0.09,0.19,0.02,0.12,Matches
33,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,22,1994,29,24,2126,23.6,0.08,0.08,0.08,0.00,0.00,0.17,0.08,0.08,0.08,0.17,0.08,0.17,0.14,0.14,0.02,0.17,0.15,0.02,0.17,0.15,0.17,Matches
34,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,28,1989,2,0,32,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
35,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,18,1998,8,1,198,2.2,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
36,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,32,1985,13,13,1125,12.5,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.00,0.06,Matches
37,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,23,1993,2,2,129,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.07,0.50,0.37,0.08,0.45,0.37,0.45,Matches
38,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,27,1989,36,21,2165,24.1,0.37,0.00,0.37,0.00,0.00,0.41,0.00,0.37,0.00,0.37,0.37,0.37,0.29,0.29,0.07,0.36,0.29,0.07,0.36,0.29,0.36,Matches
39,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,19,1997,3,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,2.15,0.00,2.15,2.15,2.15,Matches
40,Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,36,1981,25,22,1923,21.4,0.05,0.05,0.05,0.00,0.00,0.19,0.00,0.05,0.05,0.09,0.05,0.09,0.05,0.05,0.07,0.13,0.05,0.07,0.12,0.05,0.12,Matches
41,Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,26,1991,5,2,235,2.6,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.19,0.09,0.09,0.17,0.09,0.17,Matches
42,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,23,1993,12,3,360,4.0,0.50,0.25,0.50,0.00,0.00,0.00,0.00,0.50,0.25,0.75,0.50,0.75,0.28,0.28,0.05,0.30,0.27,0.04,0.32,0.27,0.32,Matches
43,Moritz Bauer\Moritz-Bauer,at AUT,DFMF,Stoke City,25,1992,15,15,1306,14.5,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.08,0.10,0.02,0.09,0.10,0.02,0.10,Matches
44,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,21,1996,5,5,426,4.7,0.21,0.00,0.21,0.00,0.00,0.21,0.00,0.21,0.00,0.21,0.21,0.21,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.01,0.01,Matches
45,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,30,1987,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
46,Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,22,1995,35,34,3051,33.9,0.06,0.09,0.06,0.00,0.00,0.15,0.00,0.06,0.09,0.15,0.06,0.15,0.06,0.06,0.11,0.17,0.06,0.11,0.17,0.06,0.17,Matches
47,Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,30,1987,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.10,0.00,0.10,0.10,0.10,Matches
48,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,26,1990,31,24,2240,24.9,0.12,0.20,0.08,0.04,0.08,0.24,0.00,0.12,0.20,0.32,0.08,0.28,0.37,0.31,0.13,0.44,0.37,0.13,0.50,0.31,0.44,Matches
49,Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,23,1993,15,3,494,5.5,0.00,0.18,0.00,0.00,0.18,0.00,0.00,0.00,0.18,0.18,0.00,0.18,0.38,0.24,0.13,0.36,0.39,0.12,0.51,0.25,0.37,Matches
50,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,26,1990,35,32,2833,31.5,0.06,0.25,0.06,0.00,0.00,0.06,0.00,0.06,0.25,0.32,0.06,0.32,0.11,0.11,0.16,0.27,0.11,0.16,0.27,0.11,0.27,Matches
51,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,27,1989,35,35,3135,34.8,0.00,0.11,0.00,0.00,0.00,0.06,0.00,0.00,0.11,0.11,0.00,0.11,0.05,0.05,0.08,0.13,0.05,0.08,0.13,0.05,0.13,Matches
52,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Everton,24,1992,2,0,46,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
53,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,21,1996,16,8,764,8.5,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.05,0.06,0.02,0.04,0.06,0.02,0.06,Matches
54,Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,29,1987,35,30,2596,28.8,0.21,0.07,0.21,0.00,0.00,0.21,0.00,0.21,0.07,0.28,0.21,0.28,0.25,0.25,0.03,0.28,0.25,0.03,0.28,0.25,0.28,Matches
55,Daley Blind\Daley-Blind,nl NED,DFMF,Manchester Utd,27,1990,7,4,362,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.15,0.17,0.03,0.15,0.17,0.03,0.17,Matches
56,Jeremie Boga\Jeremie-Boga,ci CIV,MF,Chelsea,20,1997,1,1,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
57,Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Everton,28,1989,16,11,851,9.5,0.11,0.00,0.11,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,0.15,0.15,0.04,0.19,0.15,0.04,0.19,0.15,0.19,Matches
58,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,29,1988,25,25,2236,24.8,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,Matches
59,Wilfried Bony\Wilfried-Bony,ci CIV,FW,Swansea City,28,1988,15,8,707,7.9,0.25,0.00,0.25,0.00,0.00,0.25,0.00,0.25,0.00,0.25,0.25,0.25,0.19,0.19,0.03,0.22,0.19,0.02,0.21,0.19,0.21,Matches
60,Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Southampton,23,1993,26,11,1219,13.5,0.15,0.15,0.15,0.00,0.00,0.07,0.00,0.15,0.15,0.30,0.15,0.30,0.13,0.13,0.10,0.24,0.13,0.11,0.24,0.13,0.24,Matches
61,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,25,1992,15,15,1277,14.2,0.07,0.14,0.07,0.00,0.00,0.21,0.00,0.07,0.14,0.21,0.07,0.21,0.09,0.09,0.15,0.24,0.09,0.15,0.24,0.09,0.24,Matches
62,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,34,1983,3,2,226,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
63,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,32,1985,12,10,797,8.9,0.11,0.00,0.11,0.00,0.00,0.34,0.11,0.11,0.00,0.11,0.11,0.11,0.10,0.10,0.07,0.17,0.10,0.07,0.17,0.10,0.17,Matches
64,Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,34,1982,5,4,302,3.4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
65,Izzy Brown\Izzy-Brown,eng ENG,MFFW,Brighton,20,1997,13,4,311,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.20,0.26,0.06,0.21,0.27,0.06,0.27,Matches
66,Bruno\Bruno,es ESP,DF,Brighton,36,1980,25,23,2016,22.4,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.00,0.05,Matches
67,Chris Brunt\Chris-Brunt,nir NIR,MFDF,West Brom,32,1984,26,22,1920,21.3,0.00,0.33,0.00,0.00,0.00,0.23,0.00,0.00,0.33,0.33,0.00,0.33,0.08,0.08,0.19,0.26,0.08,0.19,0.26,0.08,0.26,Matches
68,Oliver Burke\Oliver-Burke,sco SCO,FWMF,West Brom,20,1997,15,2,367,4.1,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.49,0.00,0.49,0.10,0.10,0.10,0.20,0.11,0.09,0.20,0.11,0.20,Matches
69,Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,24,1993,35,35,3150,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
70,Sam Byram\Sam-Byram,eng ENG,DF,West Ham,23,1993,5,2,248,2.8,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.07,0.25,0.17,0.08,0.25,0.17,0.25,Matches
71,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,35,1981,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
72,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,31,1986,31,28,2376,26.4,0.00,0.04,0.00,0.00,0.00,0.27,0.00,0.00,0.04,0.04,0.00,0.04,0.09,0.09,0.13,0.22,0.09,0.13,0.22,0.09,0.22,Matches
73,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,31,1985,27,24,2086,23.2,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.02,0.02,0.02,Matches
74,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FWMF,Everton,20,1997,32,18,1882,20.9,0.19,0.29,0.19,0.00,0.00,0.19,0.00,0.19,0.29,0.48,0.19,0.48,0.22,0.22,0.08,0.30,0.22,0.08,0.30,0.22,0.30,Matches
75,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,32,1985,20,17,1525,16.9,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches
76,Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,17,1999,4,0,79,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,0.17,0.00,0.17,0.17,0.17,Matches
77,Emre Can\Emre-Can,de GER,MF,Liverpool,23,1994,26,24,2091,23.2,0.13,0.17,0.13,0.00,0.00,0.34,0.00,0.13,0.17,0.30,0.13,0.30,0.07,0.07,0.12,0.19,0.07,0.12,0.19,0.07,0.19,Matches
78,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,29,1988,23,18,1542,17.1,0.06,0.00,0.06,0.00,0.00,0.18,0.00,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.07,0.04,0.11,0.07,0.11,Matches
79,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,36,1981,2,1,109,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.08,0.17,0.14,0.06,0.20,0.14,0.20,Matches
80,André Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,26,1991,28,16,1540,17.1,0.06,0.12,0.06,0.00,0.00,0.12,0.00,0.06,0.12,0.18,0.06,0.18,0.12,0.12,0.17,0.29,0.12,0.17,0.29,0.12,0.29,Matches
81,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,26,1991,7,5,450,5.0,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.10,0.10,0.16,0.26,0.11,0.16,0.27,0.11,0.27,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,28,1989,16,7,751,8.3,0.36,0.00,0.36,0.00,0.00,0.72,0.24,0.36,0.00,0.36,0.36,0.36,0.14,0.14,0.02,0.18,0.15,0.03,0.18,0.15,0.18,Matches
83,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,25,1992,37,28,2570,28.6,0.00,0.14,0.00,0.00,0.00,0.10,0.00,0.00,0.14,0.14,0.00,0.14,0.03,0.03,0.14,0.17,0.04,0.14,0.17,0.04,0.17,Matches
84,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,7,5,523,5.8,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.04,0.00,0.04,0.04,0.04,Matches
85,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,34,34,3039,33.8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
86,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,5,2,260,2.9,0.34,0.00,0.34,0.00,0.00,0.34,0.00,0.35,0.00,0.35,0.35,0.35,0.07,0.07,0.03,0.10,0.10,0.04,0.14,0.10,0.14,Matches
87,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,6,5,447,5.0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.20,0.01,0.21,0.20,0.21,Matches
88,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,12,10,866,9.6,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.01,0.13,0.12,0.01,0.13,0.12,0.13,Matches
89,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,24,20,1853,20.6,0.00,0.10,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.10,0.00,0.10,0.00,0.00,0.11,0.11,0.01,0.11,0.11,0.01,0.11,Matches
90,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,8,4,378,4.2,0.00,0.24,0.00,0.00,0.00,0.24,0.00,0.00,0.24,0.24,0.00,0.24,0.00,0.00,0.02,0.05,0.01,0.03,0.04,0.01,0.04,Matches
91,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,27,23,2086,23.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.01,0.06,0.05,0.01,0.06,0.05,0.06,Matches
92,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,7,1,135,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.02,0.07,0.09,0.02,0.09,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,20,19,1746,19.4,0.10,0.05,0.10,0.00,0.00,0.15,0.00,0.10,0.05,0.15,0.10,0.15,0.10,0.10,0.02,0.12,0.11,0.02,0.13,0.11,0.13,Matches
94,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,23,22,1902,21.1,0.05,0.09,0.05,0.00,0.05,0.09,0.09,0.05,0.09,0.14,0.05,0.14,0.09,0.05,0.06,0.10,0.08,0.06,0.14,0.05,0.11,Matches
95,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,29,23,2044,22.7,0.13,0.04,0.13,0.00,0.00,0.09,0.00,0.13,0.04,0.18,0.13,0.18,0.08,0.08,0.05,0.13,0.08,0.05,0.13,0.08,0.13,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,3,2,174,1.9,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.14,0.14,0.00,0.14,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,12,12,1035,11.5,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.07,0.07,0.03,0.11,0.07,0.04,0.11,0.07,0.11,Matches
