Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
81,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,26,1991,5.0,32.2,0.60,2.60,14.0,17.2,4.80,31.0,0.40,0.40,100.0,0.40,0.00,12.2,50.2,10.6,1.00,0.60,0.20,2.20,1.40,42.0,22.0,52.4,11.6,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,28,1989,8.3,40.6,1.93,3.37,16.9,22.0,5.18,39.9,0.96,1.20,80.0,0.96,0.00,20.7,82.0,17.0,0.72,0.00,0.12,1.69,1.20,49.0,30.0,61.2,10.6,Matches
83,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,25,1992,28.6,61.5,1.22,10.5,33.4,21.8,0.91,57.1,0.63,0.91,69.2,0.70,0.07,41.5,219.8,99.0,4.34,1.82,0.10,1.12,0.56,45.5,42.5,93.5,2.20,Matches
84,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,5.8,41.2,6.38,25.9,15.7,1.55,0.86,40.7,0.17,0.17,100.0,0.17,0.00,23.1,122.4,61.0,0.69,0.17,0.00,0.00,0.17,20.9,20.9,100.0,0.69,Matches
85,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,33.8,29.4,25.5,29.2,0.18,0.00,0.00,24.8,0.06,0.09,66.7,0.06,0.00,16.2,77.4,42.3,0.00,0.00,0.00,0.00,0.00,12.9,12.9,100.0,0.00,Matches
86,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,2.9,32.1,1.03,4.83,12.1,18.3,2.07,29.7,0.69,1.38,50.0,0.69,0.00,22.8,104.5,44.1,2.41,0.69,0.69,1.38,0.69,24.8,19.3,77.8,4.48,Matches
87,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,5.0,47.4,2.20,11.6,26.2,13.6,2.00,46.6,1.20,2.60,46.2,1.20,0.20,30.4,168.0,96.2,5.00,2.00,0.20,0.40,0.60,32.6,28.2,86.5,3.60,Matches
88,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,9.6,77.0,7.08,35.3,35.8,9.58,1.25,74.2,0.63,1.35,46.2,0.73,0.00,49.4,243.3,128.4,4.58,0.94,0.00,0.42,0.63,48.3,46.9,97.0,1.25,Matches
89,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,20.6,68.2,2.91,18.8,31.2,24.8,1.02,59.8,1.17,2.18,53.3,1.36,0.00,40.3,297.1,175.2,6.26,2.52,0.44,1.70,0.87,45.4,39.0,85.9,3.01,Matches
90,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,4.2,51.9,2.14,16.7,31.9,5.95,0.00,50.7,0.00,0.24,0.0,0.00,0.00,30.2,184.3,77.1,1.67,0.71,0.00,0.48,0.48,30.7,29.8,96.9,0.48,Matches
91,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,23.2,66.3,7.24,35.8,32.6,1.98,0.78,65.4,0.04,0.04,100.0,0.04,0.00,43.5,240.4,131.9,3.23,0.47,0.00,0.09,0.17,43.8,43.4,99.2,0.52,Matches
92,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,1.5,63.3,0.00,8.67,26.7,30.0,3.33,60.7,0.67,0.67,100.0,0.67,0.00,43.3,246.7,44.7,2.67,0.00,0.00,2.00,3.33,53.3,44.7,83.8,10.7,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,19.4,47.4,7.42,30.8,16.6,3.09,1.24,46.2,0.15,0.36,42.9,0.21,0.05,24.1,138.9,69.1,1.08,0.57,0.00,0.31,0.10,23.2,22.4,96.7,1.03,Matches
94,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,21.1,64.4,1.04,12.2,34.2,22.1,0.95,59.3,0.09,0.24,40.0,0.09,0.00,40.4,194.4,96.2,4.60,1.90,0.09,0.62,0.95,44.6,40.0,89.8,3.84,Matches
95,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,22.7,45.7,1.45,10.4,24.4,13.7,1.59,42.7,0.22,0.40,55.6,0.22,0.00,27.6,156.3,71.1,3.17,0.75,0.00,1.06,0.57,34.5,28.1,81.3,3.39,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,1.9,77.4,0.53,11.6,38.4,30.0,1.58,66.3,0.00,1.05,0.0,0.00,0.00,46.3,202.1,85.8,3.68,1.58,0.00,1.58,1.05,53.7,44.7,83.3,4.21,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,11.5,52.4,4.00,18.0,20.7,18.3,1.48,44.3,0.96,1.57,61.1,1.04,0.00,29.6,225.0,124.3,4.43,2.00,0.17,0.96,1.22,30.6,27.3,89.2,2.17,Matches
98,James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,11.7,47.5,8.21,27.7,19.8,2.14,1.03,46.1,0.09,0.09,100.0,0.09,0.00,18.8,111.7,52.8,0.77,0.09,0.00,0.17,0.00,21.9,20.6,94.1,1.03,Matches
99,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,24.9,60.9,2.13,16.3,36.2,13.5,0.64,59.6,2.01,2.41,83.3,2.17,0.12,43.1,261.8,142.3,5.90,2.09,0.12,1.08,1.41,40.6,38.6,95.1,1.93,Matches
100,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,30.7,57.6,8.86,36.4,20.6,4.46,1.30,55.0,0.03,0.07,50.0,0.03,0.00,27.3,202.5,99.7,1.56,0.39,0.00,0.29,0.26,27.5,26.8,97.4,1.04,Matches
101,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,1.9,55.8,1.58,18.9,31.6,8.95,0.53,55.8,0.00,0.00,,0.00,0.00,40.0,222.1,86.3,4.21,0.53,0.53,0.53,1.05,44.2,40.5,91.7,0.53,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38.0,52.0,2.08,11.9,33.0,10.6,0.53,51.6,0.68,0.97,70.3,0.76,0.00,33.8,183.4,73.3,3.16,1.32,0.05,1.03,1.11,33.0,30.4,92.1,1.68,Matches
103,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35.0,32.3,29.6,32.3,0.11,0.03,0.00,26.9,0.00,0.00,,0.00,0.00,17.9,95.6,42.1,0.00,0.03,0.00,0.00,0.00,17.3,17.3,99.8,0.00,Matches
104,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,12.3,75.1,0.49,5.45,38.3,39.7,3.66,69.3,3.01,4.88,61.7,3.25,0.00,61.6,419.8,242.4,14.7,5.20,0.89,1.63,1.63,65.3,57.1,87.4,8.46,Matches
105,Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,2.0,55.5,7.50,36.5,18.5,2.50,0.50,54.5,0.50,0.50,100.0,0.50,0.00,33.5,222.5,71.5,3.00,0.50,0.00,0.00,0.50,31.5,31.0,98.4,0.00,Matches
106,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,34.1,58.2,3.55,18.4,26.3,16.8,0.56,48.8,0.18,0.47,37.5,0.29,0.03,32.6,159.8,77.4,3.61,1.44,0.12,0.53,0.50,33.3,31.6,94.7,0.97,Matches
107,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,17.4,44.9,1.72,3.79,21.7,21.4,5.06,44.4,0.34,0.86,40.0,0.52,0.00,17.2,53.6,15.5,0.80,0.46,0.11,1.90,1.03,56.6,34.3,60.7,9.89,Matches
108,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,0.1,60.0,10.0,20.0,10.0,40.0,0.00,50.0,10.0,10.0,100.0,10.0,0.00,40.0,100.0,0.00,0.00,10.0,0.00,0.00,0.00,20.0,20.0,100.0,0.00,Matches
109,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,33.4,68.2,3.89,23.0,28.4,21.9,1.32,58.3,0.48,0.75,64.0,0.60,0.03,39.5,240.4,149.4,6.11,2.75,0.36,0.90,0.66,41.2,38.4,93.4,2.90,Matches
110,Danilo\Danilo,br BRA,DF,Manchester City,26,1991,15.0,92.2,2.40,20.5,49.1,27.7,1.87,85.8,0.47,0.60,77.8,0.47,0.00,63.4,275.7,161.8,8.53,2.20,0.27,0.80,0.60,69.6,68.3,98.2,1.93,Matches
111,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,15.9,45.7,6.42,25.7,19.6,3.77,1.89,45.0,0.38,0.38,100.0,0.38,0.00,23.6,140.9,79.0,1.82,0.38,0.00,0.25,0.13,24.6,23.1,94.1,1.89,Matches
112,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10.0,33.6,28.1,33.5,0.10,0.10,0.00,23.4,0.00,0.00,,0.00,0.00,15.0,88.1,55.9,0.00,0.10,0.00,0.00,0.00,12.3,12.3,100.0,0.00,Matches
113,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,59.4,4.29,17.8,32.4,11.4,0.41,51.0,0.00,0.20,0.0,0.00,0.00,35.3,127.3,54.7,2.24,1.02,0.20,0.61,0.41,36.9,34.7,93.9,1.02,Matches
114,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,24,1993,25.8,75.3,3.06,16.2,34.3,29.5,1.63,64.0,0.70,1.01,69.2,0.70,0.12,44.9,239.3,135.9,6.40,2.33,0.35,0.78,0.58,48.6,45.1,92.8,3.18,Matches
115,Tom Davies\Tom-Davies,eng ENG,MF,Everton,19,1998,21.1,45.7,1.04,8.53,23.0,18.0,1.42,44.5,0.76,1.75,43.2,0.85,0.00,30.0,158.4,72.4,3.27,1.09,0.14,1.71,1.85,37.1,29.5,79.5,4.41,Matches
116,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,32,1985,16.9,72.0,2.01,13.3,42.3,21.8,1.18,69.2,0.65,1.01,64.7,0.77,0.06,48.1,255.9,124.9,6.09,2.31,0.18,0.95,0.95,53.7,49.2,91.5,4.62,Matches
117,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,27,1990,27.9,48.9,5.63,23.3,19.9,8.28,1.68,44.2,0.22,0.36,60.0,0.25,0.00,22.8,131.7,73.3,2.47,0.54,0.11,0.25,0.29,23.8,21.9,92.2,1.47,Matches
118,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,26,1991,34.1,97.7,0.56,9.85,45.5,51.2,2.70,90.1,1.17,1.82,64.5,1.26,0.06,71.7,407.3,245.7,12.7,5.13,0.76,1.82,1.50,80.6,75.4,93.5,7.68,Matches
119,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,29,1988,20.5,35.1,0.83,2.20,14.0,20.3,5.32,34.3,0.39,0.73,53.3,0.39,0.05,16.0,61.9,21.4,1.32,0.49,0.24,1.51,0.78,45.1,24.7,54.8,9.17,Matches
120,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,20.2,0.17,0.99,6.78,13.0,5.54,19.0,0.41,0.83,50.0,0.50,0.00,13.9,56.8,28.3,1.32,0.25,0.66,1.98,1.57,26.1,14.2,54.4,7.27,Matches
121,Steven Defour\Steven-Defour,be BEL,MF,Burnley,29,1988,22.2,55.5,2.21,13.5,34.8,10.9,0.41,54.5,0.68,0.86,78.9,0.72,0.18,36.1,218.0,117.7,4.68,1.58,0.14,0.54,0.23,34.7,33.3,96.1,1.13,Matches
122,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,49.1,13.6,37.3,13.6,0.00,0.00,49.1,0.00,0.00,,0.00,0.00,22.7,139.1,47.3,0.00,0.00,0.00,0.00,0.00,23.6,22.7,96.2,0.00,Matches
123,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,27,1989,19.3,97.6,1.92,22.1,52.8,31.1,0.36,91.5,1.09,1.19,91.3,1.09,0.00,74.4,327.9,179.1,7.46,3.63,0.05,0.62,0.41,73.5,71.2,96.9,0.88,Matches
124,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,30,1987,20.9,76.3,1.48,13.5,54.0,17.3,0.14,74.6,2.82,3.21,88.1,2.92,0.00,62.1,394.7,221.5,10.7,3.40,0.10,0.77,1.63,57.7,55.4,96.1,1.91,Matches
125,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,35.8,1.88,4.55,18.2,15.0,2.87,34.7,0.59,1.14,52.2,0.59,0.00,16.5,68.1,27.9,1.29,0.30,0.15,3.42,1.73,44.0,23.5,53.5,7.43,Matches
126,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,24,1992,21.6,51.7,7.87,31.9,20.0,3.56,0.83,50.4,0.32,0.46,70.0,0.32,0.00,28.9,172.9,97.7,2.04,0.74,0.00,0.28,0.23,30.1,29.4,97.5,0.51,Matches
127,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,46.7,1.25,5.63,16.5,29.2,5.63,44.6,2.71,4.58,59.1,2.92,0.00,36.3,241.5,145.6,6.67,3.13,1.67,2.92,2.29,42.5,32.1,75.5,6.67,Matches
128,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,21,1995,6.5,50.0,0.62,8.62,18.3,28.0,2.92,50.0,1.54,3.69,41.7,2.15,0.00,36.6,237.7,126.3,5.85,1.54,0.46,2.62,2.31,44.9,35.5,79.1,8.31,Matches
129,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,30,1987,22.7,49.2,1.98,13.7,29.1,9.43,0.93,48.9,0.93,1.72,53.8,1.06,0.09,29.6,134.2,65.9,2.51,1.01,0.00,1.23,1.37,30.7,26.8,87.2,1.54,Matches
130,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,17,1999,0.6,81.7,1.67,10.0,20.0,55.0,16.7,81.7,1.67,5.00,33.3,3.33,0.00,66.7,236.7,83.3,5.00,0.00,3.33,10.0,6.67,66.7,61.7,92.5,21.7,Matches
131,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,80.5,4.68,24.6,47.6,13.0,1.27,79.4,0.41,0.64,65.0,0.45,0.06,56.0,281.1,138.0,4.94,1.43,0.00,0.29,0.41,59.4,57.0,96.0,1.69,Matches
132,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,26,1991,14.0,89.2,5.36,37.7,53.2,3.86,1.21,88.4,0.07,0.14,50.0,0.07,0.00,57.9,354.9,200.0,6.36,0.64,0.00,0.21,0.00,62.6,61.2,97.7,1.00,Matches
133,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,26,1991,11.0,71.2,7.82,40.3,30.5,5.55,2.00,70.2,0.36,0.36,100.0,0.36,0.00,42.9,276.6,160.0,4.55,1.45,0.09,0.36,0.00,44.0,43.0,97.7,1.91,Matches
134,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,24,1993,36.9,71.8,2.52,18.2,40.3,18.8,1.90,70.6,0.81,1.36,60.0,1.00,0.03,49.2,273.6,143.5,5.45,1.92,0.19,1.06,1.03,49.0,45.6,93.0,3.28,Matches
135,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,26,1991,8.5,51.3,5.41,28.2,23.8,2.47,0.35,48.4,0.24,0.35,66.7,0.24,0.00,25.9,156.5,95.5,2.59,0.12,0.00,0.00,0.00,26.6,25.8,96.9,0.35,Matches
136,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,72.9,1.36,14.4,45.4,17.5,1.02,72.7,0.34,0.51,66.7,0.34,0.00,50.8,206.8,72.4,2.88,1.53,0.00,1.02,0.17,59.7,55.4,92.9,5.42,Matches
137,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,28.1,22.5,28.0,0.08,0.00,0.00,20.2,0.00,0.00,,0.00,0.00,14.3,87.6,45.2,0.00,0.00,0.00,0.00,0.00,10.5,10.5,100.0,0.00,Matches
138,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,25,1992,36.6,50.8,10.8,36.1,14.5,2.46,1.75,49.9,0.19,0.22,87.5,0.22,0.00,23.0,128.7,61.4,0.49,0.14,0.00,0.25,0.11,25.6,24.7,96.6,1.69,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,25,1991,17.8,52.5,5.28,22.9,21.7,9.89,0.22,45.3,0.00,0.00,,0.00,0.00,22.1,95.9,43.9,1.46,0.56,0.00,0.17,0.11,23.3,22.4,95.9,0.39,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,25,1991,38.0,52.5,8.42,34.7,19.4,2.58,0.97,51.4,0.21,0.26,80.0,0.24,0.00,28.4,203.7,114.9,1.89,0.58,0.03,0.24,0.24,26.6,26.0,98.0,0.66,Matches
141,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,29,1987,14.5,49.8,0.55,6.34,23.0,24.8,2.48,49.2,1.52,2.69,56.4,1.72,0.07,39.8,220.2,113.2,5.79,1.86,0.34,2.14,2.83,47.8,36.6,76.5,6.28,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,23,1993,35.5,29.8,25.0,29.5,0.34,0.00,0.00,26.8,0.03,0.03,100.0,0.03,0.00,19.8,86.5,44.2,0.00,0.00,0.00,0.03,0.06,17.0,17.0,99.5,0.00,Matches
143,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,18,1999,5.3,46.6,3.58,19.2,21.1,8.87,0.19,40.8,0.75,0.75,100.0,0.75,0.00,27.5,153.0,84.2,3.58,1.32,0.19,1.32,0.00,24.3,22.8,93.8,0.00,Matches
144,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,32.1,27.8,31.8,0.50,0.00,0.00,21.8,0.00,0.00,,0.00,0.00,13.4,88.1,58.2,0.00,0.00,0.00,0.00,0.00,11.3,11.3,100.0,0.00,Matches
145,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,25,1992,9.6,94.5,3.65,19.3,57.8,23.8,1.46,93.5,0.31,0.42,75.0,0.31,0.00,75.8,353.8,169.8,8.44,2.08,0.21,0.31,0.83,78.8,74.0,93.9,2.92,Matches
146,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,25,1992,35.8,79.2,0.61,6.68,38.1,40.9,2.79,72.4,0.73,1.68,43.3,0.81,0.06,56.4,311.7,155.3,8.58,3.60,0.31,1.93,1.40,65.5,57.1,87.1,7.82,Matches
147,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,29,1988,25.2,48.3,6.67,29.8,19.6,2.18,0.79,46.5,0.16,0.24,66.7,0.20,0.00,25.3,175.2,100.8,1.98,0.20,0.00,0.16,0.16,23.4,22.9,97.8,0.60,Matches
148,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,36,1981,2.5,57.2,4.00,22.4,26.8,11.2,0.00,48.8,0.80,0.80,100.0,0.80,0.00,34.4,156.4,88.4,3.20,1.60,0.00,0.40,1.60,34.4,30.0,87.2,0.40,Matches
149,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,32,1985,38.0,31.7,28.8,31.6,0.13,0.00,0.00,23.5,0.00,0.00,,0.00,0.00,14.9,90.7,45.6,0.00,0.00,0.00,0.00,0.00,12.3,12.3,99.8,0.00,Matches
150,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,30,1987,25.6,96.9,2.11,18.1,47.5,37.2,2.97,88.9,0.51,0.70,72.2,0.51,0.00,62.0,273.3,140.0,6.02,2.19,0.16,0.70,0.90,75.9,70.6,93.0,6.33,Matches
151,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,63.8,3.55,14.2,38.8,13.0,2.63,63.7,0.26,0.39,66.7,0.26,0.00,40.0,169.2,73.4,3.16,0.39,0.00,1.97,1.45,52.0,43.7,84.1,2.76,Matches
152,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,26,1991,19.0,60.2,2.00,17.5,25.0,22.4,1.21,53.8,0.79,1.47,53.6,0.95,0.00,38.7,236.5,131.5,6.16,2.42,0.42,0.74,0.47,39.7,35.9,90.3,2.11,Matches
153,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,27,1990,15.5,52.1,1.81,11.7,31.9,12.6,1.10,51.4,1.23,1.42,86.4,1.29,0.00,34.7,192.8,92.5,4.00,1.68,0.13,1.10,1.35,39.2,35.1,89.6,3.35,Matches
154,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,21,1996,9.4,38.7,0.96,9.89,22.6,8.94,1.28,38.1,1.17,1.38,84.6,1.28,0.11,25.4,142.6,63.5,2.87,0.64,0.21,1.17,0.96,29.3,23.4,80.0,2.87,Matches
155,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,28,1989,29.7,51.4,8.52,33.7,18.9,1.89,0.77,50.3,0.03,0.13,25.0,0.03,0.00,28.9,189.1,98.0,1.28,0.13,0.00,0.17,0.17,28.8,28.0,97.3,0.61,Matches
156,Fernandinho\Fernandinho,br BRA,MF,Manchester City,32,1985,32.0,101.8,2.81,21.9,65.9,21.6,1.59,100.8,0.44,0.66,66.7,0.56,0.00,73.0,398.3,232.8,10.7,3.44,0.16,0.53,0.47,79.6,78.0,98.0,2.25,Matches
157,Sam Field\Sam-Field,eng ENG,MF,West Brom,19,1998,6.0,39.7,1.33,9.50,19.8,13.2,1.50,39.0,1.00,1.50,66.7,1.00,0.17,24.5,102.0,36.7,1.00,0.33,0.17,0.50,2.33,25.7,21.2,82.5,1.67,Matches
158,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,25,1991,30.7,51.5,0.39,3.19,23.0,28.8,6.42,50.1,1.60,2.44,65.3,1.63,0.07,37.6,191.4,99.7,5.83,1.50,0.94,2.77,1.63,57.3,38.3,66.9,12.7,Matches
159,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,33,1984,24.7,51.2,2.27,11.9,33.4,8.95,0.40,49.1,0.73,1.05,69.2,0.77,0.04,33.0,174.7,60.9,2.02,0.69,0.04,0.73,0.49,32.3,31.1,96.1,1.09,Matches
160,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,17,2000,0.5,110.0,2.00,8.00,40.0,70.0,6.00,104.0,6.00,6.00,100.0,6.00,2.00,86.0,470.0,210.0,16.0,4.00,2.00,4.00,0.00,102.0,92.0,90.2,8.00,Matches
161,José Fonte\Jose-Fonte,pt POR,DF,West Ham,33,1983,7.6,56.2,5.92,23.9,31.1,6.32,1.32,54.6,0.26,0.26,100.0,0.26,0.00,34.5,221.7,113.2,4.61,1.58,0.00,0.39,0.00,34.3,32.5,94.6,1.58,Matches
162,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,29,1988,20.0,26.0,22.9,26.0,0.00,0.00,0.00,18.5,0.00,0.00,,0.00,0.00,11.1,51.3,30.8,0.00,0.00,0.00,0.00,0.00,9.25,9.20,99.5,0.00,Matches
163,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,34,1983,37.0,28.7,24.2,28.2,0.65,0.00,0.00,19.8,0.03,0.03,100.0,0.03,0.00,12.3,99.2,54.1,0.03,0.00,0.00,0.03,0.00,9.86,9.86,100.0,0.00,Matches
164,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,50.9,4.41,20.3,24.6,8.98,0.34,45.5,0.23,0.56,40.0,0.34,0.00,28.1,159.3,79.8,3.33,1.02,0.11,0.73,0.40,26.3,25.4,96.4,0.85,Matches
165,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,32,1985,30.1,70.9,7.08,33.2,29.9,12.0,1.10,64.9,0.37,0.66,55.0,0.40,0.03,37.7,213.2,105.4,3.32,0.96,0.03,0.30,0.13,40.7,38.2,94.0,1.23,Matches
166,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,23,1994,22.3,54.6,1.43,10.3,20.0,27.9,2.83,49.6,0.22,0.85,26.3,0.27,0.00,37.0,219.5,127.9,6.82,1.88,1.03,1.12,0.99,42.2,36.9,87.4,4.08,Matches
167,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,31,1986,21.3,66.2,4.32,21.9,29.4,18.9,0.33,55.8,0.47,0.70,66.7,0.56,0.00,31.9,173.8,87.3,3.15,1.36,0.00,0.56,0.42,35.1,32.7,93.2,1.64,Matches
168,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,23,1994,0.2,30.0,5.00,15.0,15.0,0.00,0.00,30.0,0.00,0.00,,0.00,0.00,20.0,55.0,5.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,100.0,0.00,Matches
169,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,26,1991,1.3,58.5,6.15,39.2,20.8,3.08,0.77,56.2,0.00,0.00,,0.00,0.00,24.6,202.3,100.8,1.54,0.77,0.00,0.00,0.00,24.6,24.6,100.0,0.00,Matches
170,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,25,1991,12.0,24.5,0.50,2.17,10.2,13.0,3.58,23.1,0.42,0.75,55.6,0.42,0.00,13.9,63.0,24.8,1.17,0.33,0.33,1.50,0.67,32.5,17.0,52.3,6.33,Matches
171,Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,32,1985,1.1,66.4,5.45,24.5,23.6,26.4,0.91,59.1,0.91,0.91,100.0,0.91,0.00,40.9,255.5,157.3,7.27,4.55,0.00,0.91,0.00,40.9,39.1,95.6,0.91,Matches
172,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,27,1989,30.6,64.0,2.03,16.7,38.7,13.2,0.39,63.5,0.59,1.05,56.3,0.65,0.07,41.6,234.4,99.2,3.92,1.27,0.07,0.75,1.08,41.0,37.8,92.3,1.70,Matches
173,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,29.5,0.83,2.16,13.8,15.3,4.31,28.3,0.41,0.64,64.3,0.46,0.00,16.9,74.6,32.9,1.70,0.78,0.32,2.11,1.19,41.0,21.1,51.3,7.71,Matches
174,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,24.0,19.0,24.0,0.00,0.00,0.00,20.0,0.00,0.00,,0.00,0.00,13.0,26.0,16.0,0.00,0.00,0.00,0.00,0.00,11.0,11.0,100.0,0.00,Matches
175,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,26,1990,37.0,27.9,25.2,27.8,0.03,0.03,0.00,20.9,0.03,0.03,100.0,0.03,0.00,12.2,62.7,32.5,0.00,0.00,0.00,0.00,0.00,11.5,11.5,99.8,0.00,Matches
