Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
112,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,21,1585,75,46.3,17.6,0.97,88,0.85,0.23,24,0.23,1.29,1.42,1.93,-0.51,-0.51,-0.27,1.32,1.40,-0.09,-0.08,-0.03,Matches
113,Danilo\Danilo,br BRA,DF,Manchester City,27,1991,11,807,73,23.6,9.0,1.00,89,0.89,0.22,2,1.67,2.45,2.11,0.78,1.33,+1.34,-0.73,2.13,0.73,1.41,+1.41,-0.09,Matches
114,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,10,663,66,19.4,7.4,0.95,90,0.95,0.41,10,1.22,2.00,2.16,1.35,0.81,+0.81,+1.08,1.66,1.22,0.45,+0.45,+0.50,Matches
115,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,27,1990,0,,,,,0,,0,0,,23,,,,,,,,,,,,Matches
116,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,6,443,74,13.0,4.9,1.02,89,0.82,0.20,0,2.04,1.33,1.02,1.63,-0.61,-0.61,-1.03,1.08,1.31,-0.22,-0.22,-0.61,Matches
117,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,27,1844,68,53.9,20.5,0.98,90,0.88,0.34,7,0.34,1.70,1.76,1.27,0.49,+0.49,-0.54,1.48,1.12,0.36,+0.36,+0.20,Matches
118,Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,16,980,61,28.7,10.9,0.92,89,0.83,0.55,16,1.83,1.63,1.19,1.74,-0.55,-0.55,-1.07,0.91,1.56,-0.65,-0.65,-0.97,Matches
119,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,3,98,33,2.9,1.1,0.91,92,0.91,1.82,3,6.36,0.67,0.91,3.64,-2.73,-2.76,-2.29,2.09,2.36,-0.27,-0.31,-0.06,Matches
120,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,19,975,51,28.5,10.8,1.02,74,0.37,0.74,21,0.09,2.53,2.59,0.28,2.31,+2.31,+0.58,2.29,0.61,1.68,+1.67,+0.25,Matches
121,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,32,2545,80,74.4,28.3,0.99,86,0.74,0.14,36,0.00,1.25,1.45,1.55,-0.11,-0.11,+0.31,1.27,1.49,-0.22,-0.22,-0.19,Matches
122,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,4,25,6,0.7,0.3,0.00,,0.00,13.3,5,53.3,1.50,0.00,6.67,-6.67,-7.20,-6.88,4.00,2.67,1.00,+1.22,+1.30,Matches
123,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,6,448,75,13.1,5.0,1.20,75,0.40,0.00,,0.60,0.17,0.60,2.80,-2.20,-2.21,-1.85,0.60,2.42,-1.82,-1.83,-1.46,Matches
124,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,11,725,66,21.2,8.1,0.99,84,0.62,0.37,19,0.74,2.18,2.72,1.11,1.60,+1.61,-0.36,2.25,0.95,1.30,+1.30,-0.23,Matches
125,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,10,515,52,15.1,5.7,1.23,65,0.35,0.53,21,0.00,2.10,1.75,1.05,0.70,+0.70,-0.04,1.32,1.33,-0.02,-0.01,-0.33,Matches
126,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,19,1467,77,42.9,16.3,1.04,85,0.80,0.12,13,0.49,1.79,1.35,1.29,0.06,+0.06,+0.06,1.18,1.13,0.04,+0.04,-0.44,Matches
127,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,23,1068,46,31.2,11.9,0.84,82,0.50,1.09,19,0.34,0.35,0.25,1.93,-1.68,-1.69,-0.38,0.78,1.66,-0.87,-0.88,+0.04,Matches
128,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,30,2066,69,60.4,23.0,1.13,76,0.26,0.17,24,0.00,1.23,1.43,1.26,0.17,+0.17,+0.91,1.36,1.33,0.03,+0.03,+0.51,Matches
129,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,1,54,54,1.6,0.6,1.67,54,0.00,0.00,,3.33,1.00,0.00,1.67,-1.67,-1.67,-1.77,2.33,1.67,0.83,+0.77,+0.60,Matches
130,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,12,552,46,16.1,6.1,0.98,75,0.16,0.98,17,0.98,0.25,0.33,2.62,-2.30,-2.28,-1.03,0.62,1.87,-1.26,-1.25,-0.41,Matches
131,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,29,2166,75,63.3,24.1,1.00,87,0.83,0.21,15,0.12,1.10,0.87,1.33,-0.46,-0.46,-0.82,0.90,1.42,-0.52,-0.52,-0.44,Matches
132,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,17,609,36,17.8,6.8,0.88,65,0.00,1.62,20,0.88,1.35,0.88,1.91,-1.03,-1.03,-1.16,1.29,1.84,-0.54,-0.55,-0.29,Matches
133,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,20,1506,75,44.0,16.7,1.08,83,0.72,0.12,6,0.24,1.85,1.56,1.08,0.48,+0.48,-0.46,1.41,1.40,0.01,+0.01,-0.46,Matches
134,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,35,2965,85,86.7,32.9,1.00,89,0.94,0.06,7,0.03,1.43,1.40,1.16,0.24,+0.24,+0.24,1.28,1.16,0.12,+0.13,+0.63,Matches
135,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,38,3384,89,98.9,37.6,1.01,89,0.98,0.00,,0.00,2.55,2.37,0.59,1.78,+1.78,+1.78,1.94,0.80,1.14,+1.14,-0.25,Matches
136,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33,2970,90,86.8,33.0,1.00,90,1.00,0.00,,0.15,1.55,1.45,1.30,0.15,+0.15,+1.75,1.34,1.53,-0.19,-0.19,+0.91,Matches
137,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,38,3144,83,91.9,34.9,1.00,87,0.83,0.09,30,0.00,1.50,1.17,1.17,0.00,0.00,-0.33,1.29,1.01,0.28,+0.28,-0.19,Matches
138,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,35,3062,87,89.5,34.0,1.00,89,0.97,0.03,36,0.00,1.37,1.50,1.65,-0.15,-0.15,+0.36,1.34,1.42,-0.09,-0.08,+0.80,Matches
139,Kieran Dowell\Kieran-Dowell,eng ENG,FWMF,Everton,20,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
140,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,1,1,1,0.0,0.0,0,,0,1,0,0,3.00,0,0,0,0.00,+0.05,0.1,0.3,-0.2,-19.74,-19.79,Matches
141,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,28,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
142,Anthony Driscoll-Glennon\Anthony-Driscoll-Glennon,eng ENG,DF,Burnley,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
143,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38,3420,90,100.0,38.0,1.00,90,1.00,0.00,,0.00,1.18,1.11,1.26,-0.16,-0.16,,1.02,1.38,-0.36,-0.36,,Matches
144,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,35,3087,88,90.3,34.3,1.02,88,0.99,0.00,,0.00,1.03,0.93,1.57,-0.64,-0.64,+0.17,0.95,1.52,-0.57,-0.57,+0.04,Matches
145,Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,1,45,45,1.3,0.5,2.00,45,0.00,0.00,,2.00,3.00,0.00,0.00,0.00,0.00,+1.44,0.20,0.80,-0.60,-0.60,+0.31,Matches
146,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,26,1990,77,58.2,22.1,0.95,90,0.90,0.23,21,0.09,1.19,1.04,1.22,-0.18,-0.18,-0.06,0.86,1.39,-0.53,-0.53,-0.42,Matches
147,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,36,3151,88,92.1,35.0,1.03,88,0.97,0.00,,0.00,0.97,0.89,1.57,-0.69,-0.69,-0.35,0.87,1.52,-0.65,-0.65,-0.94,Matches
148,Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,28,2055,73,60.1,22.8,0.92,87,0.83,0.31,32,0.09,0.39,0.66,1.97,-1.32,-1.31,+0.27,0.85,1.62,-0.77,-0.77,+0.35,Matches
149,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,30,1988,38,3376,89,98.7,37.5,0.99,90,0.99,0.03,45,0.00,0.89,0.91,1.79,-0.88,-0.88,+3.21,1.05,1.60,-0.55,-0.55,+2.49,Matches
150,Ederson\Ederson,br BRA,GK,Manchester City,24,1993,38,3420,90,100.0,38.0,1.00,90,1.00,0.00,,0.00,2.58,2.50,0.61,1.89,+1.89,,2.16,0.67,1.48,+1.49,,Matches
151,Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,15,2003,2,20,10,0.6,0.2,0.00,,0.00,10.0,9,15.0,0.00,0.00,5.00,-5.00,-4.50,-3.28,0.50,1.50,-1.00,-0.85,-0.18,Matches
152,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,26,1992,8,380,48,11.1,4.2,1.19,62,0.24,0.71,24,5.00,2.25,1.67,1.19,0.48,+0.47,-0.12,1.26,1.38,-0.12,-0.11,-0.20,Matches
153,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,23,1994,16,793,50,23.2,8.8,0.91,81,0.34,0.91,18,0.91,0.50,0.91,1.14,-0.23,-0.23,+0.39,1.37,1.06,0.32,+0.31,+0.73,Matches
154,Bright Enobakhare\Bright-Enobakhare,ng NGA,FWMF,Wolves,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
155,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,26,1992,35,2774,79,81.1,30.8,0.97,90,0.88,0.16,18,0.03,1.77,1.88,1.20,0.68,+0.68,-0.29,1.54,1.29,0.25,+0.25,-0.11,Matches
156,Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,28,1990,38,3420,90,100.0,38.0,1.00,90,1.00,0.00,,0.00,0.89,0.89,1.82,-0.92,-0.92,,1.05,1.63,-0.58,-0.58,,Matches
157,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,30,1988,24,1996,83,58.4,22.2,0.95,90,0.86,0.14,37,0.45,1.46,1.49,1.17,0.32,+0.32,+0.57,1.26,1.08,0.18,+0.18,-0.01,Matches
158,Timothy Eyoma\Timothy-Eyoma,eng ENG,DF,Tottenham,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
159,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,33,1985,38,3420,90,100.0,38.0,1.00,90,1.00,0.00,,0.00,1.37,1.37,1.45,-0.08,-0.08,,1.29,1.61,-0.31,-0.31,,Matches
160,Fabinho\Fabinho,br BRA,MF,Liverpool,24,1993,28,2017,72,59.0,22.4,0.94,90,0.85,0.31,18,0.27,2.54,2.50,0.63,1.88,+1.87,+0.27,2.04,0.81,1.23,+1.23,+0.19,Matches
161,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,31,1987,6,180,30,5.3,2.0,0.50,95,0.50,2.50,17,4.50,1.33,1.00,1.00,0.00,0.00,-0.67,1.80,0.65,1.15,+1.15,+0.57,Matches
162,Fabricio\Fabricio,es ESP,GK,Fulham,30,1987,2,180,90,5.3,2.0,1.00,90,1.00,0.00,,8.50,0.00,0.50,2.50,-2.00,-2.00,-0.81,1.10,1.80,-0.70,-0.70,-0.03,Matches
163,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,30,1987,14,752,54,22.0,8.4,0.71,91,0.71,0.95,26,0.36,1.36,1.67,1.67,0.00,0.00,-0.37,1.51,1.21,0.30,+0.29,-0.02,Matches
164,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,27,1991,29,2049,71,59.9,22.8,0.96,87,0.83,0.31,19,0.09,1.14,1.36,1.75,-0.39,-0.40,-0.53,1.31,1.60,-0.29,-0.29,-0.30,Matches
165,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,29,1989,19,1484,78,43.4,16.5,1.03,85,0.91,0.12,21,0.61,1.11,1.09,1.45,-0.36,-0.36,-0.36,0.97,1.53,-0.56,-0.56,-0.35,Matches
166,Fernandinho\Fernandinho,br BRA,MF,Manchester City,33,1985,29,2377,82,69.5,26.4,1.02,86,0.80,0.08,34,0.00,2.66,2.65,0.57,2.08,+2.08,+0.62,2.21,0.70,1.52,+1.51,+0.09,Matches
167,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,26,1991,34,2607,77,76.2,29.0,1.07,82,0.52,0.10,21,0.00,2.50,2.21,0.52,1.69,+1.69,-0.30,1.99,0.75,1.24,+1.24,+0.39,Matches
168,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,18,2000,13,335,26,9.8,3.7,0.81,80,0.27,2.70,10,4.32,2.77,2.43,0.00,2.43,+2.42,+0.58,2.30,0.65,1.65,+1.65,+0.18,Matches
169,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,30,1988,1,90,90,2.6,1.0,1.00,90,1.00,0.00,,4.00,0.00,0.00,3.00,-3.00,-3.00,-2.54,0.40,1.80,-1.40,-1.36,-1.14,Matches
170,Ben Foster\Ben-Foster,eng ENG,GK,Watford,35,1983,38,3420,90,100.0,38.0,1.00,90,1.00,0.00,,0.00,1.32,1.37,1.55,-0.18,-0.18,,1.26,1.43,-0.17,-0.17,,Matches
171,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,20,1998,12,793,66,23.2,8.8,1.14,73,0.68,0.23,31,0.45,0.67,1.14,2.05,-0.91,-0.91,+0.43,1.08,2.10,-1.02,-1.02,-0.45,Matches
172,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,20,1998,12,888,74,26.0,9.9,1.01,89,0.91,0.20,1,1.11,1.75,2.22,1.11,1.11,+1.11,+0.51,1.53,1.61,-0.08,-0.09,-0.48,Matches
173,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,33,1985,17,1229,72,35.9,13.7,0.95,87,0.88,0.29,26,0.07,1.47,1.39,1.75,-0.36,-0.37,0.00,1.30,1.43,-0.13,-0.13,-0.10,Matches
174,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,24,1994,38,3166,83,92.6,35.2,0.99,87,0.71,0.09,39,0.00,1.18,1.45,1.82,-0.37,-0.37,-0.02,1.45,1.44,0.01,+0.01,+1.02,Matches
175,Fred\Fred,br BRA,MF,Manchester Utd,25,1993,17,1041,61,30.4,11.6,1.12,76,0.43,0.34,14,1.29,1.65,1.55,1.64,-0.09,-0.09,-0.54,1.64,1.43,0.21,+0.21,-0.14,Matches
176,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,25,1992,15,1086,72,31.8,12.1,0.99,84,0.83,0.25,25,0.66,1.20,0.99,1.32,-0.33,-0.33,-0.37,1.15,1.84,-0.69,-0.70,-0.56,Matches
177,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,32,1986,3,207,69,6.1,2.3,0.87,91,0.87,0.43,26,12.6,1.00,0.87,2.17,-1.30,-1.30,-1.47,1.00,1.22,-0.22,-0.22,-0.42,Matches
178,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,26,1991,12,476,40,13.9,5.3,0.75,84,0.38,1.51,18,0.00,0.50,0.57,2.26,-1.70,-1.70,-1.37,1.21,1.72,-0.51,-0.52,-0.31,Matches
179,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,22,1995,4,34,9,1.0,0.4,0.00,,0.00,10.0,8,10.0,1.50,2.50,2.50,0.00,0.00,+0.53,1.25,3.75,-2.50,-2.73,-2.50,Matches
180,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,28,1989,33,2822,86,82.5,31.4,1.02,88,0.89,0.03,15,0.00,1.52,1.31,0.99,0.32,+0.32,+0.62,1.24,1.16,0.07,+0.07,+0.19,Matches
181,James Garner\James-Garner,eng ENG,MF,Manchester Utd,17,2001,1,1,1,0.0,0.0,0,,0,1,0,1,3.00,0,0,0,0.00,-0.29,0.0,0.0,0.0,-2.64,-2.95,Matches
182,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,26,1992,3,270,90,7.9,3.0,1.00,90,1.00,0.00,,10.7,2.00,1.33,0.67,0.67,+0.67,-0.08,1.77,1.03,0.73,+0.73,+0.51,Matches
183,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,27,1990,38,3420,90,100.0,38.0,1.00,90,1.00,0.00,,0.00,1.74,1.71,1.42,0.29,+0.29,,1.57,1.26,0.31,+0.31,,Matches
184,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,26,1992,19,743,39,21.7,8.3,0.96,63,0.24,1.33,22,0.84,0.89,0.72,1.57,-0.84,-0.85,-1.18,1.48,1.05,0.43,+0.44,+0.33,Matches
185,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,18,2000,26,663,26,19.4,7.4,0.68,72,0.00,2.84,14,1.35,1.38,1.35,1.62,-0.27,-0.27,-0.37,1.78,1.32,0.46,+0.46,+0.20,Matches
186,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,25,1993,1,62,62,1.8,0.7,1.43,62,0.00,0.00,,32.9,0.00,1.43,4.29,-2.86,-2.90,-2.34,1.43,1.71,-0.43,-0.43,+0.13,Matches
187,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,31,1986,27,847,31,24.8,9.4,0.74,77,0.21,2.13,15,0.96,1.96,2.45,0.53,1.91,+1.91,+1.70,1.90,0.84,1.06,+1.06,+0.60,Matches
188,André Gomes\Andre-Gomes,pt POR,MF,Everton,25,1993,27,1980,73,57.9,22.0,1.09,81,0.68,0.14,14,0.00,1.30,1.27,1.27,0.00,0.00,-0.50,1.26,1.25,0.02,+0.02,-0.05,Matches
189,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,17,2000,2,27,14,0.8,0.3,0.00,,0.00,6.67,13,3.33,1.50,0.00,3.33,-3.33,-3.33,-3.65,1.67,1.00,0.67,+0.52,+0.22,Matches
190,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,37,1981,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
191,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,21,1997,16,1063,66,31.1,11.8,1.02,85,0.93,0.34,12,0.17,2.63,1.44,0.34,1.10,+1.10,-0.96,1.81,0.88,0.92,+0.92,-0.33,Matches
192,Jon Gorenc Stanković\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,22,1996,11,715,65,20.9,7.9,1.14,79,0.51,0.25,0,2.03,0.64,0.63,2.53,-1.90,-1.89,-0.59,0.67,1.86,-1.19,-1.18,-0.35,Matches
193,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,28,1990,25,1739,70,50.8,19.3,0.98,84,0.78,0.31,22,0.05,1.28,1.66,1.71,-0.05,-0.05,+0.64,1.52,1.49,0.03,+0.03,+0.18,Matches
194,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,20,1997,13,877,67,25.6,9.7,0.93,88,0.82,0.41,21,0.10,0.38,0.93,2.37,-1.44,-1.44,-0.02,0.88,1.93,-1.05,-1.05,-0.19,Matches
195,Lee Grant\Lee-Grant,eng ENG,GK,Manchester Utd,35,1983,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
196,Andre Gray\Andre-Gray,eng ENG,FW,Watford,27,1991,29,1366,47,39.9,15.2,0.86,78,0.33,1.05,22,0.07,1.28,1.51,1.51,0.00,0.00,+0.31,1.22,1.58,-0.35,-0.35,-0.31,Matches
197,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,22,1996,34,1985,58,58.0,22.1,1.04,75,0.23,0.50,24,0.05,1.41,1.40,1.31,0.09,+0.09,+0.03,1.33,1.06,0.27,+0.27,+0.22,Matches
198,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,16,2001,3,117,39,3.4,1.3,0.77,92,0.77,1.54,13,0.00,1.00,0.77,1.54,-0.77,-0.77,-1.10,2.08,1.92,0.15,+0.15,-0.17,Matches
199,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,27,1991,25,1864,75,54.5,20.7,1.16,77,0.43,0.05,10,0.00,0.80,0.92,1.50,-0.58,-0.58,+0.17,0.98,1.26,-0.28,-0.28,+0.66,Matches
200,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,31,1987,20,1754,88,51.3,19.5,1.03,88,0.97,0.00,,0.87,1.70,1.64,1.18,0.46,+0.46,+1.06,1.47,1.19,0.27,+0.27,+0.47,Matches
201,Marc Guéhi\Marc-Guehi,eng ENG,DF,Chelsea,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
202,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,19,1999,33,2149,65,62.8,23.9,0.96,84,0.79,0.42,22,0.17,1.73,1.97,1.34,0.63,+0.63,+0.13,1.49,1.45,0.04,+0.04,-0.07,Matches
203,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,27,1990,31,2137,69,62.5,23.7,0.97,87,0.72,0.34,17,0.04,2.55,2.53,0.63,1.90,+1.90,0.00,2.10,0.65,1.45,+1.44,-0.11,Matches
204,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,22,1996,12,1080,90,31.6,12.0,1.00,90,1.00,0.00,,2.17,1.33,1.42,1.50,-0.08,-0.08,+0.65,1.16,1.37,-0.21,-0.20,+0.07,Matches
205,Aron Gunnarsson\Aron-Gunnarsson,is ISL,MF,Cardiff City,29,1989,28,2266,81,66.3,25.2,1.07,84,0.71,0.04,0,0.12,1.14,0.91,1.59,-0.67,-0.68,+0.73,1.03,1.47,-0.44,-0.44,+0.41,Matches
206,Viktor Gyökeres\Viktor-Gyokeres,se SWE,FWMF,Brighton,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
207,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,24,1994,24,1842,77,53.9,20.5,0.93,87,0.78,0.24,37,0.44,0.46,0.54,1.76,-1.22,-1.22,+0.43,0.73,1.53,-0.80,-0.80,+0.22,Matches
208,Ben Hamer\Ben-Hamer,eng ENG,GK,Huddersfield,30,1987,7,552,79,16.1,6.1,1.15,79,0.98,0.00,,4.26,0.14,0.49,3.44,-2.95,-2.93,-1.81,0.85,2.56,-1.70,-1.70,-0.94,Matches
209,Kadeem Harris\Kadeem-Harris,eng ENG,MFFW,Cardiff City,25,1993,13,375,29,11.0,4.2,0.71,85,0.48,2.38,12,3.10,1.46,1.90,1.43,0.48,+0.48,+1.57,1.29,1.95,-0.67,-0.68,-0.11,Matches
210,Joe Hart\Joe-Hart,eng ENG,GK,Burnley,31,1987,19,1710,90,50.0,19.0,1.00,90,1.00,0.00,,1.00,0.63,0.89,2.16,-1.26,-1.26,-1.32,0.88,1.98,-1.11,-1.11,-1.10,Matches
211,Kortney Hause\Kortney-Hause,eng ENG,DF,Wolves,23,1995,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
212,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,23,1995,25,1859,74,54.4,20.7,1.01,86,0.72,0.19,14,0.19,1.52,1.30,1.21,0.10,+0.10,+0.56,1.08,1.35,-0.28,-0.27,+0.19,Matches
213,Eden Hazard\Eden-Hazard,be BEL,FW,Chelsea,27,1991,37,2923,79,85.5,32.5,0.98,87,0.74,0.15,25,0.00,1.86,1.60,1.08,0.52,+0.52,-0.74,1.53,0.93,0.60,+0.60,-0.07,Matches
214,Rhys Healey\Rhys-Healey,wal WAL,FWMF,Cardiff City,23,1994,3,52,17,1.5,0.6,0.00,,0.00,5.00,16,8.33,0.33,0.00,1.67,-1.67,-1.73,-0.82,1.67,0.50,1.17,+1.21,+1.82,Matches
215,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,32,1986,19,1710,90,50.0,19.0,1.00,90,1.00,0.00,,1.00,1.47,1.47,1.42,0.05,+0.05,+1.32,1.33,1.34,-0.01,-0.01,+1.10,Matches
216,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,28,1990,32,1987,62,58.1,22.1,0.95,84,0.63,0.50,20,0.05,2.59,2.13,0.63,1.49,+1.49,-0.64,1.76,0.76,1.00,+1.00,-0.35,Matches
217,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,26,1992,32,2063,64,60.3,22.9,1.09,80,0.52,0.31,11,0.26,0.97,1.05,1.92,-0.87,-0.87,-0.67,0.93,1.62,-0.69,-0.69,-0.34,Matches
218,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,31,1987,18,1576,88,46.1,17.5,0.97,90,0.97,0.06,45,0.86,0.83,0.91,1.49,-0.57,-0.57,-0.96,1.19,1.30,-0.11,-0.11,-0.28,Matches
219,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,30,1988,25,1334,53,39.0,14.8,0.95,71,0.14,0.74,31,0.27,1.12,1.82,1.35,0.47,+0.47,+0.90,1.34,1.69,-0.35,-0.35,-0.06,Matches
220,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,28,1989,22,1403,64,41.0,15.6,1.03,79,0.58,0.38,24,0.19,2.05,2.12,1.15,0.96,+0.96,+1.14,1.69,1.20,0.49,+0.49,+0.31,Matches
221,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,26,1992,31,2039,66,59.6,22.7,1.01,82,0.31,0.35,19,0.09,1.87,2.03,0.97,1.06,+1.06,+0.80,1.61,1.15,0.46,+0.46,+0.47,Matches
222,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Chelsea,30,1987,14,1085,78,31.7,12.1,1.07,81,0.41,0.08,34,0.08,1.57,1.40,1.24,0.17,+0.17,-0.68,1.34,0.89,0.45,+0.45,-0.24,Matches
223,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,24,1994,13,1170,90,34.2,13.0,1.00,90,1.00,0.00,,0.31,0.62,0.77,1.85,-1.08,-1.08,-0.84,1.28,1.48,-0.19,-0.19,+0.09,Matches
224,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,29,1988,29,2367,82,69.2,26.3,1.10,82,0.72,0.00,,0.08,0.52,0.49,1.67,-1.18,-1.18,+0.79,0.78,1.53,-0.75,-0.75,+0.51,Matches
