Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,29,1988,28.4,55.7,44.3,11.5,0.28,0.04,11.6,0.81,2.61,0.04,0.00,0.00,0.00,30.5,10.4,14.9,5.42,35.4,2.89,11.2,0.07,42.9,0.11,1.06,0.99,2.01,Matches
91,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,21,1997,8.0,50.0,49.1,0.88,0.50,0.13,5.50,1.88,1.00,0.00,0.00,0.00,0.00,36.9,5.13,8.00,2.13,44.1,2.88,0.38,0.13,41.0,0.25,1.25,1.00,1.25,Matches
92,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,27,1991,31.0,50.7,46.0,4.71,1.84,0.00,5.77,1.74,0.45,0.00,0.00,0.00,0.00,31.4,5.16,14.2,2.16,40.6,3.58,2.84,0.19,39.4,0.19,1.39,0.42,0.58,Matches
93,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,29,1989,36.8,36.7,36.3,0.35,0.24,0.08,7.91,1.30,0.27,0.03,0.00,0.00,0.00,24.3,4.92,7.42,3.45,29.0,3.18,0.00,0.11,29.4,0.11,0.73,0.41,0.76,Matches
94,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,24,1994,14.9,33.1,32.1,0.94,0.13,0.13,6.91,0.40,2.48,0.47,0.00,0.00,0.00,25.2,4.03,3.83,23.7,7.52,1.41,0.20,0.07,25.0,0.00,0.34,0.74,2.08,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,28,1989,17.7,59.9,48.0,12.0,0.79,0.00,9.38,1.02,2.60,0.56,0.00,0.11,0.00,35.9,12.4,11.6,44.0,2.99,1.81,10.6,0.06,47.2,0.11,1.19,1.47,2.26,Matches
96,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,37,1981,1.0,25.0,25.0,0.00,0.00,0.00,12.0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,12.0,11.0,0.00,5.00,6.00,0.00,2.00,11.0,1.00,0.00,0.00,1.00,Matches
97,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,27,1991,7.0,32.7,26.9,5.86,0.71,0.00,5.00,0.86,1.29,0.00,0.00,0.00,0.00,16.4,5.71,10.6,18.6,4.86,3.57,5.14,0.00,23.9,0.43,1.43,0.14,0.71,Matches
98,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,19,1999,11.3,49.2,41.2,8.05,0.09,0.00,8.50,1.15,3.36,0.27,0.00,0.27,0.00,24.2,10.4,14.7,2.83,34.0,3.36,7.70,0.18,35.0,0.00,0.88,1.59,2.65,Matches
99,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,17,2001,0.8,16.3,16.3,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,13.8,1.25,1.25,5.00,8.75,2.50,0.00,0.00,8.75,1.25,0.00,0.00,1.25,Matches
100,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,27,1991,0.3,36.7,36.7,0.00,0.00,0.00,3.33,6.67,0.00,0.00,0.00,0.00,0.00,20.0,3.33,13.3,6.67,23.3,3.33,0.00,0.00,26.7,0.00,3.33,0.00,0.00,Matches
101,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,17.6,57.9,47.8,10.1,1.82,0.06,8.75,1.25,1.48,0.11,0.00,0.00,0.00,36.4,10.1,11.4,43.4,2.56,2.61,8.18,0.17,44.6,0.28,1.48,1.02,1.59,Matches
102,Danilo\Danilo,br BRA,DF,Manchester City,27,1991,9.0,96.8,85.2,11.6,0.89,0.11,20.4,1.22,1.11,0.00,0.00,0.00,0.00,68.7,15.1,13.0,10.0,72.7,2.44,10.7,0.11,85.2,0.44,1.56,1.11,1.67,Matches
103,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,7.4,32.8,30.1,2.70,2.43,0.00,4.32,1.08,0.14,0.14,0.14,0.00,0.00,19.6,3.38,9.86,5.27,23.1,3.11,0.14,0.27,25.7,0.41,0.95,0.14,0.68,Matches
104,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,4.9,42.0,36.1,5.92,0.00,0.00,6.33,1.02,0.61,0.00,0.00,0.00,0.00,27.3,7.35,7.35,5.92,28.2,1.63,5.92,0.20,35.9,0.20,0.41,0.41,0.41,Matches
105,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,20.5,64.1,54.2,9.90,0.54,0.00,10.8,0.68,1.61,0.34,0.05,0.00,0.00,40.9,10.9,12.3,44.7,5.85,2.59,9.02,0.44,52.2,0.00,1.12,0.93,1.80,Matches
106,Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,10.9,48.2,45.8,2.39,0.55,0.09,9.45,1.19,0.18,0.00,0.00,0.00,0.00,35.9,6.06,6.24,4.77,38.9,3.30,0.37,0.18,38.0,0.18,1.28,1.01,1.28,Matches
107,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,1.1,62.7,60.9,1.82,0.00,0.91,11.8,1.82,0.91,0.00,0.00,0.00,0.00,39.1,10.0,13.6,4.55,49.1,8.18,0.00,0.91,59.1,0.00,0.00,0.00,0.00,Matches
108,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,10.8,75.8,68.9,6.94,1.57,0.93,15.4,3.43,4.35,4.63,0.74,1.20,0.46,54.6,8.06,13.1,9.72,64.0,0.83,0.65,0.19,57.9,0.83,1.57,1.76,2.96,Matches
109,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,28.3,29.5,28.8,0.71,0.00,0.14,9.33,0.21,0.49,0.04,0.00,0.00,0.00,13.2,8.27,8.06,1.24,18.3,3.96,0.21,1.17,18.4,0.28,0.67,1.24,1.38,Matches
110,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
111,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,5.0,50.0,48.6,1.40,1.40,0.20,4.80,1.20,0.60,0.00,0.00,0.00,0.00,36.2,3.80,10.0,6.00,42.8,1.00,0.00,0.20,39.6,0.20,0.60,0.80,1.20,Matches
112,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,8.1,93.6,85.1,8.52,0.86,0.25,13.7,1.73,0.49,0.00,0.00,0.00,0.00,73.6,10.9,9.14,54.8,28.8,1.36,7.65,0.25,85.4,0.00,0.49,1.11,1.60,Matches
113,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,5.7,54.0,51.9,2.11,1.05,0.00,10.4,0.18,0.00,0.00,0.00,0.00,0.00,48.2,3.16,2.63,37.5,13.5,1.93,0.18,0.00,48.8,0.00,0.18,0.70,1.05,Matches
114,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,16.3,38.3,38.1,0.25,0.12,0.06,9.45,0.74,0.49,0.00,0.00,0.00,0.00,24.5,7.42,6.44,6.75,25.5,3.62,0.12,0.18,30.9,0.00,0.49,0.67,0.98,Matches
115,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,21.9,20.9,1.01,0.00,0.08,7.31,0.00,0.34,0.00,0.00,0.00,0.00,12.0,4.87,5.04,1.34,13.0,3.36,0.00,1.01,14.2,0.00,0.42,0.67,0.67,Matches
116,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,23.0,34.6,31.8,2.74,0.57,0.30,7.96,0.48,2.26,0.39,0.17,0.00,0.00,25.9,4.65,4.00,3.13,30.1,0.87,0.26,0.13,25.2,0.13,0.39,1.04,1.83,Matches
117,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,0.6,30.0,30.0,0.00,0.00,0.00,13.3,0.00,3.33,0.00,0.00,0.00,0.00,23.3,1.67,5.00,18.3,6.67,1.67,0.00,0.00,16.7,0.00,1.67,3.33,1.67,Matches
118,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,6.1,26.9,25.9,0.98,0.16,0.00,6.72,0.33,2.30,0.16,0.00,0.00,0.00,19.3,3.44,4.10,20.2,3.93,2.13,0.00,0.33,19.3,0.16,1.15,0.33,1.64,Matches
119,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,24.1,30.7,30.4,0.37,0.04,0.04,5.60,1.33,0.37,0.00,0.00,0.00,0.00,19.8,4.40,6.51,4.56,23.3,1.74,0.04,0.33,23.7,0.08,1.16,0.87,0.75,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,6.8,39.0,37.9,1.03,0.00,0.44,7.65,0.74,1.03,0.74,0.00,0.00,0.00,29.4,5.29,4.26,31.6,4.26,1.76,0.29,0.15,29.4,0.44,0.44,0.59,1.32,Matches
121,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,16.7,63.4,61.7,1.68,1.44,0.00,9.88,1.56,0.36,0.00,0.00,0.00,0.00,48.6,4.97,9.76,8.50,50.2,3.29,0.12,0.00,53.3,0.06,1.26,0.96,1.08,Matches
122,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,32.9,62.6,46.3,16.3,2.40,0.03,12.1,2.58,4.80,2.74,0.18,0.52,0.06,29.0,10.9,22.6,43.3,2.92,3.56,11.2,0.18,44.4,0.24,1.52,1.67,2.19,Matches
123,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,37.6,79.7,78.2,1.49,1.36,0.08,7.63,3.59,0.19,0.00,0.00,0.00,0.00,62.5,4.87,12.3,9.07,62.4,5.56,0.13,0.27,72.0,0.19,1.09,0.29,0.43,Matches
124,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33.0,34.6,33.9,0.70,0.58,0.00,5.03,0.58,0.00,0.00,0.00,0.00,0.00,26.7,3.06,4.82,4.61,26.5,2.45,0.12,0.09,29.5,0.12,0.70,0.27,0.42,Matches
125,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,34.9,52.4,42.1,10.3,0.11,0.09,10.1,1.17,2.03,0.00,0.00,0.00,0.00,24.5,12.7,15.2,2.72,32.2,4.96,10.1,0.26,38.2,0.29,1.15,1.38,2.03,Matches
126,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,34.0,57.9,56.3,1.53,1.18,0.15,10.5,1.56,0.71,0.03,0.00,0.00,0.00,45.7,6.41,5.71,8.12,45.6,3.09,0.03,0.26,48.2,0.24,0.59,1.35,1.74,Matches
127,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0,Matches
128,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38.0,30.3,19.4,10.9,2.58,0.00,3.16,0.79,0.00,0.00,0.00,0.00,0.00,10.4,1.13,18.8,1.79,22.9,0.03,0.00,3.79,18.1,0.08,0.82,0.11,0.16,Matches
129,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,34.3,37.0,36.1,0.85,0.67,0.00,5.57,1.69,0.15,0.00,0.00,0.00,0.00,23.1,4.05,9.80,1.92,28.9,3.73,0.17,0.38,28.9,0.15,0.90,0.20,0.35,Matches
130,Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,0.5,56.0,44.0,12.0,0.00,0.00,16.0,0.00,2.00,0.00,0.00,0.00,0.00,30.0,8.00,18.0,0.00,40.0,4.00,12.0,0.00,40.0,0.00,4.00,0.00,2.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,22.1,40.0,34.4,5.61,0.63,0.05,5.52,0.68,0.72,0.14,0.00,0.00,0.00,20.9,5.61,13.5,29.0,1.67,3.48,4.84,0.05,28.9,0.05,0.72,0.68,1.04,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,35.0,42.5,40.9,1.60,1.17,0.03,5.00,3.06,0.20,0.03,0.00,0.00,0.00,28.4,4.86,9.29,1.86,35.9,3.14,0.40,0.49,35.4,0.17,1.00,0.43,0.57,Matches
133,Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,22.8,47.0,35.9,11.1,0.35,0.00,7.76,0.70,2.32,0.09,0.00,0.04,0.00,22.0,10.1,15.0,9.08,24.4,2.15,10.7,0.09,32.8,0.22,1.40,0.83,2.15,Matches
134,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,30,1988,37.5,29.6,25.5,4.08,1.07,0.03,4.37,0.61,0.40,0.00,0.00,0.00,0.00,12.9,5.12,11.6,3.28,19.3,2.93,2.99,0.08,18.8,0.19,1.49,0.61,0.72,Matches
135,Ederson\Ederson,br BRA,GK,Manchester City,24,1993,38.0,28.2,22.4,5.76,1.29,0.08,2.92,1.16,0.00,0.00,0.00,0.00,0.00,20.7,1.32,6.18,18.2,4.68,0.03,0.00,4.55,24.2,0.11,0.50,0.08,0.08,Matches
136,Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,15,2003,0.2,60.0,60.0,0.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,45.0,5.00,10.0,55.0,5.00,0.00,0.00,0.00,50.0,0.00,5.00,0.00,0.00,Matches
137,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,26,1992,4.2,68.3,66.4,1.90,1.19,0.00,11.9,1.67,0.24,0.00,0.00,0.00,0.00,55.7,6.90,5.71,2.62,63.3,1.19,0.71,0.00,61.7,0.48,0.24,0.48,0.95,Matches
138,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,23,1994,8.8,30.7,26.9,3.75,0.68,0.11,6.02,1.48,1.59,2.50,0.00,0.00,0.00,18.1,5.34,7.27,8.64,19.2,1.82,0.23,0.11,20.0,0.11,0.57,0.91,1.70,Matches
139,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,26,1992,30.8,64.4,59.5,4.90,1.79,0.26,12.3,2.37,1.88,2.31,0.29,0.36,0.00,44.5,7.76,12.2,15.0,46.5,2.50,0.19,0.06,50.0,0.29,0.84,1.36,1.95,Matches
140,Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,28,1990,38.0,31.3,18.9,12.3,3.95,0.03,2.61,0.53,0.00,0.00,0.00,0.00,0.00,1.29,0.50,29.5,1.21,24.4,0.00,0.00,1.29,10.4,0.16,1.61,0.18,0.05,Matches
141,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,30,1988,22.2,45.6,43.8,1.85,1.76,0.09,5.86,1.67,0.05,0.05,0.00,0.00,0.00,33.0,3.24,9.41,13.2,27.7,3.33,0.05,0.14,39.1,0.05,0.99,0.32,0.32,Matches
142,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,33,1985,38.0,31.7,19.7,12.0,4.00,0.00,1.95,1.45,0.00,0.00,0.00,0.00,0.00,8.37,1.71,21.6,1.32,23.9,0.03,0.00,3.74,17.1,0.32,1.21,0.16,0.05,Matches
143,Fabinho\Fabinho,br BRA,MF,Liverpool,24,1993,22.4,72.8,70.8,1.96,1.74,0.13,12.0,2.32,0.45,0.00,0.00,0.00,0.00,52.8,7.32,12.7,3.44,64.5,3.13,0.18,0.09,62.6,0.13,0.94,0.80,1.12,Matches
144,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,31,1987,2.0,96.5,91.0,5.50,4.00,1.50,10.0,3.00,0.00,0.50,0.00,0.00,0.00,78.0,6.50,12.0,6.00,88.5,0.00,1.00,0.00,82.5,1.00,0.50,2.50,1.00,Matches
145,Fabricio\Fabricio,es ESP,GK,Fulham,30,1987,2.0,25.0,19.5,5.50,1.50,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,11.0,0.00,14.0,3.50,13.0,0.00,0.00,6.00,17.0,0.00,1.00,0.00,0.00,Matches
146,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,30,1987,8.4,51.5,51.2,0.36,0.12,0.00,8.69,0.83,0.48,0.00,0.00,0.00,0.00,38.2,6.07,7.26,7.26,36.2,5.00,0.24,0.48,41.3,0.24,1.31,0.24,2.02,Matches
147,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,27,1991,22.8,51.5,42.3,9.17,0.66,0.04,7.28,1.32,2.54,0.31,0.04,0.22,0.00,31.7,10.3,9.52,4.25,36.4,2.41,8.20,0.00,41.7,0.13,1.05,0.96,1.18,Matches
148,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,29,1989,16.5,37.7,36.5,1.15,1.09,0.00,4.73,1.45,0.30,0.00,0.00,0.00,0.00,24.4,2.36,10.9,1.82,31.8,3.33,0.06,0.00,29.3,0.24,1.09,0.24,0.61,Matches
149,Fernandinho\Fernandinho,br BRA,MF,Manchester City,33,1985,26.4,78.3,76.9,1.40,1.14,0.53,12.2,1.40,0.23,0.04,0.00,0.00,0.00,62.7,6.52,9.13,10.5,63.2,3.11,0.23,0.27,68.3,0.34,0.95,0.83,1.29,Matches
150,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,26,1991,29.0,44.9,44.1,0.86,0.03,0.45,9.76,0.31,0.83,0.03,0.00,0.00,0.00,35.3,5.79,3.83,5.69,36.1,1.79,0.55,0.34,36.4,0.21,0.48,1.38,1.41,Matches
151,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,18,2000,3.7,63.5,62.4,1.08,0.00,0.27,10.8,0.54,1.35,0.81,0.00,0.00,0.00,53.8,6.49,3.24,53.0,8.38,0.81,0.27,0.81,54.6,0.27,0.81,2.16,1.89,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,30,1988,1.0,23.0,12.0,11.0,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,18.0,3.00,15.0,0.00,0.00,4.00,10.0,0.00,2.00,0.00,0.00,Matches
153,Ben Foster\Ben-Foster,eng ENG,GK,Watford,35,1983,38.0,32.7,19.8,12.8,4.95,0.00,2.29,1.26,0.00,0.00,0.00,0.00,0.00,5.89,1.45,25.3,21.5,5.71,0.00,0.00,2.61,15.8,0.45,1.11,0.18,0.18,Matches
154,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,20,1998,8.8,53.5,46.9,6.59,0.45,0.00,5.91,1.02,1.14,0.00,0.00,0.00,0.00,36.7,4.43,12.4,3.30,41.9,2.05,6.14,0.11,42.3,0.23,2.05,1.02,0.91,Matches
155,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,20,1998,9.9,59.4,56.7,2.73,1.11,0.00,10.2,2.12,0.61,0.00,0.00,0.00,0.00,47.3,4.75,7.37,5.15,47.8,3.23,1.62,0.20,51.1,0.30,0.91,0.71,1.11,Matches
156,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,33,1985,13.7,59.5,49.3,10.1,1.17,0.07,7.45,1.46,2.70,0.15,0.00,0.00,0.00,30.8,10.7,18.0,5.55,37.8,5.18,8.83,0.22,43.6,0.22,1.61,1.68,1.75,Matches
157,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,24,1994,35.2,42.8,36.6,6.14,1.68,0.09,6.79,2.13,4.43,3.18,0.26,0.37,0.06,26.2,5.54,11.0,7.13,33.3,1.56,0.45,0.14,28.9,0.17,0.88,1.39,2.16,Matches
158,Fred\Fred,br BRA,MF,Manchester Utd,25,1993,11.6,66.3,63.9,2.41,1.81,0.00,11.7,3.02,0.52,0.34,0.00,0.00,0.00,49.4,7.67,9.22,46.0,18.7,1.12,0.17,0.17,56.6,0.43,1.47,0.95,1.38,Matches
159,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,25,1992,12.1,45.3,36.5,8.76,0.58,0.00,8.51,0.41,1.65,0.00,0.00,0.00,0.00,24.5,7.36,13.4,3.55,29.7,3.06,8.18,0.00,32.8,0.08,1.24,0.66,1.65,Matches
160,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,32,1986,2.3,68.7,56.5,12.2,1.30,0.00,8.70,2.17,6.09,0.00,0.00,0.00,0.00,32.6,16.1,20.0,49.6,4.35,2.61,10.9,0.87,52.6,0.43,1.30,0.87,3.48,Matches
161,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,26,1991,5.3,22.5,22.1,0.38,0.00,0.00,6.42,0.00,0.57,0.00,0.00,0.00,0.00,14.9,3.77,3.77,15.3,3.96,2.26,0.00,0.19,15.7,0.38,0.57,0.38,1.32,Matches
162,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,22,1995,0.4,20.0,20.0,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,7.50,10.0,0.00,7.50,10.0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
163,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,28,1989,31.4,56.0,54.4,1.56,1.08,0.03,11.8,1.40,0.22,0.00,0.00,0.00,0.00,42.8,6.24,6.94,5.70,45.7,3.54,0.10,0.32,47.1,0.22,1.11,1.08,0.70,Matches
164,James Garner\James-Garner,eng ENG,MF,Manchester Utd,17,2001,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Matches
165,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,26,1992,3.0,35.0,25.0,10.0,1.67,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,17.7,0.33,17.0,0.33,28.7,0.00,0.00,4.00,23.3,0.00,2.33,0.33,0.00,Matches
166,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,27,1990,38.0,28.6,17.7,10.9,2.21,0.00,2.26,0.76,0.00,0.00,0.00,0.00,0.00,9.58,1.50,17.5,0.95,22.2,0.03,0.00,3.76,18.7,0.11,0.66,0.13,0.05,Matches
167,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,26,1992,8.3,56.1,51.1,5.06,1.69,0.12,9.76,3.13,2.89,2.77,0.00,0.00,0.00,36.9,7.95,11.3,44.9,6.63,3.61,0.48,0.00,42.8,0.12,0.72,1.20,2.05,Matches
168,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,18,2000,7.4,45.4,43.1,2.30,0.54,0.27,9.86,2.03,0.95,1.08,0.00,0.41,0.00,29.2,9.73,6.49,1.62,39.1,3.38,0.00,0.27,36.6,0.14,0.27,1.08,1.35,Matches
169,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,25,1993,0.7,45.7,44.3,1.43,0.00,0.00,17.1,0.00,0.00,0.00,0.00,0.00,0.00,25.7,5.71,14.3,38.6,1.43,1.43,1.43,0.00,30.0,0.00,0.00,0.00,1.43,Matches
170,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,31,1986,9.4,26.7,26.2,0.53,0.00,0.11,4.89,0.43,0.00,0.00,0.00,0.00,0.00,16.6,5.32,4.79,16.5,5.64,2.45,0.00,0.32,18.5,0.11,0.21,0.96,0.85,Matches
171,André Gomes\Andre-Gomes,pt POR,MF,Everton,25,1993,22.0,55.9,54.1,1.82,0.91,0.05,13.3,2.82,0.82,0.00,0.00,0.00,0.00,41.5,6.23,8.18,13.2,39.4,1.86,0.23,0.09,46.6,0.09,1.14,1.27,1.05,Matches
172,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,17,2000,0.3,76.7,76.7,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,56.7,6.67,13.3,3.33,70.0,3.33,0.00,0.00,66.7,0.00,0.00,0.00,0.00,Matches
173,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,21,1997,11.8,70.2,65.7,4.49,1.02,0.00,8.90,1.86,0.76,0.00,0.00,0.00,0.00,52.9,5.17,12.1,5.59,55.9,3.90,3.47,0.08,59.7,0.34,1.19,0.68,0.93,Matches
174,Jon Gorenc Stanković\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,22,1996,7.9,36.3,34.7,1.65,1.27,0.00,9.62,0.51,0.13,0.00,0.00,0.00,0.00,24.4,4.18,7.72,4.81,27.7,2.53,0.25,0.00,28.6,0.25,1.01,0.51,0.89,Matches
175,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,28,1990,19.3,49.3,47.7,1.61,1.09,0.16,8.34,1.30,0.21,0.05,0.00,0.00,0.00,34.6,7.25,7.41,3.83,41.5,2.75,0.21,0.21,39.1,0.05,1.24,0.98,0.98,Matches
176,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,20,1997,9.7,22.0,20.1,1.86,0.00,0.00,4.43,0.00,0.82,0.00,0.00,0.00,0.00,12.6,5.15,4.23,2.68,16.5,2.06,0.10,0.21,15.2,0.00,0.31,0.72,1.86,Matches
177,Andre Gray\Andre-Gray,eng ENG,FW,Watford,27,1991,15.2,16.8,16.4,0.33,0.00,0.00,3.42,0.33,0.59,0.00,0.00,0.00,0.00,11.4,3.29,2.11,3.68,10.9,1.18,0.07,0.39,11.3,0.07,0.39,0.53,0.92,Matches
178,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,22,1996,22.1,32.1,31.3,0.77,0.09,0.14,7.33,0.86,1.72,0.41,0.00,0.00,0.00,23.4,3.67,5.02,2.71,27.3,1.40,0.18,0.14,23.7,0.14,0.41,0.45,1.86,Matches
179,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,16,2001,1.3,46.9,44.6,2.31,0.00,0.77,6.92,0.00,2.31,1.54,0.00,0.00,0.00,41.5,3.85,1.54,33.8,12.3,0.00,0.77,0.00,39.2,0.00,0.00,2.31,1.54,Matches
180,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,27,1991,20.7,45.8,39.8,5.99,2.42,0.10,7.05,4.78,3.14,2.75,0.48,0.24,0.05,25.7,6.04,14.1,8.26,34.9,2.27,0.14,0.05,31.6,0.48,1.30,1.01,1.26,Matches
181,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,31,1987,19.5,30.4,17.8,12.5,2.72,0.00,2.72,0.62,0.00,0.00,0.00,0.00,0.00,7.54,1.69,21.1,1.54,21.4,0.00,0.00,4.31,15.2,0.36,0.87,0.05,0.05,Matches
182,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,19,1999,23.9,67.9,66.1,1.84,1.59,0.21,10.4,1.30,0.46,0.08,0.00,0.00,0.00,55.3,6.36,6.28,3.72,60.8,2.51,0.17,0.17,59.1,0.21,0.71,0.96,1.63,Matches
183,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,27,1990,23.7,88.4,83.2,5.15,1.48,0.63,13.4,2.66,1.18,3.42,0.72,0.59,0.30,69.6,7.00,11.8,23.0,62.7,1.73,0.21,0.21,77.5,0.42,0.76,0.84,1.39,Matches
