Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
230,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,21,1996,26.2,0.34,2.18,0.88,40.4,2.18,0.88,0.16,0.39,13.4,0.00,0.00,0.00,0.31,0.31,0.14,0.03,0.03,Matches
231,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,28,1990,23.9,0.13,0.33,0.17,50.0,0.34,0.17,0.38,0.75,13.0,0.00,0.00,0.00,0.04,0.04,0.13,0.08,0.08,Matches
232,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,27,1991,17.6,0.00,0.45,0.11,25.0,0.45,0.11,0.00,0.00,7.1,0.00,0.00,0.00,0.07,0.07,0.17,-0.07,-0.07,Matches
233,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,26,1992,13.1,0.00,1.07,0.23,21.4,1.07,0.23,0.00,0.00,13.2,0.00,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,Matches
234,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWMF,Fulham,23,1995,7.7,0.39,2.47,1.04,42.1,2.47,1.04,0.11,0.25,18.5,0.00,0.13,0.26,0.48,0.29,0.11,-0.09,-0.03,Matches
235,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,25,1993,26.9,0.63,3.61,1.56,43.3,3.60,1.56,0.13,0.31,16.0,0.15,0.15,0.15,0.52,0.41,0.12,0.11,0.07,Matches
236,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,27,1991,34.4,0.12,0.84,0.17,20.7,0.84,0.17,0.14,0.67,17.5,0.00,0.00,0.00,0.08,0.08,0.09,0.04,0.04,Matches
237,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,30,1988,10.4,0.10,0.38,0.10,25.0,0.38,0.10,0.25,1.00,23.7,0.00,0.00,0.00,0.03,0.03,0.09,0.07,0.07,Matches
238,Michael Keane\Michael-Keane,eng ENG,DF,Everton,25,1993,33.0,0.03,0.88,0.27,31.0,0.88,0.27,0.03,0.11,9.4,0.00,0.00,0.00,0.06,0.06,0.06,-0.03,-0.03,Matches
239,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,26,1992,1.2,0.00,0.83,0.00,0.0,0.83,0.00,0.00,,5.1,0.00,0.00,0.00,0.08,0.08,0.06,-0.08,-0.08,Matches
240,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,23,1995,15.4,0.13,1.82,0.58,32.1,1.81,0.58,0.07,0.22,17.5,0.00,0.00,0.00,0.14,0.14,0.08,-0.01,-0.01,Matches
241,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,28,1990,12.3,0.00,0.24,0.08,33.3,0.24,0.08,0.00,0.00,7.4,0.00,0.00,0.00,0.03,0.03,0.14,-0.03,-0.03,Matches
242,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,22,1996,15.0,0.07,1.93,0.33,17.2,1.94,0.33,0.03,0.20,21.7,0.07,0.00,0.07,0.17,0.11,0.06,-0.10,-0.05,Matches
243,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,21,1997,8.8,0.00,0.34,0.00,0.0,0.34,0.00,0.00,,24.1,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
244,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
245,Joshua King\Joshua-King,no NOR,FW,Bournemouth,26,1992,32.9,0.36,1.95,0.55,28.1,1.95,0.55,0.11,0.39,15.4,0.00,0.15,0.18,0.38,0.24,0.12,-0.02,-0.03,Matches
246,Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Brighton,26,1991,20.4,0.10,1.42,0.44,31.0,1.42,0.44,0.07,0.22,16.8,0.10,0.00,0.00,0.14,0.14,0.10,-0.04,-0.04,Matches
247,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,25,1993,21.0,0.00,0.48,0.10,20.0,0.48,0.10,0.00,0.00,16.5,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
248,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,32,1986,13.6,0.07,0.22,0.07,33.3,0.22,0.07,0.33,1.00,23.0,0.00,0.00,0.00,0.01,0.01,0.05,0.06,0.06,Matches
249,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,24,1994,30.2,0.03,0.46,0.13,28.6,0.46,0.13,0.07,0.25,13.0,0.00,0.00,0.00,0.04,0.04,0.08,-0.01,-0.01,Matches
250,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,32,1985,14.8,0.20,0.34,0.27,80.0,0.34,0.27,0.60,0.75,5.8,0.00,0.00,0.00,0.11,0.11,0.35,0.09,0.09,Matches
251,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,28,1989,21.1,0.00,1.00,0.38,38.1,1.00,0.38,0.00,0.00,19.5,0.00,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,Matches
252,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,24,1994,19.3,0.00,1.50,0.16,10.3,1.50,0.16,0.00,0.00,20.1,0.00,0.00,0.00,0.09,0.09,0.06,-0.09,-0.09,Matches
253,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,27,1991,4.5,0.00,1.11,0.00,0.0,1.11,0.00,0.00,,23.7,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
254,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,27,1991,27.8,0.47,2.91,1.01,34.6,2.91,1.01,0.16,0.46,13.6,0.04,0.00,0.00,0.42,0.42,0.15,0.04,0.04,Matches
255,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,30,1988,5.2,0.00,0.96,0.38,40.0,0.96,0.38,0.00,0.00,16.2,0.00,0.00,0.00,0.08,0.08,0.08,-0.08,-0.08,Matches
256,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,26,1992,10.8,0.37,2.69,1.02,37.9,2.68,1.02,0.14,0.36,15.3,0.09,0.00,0.00,0.31,0.31,0.12,0.06,0.06,Matches
257,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,25,1993,7.6,0.13,1.45,0.53,36.4,1.44,0.52,0.09,0.25,19.0,0.39,0.00,0.00,0.17,0.17,0.12,-0.04,-0.04,Matches
258,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,24,1994,34.0,0.09,0.79,0.21,25.9,0.79,0.21,0.11,0.43,16.0,0.00,0.00,0.00,0.06,0.06,0.08,0.02,0.02,Matches
259,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,24,1993,30.5,0.00,0.33,0.03,10.0,0.33,0.03,0.00,0.00,9.8,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
260,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,28,1989,25.0,0.00,0.16,0.00,0.0,0.16,0.00,0.00,,13.6,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
261,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,27,1991,11.7,0.00,0.51,0.17,33.3,0.51,0.17,0.00,0.00,15.5,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
262,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,24,1993,17.9,0.06,1.51,0.22,14.8,1.51,0.22,0.04,0.25,20.8,0.00,0.00,0.00,0.07,0.07,0.04,-0.01,-0.01,Matches
263,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,31,1987,13.5,0.07,0.30,0.15,50.0,0.30,0.15,0.25,0.50,14.5,0.00,0.00,0.00,0.03,0.03,0.11,0.04,0.04,Matches
264,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,26,1992,31.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
265,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,23,1994,27.8,0.07,1.19,0.29,24.2,1.19,0.29,0.06,0.25,25.7,0.00,0.00,0.00,0.04,0.04,0.03,0.03,0.03,Matches
266,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,34,1984,10.4,0.00,0.10,0.00,0.0,0.10,0.00,0.00,,31.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
267,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,24,1994,28.9,0.03,0.24,0.03,14.3,0.24,0.03,0.14,1.00,7.1,0.00,0.00,0.00,0.02,0.02,0.09,0.01,0.01,Matches
268,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,25,1992,18.5,0.22,1.68,0.65,38.7,1.68,0.65,0.10,0.25,17.5,0.00,0.05,0.05,0.27,0.23,0.14,-0.05,-0.06,Matches
269,Fernando Llorente\Fernando-Llorente,es ESP,FW,Tottenham,33,1985,7.7,0.13,2.99,0.65,21.7,2.98,0.65,0.04,0.20,9.5,0.00,0.00,0.00,0.39,0.39,0.13,-0.26,-0.26,Matches
270,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,31,1986,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
271,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,24,1993,13.7,0.15,1.90,0.66,34.6,1.89,0.66,0.08,0.22,16.3,0.07,0.00,0.00,0.23,0.23,0.12,-0.08,-0.08,Matches
272,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,22,1996,11.1,0.54,2.43,0.72,29.6,2.43,0.72,0.22,0.75,15.9,0.00,0.00,0.00,0.26,0.26,0.11,0.28,0.28,Matches
273,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,27,1990,5.7,0.00,0.18,0.00,0.0,0.18,0.00,0.00,,9.0,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches
274,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,31,1987,14.1,0.35,2.13,0.64,30.0,2.12,0.64,0.17,0.56,14.1,0.00,0.00,0.00,0.33,0.33,0.17,0.03,0.03,Matches
275,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,20,1997,7.6,0.13,1.05,0.26,25.0,1.05,0.26,0.13,0.50,23.0,0.00,0.00,0.00,0.05,0.05,0.05,0.08,0.08,Matches
276,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Everton,20,1997,6.9,0.00,1.74,0.43,25.0,1.75,0.44,0.00,0.00,17.7,0.00,0.00,0.00,0.17,0.17,0.10,-0.17,-0.17,Matches
277,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,29,1989,30.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
278,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,29,1989,11.0,0.09,0.55,0.09,16.7,0.55,0.09,0.17,1.00,13.1,0.00,0.00,0.00,0.06,0.06,0.12,0.03,0.03,Matches
279,Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,29,1989,22.9,0.00,0.79,0.26,33.3,0.79,0.26,0.00,0.00,23.9,0.04,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
280,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,29,1989,19.4,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,25.5,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,Matches
281,David Luiz\David-Luiz,br BRA,DF,Chelsea,31,1987,36.0,0.08,0.92,0.22,24.2,0.92,0.22,0.09,0.38,18.6,0.25,0.00,0.00,0.05,0.05,0.06,0.03,0.03,Matches
282,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,25,1993,23.7,0.51,2.49,1.39,55.9,2.49,1.39,0.20,0.36,11.5,0.00,0.00,0.00,0.47,0.47,0.19,0.04,0.04,Matches
283,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,21,1996,31.5,0.22,2.60,0.86,32.9,2.61,0.86,0.07,0.22,21.2,0.44,0.03,0.06,0.23,0.19,0.07,-0.01,0.00,Matches
284,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,27,1990,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
285,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,25,1993,28.8,0.10,1.01,0.38,37.9,1.01,0.38,0.10,0.27,13.8,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.05,Matches
286,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,27,1991,14.9,0.47,3.62,1.61,44.4,3.62,1.61,0.13,0.29,17.1,0.07,0.00,0.07,0.38,0.32,0.09,0.09,0.15,Matches
287,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,20,1997,11.0,0.09,0.55,0.27,50.0,0.55,0.27,0.17,0.33,18.6,0.00,0.00,0.00,0.08,0.08,0.15,0.01,0.01,Matches
288,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,26,1992,34.2,0.64,2.57,1.23,47.7,2.57,1.23,0.25,0.52,11.9,0.00,0.00,0.00,0.47,0.47,0.18,0.17,0.17,Matches
289,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,24,1994,12.2,0.00,0.16,0.08,50.0,0.16,0.08,0.00,0.00,19.8,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
290,Solly March\Solly-March,eng ENG,FWMF,Brighton,24,1994,27.4,0.04,1.53,0.33,21.4,1.53,0.33,0.02,0.11,20.2,0.11,0.00,0.00,0.09,0.09,0.06,-0.06,-0.06,Matches
291,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,31,1986,21.4,0.00,0.23,0.05,20.0,0.23,0.05,0.00,0.00,8.0,0.00,0.00,0.00,0.04,0.04,0.17,-0.04,-0.04,Matches
292,Lazar Marković\Lazar-Markovic,rs SRB,FW,Fulham,24,1994,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
293,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,22,1995,18.0,0.56,2.06,1.22,59.5,2.05,1.22,0.24,0.41,14.9,0.00,0.06,0.06,0.34,0.30,0.15,0.22,0.20,Matches
294,Adam Masina\Adam-Masina,it ITA,DF,Watford,24,1994,11.2,0.00,0.27,0.00,0.0,0.27,0.00,0.00,,30.5,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
295,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,24,1993,19.5,0.00,0.21,0.05,25.0,0.20,0.05,0.00,0.00,27.3,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
296,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,30,1988,14.3,0.21,1.33,0.42,31.6,1.33,0.42,0.16,0.50,18.6,0.21,0.00,0.00,0.10,0.10,0.08,0.10,0.10,Matches
297,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,29,1988,27.1,0.04,0.44,0.11,25.0,0.44,0.11,0.08,0.33,17.2,0.00,0.00,0.00,0.05,0.05,0.12,-0.01,-0.01,Matches
298,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,26,1991,17.1,0.06,0.47,0.12,25.0,0.47,0.12,0.13,0.50,8.0,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.03,Matches
299,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,20,1997,1.6,0.00,0.63,0.00,0.0,0.61,0.00,0.00,,24.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
300,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,24,1994,12.6,0.00,0.16,0.08,50.0,0.16,0.08,0.00,0.00,7.5,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches
301,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Huddersfield,22,1996,11.0,0.09,1.36,0.45,33.3,1.37,0.46,0.07,0.20,22.3,0.00,0.00,0.00,0.10,0.10,0.07,-0.01,-0.01,Matches
302,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,30,1987,34.0,0.09,1.00,0.24,23.5,1.00,0.24,0.09,0.38,13.9,0.00,0.00,0.00,0.16,0.16,0.16,-0.07,-0.07,Matches
303,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,28,1989,25.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
304,James McCarthy\James-McCarthy,ie IRL,MF,Everton,27,1990,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
305,Kevin McDonald\Kevin-McDonald,sco SCO,MF,Fulham,29,1988,9.3,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,25.9,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
306,Dwight McNeil\Dwight-McNeil,eng ENG,MFFW,Burnley,18,1999,17.7,0.17,1.58,0.34,21.4,1.58,0.34,0.11,0.50,20.5,0.23,0.00,0.00,0.10,0.10,0.06,0.07,0.07,Matches
307,Scott McTominay\Scott-McTominay,sco SCO,MFDF,Manchester Utd,21,1996,9.6,0.21,1.56,0.63,40.0,1.56,0.62,0.13,0.33,17.5,0.00,0.00,0.00,0.10,0.10,0.07,0.10,0.10,Matches
308,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,28,1989,38.0,0.00,0.61,0.16,26.1,0.61,0.16,0.00,0.00,8.7,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
309,Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing,eng ENG,MFFW,Cardiff City,26,1992,10.9,0.37,1.83,0.73,40.0,1.83,0.73,0.15,0.38,15.9,0.00,0.09,0.09,0.26,0.19,0.10,0.11,0.08,Matches
310,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,24,1994,10.0,0.00,0.70,0.20,28.6,0.70,0.20,0.00,0.00,24.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
311,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,26,1992,23.2,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,24.3,0.00,0.00,0.00,0.00,0.00,0.03,-0.00,-0.00,Matches
312,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,20,1997,9.4,0.00,0.21,0.00,0.0,0.21,0.00,0.00,,9.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
313,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,22,1995,15.7,0.06,2.23,0.38,17.1,2.22,0.38,0.03,0.17,19.0,0.00,0.00,0.00,0.14,0.14,0.06,-0.08,-0.08,Matches
314,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,27,1991,38.0,0.32,1.24,0.34,27.7,1.24,0.34,0.04,0.15,27.9,0.42,0.26,0.29,0.29,0.07,0.06,0.02,-0.02,Matches
315,James Milner\James-Milner,eng ENG,MFDF,Liverpool,32,1986,19.9,0.25,1.06,0.20,19.0,1.06,0.20,0.10,0.50,21.2,0.05,0.15,0.15,0.20,0.09,0.08,0.06,0.02,Matches
316,Yerry Mina\Yerry-Mina,co COL,DF,Everton,23,1994,9.9,0.10,0.40,0.10,25.0,0.40,0.10,0.25,1.00,9.0,0.00,0.00,0.00,0.04,0.04,0.10,0.06,0.06,Matches
317,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,25,1993,1.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
318,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,23,1994,36.4,0.30,3.35,1.15,34.4,3.35,1.15,0.08,0.24,14.3,0.05,0.03,0.03,0.40,0.38,0.11,-0.10,-0.11,Matches
319,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,29,1989,18.2,0.33,2.75,0.77,28.0,2.74,0.77,0.12,0.43,18.2,0.05,0.00,0.00,0.25,0.25,0.09,0.08,0.08,Matches
320,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,32,1986,20.7,0.05,0.43,0.19,44.4,0.44,0.19,0.11,0.25,13.2,0.00,0.00,0.00,0.06,0.06,0.15,-0.01,-0.01,Matches
321,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,27,1991,24.1,0.00,0.33,0.04,12.5,0.33,0.04,0.00,0.00,25.7,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
322,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Huddersfield,27,1990,25.9,0.12,1.51,0.50,33.3,1.51,0.50,0.05,0.15,23.0,0.31,0.04,0.04,0.09,0.06,0.04,0.02,0.02,Matches
323,Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,25,1992,10.5,0.48,3.33,1.52,45.7,3.35,1.53,0.14,0.31,12.9,0.00,0.00,0.00,0.60,0.60,0.18,-0.12,-0.12,Matches
324,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,26,1992,1.7,0.00,0.59,0.00,0.0,0.58,0.00,0.00,,29.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
325,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,34,1984,21.4,0.14,0.65,0.23,35.7,0.65,0.23,0.21,0.60,7.7,0.00,0.00,0.00,0.09,0.09,0.14,0.05,0.05,Matches
326,Sean Morrison\Sean-Morrison,eng ENG,DF,Cardiff City,27,1991,33.8,0.03,0.98,0.21,21.2,0.98,0.21,0.03,0.14,8.5,0.00,0.00,0.00,0.12,0.12,0.13,-0.09,-0.09,Matches
327,Victor Moses\Victor-Moses,ng NGA,FW,Chelsea,27,1990,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
328,Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,23,1994,19.8,0.10,3.18,1.21,38.1,3.19,1.21,0.03,0.08,13.6,0.00,0.00,0.00,0.27,0.27,0.08,-0.17,-0.17,Matches
329,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,25,1992,23.6,0.42,1.91,0.85,44.4,1.91,0.85,0.22,0.50,16.8,0.00,0.00,0.00,0.23,0.23,0.12,0.19,0.19,Matches
330,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,22,1996,4.1,0.24,3.17,1.71,53.8,3.18,1.71,0.08,0.14,13.7,0.00,0.00,0.00,0.41,0.41,0.13,-0.17,-0.17,Matches
331,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,31,1986,33.7,0.03,0.53,0.09,16.7,0.53,0.09,0.06,0.33,24.8,0.03,0.00,0.00,0.02,0.02,0.03,0.01,0.01,Matches
332,Jacob Murphy\Jacob-Murphy,eng ENG,MFFW,Newcastle Utd,23,1995,3.4,0.00,0.59,0.29,50.0,0.60,0.30,0.00,0.00,26.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
333,Josh Murphy\Josh-Murphy,eng ENG,FWMF,Cardiff City,23,1995,20.2,0.15,2.23,0.74,33.3,2.23,0.74,0.07,0.20,18.0,0.15,0.00,0.00,0.17,0.17,0.08,-0.02,-0.02,Matches
334,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,34,1983,27.9,0.47,1.83,0.57,31.4,1.83,0.57,0.18,0.56,11.8,0.00,0.14,0.14,0.37,0.27,0.15,0.09,0.06,Matches
335,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,26,1992,29.0,0.07,0.66,0.31,47.4,0.65,0.31,0.11,0.22,10.7,0.00,0.00,0.00,0.04,0.04,0.07,0.02,0.02,Matches
336,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FW,Newcastle Utd,26,1992,5.8,0.17,0.86,0.52,60.0,0.86,0.52,0.20,0.33,9.9,0.00,0.00,0.00,0.14,0.14,0.16,0.03,0.03,Matches
337,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,23,1995,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
338,Samir Nasri\Samir-Nasri,fr FRA,MF,West Ham,31,1987,2.7,0.00,1.11,0.00,0.0,1.10,0.00,0.00,,18.6,0.00,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,Matches
339,Marc Navarro\Marc-Navarro,es ESP,DF,Watford,23,1995,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
340,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,21,1996,36.6,0.05,1.53,0.25,16.1,1.53,0.25,0.04,0.22,19.2,0.00,0.00,0.00,0.09,0.09,0.06,-0.04,-0.04,Matches
341,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,21,1997,33.4,0.12,2.13,0.45,21.1,2.13,0.45,0.03,0.13,29.2,0.33,0.06,0.06,0.11,0.06,0.03,0.01,-0.00,Matches
342,Oumar Niasse\Oumar-Niasse,sn SEN,FWMF,Everton,28,1990,0.7,0.00,4.29,1.43,33.3,4.29,1.43,0.00,0.00,10.3,0.00,0.00,0.00,0.71,0.71,0.16,-0.71,-0.71,Matches
343,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Cardiff City,28,1990,10.3,0.00,1.65,0.58,35.3,1.64,0.58,0.00,0.00,13.9,0.00,0.00,0.00,0.28,0.28,0.17,-0.28,-0.28,Matches
344,Eddie Nketiah\Eddie-Nketiah,eng ENG,MFFW,Arsenal,19,1999,0.7,1.43,4.29,1.43,33.3,4.03,1.34,0.33,1.00,12.3,0.00,0.00,0.00,0.29,0.29,0.06,1.14,1.14,Matches
345,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,31,1987,25.5,0.20,0.51,0.20,38.5,0.51,0.20,0.08,0.20,27.7,0.00,0.16,0.16,0.15,0.03,0.06,0.05,0.01,Matches
346,Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Fulham,28,1990,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
347,Will Norris\Will-Norris,eng ENG,GK,Wolves,24,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
348,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,18,2000,1.5,0.67,5.33,1.33,25.0,5.26,1.31,0.13,0.50,10.9,0.00,0.00,0.00,1.20,1.20,0.23,-0.53,-0.53,Matches
