Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
109,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,28.3,0.32,2.16,0.99,45.9,2.16,0.99,0.13,0.29,13.7,0.00,0.04,0.04,0.33,0.30,0.14,-0.01,-0.02,Matches
110,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,0.3,0.00,3.33,3.33,100.0,3.60,3.60,0.00,0.00,7.1,0.00,0.00,0.00,1.33,1.33,0.44,-1.33,-1.33,Matches
111,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,5.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
112,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,8.1,0.00,0.49,0.37,75.0,0.50,0.37,0.00,0.00,28.5,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
113,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,5.7,0.00,0.18,0.00,0.0,0.17,0.00,0.00,,25.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
114,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,16.3,0.12,0.98,0.55,56.3,0.98,0.55,0.13,0.22,12.5,0.00,0.00,0.00,0.15,0.15,0.16,-0.03,-0.03,Matches
115,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,0.00,2.86,0.59,20.6,2.87,0.59,0.00,0.00,11.0,0.00,0.00,0.00,0.29,0.29,0.11,-0.29,-0.29,Matches
116,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,23.0,0.43,2.70,1.00,37.1,2.70,1.00,0.16,0.43,16.1,0.26,0.00,0.00,0.36,0.36,0.13,0.07,0.07,Matches
117,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
118,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,6.1,0.00,1.15,0.49,42.9,1.14,0.49,0.00,0.00,18.2,0.00,0.00,0.00,0.13,0.13,0.12,-0.13,-0.13,Matches
119,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,24.1,0.00,0.87,0.12,14.3,0.87,0.12,0.00,0.00,22.9,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,6.8,0.00,1.47,0.44,30.0,1.48,0.44,0.00,0.00,16.8,0.00,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches
121,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,16.7,0.18,0.54,0.18,33.3,0.54,0.18,0.33,1.00,10.2,0.00,0.00,0.00,0.10,0.10,0.18,0.08,0.08,Matches
122,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,32.9,0.12,1.03,0.30,29.4,1.03,0.30,0.12,0.40,24.9,0.33,0.00,0.00,0.03,0.03,0.03,0.09,0.09,Matches
123,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,37.6,0.11,0.85,0.21,25.0,0.85,0.21,0.13,0.50,12.1,0.03,0.00,0.00,0.09,0.09,0.10,0.02,0.02,Matches
124,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33.0,0.03,0.42,0.12,28.6,0.42,0.12,0.07,0.25,8.5,0.00,0.00,0.00,0.03,0.03,0.08,-0.00,-0.00,Matches
125,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,34.9,0.11,1.23,0.49,39.5,1.23,0.49,0.09,0.24,12.3,0.00,0.00,0.00,0.16,0.16,0.13,-0.04,-0.04,Matches
126,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,34.0,0.15,1.53,0.47,30.8,1.53,0.47,0.10,0.31,16.7,0.00,0.00,0.00,0.16,0.16,0.11,-0.02,-0.02,Matches
127,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
128,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
129,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,34.3,0.15,1.14,0.41,35.9,1.14,0.41,0.13,0.36,9.7,0.00,0.00,0.00,0.08,0.08,0.07,0.06,0.06,Matches
130,Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,22.1,0.00,0.36,0.05,12.5,0.36,0.05,0.00,0.00,22.9,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,35.0,0.06,0.63,0.11,18.2,0.63,0.11,0.09,0.50,13.3,0.03,0.00,0.00,0.03,0.03,0.05,0.02,0.02,Matches
133,Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,22.8,0.00,0.35,0.00,0.0,0.35,0.00,0.00,,21.3,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
134,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,30,1988,37.5,0.00,0.29,0.05,18.2,0.29,0.05,0.00,0.00,13.9,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
135,Ederson\Ederson,br BRA,GK,Manchester City,24,1993,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
136,Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,15,2003,0.2,0.00,5.00,5.00,100.0,4.50,4.50,0.00,0.00,15.0,0.00,0.00,0.00,0.50,0.50,0.12,-0.50,-0.50,Matches
137,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,26,1992,4.2,0.00,1.67,0.00,0.0,1.66,0.00,0.00,,17.2,0.00,0.00,0.00,0.14,0.14,0.08,-0.14,-0.14,Matches
138,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,23,1994,8.8,0.00,2.16,0.68,31.6,2.16,0.68,0.00,0.00,17.3,0.00,0.00,0.00,0.22,0.22,0.10,-0.22,-0.22,Matches
139,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,26,1992,30.8,0.26,2.73,1.01,36.9,2.73,1.01,0.10,0.26,22.4,0.39,0.00,0.00,0.18,0.18,0.07,0.08,0.08,Matches
140,Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,28,1990,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
141,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,30,1988,22.2,0.05,0.45,0.18,40.0,0.45,0.18,0.10,0.25,8.8,0.00,0.00,0.00,0.04,0.04,0.09,0.00,0.00,Matches
142,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,33,1985,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
143,Fabinho\Fabinho,br BRA,MF,Liverpool,24,1993,22.4,0.04,0.76,0.18,23.5,0.76,0.18,0.06,0.25,23.2,0.00,0.00,0.00,0.04,0.04,0.06,0.00,0.00,Matches
144,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,31,1987,2.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,14.0,0.00,0.00,0.00,0.05,0.05,0.11,-0.05,-0.05,Matches
145,Fabricio\Fabricio,es ESP,GK,Fulham,30,1987,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
146,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,30,1987,8.4,0.00,0.95,0.36,37.5,0.96,0.36,0.00,0.00,14.3,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
147,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,27,1991,22.8,0.04,0.31,0.13,42.9,0.31,0.13,0.14,0.33,26.6,0.00,0.00,0.00,0.02,0.02,0.06,0.02,0.02,Matches
148,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,29,1989,16.5,0.00,0.24,0.06,25.0,0.24,0.06,0.00,0.00,10.9,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
149,Fernandinho\Fernandinho,br BRA,MF,Manchester City,33,1985,26.4,0.04,1.17,0.27,22.6,1.17,0.27,0.03,0.14,21.1,0.00,0.00,0.00,0.07,0.07,0.06,-0.03,-0.03,Matches
150,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,26,1991,29.0,0.41,2.52,1.07,42.5,2.52,1.07,0.15,0.35,14.5,0.00,0.03,0.03,0.46,0.43,0.17,-0.04,-0.05,Matches
151,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,18,2000,3.7,0.27,3.78,1.62,42.9,3.76,1.61,0.07,0.17,14.5,0.00,0.00,0.00,0.68,0.68,0.18,-0.41,-0.41,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,30,1988,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
153,Ben Foster\Ben-Foster,eng ENG,GK,Watford,35,1983,38.0,0.00,0.03,0.00,0.0,0.03,0.00,0.00,,25.3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
154,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,20,1998,8.8,0.00,0.45,0.11,25.0,0.45,0.11,0.00,0.00,28.0,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
155,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,20,1998,9.9,0.10,0.51,0.10,20.0,0.51,0.10,0.20,1.00,12.1,0.00,0.00,0.00,0.07,0.07,0.15,0.03,0.03,Matches
156,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,33,1985,13.7,0.00,0.22,0.07,33.3,0.22,0.07,0.00,0.00,26.7,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
157,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,24,1994,35.2,0.20,1.42,0.68,48.0,1.42,0.68,0.14,0.29,18.8,0.09,0.00,0.00,0.13,0.13,0.09,0.07,0.07,Matches
158,Fred\Fred,br BRA,MF,Manchester Utd,25,1993,11.6,0.09,1.47,0.17,11.8,1.47,0.17,0.06,0.50,23.8,0.09,0.00,0.00,0.07,0.07,0.05,0.02,0.02,Matches
159,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,25,1992,12.1,0.08,0.41,0.17,40.0,0.41,0.17,0.20,0.50,20.0,0.00,0.00,0.00,0.04,0.04,0.09,0.04,0.04,Matches
160,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,32,1986,2.3,0.00,0.87,0.00,0.0,0.87,0.00,0.00,,24.3,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
161,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,26,1991,5.3,0.19,3.96,1.51,38.1,3.97,1.51,0.05,0.13,22.4,0.19,0.00,0.00,0.36,0.36,0.09,-0.17,-0.17,Matches
162,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,22,1995,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
163,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,28,1989,31.4,0.00,0.64,0.10,15.0,0.64,0.10,0.00,0.00,23.9,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
164,James Garner\James-Garner,eng ENG,MF,Manchester Utd,17,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
165,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,26,1992,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
166,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,27,1990,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
167,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,26,1992,8.3,0.12,2.53,0.72,28.6,2.54,0.73,0.05,0.17,19.5,0.12,0.00,0.00,0.13,0.13,0.05,-0.01,-0.01,Matches
168,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,18,2000,7.4,0.00,1.08,0.14,12.5,1.09,0.14,0.00,0.00,18.6,0.00,0.00,0.00,0.12,0.12,0.12,-0.12,-0.12,Matches
169,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,25,1993,0.7,1.43,1.43,1.43,100.0,1.45,1.45,1.00,1.00,3.0,0.00,0.00,0.00,0.71,0.71,0.47,0.71,0.71,Matches
170,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,31,1986,9.4,0.21,3.30,1.06,32.3,3.29,1.06,0.06,0.20,10.1,0.00,0.00,0.00,0.39,0.39,0.12,-0.18,-0.18,Matches
171,André Gomes\Andre-Gomes,pt POR,MF,Everton,25,1993,22.0,0.05,1.00,0.23,22.7,1.00,0.23,0.05,0.20,19.5,0.00,0.00,0.00,0.08,0.08,0.09,-0.03,-0.03,Matches
172,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,17,2000,0.3,0.00,6.67,3.33,50.0,6.67,3.33,0.00,0.00,18.9,0.00,0.00,0.00,0.33,0.33,0.05,-0.33,-0.33,Matches
173,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,21,1997,11.8,0.00,0.34,0.08,25.0,0.34,0.08,0.00,0.00,16.7,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
174,Jon Gorenc Stanković\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,22,1996,7.9,0.13,1.14,0.25,22.2,1.13,0.25,0.11,0.50,15.1,0.00,0.00,0.00,0.11,0.11,0.10,0.01,0.01,Matches
175,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,28,1990,19.3,0.10,1.09,0.36,33.3,1.09,0.36,0.10,0.29,16.8,0.00,0.00,0.00,0.08,0.08,0.07,0.03,0.03,Matches
176,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,20,1997,9.7,0.31,2.16,1.03,47.6,2.16,1.03,0.14,0.30,15.9,0.00,0.00,0.00,0.28,0.28,0.13,0.03,0.03,Matches
177,Andre Gray\Andre-Gray,eng ENG,FW,Watford,27,1991,15.2,0.46,2.43,0.99,40.5,2.44,0.99,0.19,0.47,13.7,0.00,0.00,0.00,0.40,0.40,0.17,0.06,0.06,Matches
178,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,22,1996,22.1,0.18,2.08,0.86,41.3,2.09,0.86,0.09,0.21,18.9,0.05,0.00,0.00,0.19,0.19,0.09,-0.00,-0.00,Matches
179,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,16,2001,1.3,0.00,5.38,3.08,57.1,5.38,3.08,0.00,0.00,13.1,0.00,0.00,0.00,0.69,0.69,0.12,-0.69,-0.69,Matches
180,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,27,1991,20.7,0.14,1.01,0.34,33.3,1.01,0.34,0.10,0.29,17.2,0.05,0.05,0.10,0.18,0.11,0.11,-0.03,-0.01,Matches
181,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,31,1987,19.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
182,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,19,1999,23.9,0.00,0.63,0.13,20.0,0.63,0.13,0.00,0.00,24.6,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
183,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,27,1990,23.7,0.25,1.81,0.46,25.6,1.81,0.46,0.14,0.55,18.2,0.08,0.00,0.00,0.15,0.15,0.08,0.10,0.10,Matches
184,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,22,1996,12.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
185,Aron Gunnarsson\Aron-Gunnarsson,is ISL,MF,Cardiff City,29,1989,25.2,0.04,0.79,0.16,20.0,0.79,0.16,0.05,0.25,21.0,0.00,0.00,0.00,0.05,0.05,0.06,-0.01,-0.01,Matches
186,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,24,1994,20.5,0.00,0.29,0.10,33.3,0.29,0.10,0.00,0.00,18.7,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
187,Ben Hamer\Ben-Hamer,eng ENG,GK,Huddersfield,30,1987,6.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
188,Kadeem Harris\Kadeem-Harris,eng ENG,MFFW,Cardiff City,25,1993,4.2,0.24,1.19,0.71,60.0,1.20,0.72,0.20,0.33,14.6,0.00,0.00,0.00,0.24,0.24,0.20,0.00,0.00,Matches
189,Joe Hart\Joe-Hart,eng ENG,GK,Burnley,31,1987,19.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
190,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,23,1995,20.7,0.05,0.97,0.24,25.0,0.97,0.24,0.05,0.20,21.5,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,Matches
191,Eden Hazard\Eden-Hazard,be BEL,FW,Chelsea,27,1991,32.5,0.49,2.77,1.20,43.3,2.77,1.20,0.13,0.31,17.4,0.06,0.12,0.12,0.35,0.25,0.09,0.14,0.12,Matches
192,Rhys Healey\Rhys-Healey,wal WAL,FWMF,Cardiff City,23,1994,0.6,0.00,1.67,0.00,0.0,1.73,0.00,0.00,,21.8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
193,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,32,1986,19.0,0.00,0.05,0.00,0.0,0.05,0.00,0.00,,10.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
194,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,28,1990,22.1,0.05,0.72,0.05,6.3,0.72,0.05,0.06,1.00,18.0,0.00,0.00,0.00,0.08,0.08,0.11,-0.03,-0.03,Matches
195,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,26,1992,22.9,0.13,0.83,0.26,31.6,0.83,0.26,0.16,0.50,16.4,0.04,0.00,0.00,0.06,0.06,0.08,0.07,0.07,Matches
196,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,31,1987,17.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
197,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,30,1988,14.8,0.47,2.30,1.08,47.1,2.29,1.08,0.21,0.44,12.0,0.00,0.00,0.00,0.43,0.43,0.19,0.05,0.05,Matches
198,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,28,1989,15.6,0.13,1.35,0.58,42.9,1.35,0.58,0.10,0.22,19.4,0.00,0.00,0.00,0.11,0.11,0.08,0.02,0.02,Matches
199,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,26,1992,22.7,0.53,3.30,1.23,37.3,3.31,1.24,0.16,0.43,18.7,0.04,0.00,0.00,0.34,0.34,0.10,0.19,0.19,Matches
200,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Chelsea,30,1987,12.1,0.41,3.72,1.07,28.9,3.73,1.08,0.11,0.38,14.2,0.00,0.00,0.00,0.44,0.44,0.12,-0.02,-0.02,Matches
201,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,24,1994,13.0,0.00,0.46,0.08,16.7,0.46,0.08,0.00,0.00,15.4,0.00,0.00,0.00,0.04,0.04,0.09,-0.04,-0.04,Matches
202,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,29,1988,26.3,0.00,0.30,0.04,12.5,0.30,0.04,0.00,0.00,19.9,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
203,Junior Hoilett\Junior-Hoilett,ca CAN,FWMF,Cardiff City,28,1990,23.8,0.13,1.72,0.42,24.4,1.72,0.42,0.07,0.30,18.6,0.04,0.00,0.00,0.14,0.14,0.08,-0.01,-0.01,Matches
204,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,22,1995,9.0,0.00,0.11,0.00,0.0,0.11,0.00,0.00,,39.5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
205,José Holebas\Jose-Holebas,gr GRE,DF,Watford,34,1984,26.6,0.11,0.64,0.23,35.3,0.64,0.23,0.18,0.50,23.8,0.15,0.00,0.00,0.05,0.05,0.07,0.07,0.07,Matches
206,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,21,1996,4.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
207,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,17,2000,4.4,0.00,1.36,0.68,50.0,1.37,0.69,0.00,0.00,13.1,0.00,0.00,0.00,0.16,0.16,0.11,-0.16,-0.16,Matches
208,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,23,1995,26.9,0.07,1.15,0.30,25.8,1.15,0.30,0.06,0.25,16.9,0.00,0.00,0.00,0.09,0.09,0.08,-0.02,-0.02,Matches
209,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,22,1996,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
210,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,22,1995,30.7,0.13,1.73,0.62,35.8,1.73,0.62,0.08,0.21,23.5,0.07,0.00,0.00,0.08,0.08,0.05,0.05,0.05,Matches
211,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,22,1995,8.9,0.11,1.01,0.34,33.3,1.02,0.34,0.11,0.33,17.2,0.00,0.00,0.00,0.07,0.07,0.07,0.04,0.04,Matches
212,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,30,1988,2.5,0.00,0.80,0.40,50.0,0.79,0.39,0.00,0.00,9.5,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,Matches
213,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,21,1996,10.5,0.10,1.81,0.57,31.6,1.82,0.57,0.05,0.17,17.3,0.00,0.00,0.00,0.23,0.23,0.12,-0.13,-0.13,Matches
214,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,26,1992,18.3,0.38,2.84,1.04,36.5,2.83,1.04,0.08,0.21,14.6,0.00,0.16,0.16,0.47,0.35,0.12,-0.09,-0.13,Matches
215,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,22,1996,21.9,0.14,1.60,0.64,40.0,1.60,0.64,0.09,0.21,15.4,0.00,0.00,0.00,0.15,0.15,0.09,-0.01,-0.01,Matches
216,José Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,26,1992,8.8,0.00,1.70,0.45,26.7,1.70,0.45,0.00,0.00,19.4,0.00,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,Matches
217,Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Everton,35,1982,3.7,0.27,0.27,0.27,100.0,0.27,0.27,1.00,1.00,4.0,0.00,0.00,0.00,0.11,0.11,0.38,0.16,0.16,Matches
218,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,24,1993,11.3,0.00,1.95,0.62,31.8,1.94,0.62,0.00,0.00,22.6,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,Matches
219,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,29,1989,16.9,0.00,0.65,0.06,9.1,0.65,0.06,0.00,0.00,21.0,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
220,Vincent Janssen\Vincent-Janssen,nl NED,FW,Tottenham,24,1994,0.4,0.00,7.50,5.00,66.7,6.92,4.62,0.00,0.00,12.7,0.00,0.00,0.00,0.75,0.75,0.11,-0.75,-0.75,Matches
221,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,Arsenal,26,1992,1.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
222,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,21,1997,11.5,0.61,3.65,1.91,52.4,3.65,1.91,0.14,0.27,11.5,0.00,0.09,0.09,0.80,0.73,0.21,-0.19,-0.21,Matches
223,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,27,1991,34.6,0.38,3.27,0.92,28.3,3.27,0.93,0.10,0.34,14.0,0.00,0.06,0.06,0.41,0.36,0.11,-0.03,-0.05,Matches
224,Stefan Johansen\Stefan-Johansen,no NOR,MF,Fulham,27,1991,4.6,0.00,0.22,0.00,0.0,0.22,0.00,0.00,,32.4,0.22,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
225,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,18,2000,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
226,Tyreke Johnson\Tyreke-Johnson,eng ENG,FW,Southampton,19,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
227,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,26,1992,14.0,0.00,0.36,0.14,40.0,0.36,0.14,0.00,0.00,16.2,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
228,Jorginho\Jorginho,it ITA,MF,Chelsea,26,1991,35.1,0.06,0.51,0.17,33.3,0.51,0.17,0.06,0.17,24.8,0.00,0.03,0.03,0.04,0.02,0.04,0.01,0.01,Matches
229,Joselu\Joselu,es ESP,FW,Newcastle Utd,28,1990,6.6,0.30,2.42,0.76,31.3,2.42,0.76,0.13,0.40,13.3,0.00,0.00,0.00,0.23,0.23,0.09,0.08,0.08,Matches
