Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
24,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,26,1991,13.1,2.67,2.67,1.60,0.00,0.15,0.38,0.31,0.23,0.46,0.46,0.23,0.00,0.00,0.08,0.00,0.15,0.00,Matches
25,Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,29,1988,5.3,2.83,2.84,2.08,0.19,0.38,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.19,0.00,0.00,0.00,0.00,Matches
26,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,28,1989,37.8,1.40,1.40,1.30,0.00,0.03,0.00,0.05,0.03,0.24,0.24,0.21,0.00,0.00,0.00,0.03,0.00,0.00,Matches
27,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,31,1986,13.9,2.95,2.95,1.94,0.43,0.36,0.07,0.07,0.07,0.36,0.36,0.29,0.00,0.07,0.00,0.00,0.00,0.00,Matches
28,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,20,1997,15.7,2.48,2.49,1.78,0.32,0.13,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
29,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,26,1991,6.2,0.97,0.96,0.48,0.16,0.00,0.16,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.16,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,24,1994,7.1,0.28,0.28,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,33,1984,4.2,2.38,2.40,0.95,1.43,0.00,0.00,0.00,0.00,0.48,0.48,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,26,1991,22.4,0.36,0.36,0.22,0.00,0.00,0.13,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.00,Matches
33,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,30,1988,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
34,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,33,1985,27.5,0.58,0.58,0.36,0.04,0.00,0.15,0.04,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches
35,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,33,1985,18.6,0.91,0.92,0.81,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
36,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,24,1993,13.8,3.70,3.69,2.97,0.00,0.22,0.22,0.07,0.22,0.65,0.65,0.51,0.00,0.00,0.07,0.00,0.07,0.00,Matches
37,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,28,1989,26.5,1.66,1.66,1.06,0.00,0.00,0.26,0.30,0.04,0.19,0.19,0.11,0.00,0.00,0.04,0.04,0.00,0.00,Matches
38,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,20,1997,11.2,3.93,3.94,3.13,0.00,0.54,0.27,0.00,0.00,0.36,0.36,0.18,0.00,0.09,0.09,0.00,0.00,0.00,Matches
39,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,23,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,24,1993,8.3,2.29,2.28,0.96,0.00,0.60,0.48,0.12,0.12,0.36,0.36,0.12,0.00,0.00,0.24,0.00,0.00,0.00,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,22,1996,23.9,0.59,0.59,0.46,0.04,0.00,0.04,0.00,0.04,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches
42,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,31,1987,24.0,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
43,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,23,1995,17.0,1.88,1.88,1.65,0.00,0.12,0.12,0.00,0.00,0.47,0.47,0.47,0.00,0.00,0.00,0.00,0.00,0.00,Matches
44,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,28,1990,29.3,0.78,0.78,0.72,0.03,0.00,0.00,0.03,0.00,0.07,0.07,0.03,0.00,0.00,0.00,0.03,0.00,0.00,Matches
45,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,28,1990,34.0,0.53,0.53,0.41,0.09,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
46,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,27,1990,9.0,2.00,1.99,1.44,0.00,0.11,0.33,0.11,0.00,0.22,0.22,0.11,0.00,0.00,0.00,0.11,0.00,0.00,Matches
47,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,27,1990,19.5,3.38,3.39,1.69,1.03,0.05,0.36,0.26,0.00,0.46,0.46,0.31,0.05,0.00,0.10,0.00,0.00,0.00,Matches
48,Bernard\Bernard,br BRA,FWMF,Everton,25,1992,23.5,3.49,3.49,2.68,0.04,0.38,0.04,0.21,0.13,0.43,0.43,0.26,0.00,0.17,0.00,0.00,0.00,0.00,Matches
49,Bernardo\Bernardo,br BRA,DF,Brighton,23,1995,19.5,1.23,1.23,0.87,0.10,0.05,0.00,0.21,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,Matches
50,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,28,1989,24.0,1.71,1.71,1.25,0.33,0.00,0.04,0.08,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches
51,Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,26,1992,7.0,0.14,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
52,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,22,1996,24.3,2.35,2.34,1.36,0.45,0.00,0.25,0.16,0.12,0.16,0.16,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
53,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,21,1996,19.7,2.49,2.49,1.52,0.10,0.46,0.10,0.30,0.00,0.10,0.10,0.05,0.00,0.00,0.00,0.05,0.00,0.00,Matches
54,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,27,1991,35.2,0.74,0.74,0.60,0.00,0.03,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
55,Léo Bonatini\Leo-Bonatini,br BRA,FW,Wolves,24,1994,1.5,5.33,5.33,4.67,0.00,0.00,0.67,0.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
56,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,30,1988,20.1,0.90,0.90,0.75,0.05,0.10,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
57,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,38,1980,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
58,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,26,1992,8.0,2.88,2.87,1.63,0.75,0.13,0.00,0.25,0.13,0.13,0.12,0.00,0.13,0.00,0.00,0.00,0.00,0.00,Matches
59,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,33,1985,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
60,David Brooks\David-Brooks,wal WAL,MFFW,Bournemouth,21,1997,25.1,2.59,2.59,1.83,0.12,0.12,0.16,0.28,0.08,0.48,0.48,0.28,0.00,0.08,0.04,0.08,0.00,0.00,Matches
61,Bruno\Bruno,es ESP,DF,Brighton,37,1980,12.6,1.27,1.27,0.95,0.24,0.00,0.08,0.00,0.00,0.32,0.32,0.16,0.08,0.00,0.08,0.00,0.00,0.00,Matches
62,Joe Bryan\Joe-Bryan,eng ENG,DF,Fulham,24,1993,26.1,1.69,1.69,1.15,0.23,0.04,0.19,0.08,0.00,0.11,0.12,0.11,0.00,0.00,0.00,0.00,0.00,0.00,Matches
63,David Button\David-Button,eng ENG,GK,Brighton,29,1989,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
64,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,36,1981,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
65,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,32,1985,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
66,Tom Cairney\Tom-Cairney,sco SCO,MFFW,Fulham,27,1991,24.4,2.95,2.95,2.58,0.00,0.08,0.12,0.12,0.04,0.25,0.25,0.20,0.00,0.00,0.04,0.00,0.00,0.00,Matches
67,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,21,1997,19.8,1.67,1.66,0.86,0.00,0.30,0.30,0.20,0.00,0.25,0.25,0.10,0.00,0.00,0.10,0.05,0.00,0.00,Matches
68,Rafael Camacho\Rafael-Camacho,pt POR,DF,Liverpool,18,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
69,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Cardiff City,24,1994,28.5,2.63,2.63,1.65,0.70,0.07,0.11,0.11,0.00,0.25,0.25,0.21,0.04,0.00,0.00,0.00,0.00,0.00,Matches
70,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,30,1988,32.7,1.07,1.07,0.92,0.00,0.00,0.06,0.03,0.06,0.18,0.18,0.15,0.00,0.00,0.00,0.00,0.03,0.00,Matches
71,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,29,1989,5.1,2.35,2.34,1.57,0.00,0.20,0.39,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
72,Jonny Castro\Jonny-Castro,es ESP,DFMF,Wolves,24,1994,30.8,1.75,1.75,1.36,0.00,0.06,0.10,0.19,0.03,0.19,0.19,0.06,0.00,0.00,0.03,0.10,0.00,0.00,Matches
73,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,29,1989,34.4,0.20,0.20,0.15,0.00,0.00,0.03,0.03,0.00,0.09,0.09,0.06,0.00,0.00,0.03,0.00,0.00,0.00,Matches
74,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,24,1993,7.7,3.51,3.51,3.25,0.26,0.00,0.00,0.00,0.00,0.39,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,Matches
75,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,36,1982,6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
76,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,23,1994,3.0,0.67,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
77,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,23,1995,28.8,1.18,1.18,1.08,0.00,0.03,0.07,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches
78,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,21,1996,36.0,2.08,2.08,1.53,0.25,0.11,0.03,0.03,0.11,0.22,0.22,0.17,0.00,0.00,0.03,0.00,0.00,0.03,Matches
79,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,18,1999,0.4,5.00,4.74,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,20,1997,6.6,1.52,1.51,0.91,0.00,0.15,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
81,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,22,1996,6.9,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
82,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,25,1992,21.6,1.81,1.80,1.39,0.09,0.23,0.05,0.00,0.05,0.09,0.09,0.05,0.00,0.05,0.00,0.00,0.00,0.00,Matches
83,Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,24,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
84,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,28,1989,9.5,0.74,0.73,0.53,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
85,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,28,1989,5.3,0.94,0.94,0.57,0.00,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
86,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,27,1991,12.7,0.87,0.87,0.79,0.08,0.00,0.00,0.00,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,Matches
87,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,27,1991,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,25,1993,38.0,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
89,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,22,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,29,1988,28.4,1.37,1.37,1.13,0.04,0.11,0.04,0.04,0.04,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,21,1997,8.0,1.50,1.49,1.25,0.00,0.13,0.00,0.13,0.00,0.38,0.37,0.38,0.00,0.00,0.00,0.00,0.00,0.00,Matches
92,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,27,1991,31.0,0.71,0.71,0.48,0.10,0.03,0.06,0.03,0.00,0.06,0.06,0.03,0.00,0.00,0.03,0.00,0.00,0.00,Matches
93,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,29,1989,36.8,1.33,1.33,1.01,0.00,0.05,0.05,0.14,0.08,0.08,0.08,0.03,0.00,0.00,0.03,0.00,0.03,0.00,Matches
94,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,24,1994,14.9,2.48,2.48,1.81,0.20,0.34,0.00,0.13,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.00,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,28,1989,17.7,1.69,1.70,1.13,0.34,0.00,0.17,0.00,0.06,0.11,0.11,0.00,0.11,0.00,0.00,0.00,0.00,0.00,Matches
96,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,37,1981,1.0,2.00,1.96,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
97,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,27,1991,7.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
98,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,19,1999,11.3,2.12,2.13,1.59,0.09,0.27,0.18,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,Matches
99,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,17,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
100,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,27,1991,0.3,6.67,7.83,3.33,0.00,0.00,3.33,0.00,0.00,3.33,3.91,0.00,0.00,0.00,3.33,0.00,0.00,0.00,Matches
101,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,17.6,1.59,1.59,1.53,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
102,Danilo\Danilo,br BRA,DF,Manchester City,27,1991,9.0,1.78,1.78,1.33,0.00,0.11,0.22,0.11,0.00,0.22,0.22,0.11,0.00,0.00,0.11,0.00,0.00,0.00,Matches
103,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,7.4,0.54,0.54,0.14,0.00,0.00,0.41,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,Matches
104,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,4.9,0.41,0.41,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
105,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,20.5,1.61,1.61,1.22,0.15,0.00,0.10,0.05,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches
106,Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,10.9,1.01,1.01,0.83,0.00,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
107,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,1.1,4.55,4.59,4.55,0.00,0.00,0.00,0.00,0.00,0.91,0.92,0.91,0.00,0.00,0.00,0.00,0.00,0.00,Matches
108,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,10.8,5.93,5.91,4.07,0.93,0.37,0.09,0.37,0.00,0.65,0.65,0.37,0.09,0.00,0.00,0.09,0.00,0.09,Matches
109,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,28.3,2.30,2.30,1.87,0.00,0.04,0.18,0.11,0.11,0.28,0.28,0.25,0.00,0.00,0.04,0.00,0.00,0.00,Matches
110,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
111,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,5.0,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,8.1,1.60,1.61,1.60,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,Matches
113,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,5.7,1.05,1.05,0.88,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,16.3,1.41,1.41,1.17,0.00,0.06,0.12,0.06,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,Matches
115,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,1.43,1.43,1.18,0.00,0.00,0.08,0.17,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,23.0,3.65,3.66,2.65,0.09,0.61,0.04,0.09,0.17,0.74,0.74,0.30,0.09,0.30,0.00,0.00,0.04,0.00,Matches
117,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,0.6,3.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
