Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
50,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,28,1989,24.0,0.33,0.00,0.00,1.13,0.92,0.00,2.13,1.08,0.79,0.00,0.00,0.00,8.54,1.25,1.25,50.0,Matches
51,Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,26,1992,7.0,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.57,0.00,0.00,,Matches
52,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,22,1996,24.3,0.29,0.00,0.00,1.56,1.23,0.08,3.05,2.26,1.81,0.00,0.00,0.00,13.1,3.21,0.78,80.4,Matches
53,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,21,1996,19.7,0.25,0.00,0.00,2.03,1.27,0.10,0.25,1.02,2.03,0.00,0.00,0.00,9.19,0.86,1.37,38.6,Matches
54,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,27,1991,35.2,0.06,0.03,0.00,0.82,0.40,0.09,0.00,1.22,1.28,0.00,0.00,0.00,11.0,3.47,1.22,73.9,Matches
55,Léo Bonatini\Leo-Bonatini,br BRA,FW,Wolves,24,1994,1.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.33,0.00,0.00,0.00,8.00,0.00,1.33,0.0,Matches
56,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,30,1988,20.1,0.00,0.00,0.00,0.55,0.20,0.00,1.59,0.80,0.75,0.00,0.05,0.00,9.80,0.65,0.90,41.9,Matches
57,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,38,1980,12.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.08,0.00,0.00,,Matches
58,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,26,1992,8.0,0.38,0.13,0.00,1.50,0.50,0.00,3.38,1.00,1.00,0.00,0.00,0.00,8.88,0.88,0.63,58.3,Matches
59,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,33,1985,2.1,0.00,0.00,0.00,1.43,0.48,0.00,0.48,0.48,0.48,0.00,0.00,0.00,10.0,0.95,0.00,100.0,Matches
60,David Brooks\David-Brooks,wal WAL,MFFW,Bournemouth,21,1997,25.1,0.12,0.00,0.00,0.60,1.83,0.08,0.84,0.88,0.88,0.00,0.00,0.00,6.57,0.24,1.04,18.8,Matches
61,Bruno\Bruno,es ESP,DF,Brighton,37,1980,12.6,0.16,0.00,0.00,0.32,0.71,0.24,1.03,0.56,1.51,0.00,0.00,0.00,7.70,0.87,0.48,64.7,Matches
62,Joe Bryan\Joe-Bryan,eng ENG,DF,Fulham,24,1993,26.1,0.19,0.00,0.00,0.96,1.07,0.08,2.72,1.15,1.49,0.00,0.00,0.00,8.93,1.00,0.84,54.2,Matches
63,David Button\David-Button,eng ENG,GK,Brighton,29,1989,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.25,0.00,0.00,,Matches
64,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,36,1981,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,,Matches
65,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,32,1985,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.7,0.00,0.00,,Matches
66,Tom Cairney\Tom-Cairney,sco SCO,MFFW,Fulham,27,1991,24.4,0.00,0.00,0.00,0.45,1.64,0.00,0.78,0.61,1.23,0.00,0.00,0.00,7.58,0.25,0.45,35.3,Matches
67,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,21,1997,19.8,0.15,0.00,0.00,1.72,1.62,0.30,0.86,0.45,0.40,0.05,0.00,0.00,4.34,4.34,5.96,42.2,Matches
68,Rafael Camacho\Rafael-Camacho,pt POR,DF,Liverpool,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
69,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Cardiff City,24,1994,28.5,0.21,0.00,0.00,0.88,1.02,0.04,1.47,0.81,0.56,0.00,0.00,0.00,9.54,0.46,1.19,27.7,Matches
70,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,30,1988,32.7,0.43,0.03,0.00,1.44,1.77,0.00,0.24,1.90,2.05,0.00,0.00,0.00,14.3,1.74,0.89,66.3,Matches
71,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,29,1989,5.1,0.39,0.00,0.00,2.16,1.57,0.59,0.39,0.39,0.20,0.00,0.00,0.00,4.90,6.08,5.69,51.7,Matches
72,Jonny Castro\Jonny-Castro,es ESP,DFMF,Wolves,24,1994,30.8,0.19,0.00,0.00,0.75,1.10,0.16,1.20,1.66,1.33,0.03,0.00,0.00,8.57,0.84,1.20,41.3,Matches
73,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,29,1989,34.4,0.06,0.00,0.00,0.52,0.23,0.03,0.06,0.73,0.87,0.00,0.00,0.06,11.1,1.95,1.57,55.4,Matches
74,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,24,1993,7.7,0.13,0.00,0.00,1.69,0.65,0.78,4.29,0.78,0.65,0.00,0.13,0.00,6.23,1.30,2.21,37.0,Matches
75,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,36,1982,6.5,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.77,0.00,0.00,,Matches
76,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,23,1994,3.0,0.67,0.00,0.00,1.67,1.00,0.00,0.00,1.33,0.67,0.00,0.00,0.00,14.3,2.00,1.00,66.7,Matches
77,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,23,1995,28.8,0.31,0.00,0.00,1.22,0.14,0.00,0.45,1.84,1.46,0.00,0.00,0.00,13.5,1.88,1.39,57.4,Matches
78,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,21,1996,36.0,0.11,0.00,0.00,0.89,1.22,0.06,3.03,0.94,1.00,0.00,0.00,0.00,9.67,2.39,1.61,59.7,Matches
79,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,18,1999,0.4,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
80,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,20,1997,6.6,0.00,0.00,0.00,1.06,0.30,0.00,0.30,2.27,1.21,0.00,0.00,0.00,8.48,0.45,0.91,33.3,Matches
81,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,22,1996,6.9,0.14,0.00,0.00,1.16,0.58,0.00,0.00,0.87,0.58,0.00,0.00,0.00,12.5,2.32,2.03,53.3,Matches
82,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,25,1992,21.6,0.32,0.00,0.00,1.34,0.60,0.09,3.10,1.06,1.06,0.00,0.05,0.00,9.21,2.18,1.30,62.7,Matches
83,Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,24,1994,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,12.0,1.00,0.00,100.0,Matches
84,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,28,1989,9.5,0.11,0.00,0.00,0.63,0.63,0.00,0.11,1.05,1.05,0.00,0.00,0.00,11.2,2.84,2.00,58.7,Matches
85,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,28,1989,5.3,0.38,0.00,0.00,1.51,0.75,0.19,0.19,0.75,2.64,0.00,0.00,0.00,10.9,0.75,1.70,30.8,Matches
86,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,27,1991,12.7,0.16,0.00,0.00,0.71,0.24,0.00,0.94,0.94,1.02,0.00,0.00,0.00,9.37,0.71,0.55,56.3,Matches
87,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,27,1991,1.2,0.00,0.00,0.00,0.00,1.67,0.00,2.50,0.83,0.83,0.00,0.00,0.00,7.50,0.00,0.00,,Matches
88,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,25,1993,38.0,0.13,0.00,0.00,0.29,0.29,0.00,0.00,0.63,0.42,0.00,0.00,0.08,9.39,0.74,0.37,66.7,Matches
89,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,22,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,29,1988,28.4,0.04,0.00,0.00,0.77,0.70,0.11,2.61,0.88,1.13,0.00,0.04,0.04,11.2,1.13,0.99,53.3,Matches
91,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,21,1997,8.0,0.25,0.00,0.00,1.50,0.63,0.00,1.00,0.75,1.00,0.00,0.00,0.00,12.1,0.50,0.88,36.4,Matches
92,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,27,1991,31.0,0.10,0.00,0.00,0.58,0.87,0.03,0.45,0.90,0.68,0.00,0.03,0.03,11.1,3.13,1.68,65.1,Matches
93,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,29,1989,36.8,0.16,0.00,0.00,0.87,1.01,0.11,0.27,0.79,0.73,0.00,0.00,0.00,11.5,1.06,1.63,39.4,Matches
94,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,24,1994,14.9,0.20,0.00,0.00,1.34,1.61,0.40,2.48,0.54,0.94,0.00,0.00,0.00,6.17,0.27,1.61,14.3,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,28,1989,17.7,0.06,0.00,0.00,0.11,0.68,0.06,2.60,0.85,0.85,0.00,0.00,0.00,9.44,1.07,0.79,57.6,Matches
96,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,37,1981,1.0,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.0,7.00,69.6,Matches
97,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,27,1991,7.0,0.43,0.00,0.00,1.14,1.86,0.00,1.29,1.29,1.00,0.00,0.00,0.00,9.14,0.71,0.71,50.0,Matches
98,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,19,1999,11.3,0.27,0.00,0.00,1.06,0.18,0.18,3.36,0.80,1.15,0.00,0.09,0.00,9.29,1.59,0.27,85.7,Matches
99,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,17,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,1.25,1.25,50.0,Matches
100,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,27,1991,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,3.33,0.00,100.0,Matches
101,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,17.6,0.23,0.00,0.00,0.45,0.40,0.00,1.48,0.91,0.91,0.00,0.00,0.00,11.1,1.19,0.91,56.8,Matches
102,Danilo\Danilo,br BRA,DF,Manchester City,27,1991,9.0,0.11,0.00,0.00,1.11,0.89,0.00,1.11,1.33,1.00,0.00,0.00,0.00,12.8,1.78,1.11,61.5,Matches
103,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,7.4,0.14,0.00,0.00,0.54,0.00,0.00,0.14,0.27,0.14,0.00,0.00,0.00,8.38,2.97,2.03,59.5,Matches
104,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,4.9,0.00,0.00,0.00,0.61,0.82,0.20,0.61,1.22,1.22,0.00,0.00,0.00,6.94,0.20,0.61,25.0,Matches
105,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,20.5,0.10,0.00,0.00,0.88,0.68,0.00,1.61,0.63,1.17,0.00,0.00,0.00,10.3,1.95,1.32,59.7,Matches
106,Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,10.9,0.28,0.00,0.00,1.93,1.56,0.09,0.18,1.10,1.19,0.00,0.00,0.00,11.5,0.64,0.92,41.2,Matches
107,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,1.1,0.00,0.00,0.00,1.82,0.00,0.91,0.91,0.91,2.73,0.00,0.00,0.00,12.7,0.00,0.00,,Matches
108,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,10.8,0.19,0.00,0.00,0.93,1.39,0.09,4.35,0.46,1.48,0.00,0.00,0.00,8.43,0.65,0.83,43.8,Matches
109,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,28.3,0.14,0.04,0.00,1.48,1.27,0.46,0.49,0.35,0.67,0.00,0.00,0.00,5.27,5.62,6.71,45.6,Matches
110,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,Matches
111,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,5.0,0.00,0.00,0.00,0.20,0.40,0.00,0.60,1.40,0.80,0.00,0.00,0.00,11.2,0.00,0.60,0.0,Matches
112,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,8.1,0.12,0.12,0.00,0.74,0.86,0.00,0.49,1.23,0.86,0.00,0.00,0.00,10.5,0.86,1.11,43.8,Matches
113,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,5.7,0.18,0.00,0.00,2.11,0.70,0.00,0.00,1.23,1.58,0.00,0.00,0.00,11.4,1.05,0.18,85.7,Matches
114,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,16.3,0.06,0.00,0.00,0.67,0.67,0.06,0.49,0.98,2.15,0.00,0.00,0.00,9.20,2.76,2.39,53.6,Matches
115,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,0.08,0.00,0.00,1.60,0.84,0.59,0.34,0.50,0.76,0.00,0.00,0.00,3.70,4.29,5.38,44.3,Matches
116,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,23.0,0.13,0.00,0.00,0.61,0.57,1.48,2.26,0.78,0.35,0.00,0.00,0.00,6.09,0.09,0.61,12.5,Matches
117,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,0.6,0.00,0.00,0.00,0.00,1.67,1.67,3.33,1.67,5.00,0.00,0.00,0.00,5.00,3.33,3.33,50.0,Matches
118,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,6.1,0.16,0.00,0.00,1.15,1.48,0.33,2.30,0.16,0.49,0.00,0.00,0.00,5.41,0.33,2.46,11.8,Matches
119,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,24.1,0.12,0.00,0.00,1.49,0.83,0.00,0.37,1.29,1.99,0.00,0.00,0.00,9.46,0.87,1.74,33.3,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,6.8,0.00,0.00,0.00,0.59,1.47,0.15,1.03,0.00,1.47,0.00,0.00,0.00,8.82,0.88,2.06,30.0,Matches
121,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,16.7,0.24,0.00,0.00,1.44,0.54,0.00,0.36,0.42,0.72,0.00,0.00,0.00,10.3,1.62,1.50,51.9,Matches
122,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,32.9,0.15,0.03,0.00,1.19,1.00,0.06,4.80,1.37,1.37,0.00,0.00,0.03,11.7,2.22,1.06,67.6,Matches
