Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
35,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,33,1985,18.6,1.94,1.02,1.13,0.75,0.05,0.70,1.67,41.9,0.97,11.2,3.12,27.8,6.51,3.60,1.13,1.61,0.65,0.11,0.97,1.34,3.28,4.57,0.05,Matches
36,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,24,1993,13.8,0.87,0.80,0.22,0.58,0.07,0.36,1.52,23.8,1.16,18.1,4.35,24.0,3.62,9.71,4.78,1.01,0.07,0.00,0.94,0.72,1.59,1.16,0.07,Matches
37,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,28,1989,26.5,0.98,0.53,0.19,0.53,0.26,0.19,1.51,12.5,1.32,27.4,6.34,23.1,2.60,14.0,10.8,1.17,0.30,0.00,0.87,0.15,1.13,0.91,0.04,Matches
38,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,20,1997,11.2,0.71,0.36,0.36,0.27,0.09,0.18,0.80,22.2,0.63,14.6,3.84,26.4,3.93,7.32,3.30,0.89,0.18,0.00,0.71,0.09,0.80,0.36,0.00,Matches
39,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,23,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,0.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,24,1993,8.3,0.24,0.12,0.00,0.00,0.24,0.12,0.48,25.0,0.36,20.5,3.86,18.8,1.69,11.8,6.99,1.08,0.60,0.00,0.48,0.60,0.84,0.12,0.00,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,22,1996,23.9,1.80,1.17,1.05,0.67,0.08,0.75,1.51,50.0,0.75,11.1,2.93,26.3,7.20,3.68,0.25,2.38,1.05,0.08,1.34,2.18,3.97,7.20,0.00,Matches
42,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,31,1987,24.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.0,0.17,0.04,0.00,0.0,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,Matches
43,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,23,1995,17.0,0.76,0.53,0.47,0.24,0.06,0.41,1.06,38.9,0.65,11.5,2.94,25.6,5.41,4.47,1.59,1.82,0.24,0.00,1.59,0.65,1.41,1.71,0.00,Matches
44,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,28,1990,29.3,1.71,0.92,1.13,0.55,0.03,0.44,1.19,37.1,0.75,14.9,4.16,27.9,8.09,6.11,0.72,2.32,0.31,0.00,2.01,1.26,2.97,2.53,0.00,Matches
45,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,28,1990,34.0,2.00,1.06,1.38,0.53,0.09,0.62,0.94,65.6,0.32,8.88,2.41,27.2,6.38,2.26,0.24,2.12,0.74,0.03,1.38,0.71,2.71,4.18,0.03,Matches
46,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,27,1990,9.0,0.56,0.44,0.22,0.22,0.11,0.22,0.44,50.0,0.22,17.0,3.67,21.6,1.11,10.1,5.78,0.56,0.11,0.00,0.44,0.00,0.56,1.44,0.00,Matches
47,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,27,1990,19.5,1.13,0.72,0.62,0.46,0.05,0.46,1.38,33.3,0.92,17.9,4.26,23.7,5.90,7.59,4.46,2.05,0.10,0.00,1.95,1.38,2.51,1.54,0.00,Matches
48,Bernard\Bernard,br BRA,FWMF,Everton,25,1992,23.5,2.04,1.36,0.81,0.81,0.43,0.68,2.43,28.1,1.74,20.9,5.36,25.7,7.06,9.57,4.21,2.21,0.09,0.00,2.13,1.32,3.36,0.43,0.00,Matches
49,Bernardo\Bernardo,br BRA,DF,Brighton,23,1995,19.5,3.38,2.00,2.36,0.77,0.26,1.13,2.05,55.0,0.92,14.1,4.97,35.4,8.77,4.26,1.03,2.72,0.82,0.05,1.90,1.74,5.13,3.90,0.00,Matches
50,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,28,1989,24.0,1.50,0.79,0.79,0.58,0.13,0.42,1.29,32.3,0.88,12.8,3.83,30.0,5.83,4.42,2.54,1.50,0.21,0.00,1.29,1.08,2.58,1.92,0.00,Matches
51,Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,26,1992,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,Matches
52,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,22,1996,24.3,2.84,1.81,1.23,1.36,0.25,0.66,2.10,31.4,1.44,24.7,6.83,27.7,9.18,11.4,4.12,2.80,0.70,0.08,2.10,2.26,5.10,1.77,0.00,Matches
53,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,21,1996,19.7,3.10,2.03,1.88,1.07,0.15,0.71,1.88,37.8,1.17,29.3,6.29,21.5,13.5,13.5,2.39,1.98,0.36,0.00,1.62,1.02,4.11,1.57,0.05,Matches
54,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,27,1991,35.2,2.27,1.28,1.34,0.91,0.03,0.57,1.48,38.5,0.91,8.98,3.32,37.0,5.80,3.07,0.11,2.16,0.94,0.00,1.22,1.22,3.49,5.74,0.06,Matches
55,Léo Bonatini\Leo-Bonatini,br BRA,FW,Wolves,24,1994,1.5,1.33,1.33,0.00,0.67,0.67,0.67,3.33,20.0,2.67,18.7,6.00,32.1,1.33,8.00,9.33,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,Matches
56,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,30,1988,20.1,1.09,0.75,0.60,0.30,0.20,0.25,0.75,33.3,0.50,11.9,3.48,29.3,7.71,3.13,1.04,2.29,0.45,0.00,1.84,0.80,1.89,2.69,0.00,Matches
57,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,38,1980,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.0,0.17,0.08,0.00,0.0,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
58,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,26,1992,8.0,1.50,1.00,0.50,0.50,0.50,0.25,1.25,20.0,1.00,22.6,4.38,19.3,7.38,10.8,4.50,2.13,0.13,0.00,2.00,1.00,2.50,1.63,0.13,Matches
59,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,33,1985,2.1,1.90,0.48,1.90,0.00,0.00,0.95,1.90,50.0,0.95,10.0,1.90,19.0,9.05,0.95,0.00,0.95,0.48,0.00,0.48,0.48,2.38,7.62,0.00,Matches
60,David Brooks\David-Brooks,wal WAL,MFFW,Bournemouth,21,1997,25.1,1.35,0.88,0.56,0.60,0.20,0.44,1.79,24.4,1.35,25.0,5.58,22.3,7.57,12.4,5.10,1.75,0.24,0.04,1.51,0.88,2.23,0.88,0.00,Matches
61,Bruno\Bruno,es ESP,DF,Brighton,37,1980,12.6,2.14,1.51,1.90,0.08,0.16,1.11,1.43,77.8,0.32,7.70,1.98,25.8,5.56,1.51,0.63,0.79,0.16,0.00,0.63,0.56,2.70,3.25,0.08,Matches
62,Joe Bryan\Joe-Bryan,eng ENG,DF,Fulham,24,1993,26.1,2.49,1.49,1.46,0.80,0.23,1.00,2.07,48.1,1.07,15.1,3.87,25.7,8.43,5.17,1.46,1.92,0.54,0.00,1.38,1.15,3.64,2.84,0.11,Matches
63,David Button\David-Button,eng ENG,GK,Brighton,29,1989,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
64,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,36,1981,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,Matches
65,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,32,1985,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,0.00,0.0,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
66,Tom Cairney\Tom-Cairney,sco SCO,MFFW,Fulham,27,1991,24.4,1.56,1.23,0.53,0.78,0.25,0.41,0.74,55.6,0.33,16.7,4.59,27.5,3.65,8.73,4.30,1.11,0.16,0.00,0.94,0.61,2.17,0.53,0.00,Matches
67,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,21,1997,19.8,0.66,0.40,0.15,0.30,0.20,0.25,0.61,41.7,0.35,19.8,5.51,27.8,1.01,8.79,10.0,1.46,0.30,0.00,1.16,0.45,1.11,0.81,0.00,Matches
68,Rafael Camacho\Rafael-Camacho,pt POR,DF,Liverpool,18,2000,0.0,1,0,1,0,0,1,1,100.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,Matches
69,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Cardiff City,24,1994,28.5,0.91,0.56,0.35,0.28,0.28,0.21,1.26,16.7,1.05,17.8,4.42,24.9,4.63,9.12,4.00,1.16,0.14,0.00,1.02,0.81,1.72,0.81,0.00,Matches
70,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,30,1988,32.7,2.75,2.05,1.07,1.41,0.28,0.70,2.57,27.4,1.87,22.0,5.84,26.5,9.63,11.0,1.38,1.93,0.49,0.03,1.44,1.90,4.65,2.32,0.00,Matches
71,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,29,1989,5.1,0.39,0.20,0.20,0.20,0.00,0.00,0.39,0.0,0.39,17.8,2.16,12.1,0.59,9.41,7.84,0.98,0.39,0.00,0.59,0.39,0.78,1.96,0.20,Matches
72,Jonny Castro\Jonny-Castro,es ESP,DFMF,Wolves,24,1994,30.8,2.40,1.33,1.40,0.84,0.16,0.78,2.24,34.8,1.46,17.7,5.39,30.5,8.25,7.11,2.34,2.05,0.16,0.00,1.88,1.66,4.06,1.88,0.00,Matches
73,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,29,1989,34.4,1.51,0.87,1.08,0.38,0.06,0.41,0.96,42.4,0.55,8.05,2.99,37.2,5.26,2.56,0.23,1.60,0.87,0.03,0.73,0.73,2.24,5.35,0.06,Matches
74,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,24,1993,7.7,1.43,0.65,0.78,0.26,0.39,0.00,1.04,0.0,1.04,25.7,5.84,22.7,4.42,14.5,6.75,1.04,0.00,0.00,1.04,0.78,2.21,0.52,0.00,Matches
75,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,36,1982,6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.15,0.00,0.0,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
76,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,23,1994,3.0,1.67,0.67,1.00,0.67,0.00,0.67,2.33,28.6,1.67,27.0,8.33,30.9,10.0,14.7,2.33,1.00,0.33,0.00,0.67,1.33,3.00,1.33,0.00,Matches
77,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,23,1995,28.8,1.81,1.46,0.90,0.69,0.21,0.63,1.88,33.3,1.25,21.1,5.87,27.8,8.89,10.5,1.77,2.36,0.52,0.00,1.84,1.84,3.65,3.96,0.03,Matches
78,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,21,1996,36.0,1.56,1.00,0.86,0.53,0.17,0.53,1.58,33.3,1.06,16.5,4.67,28.3,8.78,5.61,2.11,2.03,0.22,0.00,1.81,0.94,2.50,3.17,0.00,Matches
79,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,18,1999,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,15.0,7.50,50.0,0.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,20,1997,6.6,3.48,1.21,1.52,1.82,0.15,1.21,2.42,50.0,1.21,27.6,7.27,26.4,11.5,12.3,3.79,2.12,0.45,0.00,1.67,2.27,5.76,2.58,0.00,Matches
81,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,22,1996,6.9,1.45,0.58,0.43,1.01,0.00,0.43,1.01,42.9,0.58,8.55,2.90,33.9,5.22,3.19,0.14,1.16,0.29,0.00,0.87,0.87,2.32,4.64,0.00,Matches
82,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,25,1992,21.6,2.04,1.06,1.34,0.65,0.05,0.83,2.13,39.1,1.30,17.5,4.12,23.5,10.1,5.09,2.31,1.90,0.32,0.05,1.57,1.06,3.10,3.98,0.00,Matches
83,Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,24,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.0,1.00,31.0,5.00,16.1,11.0,16.0,4.00,1.00,0.00,0.00,1.00,4.00,4.00,1.00,0.00,Matches
84,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,28,1989,9.5,1.58,1.05,0.95,0.53,0.11,0.74,1.26,58.3,0.53,9.05,3.16,34.9,6.42,2.21,0.42,1.47,0.53,0.00,0.95,1.05,2.63,4.84,0.00,Matches
85,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,28,1989,5.3,3.40,2.64,2.45,0.57,0.38,1.32,4.72,28.0,3.40,27.0,6.04,22.4,13.6,10.9,2.45,0.75,0.00,0.00,0.75,0.75,4.15,2.26,0.00,Matches
86,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,27,1991,12.7,2.28,1.02,1.10,0.94,0.24,0.47,1.50,31.6,1.02,15.6,3.94,25.3,10.1,4.49,1.02,1.50,0.16,0.00,1.34,0.94,3.23,3.07,0.00,Matches
87,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,27,1991,1.2,4.17,0.83,1.67,2.50,0.00,1.67,4.17,40.0,2.50,14.2,4.17,29.4,3.33,5.00,5.83,0.83,0.00,0.00,0.83,0.83,5.00,3.33,0.00,Matches
88,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,25,1993,38.0,0.82,0.42,0.68,0.13,0.00,0.24,0.66,36.0,0.42,4.68,1.42,30.3,3.97,0.71,0.00,1.18,0.68,0.03,0.50,0.63,1.45,4.00,0.03,Matches
89,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,22,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,29,1988,28.4,1.76,1.13,0.99,0.56,0.21,0.63,1.13,56.3,0.49,10.4,3.17,30.4,6.30,2.99,1.13,1.41,0.21,0.00,1.20,0.88,2.64,2.85,0.04,Matches
91,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,21,1997,8.0,1.75,1.00,1.00,0.63,0.13,0.88,2.63,33.3,1.75,15.9,3.38,21.3,7.38,7.00,1.50,1.00,0.25,0.00,0.75,0.75,2.50,1.00,0.00,Matches
92,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,27,1991,31.0,1.13,0.68,0.97,0.13,0.03,0.52,0.84,61.5,0.32,6.74,2.03,30.1,4.52,1.90,0.32,1.45,0.74,0.00,0.71,0.90,2.03,7.81,0.03,Matches
93,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,29,1989,36.8,1.25,0.73,0.43,0.68,0.14,0.43,1.55,28.1,1.11,18.7,4.46,23.8,5.95,9.86,2.91,1.55,0.52,0.00,1.03,0.79,2.04,2.07,0.00,Matches
94,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,24,1994,14.9,1.14,0.94,0.54,0.34,0.27,0.47,1.54,30.4,1.07,26.6,4.90,18.4,4.50,16.7,5.44,1.14,0.00,0.00,1.14,0.54,1.68,0.47,0.00,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,28,1989,17.7,1.36,0.85,0.68,0.51,0.17,0.51,1.41,36.0,0.90,13.2,4.29,32.6,8.14,3.39,1.64,2.43,0.40,0.00,2.03,0.85,2.20,3.39,0.06,Matches
96,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,37,1981,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,14.0,2.00,14.3,0.00,3.00,11.0,2.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,Matches
97,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,27,1991,7.0,1.86,1.00,1.14,0.43,0.29,0.43,2.00,21.4,1.57,16.7,4.57,27.4,8.14,7.57,1.00,2.43,0.29,0.00,2.14,1.29,3.14,1.29,0.00,Matches
98,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,19,1999,11.3,1.95,1.15,0.88,0.80,0.27,0.97,1.59,61.1,0.62,15.3,3.81,24.9,7.43,5.75,2.12,2.21,0.18,0.00,2.04,0.80,2.74,3.19,0.09,Matches
99,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,17,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,5.00,25.0,3.75,12.5,3.75,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,Matches
100,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,27,1991,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,20.0,3.33,16.7,3.33,13.3,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
101,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,31,1986,17.6,1.36,0.91,0.97,0.34,0.06,0.45,1.42,32.0,0.97,17.0,4.49,26.3,11.1,4.55,1.36,1.99,0.23,0.00,1.76,0.91,2.27,1.93,0.06,Matches
102,Danilo\Danilo,br BRA,DF,Manchester City,27,1991,9.0,2.33,1.00,0.78,1.33,0.22,1.78,2.89,61.5,1.11,11.3,4.44,39.2,4.56,4.44,2.33,0.78,0.00,0.00,0.78,1.33,3.67,4.56,0.11,Matches
103,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,7.4,0.68,0.14,0.54,0.14,0.00,0.27,1.22,22.2,0.95,5.95,0.68,11.4,4.73,1.08,0.14,3.24,1.89,0.00,1.35,0.27,0.95,8.38,0.00,Matches
104,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,4.9,2.45,1.22,1.43,0.82,0.20,0.82,1.84,44.4,1.02,13.9,3.27,23.5,8.37,4.69,0.82,1.63,0.20,0.00,1.43,1.22,3.67,4.08,0.00,Matches
105,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,20.5,2.15,1.17,1.41,0.59,0.15,1.07,2.24,47.8,1.17,14.5,2.88,19.9,7.02,5.37,2.10,1.90,0.54,0.00,1.37,0.63,2.78,3.22,0.00,Matches
106,Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,10.9,2.48,1.19,0.92,1.19,0.37,0.64,2.02,31.8,1.38,21.2,4.95,23.4,5.41,11.6,4.22,1.19,0.18,0.00,1.01,1.10,3.58,0.46,0.00,Matches
107,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,1.1,2.73,2.73,0.00,2.73,0.00,0.00,0.00,,0.00,5.45,0.91,16.7,0.91,4.55,0.00,3.64,0.00,0.00,3.64,0.91,3.64,3.64,0.00,Matches
108,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,10.8,1.85,1.48,0.37,0.93,0.56,0.46,2.04,22.7,1.57,26.2,6.85,26.1,3.98,13.6,8.61,0.83,0.09,0.00,0.74,0.46,2.31,0.28,0.00,Matches
109,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,28.3,0.99,0.67,0.25,0.39,0.35,0.18,1.02,17.2,0.85,23.8,5.41,22.7,2.47,12.3,9.08,1.27,0.35,0.00,0.92,0.35,1.34,1.06,0.00,Matches
110,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.67,0.00,0.0,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
111,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,5.0,1.60,0.80,0.80,0.40,0.40,0.40,1.60,25.0,1.20,24.0,3.00,12.5,9.00,11.4,3.60,1.80,0.40,0.00,1.40,1.40,3.00,1.60,0.00,Matches
112,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,8.1,2.22,0.86,1.36,0.37,0.49,0.12,1.73,7.1,1.60,12.0,2.84,23.7,5.19,5.06,1.73,0.37,0.00,0.00,0.37,1.23,3.46,2.47,0.25,Matches
113,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,5.7,2.63,1.58,1.40,0.88,0.35,0.70,1.58,44.4,0.88,23.5,8.77,37.3,9.12,11.9,2.46,1.05,0.18,0.00,0.88,1.23,3.86,0.88,0.00,Matches
114,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,16.3,2.88,2.15,1.29,1.35,0.25,0.80,3.07,26.0,2.27,31.8,8.71,27.4,13.0,15.5,3.31,2.76,0.37,0.00,2.39,0.98,3.87,1.78,0.00,Matches
115,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,0.76,0.76,0.17,0.34,0.25,0.08,0.59,14.3,0.50,20.3,3.78,18.7,2.44,8.99,8.82,1.18,0.17,0.00,1.01,0.50,1.26,0.67,0.00,Matches
116,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,23.0,0.43,0.35,0.13,0.26,0.04,0.17,1.04,16.7,0.87,22.1,5.57,25.2,4.00,9.78,8.30,0.74,0.00,0.00,0.74,0.78,1.22,0.26,0.00,Matches
117,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,0.6,5.00,5.00,5.00,0.00,0.00,0.00,1.67,0.0,1.67,28.3,15.0,52.9,13.3,11.7,3.33,1.67,0.00,0.00,1.67,1.67,6.67,0.00,0.00,Matches
118,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,6.1,0.66,0.49,0.49,0.16,0.00,0.16,1.97,8.3,1.80,20.5,3.77,18.4,7.21,8.03,5.25,1.31,0.00,0.00,1.31,0.16,0.82,0.00,0.00,Matches
119,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,24.1,2.99,1.99,1.33,1.58,0.08,0.66,2.66,25.0,1.99,28.8,6.89,23.9,10.9,15.6,2.37,2.07,0.41,0.00,1.66,1.29,4.27,1.62,0.00,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,6.8,3.09,1.47,1.03,0.88,1.18,1.18,2.06,57.1,0.88,31.2,7.79,25.0,10.6,14.1,6.47,1.62,0.00,0.00,1.62,0.00,3.09,0.44,0.00,Matches
121,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,16.7,1.50,0.72,0.48,0.72,0.30,0.42,1.86,22.6,1.44,15.8,4.61,29.2,5.27,9.10,1.44,1.98,0.60,0.00,1.38,0.42,1.92,2.57,0.00,Matches
122,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,32.9,2.55,1.37,1.43,0.82,0.30,0.64,1.37,46.7,0.73,15.3,4.80,31.3,8.36,4.35,2.61,2.25,0.27,0.00,1.98,1.37,3.92,3.59,0.00,Matches
123,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,37.6,0.93,0.66,0.72,0.21,0.00,0.35,0.37,92.9,0.03,4.39,1.46,33.3,2.61,1.60,0.19,1.14,0.53,0.00,0.61,0.82,1.76,6.04,0.00,Matches
124,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33.0,2.03,1.03,1.52,0.52,0.00,0.70,1.48,46.9,0.79,8.03,2.42,30.2,5.42,2.45,0.15,2.45,1.15,0.00,1.30,1.45,3.48,4.94,0.06,Matches
125,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,34.9,1.95,0.95,1.43,0.46,0.06,0.97,1.81,54.0,0.83,13.1,3.09,23.6,6.70,4.87,1.52,2.29,0.23,0.00,2.06,0.92,2.87,2.81,0.00,Matches
126,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,34.0,2.09,1.41,0.97,0.85,0.26,0.44,1.53,28.8,1.09,21.5,5.82,27.1,7.50,10.4,3.65,1.03,0.21,0.00,0.82,1.06,3.15,1.26,0.09,Matches
127,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
128,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.08,0.00,0.0,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.08,Matches
129,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,34.3,0.93,0.58,0.64,0.17,0.12,0.32,0.67,47.8,0.35,4.55,1.37,30.1,3.21,0.93,0.41,2.07,1.43,0.06,0.64,0.55,1.49,8.80,0.06,Matches
130,Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,0.5,4.00,2.00,4.00,0.00,0.00,2.00,4.00,50.0,2.00,40.0,12.0,30.0,20.0,14.0,6.00,10.0,0.00,0.00,10.0,0.00,4.00,0.00,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,22.1,1.72,0.72,1.18,0.50,0.05,0.86,1.90,45.2,1.04,12.5,2.81,22.4,8.69,3.44,0.41,2.08,0.59,0.05,1.49,1.27,2.99,5.84,0.05,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,35.0,1.31,0.91,0.89,0.40,0.03,0.31,0.94,33.3,0.63,6.46,2.14,33.2,4.54,1.57,0.34,1.89,1.23,0.00,0.66,0.91,2.23,6.43,0.00,Matches
133,Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,22.8,2.11,1.23,1.23,0.66,0.22,0.70,1.62,43.2,0.92,16.7,4.30,25.8,7.89,6.67,2.11,1.58,0.26,0.00,1.32,1.23,3.33,2.19,0.00,Matches
