Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
335,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,26,1992,29.0,49.6,60.2,82.3,1098.6,373.0,13.2,15.0,88.5,26.3,29.7,88.8,9.72,14.9,65.4,0.00,0.01,-0.01,0.17,3.86,0.34,0.00,3.41,Matches
336,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FW,Newcastle Utd,26,1992,5.8,15.3,21.9,70.1,213.8,49.8,8.28,9.66,85.7,6.03,8.28,72.9,0.34,0.86,40.0,0.00,0.05,-0.05,0.52,1.72,0.17,0.00,1.21,Matches
337,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,23,1995,0.1,30.0,40.0,75.0,790.0,350.0,0.00,0.00,,20.0,20.0,100.0,10.0,20.0,50.0,10.0,2.00,8.00,10.0,0.00,10.0,10.0,0.00,Matches
338,Samir Nasri\Samir-Nasri,fr FRA,MF,West Ham,31,1987,2.7,50.0,57.4,87.1,771.9,177.4,28.9,32.2,89.7,13.7,15.2,90.2,5.56,8.15,68.2,0.74,0.30,0.44,2.22,4.07,2.22,0.37,4.44,Matches
339,Marc Navarro\Marc-Navarro,es ESP,DF,Watford,23,1995,0.9,24.4,37.8,64.7,487.8,108.9,10.0,12.2,81.8,7.78,13.3,58.3,4.44,10.0,44.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
340,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,21,1996,36.6,44.6,55.6,80.3,818.8,197.1,19.9,23.6,84.6,18.4,21.9,83.9,5.79,8.31,69.7,0.00,0.04,-0.04,0.60,4.23,0.30,0.00,4.18,Matches
341,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,21,1997,33.4,47.0,58.3,80.6,1115.7,276.5,12.1,14.3,84.1,22.8,25.5,89.7,11.9,17.2,68.8,0.09,0.04,0.05,0.57,5.93,0.51,0.09,4.97,Matches
342,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Cardiff City,28,1990,10.3,11.2,16.4,68.0,159.7,33.9,6.80,8.74,77.8,3.30,4.56,72.3,0.58,0.97,60.0,0.00,0.04,-0.04,0.49,0.39,0.49,0.10,1.26,Matches
343,Oumar Niasse\Oumar-Niasse,sn SEN,FWMF,Everton,28,1990,0.7,18.6,31.4,59.1,275.7,91.4,10.0,12.9,77.8,8.57,15.7,54.5,0.00,1.43,0.0,0.00,0.14,-0.14,1.43,1.43,2.86,1.43,2.86,Matches
344,Eddie Nketiah\Eddie-Nketiah,eng ENG,MFFW,Arsenal,19,1999,0.7,27.1,28.6,95.0,328.6,75.7,15.7,15.7,100.0,10.0,10.0,100.0,0.00,1.43,0.0,0.00,0.14,-0.14,1.43,1.43,1.43,0.00,2.86,Matches
345,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,31,1987,25.5,50.7,60.1,84.3,1032.7,292.5,19.2,22.0,87.5,21.2,24.3,87.4,9.45,12.4,76.5,0.20,0.09,0.10,0.82,5.49,1.10,0.20,5.69,Matches
346,Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Fulham,28,1990,4.0,47.8,57.0,83.8,1162.3,440.3,11.3,11.8,95.7,23.3,26.5,87.7,12.8,18.0,70.8,0.25,0.05,0.20,0.75,3.25,0.00,0.00,1.50,Matches
347,Will Norris\Will-Norris,eng ENG,GK,Wolves,24,1993,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
348,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,18,2000,1.5,11.3,15.3,73.9,150.0,17.3,6.67,8.67,76.9,4.67,6.00,77.8,0.00,0.00,,0.67,0.13,0.53,1.33,0.00,2.00,0.67,1.33,Matches
349,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,26,1992,12.5,34.7,43.9,79.1,650.7,179.6,16.6,19.8,83.5,11.8,14.6,80.8,6.00,8.40,71.4,0.08,0.03,0.05,0.32,3.76,0.32,0.08,4.00,Matches
350,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,30,1988,28.8,40.5,49.2,82.2,789.6,286.2,15.2,16.8,90.3,19.5,21.8,89.5,5.42,9.65,56.1,0.03,0.02,0.01,0.38,3.68,0.31,0.07,2.78,Matches
351,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,30,1988,20.8,31.7,37.8,83.7,655.5,204.6,10.2,11.4,89.5,15.8,18.3,86.6,5.24,7.55,69.4,0.05,0.02,0.02,0.19,1.68,0.10,0.00,1.49,Matches
352,Stefano Okaka\Stefano-Okaka,it ITA,FW,Watford,28,1989,0.3,30.0,43.3,69.2,373.3,106.7,20.0,23.3,85.7,6.67,13.3,50.0,0.00,3.33,0.0,0.00,0.67,-0.67,6.67,3.33,3.33,3.33,0.00,Matches
353,Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,32,1986,3.2,23.4,30.9,75.8,287.2,64.7,18.1,20.6,87.9,3.75,5.94,63.2,1.25,2.81,44.4,0.31,0.09,0.22,0.63,1.25,0.31,0.00,2.19,Matches
354,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,23,1995,4.1,18.8,28.0,67.0,321.0,87.6,10.7,14.4,74.6,5.37,7.80,68.8,2.20,3.66,60.0,0.24,0.05,0.20,0.73,1.22,0.98,0.49,1.71,Matches
355,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,30,1988,13.7,84.4,90.7,93.0,1782.0,441.5,22.3,23.1,96.5,49.4,52.1,94.8,12.5,14.8,84.2,0.00,0.01,-0.01,0.15,5.84,0.15,0.00,3.87,Matches
356,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,24,1993,0.2,60.0,70.0,85.7,1065.0,525.0,25.0,30.0,83.3,35.0,35.0,100.0,0.00,0.00,,0.00,0.00,0.00,5.00,15.0,0.00,0.00,30.0,Matches
357,Mesut Özil\Mesut-Ozil,de GER,MFFW,Arsenal,29,1988,19.3,53.3,61.1,87.2,860.4,226.3,27.8,30.7,90.6,19.7,21.8,90.5,4.46,6.68,66.7,0.10,0.29,-0.19,2.38,5.23,2.64,0.57,6.27,Matches
358,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,23,1994,7.4,60.9,70.0,87.1,860.0,233.8,38.1,41.1,92.8,19.5,21.2,91.7,2.43,4.86,50.0,0.00,0.08,-0.08,0.54,2.97,1.89,0.41,4.05,Matches
359,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,30,1988,24.4,49.8,55.5,89.8,1091.6,320.7,14.1,15.0,94.3,25.8,27.4,94.3,9.71,12.7,76.2,0.08,0.02,0.06,0.16,1.35,0.16,0.00,1.60,Matches
360,Callum Paterson\Callum-Paterson,sco SCO,FWMF,Cardiff City,23,1994,22.2,12.7,26.3,48.1,203.1,92.7,7.25,13.2,55.1,4.10,8.83,46.4,1.08,2.66,40.7,0.05,0.09,-0.05,0.86,1.98,0.81,0.09,3.02,Matches
361,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,30,1988,37.0,13.3,22.6,59.0,535.3,364.8,1.03,1.03,100.0,3.86,3.97,97.3,8.43,17.6,48.0,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,Matches
362,Pedro\Pedro,es ESP,FW,Chelsea,31,1987,19.8,48.0,57.3,83.7,758.0,153.9,27.9,30.8,90.8,15.6,18.8,82.8,3.84,6.21,61.8,0.10,0.15,-0.05,1.36,2.53,1.52,0.40,3.28,Matches
363,Lee Peltier\Lee-Peltier,eng ENG,DF,Cardiff City,31,1986,17.2,16.2,25.7,63.1,315.3,145.3,5.99,8.26,72.5,7.38,10.5,70.2,2.44,5.93,41.2,0.00,0.00,0.00,0.12,1.22,0.12,0.06,1.16,Matches
364,Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,22,1996,6.7,44.3,53.7,82.5,797.8,247.5,19.4,22.1,87.8,18.2,21.0,86.5,5.22,8.06,64.8,0.15,0.12,0.03,1.34,5.52,1.19,0.45,4.78,Matches
365,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,24,1993,34.7,43.1,56.4,76.4,722.2,278.7,20.8,24.8,83.7,18.3,23.6,77.5,3.40,5.97,57.0,0.17,0.12,0.05,0.89,3.14,0.89,0.17,4.44,Matches
366,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,27,1991,31.3,30.9,37.9,81.5,516.9,142.4,16.5,18.9,87.3,10.6,12.4,85.6,3.04,4.54,66.9,0.03,0.11,-0.08,1.21,2.27,1.18,0.16,3.48,Matches
367,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Newcastle Utd,25,1993,32.4,18.8,25.1,75.0,284.8,73.2,10.8,12.8,84.8,5.90,7.87,74.9,1.42,2.47,57.5,0.06,0.11,-0.05,1.17,1.42,0.77,0.12,1.98,Matches
368,Lucas Pérez\Lucas-Perez,es ESP,FW,West Ham,29,1988,5.3,19.2,27.9,68.9,269.8,39.4,11.7,14.5,80.5,6.23,8.68,71.7,0.75,2.45,30.8,0.00,0.15,-0.15,1.51,0.75,0.75,0.00,0.94,Matches
369,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,24,1994,38.0,19.7,32.9,59.8,755.7,504.2,1.84,1.89,97.2,8.11,8.34,97.2,9.71,22.6,42.9,0.00,0.00,0.00,0.03,0.95,0.00,0.00,0.00,Matches
370,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,25,1993,33.4,51.7,63.3,81.7,1008.4,291.6,23.3,26.4,88.1,19.2,23.0,83.5,8.59,12.2,70.7,0.27,0.16,0.11,1.53,6.74,1.92,0.24,7.81,Matches
371,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,25,1993,23.1,30.0,42.3,71.0,471.9,124.6,16.9,20.5,82.5,9.74,13.1,74.3,2.47,5.89,41.9,0.00,0.09,-0.09,1.47,2.60,1.21,0.30,2.90,Matches
372,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,31,1987,0.1,30.0,30.0,100.0,640.0,120.0,10.0,10.0,100.0,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
373,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,26,1991,28.3,34.6,44.2,78.3,687.1,176.8,13.3,15.8,83.7,15.1,18.4,82.3,5.62,8.41,66.8,0.04,0.04,0.00,0.67,4.31,0.74,0.11,4.38,Matches
374,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,32,1986,4.2,40.0,51.0,78.5,740.0,247.6,19.3,21.9,88.0,13.6,16.7,81.4,6.19,10.0,61.9,0.00,0.19,-0.19,1.19,3.33,1.19,0.00,5.00,Matches
375,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,32,1986,0.1,100.0,110.0,90.9,1170.0,320.0,70.0,70.0,100.0,30.0,40.0,75.0,0.00,0.00,,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,Matches
376,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,27,1991,0.4,32.5,42.5,76.5,420.0,112.5,20.0,25.0,80.0,10.0,12.5,80.0,0.00,0.00,,0.00,0.25,-0.25,2.50,5.00,7.50,0.00,7.50,Matches
377,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,18,1999,3.8,52.1,61.1,85.3,981.8,250.0,22.9,25.5,89.7,22.6,25.5,88.7,6.05,8.42,71.9,0.00,0.03,-0.03,0.26,6.58,0.79,0.26,4.74,Matches
378,Joe Ralls\Joe-Ralls,eng ENG,MF,Cardiff City,24,1993,21.8,26.1,39.6,65.8,571.1,218.3,8.72,10.6,81.9,11.3,14.8,76.2,5.64,12.8,44.1,0.00,0.09,-0.09,1.28,4.91,0.73,0.23,4.45,Matches
379,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Arsenal,27,1990,14.8,43.7,53.4,81.9,745.6,174.1,21.9,25.5,85.7,16.4,18.9,86.7,4.73,6.42,73.7,0.41,0.16,0.24,1.62,3.58,1.42,0.34,4.12,Matches
380,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,17,2000,1.0,14.0,18.0,77.8,263.0,56.0,5.00,6.00,83.3,8.00,8.00,100.0,1.00,4.00,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
381,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,20,1997,25.9,20.8,28.1,73.9,315.0,77.5,12.9,15.1,85.5,5.91,7.88,75.0,1.62,3.55,45.7,0.23,0.17,0.06,1.47,1.24,0.93,0.12,2.28,Matches
382,Tim Ream\Tim-Ream,us USA,DF,Fulham,30,1987,22.7,40.1,45.6,87.8,789.6,285.4,12.5,13.1,95.3,23.1,25.2,91.9,4.36,6.74,64.7,0.00,0.00,0.00,0.09,2.11,0.09,0.00,2.95,Matches
383,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,24,1994,36.3,24.2,33.5,72.2,410.2,103.4,12.5,15.3,81.3,8.07,10.5,76.7,3.00,5.48,54.8,0.11,0.15,-0.04,1.52,1.71,1.68,0.61,2.40,Matches
384,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Cardiff City,25,1993,15.8,15.0,20.9,71.8,218.2,52.8,9.11,11.0,82.8,4.37,6.01,72.6,0.89,2.15,41.2,0.13,0.06,0.06,0.89,0.95,0.38,0.06,1.20,Matches
385,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,19,1999,33.4,40.8,47.0,86.9,796.4,177.5,15.7,17.6,89.3,18.1,20.1,89.9,6.56,8.23,79.6,0.00,0.01,-0.01,0.27,3.80,0.15,0.00,2.46,Matches
386,Jazz Richards\Jazz-Richards,wal WAL,DFMF,Cardiff City,27,1991,1.5,16.7,23.3,71.4,262.7,116.0,8.67,11.3,76.5,7.33,8.67,84.6,0.67,3.33,20.0,0.00,0.00,0.00,0.00,1.33,0.00,0.00,1.33,Matches
387,Richarlison\Richarlison,br BRA,FWMF,Everton,21,1997,29.6,18.4,28.3,65.2,295.4,67.1,10.0,14.0,71.9,6.01,8.55,70.4,1.86,3.24,57.3,0.03,0.05,-0.01,0.57,1.32,0.84,0.10,2.43,Matches
388,Diego Rico\Diego-Rico,es ESP,DFMF,Bournemouth,25,1993,6.8,38.1,56.2,67.8,693.5,346.5,17.4,22.5,77.1,16.2,21.0,76.9,4.12,10.7,38.4,0.00,0.16,-0.16,1.62,3.24,1.03,0.74,5.44,Matches
389,Sergio Rico\Sergio-Rico,es ESP,GK,Fulham,24,1993,29.0,17.9,30.7,58.2,746.0,608.6,1.79,1.83,98.1,5.93,5.97,99.4,10.1,22.9,44.3,0.00,0.01,-0.01,0.07,0.41,0.03,0.00,0.00,Matches
390,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,28,1989,32.5,31.9,48.6,65.6,624.6,255.0,13.8,16.4,84.3,12.7,17.1,74.2,4.92,12.5,39.5,0.25,0.14,0.10,1.63,1.94,1.42,0.86,2.83,Matches
391,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,24,1994,35.7,63.9,78.3,81.6,1162.0,429.5,28.2,31.2,90.3,29.1,33.9,85.9,6.41,11.8,54.5,0.31,0.19,0.12,1.46,4.45,2.02,0.50,6.95,Matches
392,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,28,1990,2.4,41.3,57.1,72.3,778.8,345.8,20.0,22.1,90.6,15.8,20.0,79.2,5.42,13.3,40.6,0.00,0.00,0.00,0.00,4.58,0.42,0.00,3.33,Matches
393,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,26,1991,23.7,37.9,47.1,80.5,700.2,216.0,15.4,17.8,86.7,17.6,20.7,84.9,4.26,7.05,60.5,0.00,0.02,-0.02,0.30,5.11,0.42,0.08,5.32,Matches
394,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Newcastle Utd,28,1989,28.9,18.6,26.7,69.7,264.3,53.7,11.7,15.3,76.2,5.29,7.92,66.8,0.93,1.66,56.3,0.24,0.11,0.13,1.04,1.45,0.76,0.10,1.80,Matches
395,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,28,1990,20.0,43.5,58.6,74.1,760.1,276.8,20.6,23.9,85.8,18.1,22.8,79.2,4.35,9.55,45.5,0.15,0.11,0.04,1.30,2.90,1.70,0.80,4.55,Matches
396,Aaron Rowe\Aaron-Rowe,eng ENG,FW,Huddersfield,17,2000,0.8,16.3,21.3,76.5,238.8,112.5,7.50,8.75,85.7,5.00,6.25,80.0,2.50,5.00,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,Matches
397,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,31,1986,1.0,15.0,21.0,71.4,593.0,437.0,1.00,1.00,100.0,4.00,4.00,100.0,10.0,16.0,62.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
398,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,25,1993,31.9,72.4,79.2,91.4,1518.8,493.1,21.8,22.9,94.9,37.1,39.3,94.4,12.5,15.8,79.5,0.00,0.02,-0.02,0.16,5.55,0.31,0.00,4.61,Matches
399,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,26,1992,34.0,16.2,29.9,54.2,747.7,573.8,0.68,0.71,95.8,4.26,4.41,96.7,11.2,24.7,45.4,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,Matches
400,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,21,1996,0.5,16.0,20.0,80.0,218.0,26.0,12.0,14.0,85.7,2.00,4.00,50.0,2.00,2.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
401,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,28,1990,12.8,43.2,55.2,78.3,953.5,301.1,13.8,15.6,88.5,19.9,23.9,83.3,9.30,14.1,65.7,0.00,0.02,-0.02,0.23,4.69,0.39,0.16,4.45,Matches
402,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,16,2001,0.1,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
403,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,28,1990,26.8,42.4,47.9,88.3,840.1,380.0,14.6,15.9,92.2,21.3,23.2,91.6,6.31,8.54,73.8,0.00,0.02,-0.02,0.26,3.02,0.11,0.00,3.54,Matches
404,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,30,1988,0.3,30.0,43.3,69.2,583.3,33.3,20.0,23.3,85.7,6.67,6.67,100.0,3.33,13.3,25.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,Matches
405,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,26,1992,36.1,23.9,31.9,75.1,356.6,106.1,14.5,17.6,82.3,7.40,9.61,76.9,1.55,3.07,50.5,0.22,0.25,-0.03,1.88,1.61,2.05,0.19,3.93,Matches
406,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,29,1988,9.8,29.8,41.7,71.4,512.6,157.6,16.9,21.0,80.6,8.27,12.1,68.1,4.08,6.94,58.8,0.31,0.32,-0.01,2.04,2.55,2.65,0.51,4.49,Matches
407,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,32,1986,2.7,45.9,51.9,88.6,975.2,204.4,15.9,17.8,89.6,19.6,21.1,93.0,9.63,12.2,78.8,0.00,0.04,-0.04,0.74,5.19,0.37,0.00,3.33,Matches
408,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,22,1996,21.6,59.7,65.9,90.5,1286.6,342.2,15.7,16.9,92.9,32.6,34.4,94.9,11.0,13.8,79.9,0.05,0.00,0.05,0.05,1.94,0.00,0.00,2.41,Matches
409,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,22,1996,20.7,36.2,46.1,78.6,526.4,115.7,22.1,25.8,85.8,11.7,14.1,83.2,1.55,3.77,41.0,0.48,0.32,0.16,1.74,1.26,1.88,0.10,3.53,Matches
410,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,26,1991,22.2,31.5,46.4,67.9,814.0,367.1,7.79,9.50,82.0,14.5,17.6,82.1,9.14,18.3,49.9,0.05,0.03,0.02,0.50,3.87,0.41,0.05,3.06,Matches
411,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,28,1990,36.2,35.1,41.5,84.7,781.7,234.1,9.25,10.5,88.2,18.6,21.0,88.4,7.07,9.42,75.1,0.00,0.01,-0.01,0.03,2.04,0.06,0.00,1.82,Matches
412,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,25,1992,18.6,26.0,34.7,74.9,397.1,122.2,14.2,17.2,83.1,9.57,12.5,76.4,1.51,3.33,45.2,0.05,0.08,-0.03,0.91,2.63,0.65,0.16,2.90,Matches
413,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,31,1986,38.0,21.7,31.8,68.3,815.0,517.5,1.37,1.39,98.1,8.39,8.53,98.5,11.9,21.8,54.6,0.00,0.01,-0.01,0.03,0.26,0.00,0.00,0.05,Matches
414,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,28,1989,9.3,52.0,58.5,89.0,949.2,225.1,25.4,27.2,93.3,19.1,21.4,89.4,7.20,9.25,77.9,0.11,0.06,0.04,0.97,5.16,0.43,0.00,2.90,Matches
415,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,27,1990,18.2,23.4,31.4,74.6,377.0,91.3,13.6,16.1,84.6,7.64,9.78,78.1,1.92,4.01,47.9,0.00,0.09,-0.09,1.15,1.81,1.43,0.49,2.31,Matches
416,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,24,1993,8.4,22.1,31.1,71.3,324.9,69.4,12.0,14.6,82.1,9.52,12.1,78.4,0.24,1.90,12.5,0.24,0.05,0.19,0.83,1.31,0.60,0.00,2.26,Matches
417,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,27,1991,24.9,57.6,68.8,83.7,1110.2,286.3,23.9,26.7,89.8,24.0,26.9,89.0,8.88,13.6,65.4,0.08,0.15,-0.07,2.21,4.98,0.96,0.20,5.18,Matches
418,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,18,2000,25.6,22.7,32.4,70.2,376.3,144.1,12.3,14.8,83.6,8.44,11.7,72.0,1.84,4.73,38.8,0.23,0.19,0.05,1.17,1.33,0.63,0.16,2.30,Matches
419,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,26,1991,11.8,46.2,58.9,78.4,846.5,226.0,22.5,25.9,86.9,17.2,20.4,84.2,6.02,11.0,54.6,0.25,0.16,0.09,1.61,4.15,3.05,0.59,5.76,Matches
420,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,23,1995,28.8,57.5,68.9,83.5,895.9,386.5,31.8,34.9,91.1,21.4,25.3,84.8,3.44,6.25,55.0,0.14,0.12,0.02,1.15,4.24,1.25,0.31,6.46,Matches
421,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,26,1992,10.5,43.6,64.6,67.6,1065.0,420.4,11.5,14.8,78.1,19.8,24.3,81.6,11.9,24.6,48.4,0.10,0.13,-0.04,2.29,7.52,1.90,0.57,6.19,Matches
422,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,28,1989,34.6,24.0,35.6,67.4,426.8,161.8,11.3,13.8,81.6,8.93,11.7,76.3,3.24,7.92,40.9,0.17,0.20,-0.03,2.08,2.86,1.39,0.23,3.84,Matches
423,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,29,1989,1.0,70.0,79.0,88.6,1225.0,319.0,36.0,39.0,92.3,25.0,27.0,92.6,9.00,11.0,81.8,0.00,0.00,0.00,0.00,9.00,1.00,0.00,6.00,Matches
424,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,23,1994,31.7,47.7,56.7,84.1,809.1,182.2,23.3,25.7,90.8,19.2,22.1,87.0,4.35,6.72,64.8,0.22,0.23,-0.01,2.21,3.03,1.80,0.16,4.83,Matches
425,David Silva\David-Silva,es ESP,MF,Manchester City,32,1986,26.7,66.8,78.0,85.6,1087.4,238.7,34.5,38.6,89.3,26.9,30.5,88.2,4.79,7.08,67.7,0.30,0.34,-0.04,2.73,5.09,3.15,0.19,6.97,Matches
426,Xande Silva\Xande-Silva,pt POR,FW,West Ham,21,1997,0.2,15.0,25.0,60.0,175.0,10.0,15.0,20.0,75.0,0.00,0.00,,0.00,5.00,0.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
427,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,31,1987,3.2,33.8,48.1,70.1,648.4,285.3,11.3,15.9,70.6,16.9,22.2,76.1,4.38,8.13,53.8,0.00,0.00,0.00,0.31,1.56,0.00,0.00,2.19,Matches
428,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,21,1996,4.5,42.4,50.0,84.9,927.3,331.1,11.1,12.7,87.7,23.1,25.8,89.7,7.78,10.7,72.9,0.00,0.02,-0.02,0.22,2.67,0.22,0.00,2.22,Matches
429,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,21,1997,2.4,15.0,19.2,78.3,221.7,63.8,7.50,9.58,78.3,5.83,6.67,87.5,0.83,1.67,50.0,0.42,0.21,0.21,0.83,0.42,0.83,0.83,0.42,Matches
430,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,28,1989,25.9,46.5,53.9,86.3,787.3,189.5,21.7,24.1,89.9,19.1,21.4,89.5,4.48,6.22,72.0,0.12,0.09,0.02,0.89,4.09,0.50,0.12,3.67,Matches
431,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,17,2000,2.4,48.3,57.1,84.7,855.8,187.9,20.4,24.2,84.5,22.9,24.6,93.2,4.17,5.42,76.9,0.00,0.00,0.00,0.42,2.92,0.00,0.00,2.08,Matches
432,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,19,1999,1.2,17.5,26.7,65.6,302.5,76.7,8.33,10.0,83.3,6.67,9.17,72.7,1.67,5.00,33.3,0.00,0.00,0.00,0.00,2.50,0.83,0.00,2.50,Matches
433,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,28,1989,23.6,33.9,39.2,86.6,719.0,178.5,9.15,10.4,88.2,18.6,20.3,91.7,5.68,7.71,73.6,0.00,0.02,-0.02,0.13,0.89,0.04,0.00,1.53,Matches
434,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,27,1991,23.0,37.4,46.6,80.2,626.8,237.0,18.8,21.7,86.6,15.3,18.2,84.0,3.00,5.39,55.6,0.04,0.03,0.01,0.43,3.17,0.70,0.13,3.65,Matches
435,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,26,1992,12.7,37.0,48.7,76.1,688.0,237.1,16.3,19.0,85.9,14.5,18.5,78.3,5.91,10.0,59.1,0.00,0.04,-0.04,0.71,2.52,0.55,0.31,2.60,Matches
